Evento;Ficheiro;MI Global;Alt A (Impacto Bilateral);Alt B (Bimodal);Alt C (MI P95);Curtose;Entropia;Norm_MI;Norm_Impacto;Índice Global (Base 2)
0x1D;bs_perf_n5_eventos_3...;6,5719;3,3426;0,49627748559965956;4,741728191895286;6,639224708554831;10,090610701590343;1,0;0,084;2,084
0xC3;bs_perf_n7_eventos_3...;0,0258;39,7788;0,632716540541432;0,0;260,9818834340932;6,380916808022221;0,0039;1,0;1,0079
0xE7;bs_perf_n10_eventos_...;1,506;4,6435;0,5175345490749576;1,0702695754853284;7,58293053417321;10,7384531168524;0,2292;0,1167;0,575
0xE0;bs_perf_n9_eventos_3...;0,0102;19,506;0,8070799313955705;0,0;1272,2574776290082;4,932364987761082;0,0016;0,4904;0,4935
0xE1;bs_perf_n9_eventos_3...;0,2141;15,8031;0,8076754945875856;0,1329234717079153;26,325958962551837;8,755650306846743;0,0326;0,3973;0,4624
0x61;bs_perf_n6_eventos_3...;0,0636;8,0;0,4757068600885038;0,16272847060917028;3,079259837900626;2,8023493636743004;0,0097;0,2011;0,2205
0x18;bs_perf_n5_eventos_3...;0,0564;5,5;0,5717767210319894;0,06259798551609075;4,089830658182397;2,8034078368011826;0,0086;0,1383;0,1554
0x19;bs_perf_n5_eventos_3...;0,1775;1,1667;0,3311455014456118;0,10834503544373852;2,231504943337631;3,488292535454238;0,027;0,0293;0,0834
0x60;bs_perf_n5_eventos_3...;0,1613;1,2;0,25910716905671377;0,03171031357213616;1,7659583016710392;2,6669781474831282;0,0245;0,0302;0,0793
0x17;bs_perf_n4_eventos_3...;0,145;1,2;0,26853543473807134;0,05987221399802989;1,4443877869445854;2,5907301176319018;0,0221;0,0302;0,0743
0xE2;bs_perf_n9_eventos_3...;0,0;1,4444;0,06855695238194418;0,019693332584792334;27,661633651394464;1,8287726382927016;0,0;0,0363;0,0363
0xCC;bs_perf_n8_eventos_3...;0,0067;1,0;0,4504575072098755;0,008503757541601153;-0,26781605164234756;2,888792504916281;0,001;0,0251;0,0272
0x01;bs_perf_n1_eventos_3...;0,0;1,0;0,3774420207960205;0,011422432159284401;0,03963822823214569;2,7249828886780083;0,0;0,0251;0,0251
0x05;bs_perf_n1_eventos_3...;0,0;1,0;0,9805391162512128;0,0;8,184439058203187;0,4018447765003724;0,0;0,0251;0,0251
0x86;bs_perf_n6_eventos_3...;0,0;1,0;1,0000000000000007;0,0011020372825487623;904,5448193383015;0,012397200231267488;0,0;0,0251;0,0251
0x10;bs_perf_n3_eventos_3...;0,0;0,8333;0,3835337902165969;0,04022068970093162;-0,10966367523426035;2,98188077557001;0,0;0,0209;0,0209
0x10.1;bs_perf_n3_eventos_3...;0,0;0,8333;0,3835337902165969;0,04022068970093162;-0,10966367523426035;2,98188077557001;0,0;0,0209;0,0209
0x15;bs_perf_n4_eventos_3...;0,0034;0,4444;0,5586511294163824;0,022708839403926984;4,986357590192716;1,1856173496852513;0,0005;0,0112;0,0122
0x03;bs_perf_n1_eventos_3...;0,0005;0,4444;0,5801942674131331;0,0;5,857963746400392;1,0815567399463817;0,0001;0,0112;0,0113
0xC0;bs_perf_n6_eventos_3...;0,0012;0,3125;0,3036398128426042;0,012865134611274254;0,2941348375760491;2,873226973878991;0,0002;0,0079;0,0082
0x16;bs_perf_n4_eventos_3...;0,0;0,3;0,27498675560095487;0,0;1,0184554428028156;3,079524530502311;0,0;0,0075;0,0075
0x14;bs_perf_n4_eventos_3...;0,0;0,2655;0,4002035947895445;0,0;-0,14746446743184682;6,499981465197471;0,0;0,0067;0,0067
0xE4;bs_perf_n10_eventos_...;0,003;0,1;0,4173148283113633;0,0;-0,14826529982520098;3,0125693420610578;0,0004;0,0025;0,0034
0x0C;bs_perf_n3_eventos_3...;0,0073;0,0278;1,0000000000000007;0,0011192685375805977;521,5790460456607;0,01991410610793194;0,0011;0,0007;0,0029
0xC9;bs_perf_n8_eventos_3...;0,0089;0,0;0,0;0,0;0,0;0,0;0,0013;0,0;0,0027
0xCA;bs_perf_n8_eventos_3...;0,0088;0,0;1,0000000000000002;0,0;1995,9989599601618;0,006204059295831671;0,0013;0,0;0,0027
0xC7;bs_perf_n7_eventos_3...;0,0074;0,0;0,0;0,0;0,0;0,0;0,0011;0,0;0,0023
0x09;bs_perf_n2_eventos_3...;0,0058;0,0;0,0;0,0;0,0;0,0;0,0009;0,0;0,0018
0xC1;bs_perf_n6_eventos_3...;0,0055;0,0;0,0;0,0;0,0;0,0;0,0008;0,0;0,0017
0x1E;bs_perf_n5_eventos_3...;0,0054;0,0;0,0;0,0;0,0;0,0;0,0008;0,0;0,0017
0x12;bs_perf_n4_eventos_3...;0,0026;0,0238;0,9999999999999934;0,006956598351193333;620,312315242961;0,017166804237380713;0,0004;0,0006;0,0014
0xE8;bs_perf_n10_eventos_...;0,0045;0,0;1,0000000000000004;0,0;9999,999999999995;0,0014730335283281598;0,0007;0,0;0,0014
0xE5;bs_perf_n10_eventos_...;0,0002;0,0408;0,45385326062354286;0,0;-0,74992583097624;1,4691282617213257;0,0;0,001;0,0011
0x13;bs_perf_n4_eventos_3...;0,0027;0,0117;0,3492329975104299;0,0;-0,07284301343674882;1,4110664327042295;0,0004;0,0003;0,0011
0x02;bs_perf_n1_eventos_3...;0,0029;0,0;0,9999999999999997;0,0;9999,999999999989;0,0014730335283281598;0,0004;0,0;0,0009
