Evento;Ficheiro;MI Global;Alt A (Impacto Bilateral);Alt B (Bimodal);Alt C (MI P95);Curtose;Entropia;Norm_MI;Norm_Impacto;Índice Global (Base 2)
0xC2;bs_perf_n7_eventos_3...;0,003;0,0;0,0;0,0;0,0;0,0;0,0005;0,0;0,0009
0x08;bs_perf_n2_eventos_3...;0,0017;0,0069;0,3476329018939146;0,017287491529562216;-0,018000460150159103;1,3931254969752818;0,0003;0,0002;0,0007
0x0B;bs_perf_n2_eventos_3...;0,0019;0,0;0,0;0,0;0,0;0,0;0,0003;0,0;0,0006
0x07;bs_perf_n2_eventos_3...;0,002;0,0;0,0;0,0;0,0;0,0;0,0003;0,0;0,0006
0xD1;bs_perf_n9_eventos_3...;0,0017;0,0;0,0;0,0;0,0;0,0;0,0003;0,0;0,0005
0xD0;bs_perf_n8_eventos_3...;0,0012;0,0;0,0;0,0;0,0;0,0;0,0002;0,0;0,0004
0x04;bs_perf_n1_eventos_3...;0,0;0,0117;0,34913108567601475;0,0;-0,017908912302968094;1,4406585954441664;0,0;0,0003;0,0003
0xC5;bs_perf_n7_eventos_3...;0,0008;0,0;0,0;0,0;0,0;0,0;0,0001;0,0;0,0002
0x87;bs_perf_n6_eventos_3...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0x1A;bs_perf_n5_eventos_3...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0xCB;bs_perf_n8_eventos_3...;0,0;0,0;1,0000000000000002;0,0;1995,9989599601618;0,006204059295831671;0,0;0,0;0,0
0xC6;bs_perf_n7_eventos_3...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0xC8;bs_perf_n8_eventos_3...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0xC4;bs_perf_n7_eventos_3...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0x7A;bs_perf_n6_eventos_3...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0xE6;bs_perf_n10_eventos_...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0xE3;bs_perf_n10_eventos_...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0x0E;bs_perf_n3_eventos_3...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0x0D;bs_perf_n3_eventos_3...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0x0F;bs_perf_n3_eventos_3...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0xE3;bs_perf_n9_eventos_3...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0xD2;bs_perf_n9_eventos_3...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0x06;bs_perf_n2_eventos_3...;0,0;0,0;0,9999999999999803;0,0;3329,9989997798407;0,003943568548145187;0,0;0,0;0,0
0x00;bs_perf_n1_eventos_3...;0,0001;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0x0A;bs_perf_n2_eventos_3...;0,0;0,001;1,0000000000000007;0,005251524278406472;995,4992809014849;0,011407757737461135;0,0;0,0;0,0
