CYCLES;0xC8;0xC9;0xCA;0xCB;0xCC;0xD0
818598;0;44844;1;1;7375;0 
815122;0;44844;1;1;7339;0 
814985;0;44844;1;1;7363;0 
815168;0;44844;1;1;7390;0 
814825;0;44844;1;1;7363;0 
815493;0;44844;1;1;7365;0 
816215;0;44844;1;1;7427;0 
816592;0;44844;1;1;7353;0 
815287;0;44844;1;1;7470;0 
814761;0;44844;1;1;7375;0 
815297;0;44845;1;1;7377;0 
817972;0;44844;1;1;7411;0 
815414;0;44844;1;1;7441;0 
816457;0;44844;1;1;7478;0 
814811;0;44844;1;1;7359;0 
814321;0;44844;1;1;7336;0 
814584;0;44844;1;1;7304;0 
815931;0;44844;1;1;7382;0 
816033;0;44844;1;1;7390;0 
814535;0;44844;1;1;7367;0 
814450;0;44845;1;1;7291;0 
817770;0;44844;1;1;7344;0 
815015;0;44844;1;1;7391;0 
816271;0;44844;1;1;7431;0 
815587;0;44844;1;1;7321;0 
817402;0;44844;1;1;7335;0 
814909;0;44844;1;1;7370;0 
815080;0;44844;1;1;7436;0 
815371;0;44844;1;1;7329;0 
814935;0;44844;1;1;7391;0 
814908;0;44844;1;1;7408;0 
814625;0;44844;1;1;7367;0 
816210;0;44844;1;1;7418;0 
815156;0;44844;1;1;7426;0 
814159;0;44844;1;1;7303;0 
813914;0;44844;1;1;7274;0 
818311;0;44844;1;1;7366;0 
814380;0;44844;1;1;7307;0 
814738;0;44844;1;1;7351;0 
816328;0;44844;1;1;7370;0 
814389;0;44844;1;1;7344;0 
814814;0;44844;1;1;7387;0 
814792;0;44844;1;1;7336;0 
817872;0;44844;1;1;7394;0 
815365;0;44844;1;1;7304;0 
815553;0;44844;1;1;7382;0 
814668;0;44844;1;1;7374;0 
815590;0;44844;1;1;7328;0 
815268;0;44844;1;1;7392;0 
818977;0;44844;1;1;7353;0 
814736;0;44844;1;1;7345;0 
814119;0;44844;1;1;7308;0 
815141;0;44844;1;1;7395;0 
817158;0;44844;1;1;7456;0 
817048;0;44844;1;1;7402;0 
815687;0;44844;1;1;7390;0 
814875;0;44844;1;1;7319;0 
816006;0;44844;1;1;7372;0 
814284;0;44844;1;1;7302;0 
815801;0;44844;1;1;7358;0 
815605;0;44844;1;1;7361;0 
814916;0;44844;1;1;7413;0 
816452;0;44845;1;1;7411;0 
817891;0;44844;1;1;7384;0 
815686;0;44844;1;1;7392;0 
816274;0;44844;1;1;7397;0 
815976;0;44844;1;1;7434;0 
817198;0;44844;1;1;7397;0 
814452;0;44844;1;1;7335;0 
817581;0;44844;1;1;7384;0 
814316;0;44844;1;1;7340;0 
814794;0;44844;1;1;7368;0 
818154;0;44844;1;1;7435;0 
818253;0;44844;1;1;7378;0 
814920;0;44844;1;1;7404;0 
815146;0;44844;1;1;7364;0 
816131;0;44844;1;1;7429;0 
814724;0;44844;1;1;7369;0 
816344;0;44844;1;1;7299;0 
815661;0;44844;1;1;7354;0 
816607;0;44844;1;1;7368;0 
815775;0;44844;1;1;7464;0 
814546;0;44844;1;1;7372;0 
816612;0;44844;1;1;7454;0 
814795;0;44844;1;1;7354;0 
816622;0;44844;1;1;7449;0 
818960;0;44844;1;1;7430;0 
814736;0;44844;1;1;7373;0 
814864;0;44844;1;1;7391;0 
820665;0;44844;1;1;7359;0 
815274;0;44844;1;1;7435;0 
814931;0;44844;1;1;7346;0 
815739;0;44844;1;1;7339;0 
815981;0;44844;1;1;7413;0 
814740;0;44844;1;1;7345;0 
814806;0;44844;1;1;7337;0 
816482;0;44844;1;1;7503;0 
814894;0;44844;1;1;7391;0 
815986;0;44844;1;1;7385;0 
816101;0;44844;1;1;7448;0 
814825;0;44844;1;1;7413;0 
814209;0;44844;1;1;7306;0 
815274;0;44844;1;1;7361;0 
815072;0;44845;1;1;7393;0 
816138;0;44844;1;1;7431;0 
814513;0;44844;1;1;7356;0 
819219;0;44844;1;1;7416;0 
815894;0;44844;1;1;7415;0 
816874;0;44844;1;1;7469;0 
815018;0;44844;1;1;7323;0 
814680;0;44844;1;1;7330;0 
