CYCLES;0x18;0x19;0x1A;0x1D;0x1E;0x60
540186;44;506;0;270092;0;330 
540385;17;408;0;270192;0;340 
541909;23;464;0;270954;0;372 
541642;31;508;0;270820;0;384 
541239;35;516;0;270619;0;376 
541467;41;520;0;270733;0;356 
541269;38;562;0;270634;0;410 
542052;32;509;0;271026;0;381 
544347;102;777;0;272172;0;413 
539862;26;448;0;269931;0;344 
542106;23;476;0;271053;0;384 
546047;20;426;0;273023;0;346 
547779;29;505;0;273888;0;389 
546530;55;592;0;273265;0;372 
545389;41;556;0;272693;0;392 
541703;21;420;0;270851;0;336 
545450;29;484;0;272726;0;368 
543942;17;440;0;271971;0;372 
559426;106;916;0;279713;0;524 
543348;32;508;0;271674;0;380 
542322;31;468;0;271161;0;344 
554823;118;831;0;277411;0;475 
544022;36;516;0;272010;0;372 
542233;22;436;0;271117;0;348 
547831;56;580;0;273915;0;356 
543292;18;448;0;271646;0;376 
541551;22;424;0;270775;0;336 
568649;115;964;0;284324;0;636 
544315;25;476;0;272158;0;376 
543772;23;452;0;271886;0;360 
547988;29;488;0;273994;0;372 
548284;68;658;0;274142;0;394 
545525;19;463;0;272762;0;387 
544598;21;460;0;272299;0;376 
543193;21;424;0;271596;0;340 
542821;44;516;0;271410;0;340 
542684;47;556;0;271342;0;368 
541369;18;416;0;270685;0;344 
546211;45;576;0;273106;0;396 
542200;33;504;0;271100;0;372 
543636;27;496;0;271818;0;388 
545262;29;472;0;272631;0;356 
541523;29;460;0;270761;0;344 
545934;53;544;0;272967;0;332 
543386;35;536;0;271693;0;396 
545648;20;436;0;272824;0;356 
566813;121;869;0;283406;0;525 
543994;42;532;0;271997;0;364 
543872;29;476;0;271936;0;360 
542550;31;488;0;271275;0;364 
547078;78;692;0;273539;0;384 
543955;31;480;0;271977;0;356 
545168;22;484;0;272584;0;396 
541433;18;436;0;270716;0;364 
544634;35;504;0;272317;0;364 
547179;26;456;0;273589;0;352 
542214;25;452;0;271107;0;352 
546036;35;512;0;273018;0;372 
543660;51;568;0;271830;0;364 
545158;19;456;0;272579;0;380 
542027;21;432;0;271013;0;348 
545094;31;520;0;272547;0;396 
546427;48;548;0;273213;0;356 
545917;26;476;0;272958;0;372 
545635;29;492;0;272817;0;376 
560270;96;876;0;280135;0;500 
544295;36;508;0;272147;0;364 
541659;33;472;0;270829;0;340 
541856;16;448;0;270928;0;384 
547435;73;628;0;273717;0;356 
544881;22;432;0;272440;0;344 
545051;26;476;0;272525;0;372 
542691;25;452;0;271345;0;352 
541852;23;408;0;270926;0;316 
545466;33;472;0;272733;0;340 
543668;18;416;0;271834;0;344 
544533;34;516;0;272266;0;380 
543815;71;636;0;271907;0;352 
547653;48;630;0;273826;0;466 
545443;35;492;0;272721;0;352 
541832;28;472;0;270916;0;360 
545556;50;556;0;272778;0;356 
544136;19;464;0;272068;0;388 
542408;20;420;0;271204;0;340 
573846;108;840;0;286922;0;520 
545636;27;464;0;272818;0;356 
543004;34;476;0;271502;0;340 
542099;22;428;0;271049;0;340 
544549;69;620;0;272274;0;356 
542083;26;480;0;271041;0;376 
544833;22;460;0;272416;0;372 
546642;38;508;0;273321;0;356 
541563;21;440;0;270781;0;356 
545664;36;508;0;272832;0;364 
542641;19;424;0;271320;0;348 
542602;27;500;0;271301;0;392 
543815;66;628;0;271907;0;364 
545386;54;702;0;272693;0;502 
543648;35;522;0;271823;0;382 
542330;22;436;0;271165;0;348 
546352;64;628;0;273176;0;372 
545657;20;472;0;272828;0;392 
545922;30;484;0;272961;0;364 
571587;95;804;0;285794;0;520 
545245;29;484;0;272622;0;368 
545870;34;472;0;272935;0;336 
546001;21;424;0;272999;0;340 
549737;76;680;0;274868;0;376 
542028;25;435;0;271014;0;335 
542543;28;490;0;271272;0;378 
541649;17;432;0;270824;0;364 
546392;24;448;0;273195;0;352 
542358;30;468;0;271179;0;348 
544268;19;408;0;272134;0;332 
544567;29;504;0;272283;0;388 
543248;40;524;0;271624;0;364 
544652;27;503;0;272326;0;399 
543482;30;464;0;271741;0;344 
545782;28;484;0;272890;0;372 
542457;44;504;0;271228;0;328 
546336;12;436;0;273167;0;388 
545172;30;492;0;272586;0;372 
577869;124;960;0;288935;0;608 
543049;31;508;0;271524;0;384 
542985;24;412;0;271491;0;316 
542089;20;436;0;271044;0;356 
550565;87;704;0;275283;0;388 
545716;17;445;0;272857;0;377 
544675;29;488;0;272337;0;372 
544058;31;498;0;272028;0;374 
541687;23;412;0;270843;0;320 
547828;43;556;0;273913;0;384 
541283;22;420;0;270642;0;332 
547265;33;506;0;273632;0;374 
544058;30;487;0;272029;0;367 
544584;35;538;0;272292;0;410 
541556;24;476;0;270777;0;380 
541385;37;488;0;270692;0;340 
545816;55;539;0;272908;0;319 
546631;32;516;0;273315;0;388 
542164;27;466;0;271081;0;358 
563907;118;946;0;281954;0;614 
547680;21;470;0;273839;0;386 
542210;26;436;0;271105;0;332 
544533;25;468;0;272265;0;368 
545648;94;728;0;272824;0;364 
542671;20;504;0;271335;0;424 
542973;25;503;0;271486;0;403 
545370;18;444;0;272685;0;372 
543063;27;447;0;271531;0;343 
542166;22;436;0;271083;0;348 
542490;13;416;0;271244;0;364 
541752;28;504;0;270876;0;392 
542991;38;524;0;271495;0;372 
544447;32;516;0;272223;0;388 
542006;20;424;0;271003;0;344 
544549;20;423;0;272274;0;343 
545680;67;592;0;272840;0;324 
545627;19;436;0;272813;0;360 
542157;23;460;0;271078;0;368 
561565;117;924;0;280782;0;574 
543239;37;532;0;271620;0;384 
544056;29;448;0;272028;0;332 
542770;30;480;0;271384;0;360 
544509;90;736;0;272254;0;388 
541586;28;448;0;270793;0;336 
547799;26;468;0;273900;0;364 
541487;30;464;0;270743;0;344 
541346;26;448;0;270673;0;344 
543127;39;528;0;271563;0;372 
544555;13;404;0;272278;0;352 
542501;37;508;0;271250;0;360 
546281;22;492;0;273140;0;404 
546339;14;484;0;273169;0;428 
543925;26;451;0;271962;0;347 
546233;21;420;0;273115;0;336 
545869;72;624;0;272934;0;336 
543144;26;484;0;271571;0;380 
542079;23;470;0;271039;0;378 
568707;94;772;0;284354;0;480 
541959;25;448;0;270979;0;348 
542106;31;440;0;271053;0;316 
542348;12;404;0;271174;0;356 
543078;68;636;0;271539;0;364 
549339;35;532;0;274669;0;392 
554900;36;492;0;277450;0;348 
544258;15;584;0;272128;0;524 
545251;31;444;0;272625;0;320 
545843;26;492;0;272922;0;388 
542564;20;424;0;271282;0;344 
543472;16;392;0;271736;0;328 
544000;65;592;0;272000;0;332 
544399;15;464;0;272199;0;404 
544766;28;440;0;272383;0;328 
541452;22;424;0;270726;0;336 
553712;37;571;0;276855;0;423 
542519;48;568;0;271259;0;376 
542786;27;476;0;271393;0;368 
545795;32;512;0;272897;0;384 
542274;16;440;0;271137;0;376 
544384;34;512;0;272192;0;376 
542291;43;536;0;271145;0;364 
544751;20;452;0;272375;0;372 
542127;23;440;0;271063;0;348 
563348;99;838;0;281674;0;550 
546433;27;504;0;273217;0;396 
543542;20;436;0;271771;0;356 
542091;15;445;0;271044;0;385 
548859;132;896;0;274429;0;436 
544309;27;484;0;272155;0;376 
545124;20;450;0;272562;0;370 
544553;31;488;0;272276;0;364 
542795;24;410;0;271397;0;314 
546561;29;471;0;273280;0;355 
543958;14;436;0;271979;0;380 
542686;26;480;0;271343;0;376 
547667;37;544;0;273833;0;396 
543686;18;448;0;271843;0;376 
544317;32;504;0;272158;0;376 
541870;40;522;0;270935;0;362 
542496;50;544;0;271248;0;344 
544711;23;484;0;272355;0;392 
541785;17;416;0;270892;0;348 
559619;95;780;0;279809;0;516 
543974;25;468;0;271987;0;368 
541256;26;433;0;270628;0;329 
542649;11;392;0;271324;0;348 
547468;91;744;0;273734;0;392 
543830;20;420;0;271915;0;340 
542828;25;480;0;271414;0;380 
544734;19;401;0;272367;0;325 
544921;22;439;0;272460;0;351 
542578;27;466;0;271288;0;358 
550474;19;492;0;275237;0;420 
542734;32;460;0;271367;0;332 
551968;24;432;0;275983;0;352 
545677;32;504;0;272838;0;376 
542079;22;424;0;271039;0;336 
546708;34;520;0;273354;0;384 
542054;32;488;0;271027;0;360 
543261;33;536;0;271630;0;404 
545030;24;460;0;272515;0;364 
563560;98;788;0;281780;0;492 
546065;33;500;0;273032;0;368 
541682;28;496;0;270840;0;384 
543837;12;412;0;271918;0;364 
553230;148;984;0;276615;0;472 
541680;30;464;0;270839;0;344 
541437;15;424;0;270718;0;364 
542648;29;496;0;271323;0;380 
542596;26;452;0;271298;0;348 
546978;50;556;0;273489;0;356 
541780;13;392;0;270890;0;340 
543856;46;548;0;271927;0;364 
545873;26;528;0;272936;0;424 
544440;33;536;0;272219;0;404 
550336;23;494;0;275168;0;402 
542310;26;448;0;271155;0;344 
547786;69;608;0;273891;0;332 
542894;18;456;0;271447;0;384 
542018;30;514;0;271008;0;394 
567801;96;788;0;283900;0;496 
546873;27;488;0;273436;0;380 
543181;32;460;0;271590;0;332 
542484;27;467;0;271242;0;359 
547813;83;672;0;273906;0;380 
546943;27;492;0;273471;0;384 
542986;22;434;0;271492;0;346 
545766;26;464;0;272883;0;360 
544463;27;432;0;272231;0;324 
545967;32;476;0;272983;0;348 
541895;27;460;0;270947;0;352 
545620;29;528;0;272810;0;412 
546594;50;606;0;273296;0;406 
545071;19;480;0;272535;0;408 
543671;20;439;0;271835;0;359 
543865;25;470;0;271932;0;370 
543186;46;560;0;271593;0;376 
542804;16;452;0;271401;0;388 
542018;20;452;0;271009;0;372 
