CYCLES;0xD1;0xD2;0xE0;0xE1;0xE2;0xE3
1677;0;0;31;156;8;0 
2254;0;0;46;197;8;0 
1658;0;0;28;105;9;0 
1531;0;0;44;159;5;0 
1822;0;0;31;159;8;0 
4687;0;0;43;128;9;0 
1896;0;0;40;280;4;0 
2182;0;0;33;163;10;0 
1830;0;0;26;230;9;0 
2156;0;0;38;176;8;0 
1905;0;0;42;120;5;0 
1756;0;0;42;150;8;0 
2239;0;0;50;237;10;0 
2010;0;0;38;124;5;0 
2343;0;0;36;297;10;0 
1954;0;0;44;178;9;0 
2327;0;0;38;164;10;0 
3975;0;0;39;150;10;0 
1966;0;0;47;299;8;0 
2325;0;0;33;206;9;0 
1659;0;0;46;153;9;0 
1945;0;0;47;162;9;0 
1649;0;0;35;179;9;0 
1913;0;0;45;173;10;0 
3346;0;0;42;686;8;0 
1807;0;0;37;149;9;0 
2817;0;0;45;404;8;0 
1589;0;0;48;134;9;0 
1804;0;0;43;162;10;0 
1863;0;0;42;180;8;0 
1869;0;0;47;117;8;0 
1885;0;0;22;161;9;0 
1764;0;0;46;282;9;0 
4564;0;0;31;95;9;0 
3454;0;0;51;167;9;0 
3242;0;0;38;635;8;0 
1943;0;0;37;197;9;0 
2160;0;0;44;146;8;0 
1413;0;0;37;150;10;0 
1816;0;0;45;164;9;0 
1812;0;0;36;155;10;0 
4645;0;0;41;137;8;0 
3596;0;0;39;768;9;0 
1905;0;0;32;200;10;0 
2208;0;0;28;289;9;0 
5541;0;0;31;1438;9;0 
1735;0;0;46;162;9;0 
4743;0;0;35;205;9;0 
1800;0;0;26;245;9;0 
3722;0;0;36;346;10;0 
4734;0;0;32;210;10;0 
2301;0;0;37;257;9;0 
2145;0;0;38;190;4;0 
1790;0;0;34;170;9;0 
2279;0;0;64;135;9;0 
2347;0;0;37;140;9;0 
3150;0;0;36;175;8;0 
2417;0;0;37;456;8;0 
2011;0;0;38;648;9;0 
1839;0;0;31;141;10;0 
1272;0;0;52;199;9;0 
1943;0;0;37;181;8;0 
4798;0;0;38;150;8;0 
2033;0;0;33;342;9;0 
3107;0;0;62;224;8;0 
2784;0;0;932;246;8;0 
3307;0;0;36;36;8;0 
2414;0;0;39;140;8;0 
4713;0;0;40;1270;9;0 
1973;0;0;37;188;9;0 
1797;0;0;37;200;8;0 
4372;0;0;50;253;8;0 
1554;0;0;43;181;8;0 
1849;0;0;42;205;5;0 
4880;0;0;40;2949;9;0 
2281;0;0;56;282;9;0 
2253;0;0;45;103;8;0 
2405;0;0;38;225;10;0 
1907;0;0;41;220;9;0 
1757;0;0;46;178;9;0 
1609;0;0;47;198;9;0 
4565;0;0;31;122;9;0 
2058;0;0;38;156;8;0 
1739;0;0;33;376;9;0 
1117;0;0;34;141;9;0 
3807;0;0;113;472;10;0 
2334;0;0;33;230;9;0 
1739;0;0;45;143;9;0 
1960;0;0;41;182;8;0 
1797;0;0;32;138;9;0 
1990;0;0;31;169;9;0 
1820;0;0;52;114;10;0 
1750;0;0;36;133;10;0 
1944;0;0;36;266;8;0 
4520;0;0;275;547;8;0 
1953;0;0;43;175;10;0 
1975;0;0;40;153;9;0 
1635;0;0;41;163;8;0 
1978;0;0;33;186;10;0 
1877;0;0;41;225;5;0 
1849;0;0;47;323;9;0 
2154;0;0;34;213;9;0 
1662;0;0;40;133;9;0 
3687;0;0;33;479;9;0 
1882;0;0;33;126;8;0 
4404;0;0;44;1148;10;0 
2187;0;0;44;224;9;0 
3042;0;0;29;734;8;0 
1868;0;0;41;215;10;0 
3345;0;0;54;210;9;0 
2458;0;0;36;495;8;0 
1903;0;0;36;193;10;0 
4640;0;0;41;2498;8;0 
1875;0;0;44;141;8;0 
2205;0;0;39;181;9;0 
1774;0;0;37;144;9;0 
1874;0;0;34;268;9;0 
1734;0;0;32;153;9;0 
1890;0;0;43;159;10;0 
2841;0;0;1099;188;12;0 
1648;0;0;35;343;8;0 
3279;0;0;34;221;9;0 
1794;0;0;39;145;9;0 
2191;0;0;30;173;9;0 
5026;0;0;35;351;8;0 
2008;0;0;35;97;10;0 
2581;0;0;37;457;8;0 
1909;0;0;42;133;8;0 
1402;0;0;42;162;9;0 
4887;0;0;31;141;5;0 
4747;0;0;25;373;10;0 
1794;0;0;36;158;8;0 
2031;0;0;37;237;9;0 
2830;0;0;44;292;9;0 
1611;0;0;33;139;9;0 
2911;0;0;37;139;10;0 
4775;0;0;41;143;8;0 
2035;0;0;32;220;8;0 
1781;0;0;34;178;9;0 
1876;0;0;37;173;8;0 
4247;0;0;38;501;9;0 
3269;0;0;35;242;10;0 
3162;0;0;40;109;8;0 
5030;0;0;39;3082;8;0 
3214;0;0;44;465;9;0 
1656;0;0;37;152;10;0 
1606;0;0;41;206;9;0 
2572;0;0;28;249;9;0 
2112;0;0;39;138;8;0 
1763;0;0;43;40;9;0 
4727;0;0;35;261;9;0 
2375;0;0;27;492;9;0 
4412;0;0;211;415;10;0 
2094;0;0;35;289;9;0 
1866;0;0;48;157;9;0 
3502;0;0;39;196;8;0 
1937;0;0;30;209;9;0 
4222;0;0;36;161;9;0 
2026;0;0;42;270;8;0 
2207;0;0;42;263;9;0 
1819;0;0;33;169;8;0 
1801;0;0;33;201;9;0 
1883;0;0;34;114;9;0 
1848;0;0;45;157;9;0 
1624;0;0;46;171;8;0 
3813;0;0;38;937;8;0 
1991;0;0;37;288;10;0 
2054;0;0;33;277;9;0 
1835;0;0;34;274;9;0 
3547;0;0;57;131;9;0 
2621;0;0;126;241;8;0 
4624;0;0;33;129;9;0 
1946;0;0;30;213;8;0 
1934;0;0;43;165;9;0 
4962;0;0;30;3070;9;0 
2070;0;0;42;191;8;0 
1644;0;0;33;167;9;0 
1987;0;0;39;296;9;0 
1898;0;0;49;136;9;0 
1886;0;0;44;139;8;0 
3855;0;0;47;341;8;0 
4638;0;0;50;200;8;0 
1697;0;0;34;155;8;0 
3765;0;0;34;802;8;0 
2070;0;0;40;77;9;0 
2184;0;0;31;179;9;0 
3409;0;0;39;682;10;0 
1959;0;0;35;191;5;0 
3163;0;0;46;235;9;0 
3214;0;0;43;385;8;0 
1989;0;0;34;172;9;0 
1576;0;0;43;147;8;0 
1863;0;0;41;220;9;0 
2023;0;0;34;241;10;0 
1914;0;0;31;199;9;0 
2063;0;0;33;149;10;0 
1994;0;0;41;381;5;0 
1768;0;0;35;131;9;0 
1999;0;0;43;401;9;0 
2343;0;0;47;320;8;0 
2017;0;0;42;159;9;0 
2315;0;0;35;313;9;0 
1998;0;0;44;484;10;0 
5027;0;0;51;1674;9;0 
1941;0;0;44;214;9;0 
3881;0;0;35;62;5;0 
4895;0;0;36;3211;9;0 
2147;0;0;43;91;8;0 
2111;0;0;41;289;8;0 
4181;0;0;30;803;9;0 
1678;0;0;47;120;9;0 
2505;0;0;36;196;9;0 
1352;0;0;31;162;9;0 
2244;0;0;50;240;8;0 
1816;0;0;46;235;5;0 
4866;0;0;43;191;9;0 
2090;0;0;41;591;8;0 
1652;0;0;31;156;9;0 
1943;0;0;33;144;9;0 
1591;0;0;29;159;8;0 
1989;0;0;50;186;9;0 
1998;0;0;38;138;8;0 
1674;0;0;36;134;9;0 
4561;0;0;51;166;9;0 
3675;0;0;54;135;9;0 
1945;0;0;40;140;9;0 
4567;0;0;53;138;9;0 
2090;0;0;56;200;9;0 
3876;0;0;56;929;9;0 
1792;0;0;22;147;9;0 
2704;0;0;45;294;8;0 
1620;0;0;32;159;4;0 
2162;0;0;48;179;9;0 
2341;0;0;44;308;5;0 
4096;0;0;40;132;9;0 
2079;0;0;39;168;9;0 
1783;0;0;37;165;8;0 
1863;0;0;47;302;10;0 
2461;0;0;41;500;9;0 
3435;0;0;32;240;8;0 
1494;0;0;32;548;8;0 
1901;0;0;47;284;9;0 
5639;0;0;49;207;9;0 
4211;0;0;173;400;8;0 
4619;0;0;45;242;9;0 
2193;0;0;26;205;9;0 
3281;0;0;39;328;8;0 
2092;0;0;51;138;8;0 
2110;0;0;40;127;8;0 
4767;0;0;45;497;8;0 
3932;0;0;29;383;9;0 
1744;0;0;33;169;10;0 
1521;0;0;47;176;9;0 
2222;0;0;34;282;9;0 
1589;0;0;50;150;9;0 
1773;0;0;35;157;8;0 
2285;0;0;30;758;9;0 
2227;0;0;35;169;8;0 
4269;0;0;50;139;9;0 
4760;0;0;42;133;9;0 
4969;0;0;40;210;8;0 
1942;0;0;52;184;9;0 
2589;0;0;42;133;9;0 
1750;0;0;32;143;9;0 
1351;0;0;37;121;9;0 
1943;0;0;29;217;8;0 
4068;0;0;42;273;8;0 
1847;0;0;48;161;9;0 
1800;0;0;38;163;8;0 
2105;0;0;29;143;5;0 
3190;0;0;43;200;9;0 
1802;0;0;42;139;4;0 
2050;0;0;52;187;9;0 
3808;0;0;36;139;4;0 
1835;0;0;51;120;10;0 
5057;0;0;39;367;8;0 
2012;0;0;38;236;10;0 
1972;0;0;31;142;8;0 
1961;0;0;49;286;9;0 
3378;0;0;31;198;9;0 
1961;0;0;52;145;9;0 
2022;0;0;49;186;9;0 
2026;0;0;37;334;10;0 
1823;0;0;36;520;9;0 
1675;0;0;36;150;9;0 
1918;0;0;40;201;9;0 
2219;0;0;44;148;8;0 
1510;0;0;31;505;9;0 
1289;0;0;43;154;8;0 
1647;0;0;46;218;9;0 
3982;0;0;49;83;8;0 
1997;0;0;33;352;9;0 
1912;0;0;31;168;8;0 
1935;0;0;34;143;9;0 
2117;0;0;52;241;5;0 
1713;0;0;43;124;8;0 
1730;0;0;48;167;9;0 
