CYCLES;0x18;0x19;0x1A;0x1D;0x1E;0x60
1740;1;44;0;870;0;40 
1547;3;50;0;773;0;40 
1889;1;56;0;944;0;52 
5614;15;112;0;2807;0;52 
1752;0;44;0;876;0;44 
4114;5;72;0;2057;0;52 
2078;2;56;0;1039;0;48 
2091;1;56;0;1046;0;52 
1227;1;32;0;614;0;28 
4314;1;44;0;2157;0;40 
1847;4;60;0;924;0;44 
1983;0;40;0;992;0;40 
1716;1;48;0;858;0;44 
5371;3;60;0;2686;0;48 
4965;5;76;0;2483;0;56 
3098;1;48;0;1549;0;44 
4027;3;64;0;2014;0;52 
2342;3;56;0;1171;0;44 
1623;1;44;0;812;0;40 
4581;4;64;0;2291;0;48 
5179;3;52;0;2590;0;40 
1972;0;52;0;986;0;52 
1890;3;56;0;945;0;44 
1925;2;52;0;963;0;44 
1988;1;52;0;994;0;48 
1899;3;60;0;949;0;48 
1867;1;44;0;934;0;40 
1870;0;52;0;935;0;52 
4505;1;44;0;2253;0;40 
1947;5;64;0;974;0;44 
1848;7;72;0;924;0;44 
2065;1;56;0;1033;0;52 
3844;1;48;0;1922;0;44 
2963;5;68;0;1481;0;48 
2087;2;54;0;1043;0;48 
1780;3;56;0;890;0;44 
2158;4;68;0;1079;0;52 
5861;5;68;0;2931;0;48 
2657;3;60;0;1329;0;48 
1923;1;56;0;962;0;52 
2133;3;56;0;1067;0;44 
2714;4;64;0;1357;0;48 
2041;3;52;0;1021;0;40 
1997;3;52;0;999;0;40 
1986;0;40;0;993;0;40 
1785;1;48;0;893;0;44 
3985;0;40;0;1993;0;40 
1721;3;52;0;861;0;40 
1852;1;44;0;926;0;40 
1505;1;40;0;753;0;36 
1970;7;72;0;985;0;44 
1961;9;76;0;981;0;44 
4877;2;60;0;2438;0;52 
1495;0;40;0;747;0;40 
2116;5;72;0;1058;0;52 
1756;3;52;0;878;0;40 
1952;2;60;0;976;0;52 
2107;2;48;0;1053;0;40 
3957;3;64;0;1979;0;52 
1662;5;60;0;831;0;40 
1954;3;64;0;977;0;52 
2010;4;60;0;1005;0;44 
1754;1;48;0;877;0;44 
1371;2;48;0;685;0;40 
2105;2;56;0;1053;0;48 
4027;5;76;0;2013;0;56 
2367;6;80;0;1183;0;56 
4313;1;36;0;2157;0;32 
2943;3;56;0;1472;0;44 
3831;2;52;0;1916;0;48 
1824;2;52;0;912;0;44 
1655;1;44;0;828;0;40 
1796;2;48;0;898;0;40 
2013;1;56;0;1007;0;52 
1688;2;52;0;844;0;44 
3518;4;68;0;1759;0;52 
4699;6;80;0;2350;0;60 
1630;1;48;0;815;0;44 
1834;2;60;0;917;0;52 
1667;0;40;0;833;0;40 
4595;1;48;0;2298;0;44 
1841;1;48;0;920;0;44 
5338;3;56;0;2669;0;44 
1821;1;48;0;911;0;44 
2378;4;64;0;1189;0;48 
1840;0;44;0;920;0;44 
1826;4;64;0;913;0;48 
1669;0;48;0;834;0;48 
2920;0;48;0;1460;0;48 
2845;4;60;0;1423;0;44 
2621;4;64;0;1311;0;48 
1717;4;56;0;858;0;40 
1873;1;48;0;936;0;44 
1704;0;48;0;852;0;48 
1757;1;52;0;879;0;48 
2071;2;60;0;1035;0;52 
1952;2;44;0;976;0;36 
1765;4;60;0;882;0;44 
1653;2;56;0;826;0;48 
4574;3;52;0;2287;0;40 
2262;6;64;0;1131;0;40 
1752;3;60;0;876;0;48 
3510;1;60;0;1755;0;56 
2249;4;68;0;1125;0;52 
1688;3;52;0;844;0;40 
1661;1;56;0;830;0;52 
1680;2;60;0;840;0;52 
2246;5;68;0;1123;0;48 
3163;1;52;0;1581;0;48 
4792;2;60;0;2396;0;52 
2115;2;48;0;1058;0;40 
3208;3;56;0;1604;0;44 
1724;0;44;0;862;0;44 
1262;0;36;0;631;0;36 
1955;4;64;0;978;0;48 
2571;4;68;0;1286;0;52 
2062;2;52;0;1031;0;44 
2097;2;52;0;1049;0;44 
2207;5;64;0;1104;0;44 
1708;0;52;0;854;0;52 
2252;3;64;0;1126;0;52 
2021;4;60;0;1011;0;44 
2116;4;64;0;1058;0;48 
2133;2;52;0;1067;0;44 
2208;5;68;0;1104;0;48 
3903;7;72;0;1952;0;48 
1877;4;52;0;939;0;36 
4974;1;44;0;2487;0;40 
1600;0;40;0;800;0;40 
1930;2;56;0;965;0;48 
1597;1;52;0;799;0;48 
1851;1;52;0;926;0;48 
2340;4;64;0;1170;0;48 
4772;2;48;0;2386;0;40 
1946;3;56;0;973;0;44 
2141;2;56;0;1071;0;48 
3114;3;56;0;1557;0;44 
