CYCLES;0x12;0x13;0x14;0x15;0x16;0x17
816481;59748;371982;462084;160;358;41 
815171;59745;371981;461759;163;354;28 
815941;59746;371981;459902;200;440;31 
815735;59747;371982;461971;160;362;40 
814690;59745;371981;461129;153;335;29 
815790;59745;371981;461161;147;324;19 
815142;59746;371982;462220;211;461;19 
817861;59747;371983;461769;154;349;21 
816173;59745;371981;461583;172;376;36 
816144;59745;371981;461973;155;340;29 
815597;59747;371982;461147;208;460;26 
814567;59745;371981;461552;136;303;34 
815230;59745;371981;462448;149;328;25 
815138;59748;371982;460434;230;509;31 
815154;59748;371982;462646;172;381;19 
815246;59745;371981;461854;141;309;26 
817138;59745;371981;461559;165;364;34 
815246;59748;371981;462013;183;405;19 
815701;59745;371981;462324;176;382;23 
815771;59745;371981;462046;141;315;18 
818617;59748;371983;461580;162;365;21 
815603;59745;371981;462079;152;332;48 
815304;59745;371981;462938;158;349;21 
815064;59746;371982;462078;155;342;20 
815063;59745;371981;460624;152;336;66 
816124;59745;371981;461922;189;403;46 
817109;59746;371981;462054;227;504;42 
815113;59749;371981;461707;152;342;19 
815094;59745;371981;461961;149;326;22 
815433;59745;371981;462043;170;368;30 
814702;59747;371982;460283;161;354;31 
814668;59745;371981;461286;152;332;19 
814380;59745;371981;461326;151;331;53 
817214;59747;371981;461531;178;396;38 
816663;59747;371982;462178;148;340;37 
815624;59745;371981;460108;171;372;32 
817556;59745;371981;462132;141;317;39 
816406;59746;371981;461524;152;342;75 
814839;59745;371981;461805;141;310;20 
817490;59747;371982;462768;227;508;20 
814909;59747;371982;461241;161;364;26 
814368;59745;371981;460268;185;397;39 
814648;59745;371981;461260;152;333;30 
818037;59747;371981;461089;186;408;37 
815130;59745;371981;462019;145;325;23 
815023;59745;371981;461714;146;325;26 
817032;59747;371982;461174;187;413;27 
815825;59746;371981;462062;144;324;39 
815552;59745;371981;460989;157;341;36 
814579;59745;371981;461303;143;312;21 
815656;59747;371981;460654;168;373;41 
815755;59745;371981;462232;142;316;30 
814977;59746;371982;461456;220;487;18 
818602;59747;371981;462560;147;337;22 
815135;59745;371981;462557;160;349;27 
816887;59745;371981;460165;142;314;45 
814940;59747;371983;461312;165;369;27 
815517;59745;371981;461948;163;356;37 
814683;59745;371981;460601;144;318;22 
814392;59746;371981;461081;155;340;35 
814849;59747;371982;461885;159;358;21 
815282;59745;371981;462661;176;381;23 
815043;59745;371981;461673;140;311;26 
819427;59748;371984;461715;180;413;57 
815337;59745;371981;462077;143;317;30 
817749;59745;371981;461931;166;365;41 
816118;59747;371982;461962;211;466;16 
814687;59745;371981;460242;148;327;27 
818639;59745;371981;462047;161;354;32 
817041;59747;371981;462823;194;427;47 
816928;59746;371981;461990;156;344;30 
814545;59745;371981;461279;160;351;35 
815873;59746;371982;460979;153;333;25 
816808;59747;371983;461656;163;369;39 
816701;59745;371981;461880;164;359;34 
814819;59745;371981;461782;159;349;29 
815917;59748;371983;461976;196;447;36 
816092;59745;371981;462125;159;347;42 
814544;59745;371981;461374;158;346;23 
815415;59748;371983;461858;187;415;30 
815667;59745;371981;461577;146;323;20 
814998;59745;371981;461572;141;311;18 
814879;59747;371982;461214;205;444;21 
815014;59746;371981;461736;146;324;31 
815504;59745;371981;463083;153;335;21 
815491;59746;371981;462886;167;371;22 
817751;59748;371982;461896;181;402;28 
818417;59745;371981;462659;143;316;39 
815797;59745;371981;461919;166;362;20 
816883;59749;371983;462308;181;421;25 
814439;59745;371981;461514;143;316;20 
815109;59745;371981;461939;142;311;46 
815409;59747;371983;461275;174;389;23 
817059;59746;371982;462056;145;326;17 
817227;59745;371981;462266;142;314;29 
814703;59746;371981;461103;161;351;25 
815748;59747;371982;462195;153;346;21 
815044;59745;371981;460757;142;313;22 
815094;59745;371981;462163;142;314;21 
815236;59747;371983;461917;172;388;36 
815077;59745;371981;461529;157;344;22 
814826;59745;371981;462041;144;320;20 
817493;59749;371983;462513;204;461;43 
815448;59745;371981;461279;170;374;21 
815110;59745;371981;462279;167;367;17 
815655;59747;371983;461010;165;374;35 
815463;59745;371981;461098;168;367;41 
814820;59745;371981;462154;149;326;25 
815123;59746;371982;462243;150;336;23 
814889;59747;371983;461573;158;357;25 
817193;59745;371981;460680;150;330;42 
814234;59746;371981;460972;149;333;20 
815047;59747;371983;459889;165;372;16 
816060;59745;371981;461246;140;310;57 
816726;59745;371981;461649;167;365;48 
815510;59749;371983;461274;198;456;38 
815037;59745;371981;461959;144;316;32 
815340;59745;371981;461764;154;335;19 
816727;59747;371981;462875;169;379;42 
816474;59745;371981;461279;143;320;46 
814886;59745;371981;460088;146;320;24 
814687;59747;371981;461564;167;371;27 
816206;59746;371981;461289;175;383;44 
815776;59745;371981;461166;143;315;29 
814783;59746;371983;461300;155;341;24 
815201;59747;371982;460954;179;399;19 
814925;59745;371981;462235;144;316;28 
815999;59745;371981;461999;139;307;34 
821373;59748;371984;461226;178;420;40 
816317;59745;371981;461208;158;351;22 
814267;59745;371981;460993;152;334;17 
816221;59748;371984;461505;167;375;19 
815342;59745;371981;461899;158;343;43 
814710;59745;371981;460727;144;319;31 
815323;59746;371981;461007;171;373;35 
816202;59747;371981;462183;145;324;40 
815818;59745;371981;461733;149;327;33 
814002;59745;371981;460213;156;338;26 
816535;59748;371982;462112;177;398;23 
814440;59745;371981;461413;149;328;33 
815053;59745;371981;460775;166;360;45 
817560;59748;371983;462026;231;513;34 
816162;59745;371981;462192;160;347;25 
815843;59745;371981;462591;146;322;22 
815771;59747;371983;462092;182;403;33 
815445;59747;371982;461587;190;411;28 
814818;59745;371981;461704;179;390;23 
815438;59745;371981;461505;137;307;21 
815824;59748;371982;461867;158;353;25 
814244;59745;371981;461707;153;334;18 
814652;59745;371981;461534;147;324;29 
816410;59747;371981;460717;153;352;22 
814682;59745;371981;461629;141;315;38 
814779;59745;371981;461429;159;339;38 
816743;59748;371981;462362;232;518;29 
814973;59745;371981;461852;147;323;20 
814863;59745;371981;461620;136;300;21 
818057;59745;371981;461754;150;330;28 
815998;59747;371981;461620;155;349;22 
813994;59745;371981;460750;149;331;17 
813723;59745;371981;460583;156;336;28 
817951;59747;371981;463043;177;398;34 
815865;59745;371981;460804;159;349;24 
814709;59745;371981;461923;146;323;26 
815070;59747;371982;460580;202;452;23 
814189;59745;371981;461204;145;320;39 
815061;59745;371981;461879;131;293;38 
818418;59748;371982;462018;255;574;24 
815846;59746;371982;461143;167;366;23 
815117;59745;371981;460520;148;324;21 
815570;59745;371981;463105;161;352;29 
815852;59748;371982;462273;192;427;18 
815257;59745;371981;461617;171;375;21 
814855;59745;371981;462065;140;310;28 
818752;59747;371981;462231;181;407;33 
814143;59745;371981;461012;176;381;30 
816863;59745;371981;460380;150;330;38 
815023;59747;371983;461773;169;380;25 
815417;59745;371981;462560;155;345;52 
815413;59745;371981;461892;143;320;30 
816831;59747;371983;461956;242;541;27 
814904;59748;371983;461112;152;343;23 
817798;59745;371981;461979;147;326;39 
814866;59745;371981;460732;146;322;31 
817489;59747;371981;462644;155;349;29 
816337;59745;371981;461550;142;314;31 
813796;59745;371981;460771;138;305;28 
815437;59748;371982;461336;153;341;38 
815561;59746;371981;460943;172;381;30 
815391;59745;371981;461808;155;341;50 
815121;59746;371982;462086;158;355;18 
815126;59746;371982;460299;152;339;51 
814352;59745;371981;461397;150;327;20 
818251;59747;371983;461869;290;630;22 
815619;59747;371981;461943;158;358;28 
814575;59745;371981;461138;151;325;35 
817630;59745;371981;461156;155;336;30 
817071;59749;371981;462128;191;420;33 
814684;59745;371981;461278;153;337;17 
815070;59745;371981;462194;149;332;27 
815732;59747;371982;462325;185;400;28 
817928;59746;371981;462280;158;350;22 
814902;59745;371981;462065;170;367;32 
815412;59745;371981;461422;184;401;26 
815890;59748;371982;461174;153;352;35 
817769;59745;371981;461800;141;314;42 
814321;59745;371981;461569;158;348;20 
817516;59747;371982;462141;201;444;22 
814551;59745;371981;461276;153;336;25 
813981;59745;371981;460876;145;320;21 
814952;59747;371981;460322;154;348;20 
815601;59745;371981;462459;178;385;26 
815167;59745;371981;462221;167;366;28 
815919;59747;371982;461059;205;446;18 
814258;59745;371981;459929;145;323;24 
815853;59745;371981;462230;181;394;24 
815894;59747;371981;462046;172;383;20 
817637;59747;371983;462282;168;376;38 
814908;59745;371981;461847;154;337;19 
819416;59747;371983;460607;299;648;28 
815474;59748;371982;461929;152;340;28 
815453;59745;371981;462198;158;344;25 
816964;59745;371981;462096;174;380;24 
818661;59747;371982;462197;166;377;18 
814218;59745;371981;461489;144;319;19 
814293;59745;371981;461184;150;329;26 
815777;59747;371981;460995;182;404;55 
814836;59745;371981;460750;183;400;26 
815801;59746;371982;460865;178;397;25 
815083;59747;371982;460263;156;354;18 
814484;59745;371981;460263;174;378;26 
815490;59745;371981;462247;180;394;33 
816088;59747;371981;462298;164;362;19 
815975;59747;371982;462585;152;342;19 
815573;59745;371981;461909;150;333;45 
817404;59745;371981;462420;148;329;22 
817302;59747;371982;461738;152;347;18 
816621;59745;371981;461798;142;316;54 
814812;59745;371981;461942;175;377;33 
816646;59748;371982;460813;264;578;30 
814850;59745;371981;461692;150;328;19 
815697;59745;371981;461734;149;319;31 
814173;59747;371982;459955;182;400;30 
814792;59747;371982;461130;179;397;19 
815081;59745;371981;461586;158;346;19 
816365;59745;371981;462954;145;321;35 
814901;59747;371982;459418;169;377;27 
814666;59745;371981;460360;175;382;25 
815594;59745;371981;461840;169;371;55 
815550;59748;371982;462096;180;404;22 
815210;59745;371981;462372;147;320;32 
813795;59745;371981;460228;142;315;41 
816158;59748;371982;460356;251;557;51 
815726;59746;371981;461276;166;364;30 
814681;59745;371981;460788;163;358;34 
814783;59747;371981;460709;160;344;20 
816117;59749;371982;462695;162;364;47 
814970;59745;371981;461894;171;371;24 
814826;59745;371981;461772;144;318;29 
817434;59747;371981;461575;153;348;44 
815576;59745;371981;461433;156;345;44 
817638;59745;371981;461607;155;342;23 
816460;59745;371981;460765;154;339;38 
819458;59747;371981;462007;151;356;95 
814976;59745;371981;461670;159;345;32 
816440;59745;371981;461922;159;349;37 
817030;59747;371981;461530;192;428;25 
816949;59745;371981;461854;144;317;39 
815016;59745;371981;461753;165;354;28 
816029;59747;371982;461208;184;408;21 
816180;59745;371981;462556;151;332;28 
814294;59745;371981;460788;157;337;25 
816401;59746;371982;462262;167;362;24 
817831;59746;371981;462151;151;344;25 
815130;59745;371981;462113;147;325;19 
815298;59745;371981;460319;149;330;20 
814875;59747;371983;461450;159;352;29 
815179;59745;371981;461985;168;368;42 
815373;59745;371981;462778;147;326;24 
815776;59749;371983;460397;182;415;32 
814630;59745;371981;462269;146;320;21 
815765;59745;371981;461174;155;340;19 
815484;59747;371982;461384;162;367;25 
817327;59745;371981;462507;148;329;19 
814998;59745;371981;460532;166;362;20 
815199;59745;371981;461741;165;359;31 
817463;59749;371984;462627;167;374;30 
816177;59745;371981;462331;145;322;19 
814996;59745;371981;462343;152;338;24 
816280;59747;371983;460428;182;408;31 
814883;59745;371981;461308;152;336;35 
815132;59745;371981;461235;136;302;21 
815270;59748;371981;461350;208;469;19 
815595;59746;371981;462740;164;367;22 
814943;59745;371981;461777;160;350;29 
816214;59747;371982;461948;171;380;18 
816977;59745;371981;462587;149;330;28 
815661;59745;371981;462831;144;321;39 
817688;59746;371982;461642;180;390;34 
817144;59747;371983;463081;165;376;28 
815019;59745;371981;461784;143;314;20 
814570;59745;371981;460894;147;322;20 
818045;59747;371982;461197;204;444;25 
816214;59745;371981;461449;178;385;33 
814878;59745;371981;461509;148;329;20 
815905;59748;371982;462171;207;473;32 
815098;59746;371982;460920;156;347;25 
816468;59745;371981;461818;186;406;26 
817738;59746;371981;461493;174;376;30 
815189;59747;371982;461827;152;338;36 
815314;59745;371981;461924;146;323;20 
814923;59745;371981;461583;140;309;40 
814578;59747;371981;460799;212;465;30 
815211;59745;371981;461681;144;315;21 
815405;59745;371981;462343;146;321;42 
818349;59747;371983;461987;173;386;29 
815557;59745;371981;460883;172;369;40 
815264;59745;371981;460831;162;349;41 
815368;59748;371983;460548;221;494;31 
815115;59747;371981;462122;150;340;21 
815430;59745;371981;462918;147;325;29 
816447;59745;371981;462014;164;361;28 
816438;59747;371982;461692;195;432;27 
815504;59745;371981;461257;165;362;31 
814038;59745;371981;460937;149;329;17 
815646;59747;371982;461633;182;408;23 
815176;59745;371981;462487;168;369;23 
814486;59745;371981;461044;164;360;26 
815310;59746;371982;462200;163;361;22 
816020;59745;371981;460933;162;356;57 
814321;59745;371981;460904;145;320;19 
816288;59747;371981;460871;232;507;29 
816449;59748;371982;462625;161;361;22 
814345;59745;371981;461162;157;344;18 
815272;59745;371981;461721;149;327;24 
815495;59747;371983;461432;146;334;26 
814254;59745;371981;461130;165;358;24 
815791;59745;371981;461629;139;308;27 
815899;59748;371982;461155;155;349;19 
814765;59745;371981;461196;140;309;38 
816380;59745;371981;461744;158;345;33 
814422;59745;371981;460920;142;315;20 
815580;59746;371982;461859;171;373;44 
814552;59745;371981;461263;144;317;33 
815207;59746;371981;461272;219;488;18 
816205;59748;371984;461615;167;370;27 
815396;59745;371981;461692;171;372;28 
