CYCLES;0x19;0x1A;0x1D;0x1E;0x60;0x61
2513767;558;0;1256883;0;414;144 
2514509;528;0;1257253;0;404;124 
2515583;552;0;1257791;0;404;148 
2515669;528;0;1257834;0;412;116 
2516096;572;0;1258047;0;412;160 
2518072;484;0;1259035;0;424;60 
2512935;516;0;1256466;0;396;120 
2515817;552;0;1257908;0;428;124 
2514683;516;0;1257341;0;420;96 
2515902;552;0;1257950;0;424;128 
2516814;548;0;1258406;0;408;140 
2517281;520;0;1258638;0;404;116 
2514926;512;0;1257462;0;420;92 
2516052;524;0;1258023;0;408;116 
2515580;496;0;1257789;0;392;104 
2514739;596;0;1257367;0;424;172 
2513172;516;0;1256585;0;404;112 
2513342;576;0;1256670;0;416;160 
2515754;511;0;1257877;0;411;100 
2514689;512;0;1257343;0;420;92 
2513609;528;0;1256803;0;412;116 
2515266;572;0;1257633;0;420;152 
2513854;548;0;1256927;0;416;132 
2512456;496;0;1256227;0;416;80 
2515935;524;0;1257966;0;416;108 
2517335;560;0;1258667;0;416;144 
2516085;524;0;1258041;0;412;112 
2516705;540;0;1258351;0;404;136 
2514812;468;0;1257405;0;396;72 
2515309;516;0;1257653;0;412;104 
2515521;560;0;1257761;0;420;140 
2512362;508;0;1256180;0;412;96 
2515944;552;0;1257971;0;416;136 
2515070;548;0;1257533;0;412;136 
2514975;504;0;1257486;0;408;96 
2515128;540;0;1257562;0;412;128 
2514659;532;0;1257328;0;404;128 
2515700;568;0;1257848;0;408;160 
2512557;528;0;1256278;0;424;104 
2515675;520;0;1257836;0;404;116 
2516261;544;0;1258129;0;412;132 
2513219;544;0;1256609;0;424;120 
2517933;540;0;1258965;0;412;128 
2513337;524;0;1256667;0;404;120 
2515032;556;0;1257515;0;424;132 
2512585;556;0;1256293;0;412;144 
2515389;568;0;1257693;0;412;156 
2516627;540;0;1258313;0;416;124 
2515756;544;0;1257878;0;404;140 
2515029;560;0;1257513;0;416;144 
2516403;520;0;1258200;0;404;116 
