CYCLES;0x7A;0x86;0x87;0xC0;0xC1;0xC2
2513495;5634;4;0;361;0;10 
2515511;5634;4;0;289;0;3 
2515354;5634;4;0;354;0;13 
2517090;5634;5;0;357;0;0 
2515926;5634;4;0;344;0;10 
2517759;5634;6;0;463;0;6 
2515109;5634;4;0;338;0;3 
2514945;5634;4;0;315;0;11 
2513025;5634;5;0;339;0;9 
2519246;5634;4;0;684;0;9 
2516014;5634;6;0;524;0;10 
2516437;5634;5;0;350;0;3 
2518456;5634;5;0;667;0;7 
2513496;5634;5;0;386;0;18 
2514288;5634;5;0;381;0;9 
2515540;5634;5;0;435;0;17 
2515494;5634;4;0;334;0;12 
2515589;5634;4;0;325;0;3 
2514740;5634;4;0;302;0;13 
2512609;5634;4;0;349;0;13 
2516467;5634;5;0;449;0;6 
2515710;5634;5;0;340;0;0 
2514970;5634;4;0;338;0;3 
2515320;5634;5;0;364;0;7 
2516120;5634;6;0;358;0;3 
2516757;5634;6;0;418;0;11 
2516037;5634;4;0;372;0;3 
2515575;5634;5;0;377;0;12 
2515350;5634;4;0;318;0;16 
2513959;5634;4;0;362;0;9 
2516166;5634;5;0;469;0;29 
2516218;5634;4;0;297;0;3 
2516322;5634;5;0;377;0;3 
2516580;5634;4;0;291;0;0 
2512890;5634;4;0;304;0;0 
2515309;5634;5;0;466;0;13 
2515447;5634;4;0;312;0;3 
2514927;5634;4;0;317;0;3 
2514132;5634;5;0;356;0;6 
2516261;5634;5;0;409;0;0 
2516825;5634;7;0;428;0;6 
2516195;5634;5;0;395;0;8 
2517588;5634;4;0;357;0;16 
2514429;5634;4;0;346;0;7 
2513154;5634;4;0;361;0;15 
2516625;5634;5;0;407;0;3 
2515031;5634;4;0;290;0;0 
2517033;5634;5;0;467;0;3 
2516637;5634;5;0;359;0;0 
2513799;5634;4;0;301;0;3 
2516412;5634;4;0;330;0;3 
2515883;5634;4;0;334;0;15 
2516282;5634;5;0;421;0;0 
2515935;5634;4;0;366;0;9 
2517208;5634;4;0;346;0;9 
2515317;5634;4;0;352;0;10 
2514385;5634;5;0;369;0;2 
