CYCLES;0xC8;0xC9;0xCA;0xCB;0xCC;0xD0
311391;0;21346;3;3;5133;0 
313102;0;21346;2;2;5168;0 
307387;0;21346;2;2;5179;0 
319454;0;21346;2;2;5173;0 
315281;0;21346;2;2;5197;0 
310748;0;21346;2;2;5209;0 
311078;0;21346;2;2;5191;0 
311035;0;21346;2;2;5206;0 
308967;0;21346;2;2;5155;0 
317797;0;21346;2;2;5194;0 
309672;0;21346;2;2;5193;0 
313176;0;21346;2;2;5175;0 
313450;0;21346;2;2;5220;0 
309718;0;21346;2;2;5114;0 
312480;0;21346;2;2;5182;0 
309938;0;21346;2;2;5133;0 
313876;0;21346;2;2;5195;0 
311485;0;21346;2;2;5133;0 
308441;0;21346;2;2;5152;0 
306880;0;21346;2;2;5201;0 
320235;0;21346;2;2;5215;0 
322778;0;21346;2;2;5191;0 
314712;1;21346;2;2;5162;0 
311584;0;21346;2;2;5179;0 
318806;0;21346;2;2;5179;0 
320177;0;21346;2;2;5171;0 
308092;0;21346;2;2;5195;0 
308285;0;21346;2;2;5134;0 
312696;0;21346;2;2;5249;0 
314242;0;21346;2;2;5205;0 
303543;0;21346;2;2;5176;0 
309485;0;21346;2;2;5153;0 
309023;0;21346;2;2;5178;0 
312806;0;21346;2;2;5217;0 
310623;0;21346;2;2;5270;0 
308227;0;21346;2;2;5119;0 
306838;0;21346;2;2;5167;0 
310241;0;21346;2;2;5137;0 
313458;0;21346;2;2;5185;0 
313896;0;21346;2;2;5137;0 
311398;0;21346;2;2;5189;0 
308490;0;21346;2;2;5138;0 
314537;0;21346;2;2;5215;0 
308615;0;21346;2;2;5216;0 
317049;0;21346;2;2;5169;0 
317657;0;21346;2;2;5144;0 
314135;0;21346;2;2;5139;0 
312042;0;21346;2;2;5202;0 
311284;0;21346;2;2;5185;0 
310920;0;21346;2;2;5276;0 
310333;0;21346;2;2;5138;0 
311072;0;21346;2;2;5233;0 
309817;0;21346;2;2;5219;0 
313623;0;21346;2;2;5160;0 
309465;0;21346;2;2;5183;0 
309506;0;21346;2;2;5247;0 
318821;0;21346;2;2;5296;0 
307209;0;21346;2;2;5151;0 
311075;0;21346;2;2;5142;0 
307838;0;21346;2;2;5171;0 
309891;0;21346;2;2;5121;0 
306738;0;21346;2;2;5188;0 
309241;0;21346;2;2;5185;0 
311361;0;21346;2;2;5146;0 
313001;0;21346;2;2;5160;0 
310388;0;21346;2;2;5157;0 
310956;0;21346;2;2;5198;0 
308289;0;21346;2;2;5155;0 
310059;0;21346;2;2;5189;0 
307941;0;21346;2;2;5155;0 
316266;0;21346;2;2;5149;0 
311720;0;21346;2;2;5194;0 
311017;0;21346;2;2;5183;0 
312940;0;21346;2;2;5174;0 
305971;0;21346;2;2;5170;0 
308157;0;21346;2;2;5161;0 
306566;0;21346;2;2;5175;0 
315966;0;21346;2;2;5227;0 
308752;0;21346;2;2;5148;0 
310907;0;21346;2;2;5138;0 
312087;0;21346;2;2;5160;0 
304411;0;21346;2;2;5180;0 
310484;0;21346;2;2;5121;0 
309259;0;21346;2;2;5208;0 
309099;0;21346;2;2;5187;0 
316731;0;21346;2;2;5096;0 
311530;0;21346;2;2;5209;0 
311626;0;21346;2;2;5141;0 
318099;0;21346;2;2;5181;0 
310835;0;21346;2;2;5164;0 
314367;0;21346;2;2;5163;0 
310837;0;21346;2;2;5115;0 
303219;0;21346;2;2;5167;0 
316389;0;21346;2;2;5169;0 
309527;0;21346;2;2;5189;0 
311997;0;21346;2;2;5117;0 
306914;0;21346;2;2;5163;0 
310051;0;21346;2;2;5144;0 
310180;0;21346;2;2;5171;0 
311216;0;21346;2;2;5165;0 
308045;0;21346;2;2;5168;0 
310473;0;21346;2;2;5155;0 
310860;0;21346;2;2;5155;0 
308105;0;21346;2;2;5223;0 
311126;0;21346;2;2;5185;0 
312313;0;21346;2;2;5161;0 
311641;0;21346;2;2;5213;0 
312628;0;21346;2;2;5191;0 
308445;0;21346;2;2;5170;0 
304063;0;21346;2;2;5143;0 
310761;0;21346;2;2;5142;0 
309691;0;21346;2;2;5176;0 
314100;0;21346;2;2;5278;0 
309223;0;21346;2;2;5154;0 
301472;0;21346;2;2;5163;0 
312818;0;21346;2;2;5217;0 
317876;0;21346;2;2;5187;0 
312772;0;21346;2;2;5177;0 
316337;0;21346;2;2;5165;0 
311099;0;21346;2;2;5204;0 
309495;0;21346;2;2;5116;0 
316195;0;21346;2;2;5199;0 
307211;0;21346;2;2;5155;0 
308682;0;21346;2;2;5165;0 
308948;0;21346;2;2;5188;0 
305691;0;21346;2;2;5162;0 
308670;0;21346;2;2;5216;0 
309246;0;21346;2;2;5211;0 
307450;0;21346;2;2;5224;0 
311092;0;21346;2;2;5162;0 
306573;0;21346;2;2;5183;0 
311509;0;21346;2;2;5275;0 
312557;0;21346;2;2;5196;0 
310107;0;21346;2;2;5194;0 
307746;0;21346;2;2;5171;0 
312641;0;21346;2;2;5169;0 
307068;0;21346;2;2;5209;0 
312886;0;21346;2;2;5247;0 
309935;0;21346;2;2;5192;0 
309369;0;21346;2;2;5177;0 
