CYCLES;0x7A;0x86;0x87;0xC0;0xC1;0xC2
1569;1;0;0;9;0;0 
629;1;0;0;8;0;0 
655;1;0;0;13;0;0 
793;1;0;0;18;0;0 
645;1;0;0;11;0;0 
635;1;0;0;6;0;0 
665;1;0;0;7;0;0 
652;1;0;0;12;0;0 
637;1;0;0;10;0;0 
717;1;0;0;13;0;0 
828;1;0;0;11;0;0 
665;1;0;0;12;0;0 
632;1;0;0;7;0;0 
677;1;0;0;9;0;0 
1584;1;0;0;6;0;0 
750;1;0;0;13;0;0 
650;1;0;0;12;0;0 
670;1;0;0;13;0;0 
661;1;0;0;8;0;0 
638;1;0;0;7;0;0 
655;1;0;0;9;0;0 
656;1;0;0;10;0;0 
620;1;0;0;9;0;0 
686;1;0;0;13;0;0 
633;1;0;0;8;0;0 
653;1;0;0;12;0;0 
2402;1;0;0;13;0;0 
627;1;0;0;7;0;0 
3631;1;0;0;13;0;0 
622;1;0;0;10;0;0 
788;1;0;0;10;0;0 
640;1;0;0;11;0;0 
711;1;0;0;7;0;0 
627;1;0;0;10;0;0 
648;1;0;0;7;0;0 
3447;1;0;0;16;0;0 
2327;1;0;0;10;0;0 
643;1;0;0;6;0;0 
683;1;0;0;14;0;0 
662;1;0;0;8;0;0 
623;1;0;0;9;0;0 
698;1;0;0;13;0;0 
860;1;0;0;8;0;0 
600;1;0;0;10;0;0 
1251;1;0;0;10;0;0 
673;1;0;0;12;0;0 
852;1;0;0;14;0;0 
787;1;0;0;10;0;0 
783;1;0;0;10;0;0 
630;1;0;0;8;0;0 
667;1;0;0;13;0;0 
770;1;0;0;11;0;0 
587;1;0;0;8;0;0 
707;1;0;0;11;0;0 
776;1;0;0;12;0;0 
710;1;0;0;10;0;0 
2321;1;0;0;8;0;0 
616;1;0;0;7;0;0 
785;1;0;0;8;0;0 
757;1;0;0;15;0;0 
839;1;0;0;11;0;0 
653;1;0;0;10;0;0 
650;1;0;0;8;0;0 
1400;1;0;0;10;0;0 
651;1;0;0;7;0;0 
639;1;0;0;10;0;0 
621;1;0;0;12;0;0 
818;1;0;0;11;0;0 
795;1;0;0;10;0;0 
2585;1;0;0;10;0;0 
626;1;0;0;11;0;0 
656;1;0;0;7;0;0 
776;1;0;0;8;0;0 
1504;1;0;0;7;0;0 
813;1;0;0;10;0;0 
2348;1;0;0;16;0;0 
1597;1;0;0;10;0;0 
603;1;0;0;9;0;0 
680;1;0;0;5;0;0 
703;1;0;0;10;0;0 
642;1;0;0;11;0;0 
685;1;0;0;18;0;3 
797;1;0;0;13;0;0 
655;1;0;0;9;0;0 
2230;1;0;0;9;0;0 
807;1;0;0;10;0;0 
669;1;0;0;8;0;0 
693;1;0;0;15;0;0 
637;1;0;0;5;0;0 
681;1;0;0;10;0;0 
647;1;0;0;7;0;0 
635;1;0;0;10;0;0 
625;1;0;0;6;0;0 
708;1;0;0;13;0;0 
652;1;0;0;10;0;0 
658;1;0;0;11;0;0 
638;1;0;0;9;0;0 
714;1;0;0;11;0;0 
636;1;0;0;11;0;0 
1006;1;0;0;13;0;0 
648;1;0;0;9;0;0 
675;1;0;0;7;0;0 
3441;1;0;0;17;0;0 
4675;1;0;0;27;0;3 
869;1;0;0;9;0;0 
659;1;0;0;12;0;0 
1652;1;0;0;10;0;0 
626;1;0;0;7;0;0 
650;1;0;0;13;0;0 
665;1;0;0;11;0;0 
633;1;0;0;6;0;0 
854;1;0;0;8;0;0 
1123;1;0;0;12;0;0 
1701;1;0;0;12;0;0 
885;1;0;0;10;0;0 
612;1;0;0;7;0;0 
668;1;0;0;15;0;0 
631;1;0;0;7;0;0 
1662;1;0;0;7;0;0 
1131;1;0;0;7;0;0 
2013;1;0;0;9;0;0 
644;1;0;0;8;0;0 
1657;1;0;0;8;0;0 
673;1;0;0;9;0;0 
658;1;0;0;8;0;0 
1852;1;0;0;12;0;0 
2000;1;0;0;7;0;0 
2680;1;0;0;9;0;0 
1364;1;0;0;10;0;0 
676;1;0;0;11;0;0 
636;1;0;0;12;0;0 
1530;1;0;0;10;0;0 
636;1;0;0;15;0;0 
640;1;0;0;10;0;0 
636;1;0;0;10;0;0 
684;1;0;0;9;0;0 
4204;1;0;0;10;0;0 
2132;1;0;0;10;0;0 
687;1;0;0;8;0;0 
1992;1;0;0;5;0;0 
628;1;0;0;11;0;0 
647;1;0;0;9;0;0 
3574;1;0;0;13;0;0 
629;1;0;0;13;0;0 
1684;1;0;0;11;0;0 
755;1;0;0;15;0;0 
2568;1;0;0;10;0;0 
647;1;0;0;6;0;0 
2443;1;0;0;6;0;0 
659;1;0;0;8;0;0 
668;1;0;0;12;0;0 
860;1;0;0;13;0;0 
3596;1;0;0;15;0;0 
651;1;0;0;13;0;0 
694;1;0;0;13;0;0 
938;1;0;0;13;0;0 
705;1;0;0;13;0;0 
788;1;0;0;12;0;0 
848;1;0;0;14;0;0 
1221;1;0;0;11;0;0 
624;1;0;0;8;0;0 
654;1;0;0;11;0;0 
623;1;0;0;11;0;0 
607;1;0;0;10;0;0 
620;1;0;0;8;0;0 
646;1;0;0;11;0;0 
659;1;0;0;8;0;0 
875;1;0;0;11;0;0 
900;1;0;0;11;0;0 
613;1;0;0;5;0;0 
648;1;0;0;11;0;0 
668;1;0;0;14;0;0 
623;1;0;0;10;0;0 
624;1;0;0;6;0;0 
2579;1;0;0;13;0;0 
694;1;0;0;19;0;3 
852;1;0;0;10;0;0 
1799;1;0;0;16;0;0 
647;1;0;0;14;0;0 
640;1;0;0;8;0;0 
700;1;0;0;12;0;0 
658;1;0;0;12;0;0 
2736;1;0;0;14;0;0 
625;1;0;0;9;0;0 
987;1;0;0;15;0;0 
682;1;0;0;9;0;0 
1729;1;0;0;8;0;0 
2209;1;0;0;9;0;0 
613;1;0;0;9;0;0 
1937;1;0;0;9;0;0 
1632;1;0;0;14;0;0 
766;1;0;0;12;0;0 
884;1;0;0;14;0;0 
600;1;0;0;10;0;0 
1917;1;0;0;11;0;0 
668;1;0;0;16;0;0 
662;1;0;0;8;0;0 
644;1;0;0;9;0;0 
619;1;0;0;7;0;0 
674;1;0;0;11;0;0 
760;1;0;0;7;0;0 
833;1;0;0;17;0;0 
2237;1;0;0;6;0;0 
1290;1;0;0;8;0;0 
823;1;0;0;11;0;0 
647;1;0;0;10;0;0 
627;1;0;0;12;0;0 
825;1;0;0;7;0;0 
635;1;0;0;10;0;0 
625;1;0;0;9;0;0 
790;1;0;0;10;0;0 
896;1;0;0;9;0;0 
622;1;0;0;6;0;0 
1595;1;0;0;14;0;0 
667;1;0;0;11;0;0 
860;1;0;0;17;0;0 
677;1;0;0;10;0;0 
2818;1;0;0;6;0;0 
611;1;0;0;11;0;0 
933;1;0;0;14;0;0 
777;1;0;0;5;0;0 
626;1;0;0;5;0;0 
1976;1;0;0;13;0;0 
814;1;0;0;17;0;0 
3487;1;0;0;10;0;0 
622;1;0;0;6;0;0 
624;1;0;0;6;0;0 
1606;1;0;0;10;0;0 
916;1;0;0;8;0;0 
2397;1;0;0;9;0;0 
1385;1;0;0;7;0;0 
608;1;0;0;7;0;0 
671;1;0;0;10;0;0 
861;1;0;0;10;0;0 
819;1;0;0;12;0;0 
1409;1;0;0;16;0;3 
1999;1;0;0;7;0;0 
3195;1;0;0;10;0;0 
729;1;0;0;15;0;0 
839;1;0;0;19;0;0 
1559;1;0;0;10;0;0 
842;1;0;0;8;0;0 
636;1;0;0;10;0;0 
780;1;0;0;9;0;0 
646;1;0;0;12;0;0 
790;1;0;0;8;0;0 
668;1;0;0;15;0;0 
671;1;0;0;9;0;0 
958;1;0;0;6;0;0 
693;1;0;0;8;0;0 
678;1;0;0;10;0;0 
616;1;0;0;8;0;0 
649;1;0;0;9;0;0 
606;1;0;0;6;0;0 
817;1;0;0;6;0;0 
698;1;0;0;8;0;0 
2635;1;0;0;10;0;0 
918;1;0;0;10;0;0 
999;1;0;0;11;0;0 
2228;1;0;0;11;0;0 
652;1;0;0;13;0;0 
660;1;0;0;9;0;0 
636;1;0;0;11;0;0 
921;1;0;0;10;0;0 
637;1;0;0;5;0;0 
1788;1;0;0;6;0;0 
673;1;0;0;8;0;0 
628;1;0;0;7;0;0 
2867;1;0;0;11;0;0 
659;1;0;0;13;0;0 
642;1;0;0;11;0;0 
1979;1;0;0;8;0;0 
708;1;0;0;12;0;0 
2060;1;0;0;11;0;0 
847;1;0;0;8;0;0 
2124;1;0;0;15;0;0 
637;1;0;0;12;0;0 
659;1;0;0;6;0;0 
