CYCLES;0xC9;0xCA;0xCB;0xCC;0xD0;0xD1
1610;17;1;1;5;0;0 
675;17;1;1;4;0;0 
746;17;1;1;4;0;0 
642;17;1;1;4;0;0 
692;17;1;1;4;0;0 
613;17;1;1;4;0;0 
730;17;1;1;4;0;0 
794;17;1;1;4;0;0 
677;17;1;1;4;0;0 
665;17;1;1;4;0;0 
634;17;1;1;4;0;0 
2841;17;1;1;4;0;0 
653;17;1;1;4;0;0 
2519;17;1;1;4;0;0 
632;17;1;1;4;0;0 
911;17;1;1;4;0;0 
948;17;1;1;4;0;0 
735;17;1;1;3;0;0 
621;17;1;1;4;0;0 
631;17;1;1;4;0;0 
655;17;1;1;4;0;0 
736;17;1;1;4;0;0 
792;17;1;1;4;0;0 
2233;17;1;1;4;0;0 
2214;17;1;1;3;0;0 
629;17;1;1;4;0;0 
626;17;1;1;3;0;0 
660;17;1;1;4;0;0 
2316;17;1;1;4;0;0 
641;17;1;1;4;0;0 
797;17;1;1;4;0;0 
645;17;1;1;4;0;0 
718;17;1;1;4;0;0 
1075;17;1;1;4;0;0 
630;17;1;1;4;0;0 
664;17;1;1;4;0;0 
628;17;1;1;4;0;0 
637;17;1;1;4;0;0 
2286;17;1;1;4;0;0 
617;17;1;1;4;0;0 
1792;17;1;1;4;0;0 
1014;17;1;1;4;0;0 
780;17;1;1;4;0;0 
629;17;1;1;4;0;0 
1096;17;1;1;4;0;0 
637;17;1;1;4;0;0 
908;17;1;1;4;0;0 
2709;17;1;1;4;0;0 
607;17;1;1;4;0;0 
608;17;1;1;4;0;0 
610;17;1;1;4;0;0 
2158;17;1;1;4;0;0 
625;17;1;1;4;0;0 
2286;17;1;1;4;0;0 
763;17;1;1;4;0;0 
1826;17;1;1;4;0;0 
656;17;1;1;3;0;0 
876;17;1;1;4;0;0 
2440;17;1;1;4;0;0 
675;17;1;1;4;0;0 
756;17;1;1;4;0;0 
683;17;1;1;4;0;0 
644;17;1;1;4;0;0 
629;17;1;1;4;0;0 
636;17;1;1;4;0;0 
3424;17;1;1;4;0;0 
617;17;1;1;4;0;0 
1875;17;1;1;4;0;0 
695;17;1;1;4;0;0 
668;17;1;1;4;0;0 
670;17;1;1;4;0;0 
2606;17;1;1;4;0;0 
642;17;1;1;4;0;0 
763;17;1;1;4;0;0 
647;17;1;1;4;0;0 
1706;17;1;1;5;0;0 
631;17;1;1;4;0;0 
979;17;1;1;6;0;0 
686;17;1;1;4;0;0 
721;17;1;1;2;0;0 
704;17;1;1;4;0;0 
1757;17;1;1;4;0;0 
628;17;1;1;4;0;0 
640;17;1;1;4;0;0 
631;17;1;1;5;0;0 
612;17;1;1;4;0;0 
813;17;1;1;4;0;0 
3661;17;1;1;4;0;0 
671;17;1;1;4;0;0 
1272;17;1;1;4;0;0 
731;17;1;1;3;0;0 
712;17;1;1;4;0;0 
2335;17;1;1;5;0;0 
1173;17;1;1;4;0;0 
631;17;1;1;4;0;0 
658;17;1;1;4;0;0 
766;17;1;1;4;0;0 
2213;17;1;1;4;0;0 
712;17;1;1;4;0;0 
715;17;1;1;4;0;0 
670;17;1;1;4;0;0 
647;17;1;1;4;0;0 
833;17;1;1;4;0;0 
768;17;1;1;4;0;0 
640;17;1;1;4;0;0 
658;17;1;1;4;0;0 
751;17;1;1;4;0;0 
682;17;1;1;4;0;0 
647;17;1;1;4;0;0 
695;17;1;1;4;0;0 
789;17;1;1;4;0;0 
3564;17;1;1;4;0;0 
648;17;1;1;4;0;0 
901;17;1;1;4;0;0 
768;17;1;1;4;0;0 
719;17;1;1;4;0;0 
813;17;1;1;4;0;0 
663;17;1;1;4;0;0 
628;17;1;1;4;0;0 
2972;17;1;1;4;0;0 
2932;17;1;1;4;0;0 
586;17;1;1;3;0;0 
1567;17;1;1;4;0;0 
607;17;1;1;4;0;0 
660;17;1;1;4;0;0 
643;17;1;1;4;0;0 
672;17;1;1;4;0;0 
651;17;1;1;4;0;0 
651;17;1;1;4;0;0 
632;17;1;1;4;0;0 
635;17;1;1;4;0;0 
644;17;1;1;4;0;0 
682;17;1;1;4;0;0 
629;17;1;1;4;0;0 
663;17;1;1;4;0;0 
647;17;1;1;4;0;0 
1620;17;1;1;4;0;0 
652;17;1;1;4;0;0 
693;17;1;1;4;0;0 
628;17;1;1;4;0;0 
637;17;1;1;3;0;0 
588;17;1;1;4;0;0 
946;17;1;1;4;0;0 
846;17;1;1;4;0;0 
808;17;1;1;4;0;0 
1781;17;1;1;4;0;0 
691;17;1;1;5;0;0 
3263;17;1;1;4;0;0 
637;17;1;1;4;0;0 
642;17;1;1;4;0;0 
870;17;1;1;4;0;0 
702;17;1;1;4;0;0 
758;17;1;1;4;0;0 
612;17;1;1;4;0;0 
