CYCLES;0xD1;0xD2;0xE0;0xE1;0xE2;0xE3
541815;0;0;1932;2564;79;0 
543068;0;0;1740;3177;64;0 
545700;0;0;1759;5417;65;0 
545775;0;0;1945;3155;71;0 
543390;0;0;1713;3979;68;0 
541758;0;0;1851;2276;64;0 
542012;0;0;1896;2589;66;0 
541526;0;0;1730;2201;64;0 
543208;0;0;1727;3306;57;0 
542143;0;0;1743;2748;68;0 
552436;0;0;1763;6528;72;0 
543825;0;0;1741;4137;62;0 
544540;0;0;1837;3160;63;0 
542379;0;0;1747;2421;62;0 
544831;0;0;2773;4183;67;0 
543818;0;0;1878;3287;72;0 
541862;0;0;1727;2429;71;0 
543175;0;0;1884;3295;71;0 
543800;0;0;1876;3765;62;0 
544255;0;0;1739;3394;72;0 
545008;0;0;1731;5618;68;0 
554907;0;0;1756;6684;56;0 
541840;0;0;1726;3152;74;0 
545706;0;0;1733;6371;77;0 
548588;0;0;1735;7087;64;0 
541504;0;0;1723;2286;57;0 
545227;0;0;2025;5852;58;0 
544898;0;0;1889;2154;66;0 
544814;0;0;1816;2378;65;0 
543257;0;0;1745;2940;63;0 
544379;0;0;1936;3811;68;0 
559070;0;0;1955;10401;56;0 
541926;0;0;1743;2782;60;0 
541751;0;0;1742;2876;59;0 
544652;0;0;1726;5370;69;0 
551842;0;0;1720;8042;53;0 
542504;0;0;1849;2560;70;0 
545053;0;0;1730;6030;69;0 
542943;0;0;1754;2504;71;0 
544476;0;0;1874;4817;64;0 
545167;0;0;1737;4954;69;0 
542264;0;0;1763;3106;55;0 
561634;0;0;1993;10170;63;0 
542798;0;0;1744;3518;60;0 
542497;0;0;1727;2958;62;0 
544014;0;0;1700;3691;58;0 
553711;0;0;1825;8674;67;0 
544396;0;0;1747;4612;53;0 
543153;0;0;1729;2593;75;0 
544829;0;0;1729;2154;58;0 
544924;0;0;1727;4586;54;0 
543640;0;0;1714;3616;70;0 
544228;0;0;1833;3267;74;0 
563279;0;0;3797;10588;61;0 
548084;0;0;2005;5885;72;0 
543364;0;0;1912;3736;68;0 
544690;0;0;1763;4924;70;0 
553888;0;0;1797;8510;61;0 
544343;0;0;1717;4918;58;0 
546631;0;0;1845;3661;66;0 
542042;0;0;1743;2755;66;0 
543274;0;0;1747;3147;58;0 
546114;0;0;1736;4097;65;0 
543898;0;0;1953;4665;68;0 
561479;0;0;2463;8723;59;0 
542927;0;0;1917;2865;61;0 
546429;0;0;2020;6517;69;0 
541818;0;0;1745;2171;57;0 
553809;0;0;1767;9966;70;0 
543495;0;0;1735;3952;68;0 
544207;0;0;1725;2353;59;0 
542827;0;0;1745;2884;66;0 
545232;0;0;1745;2375;67;0 
545848;0;0;1891;3042;62;0 
542019;0;0;1739;2899;61;0 
550268;0;0;1746;5647;68;0 
545782;0;0;1727;6322;61;0 
543467;0;0;1739;3082;50;0 
547081;0;0;1762;3845;78;0 
560766;0;0;1726;10018;64;0 
542686;0;0;1753;3629;49;0 
544811;0;0;1934;3091;75;0 
544634;0;0;1730;2745;64;0 
545968;0;0;1793;5522;66;0 
542949;0;0;1739;2732;60;0 
544006;0;0;1814;4707;66;0 
542255;0;0;1729;2876;61;0 
543895;0;0;1754;3267;70;0 
542356;0;0;1735;3161;66;0 
544495;0;0;1741;2746;57;0 
558047;0;0;1728;5083;63;0 
545509;0;0;1939;5493;67;0 
544730;0;0;1740;5831;64;0 
542617;0;0;1966;2191;70;0 
546491;0;0;1757;2806;56;0 
542811;0;0;1923;2976;61;0 
545500;0;0;2035;6200;67;0 
545548;0;0;1743;3069;60;0 
541952;0;0;1873;2992;68;0 
545829;0;0;1765;3300;69;0 
545621;0;0;1720;3042;65;0 
552970;0;0;2003;5701;69;0 
546509;0;0;1755;6427;71;0 
544771;0;0;1732;2334;54;0 
542888;0;0;1756;3184;73;0 
543800;0;0;1739;3057;69;0 
545336;0;0;1813;4917;59;0 
545720;0;0;4074;3849;63;0 
547025;0;0;1859;6229;58;0 
541030;0;0;1738;2566;60;0 
546957;0;0;2198;3654;69;0 
541709;0;0;1874;2674;66;0 
546968;0;0;1734;4218;63;0 
544841;0;0;2961;4190;53;0 
541804;0;0;1897;2272;60;0 
546957;0;0;1730;2902;66;0 
543406;0;0;1751;3621;65;0 
544541;0;0;1736;3006;62;0 
542548;0;0;1881;3441;67;0 
542618;0;0;1725;3188;66;0 
541064;0;0;1734;2619;62;0 
546595;0;0;1710;3579;65;0 
545312;0;0;1762;4061;69;0 
545657;0;0;1730;4834;61;0 
544907;0;0;1726;6008;68;0 
544805;0;0;3091;4132;67;0 
545905;0;0;1744;2918;61;0 
546970;0;0;1746;4083;80;0 
542389;0;0;1761;3008;64;0 
545168;0;0;1737;5995;59;0 
544826;0;0;1736;2965;60;0 
542739;0;0;1752;3243;61;0 
544374;0;0;1765;2767;60;0 
548364;0;0;1931;6582;66;0 
545645;0;0;1728;3132;57;0 
541183;0;0;1908;2156;62;0 
543809;0;0;1742;4244;73;0 
543119;0;0;1721;3908;67;0 
545147;0;0;1868;5280;59;0 
541409;0;0;1741;2541;55;0 
