CYCLES;0x61;0x7A;0x86;0x87;0xC0;0xC1
4365;12;1;0;0;22;0 
1241;0;1;0;0;16;0 
2497;8;1;0;0;16;0 
1351;20;1;0;0;23;0 
1329;8;1;0;0;18;0 
2373;8;1;0;0;21;0 
1330;4;1;0;0;19;0 
1416;4;1;0;0;21;0 
2147;0;1;0;0;20;0 
2795;12;1;0;0;22;0 
1891;8;1;0;0;21;0 
1604;16;1;0;0;20;0 
1614;8;1;0;0;21;0 
1373;12;1;0;0;18;0 
4789;8;1;0;0;21;0 
3485;12;1;0;0;20;0 
2087;8;1;0;0;21;0 
2883;4;1;0;0;17;0 
1740;0;1;0;0;20;0 
1831;4;1;0;0;22;0 
4540;16;1;0;0;21;0 
2072;20;1;0;0;19;0 
1892;8;1;0;0;23;0 
3854;12;1;0;0;20;0 
1793;4;1;0;0;20;0 
4580;4;1;0;0;20;0 
1676;8;1;0;0;23;0 
1962;8;1;0;0;22;0 
1863;8;1;0;0;19;0 
4651;4;1;0;0;20;0 
5188;8;1;0;0;23;0 
1963;24;1;0;0;21;0 
2358;8;1;0;0;20;0 
1829;8;1;0;0;21;0 
1960;4;1;0;0;20;0 
1710;8;1;0;0;18;0 
2146;8;1;0;0;19;0 
3893;4;1;0;0;22;0 
2060;4;1;0;0;21;0 
1859;0;1;0;0;22;0 
1847;8;1;0;0;19;0 
1896;20;1;0;0;22;0 
4288;16;1;0;0;23;0 
2014;4;1;0;0;20;0 
2027;16;1;0;0;23;0 
1818;8;1;0;0;21;0 
2390;12;1;0;0;23;0 
1521;0;1;0;0;19;0 
2422;8;1;0;0;20;0 
1665;4;1;0;0;21;0 
3695;4;1;0;0;22;0 
4792;0;1;0;0;25;0 
1889;16;1;0;0;21;0 
3713;8;1;0;0;19;0 
1580;8;1;0;0;18;0 
1993;16;1;0;0;19;0 
1864;12;1;0;0;22;0 
1889;48;1;0;0;19;0 
3912;8;1;0;0;20;0 
4599;12;1;0;0;23;0 
2414;16;1;0;0;23;0 
2173;16;1;0;0;21;0 
1948;4;1;0;0;21;0 
1691;8;1;0;0;19;0 
2126;0;1;0;0;22;0 
1641;8;1;0;0;17;0 
1917;24;1;0;0;20;0 
2991;4;1;0;0;20;0 
2322;16;1;0;0;22;0 
2005;4;1;0;0;18;0 
1914;8;1;0;0;21;0 
2196;8;1;0;0;21;0 
1987;24;1;0;0;22;0 
2905;4;1;0;0;23;0 
6840;20;1;0;0;23;0 
1751;8;1;0;0;22;0 
1938;12;1;0;0;19;0 
1943;4;1;0;0;19;0 
3377;8;1;0;0;25;0 
4226;0;1;0;0;21;0 
3846;12;1;0;0;21;0 
1674;0;1;0;0;24;0 
4726;8;1;0;0;20;0 
1850;12;1;0;0;23;0 
1815;4;1;0;0;22;0 
2379;20;1;0;0;21;0 
1744;8;1;0;0;21;0 
1287;8;1;0;0;19;0 
1540;8;1;0;0;18;0 
2812;20;1;0;0;23;0 
1947;12;1;0;0;22;0 
1830;12;1;0;0;19;0 
1837;8;1;0;0;20;0 
3019;12;1;0;0;19;0 
1696;12;1;0;0;20;0 
1695;4;1;0;0;22;0 
2248;4;1;0;0;19;0 
3358;0;1;0;0;23;0 
1985;24;1;0;0;19;0 
2014;20;1;0;0;20;0 
2068;23;1;0;0;21;0 
2628;8;1;0;0;23;0 
