CYCLES;0x7A;0x86;0x87;0xC0;0xC1;0xC2
626185;1;2;0;148;0;0 
623140;1;0;0;118;0;3 
624681;1;2;0;132;0;0 
623008;1;0;0;112;0;0 
626124;1;2;0;135;0;0 
626472;1;1;0;129;0;0 
626030;1;0;0;112;0;0 
625407;1;2;0;153;0;0 
623943;1;0;0;111;0;0 
625769;1;2;0;152;0;0 
626871;1;0;0;110;0;0 
624869;1;3;0;145;0;0 
623277;1;0;0;109;0;0 
627679;1;2;0;135;0;0 
622110;1;0;0;111;0;0 
624502;1;2;0;137;0;0 
623138;1;0;0;114;0;0 
623596;1;2;0;136;0;0 
627917;1;0;0;111;0;0 
626998;1;2;0;128;0;0 
628170;1;1;0;164;0;0 
627013;1;2;0;135;0;0 
625748;1;0;0;113;0;0 
624171;1;2;0;152;0;0 
625349;1;0;0;108;0;0 
626120;1;2;0;139;0;0 
625189;1;0;0;113;0;0 
627694;1;2;0;147;0;0 
622364;1;0;0;111;0;0 
626697;1;2;0;142;0;0 
623891;1;0;0;114;0;0 
626346;1;2;0;136;0;0 
626760;1;0;0;107;0;0 
626578;1;2;0;133;0;0 
623088;1;0;0;111;0;0 
623247;1;2;0;144;0;0 
625745;1;0;0;115;0;0 
622823;1;2;0;138;0;0 
623113;1;0;0;110;0;0 
624584;1;2;0;138;0;0 
626696;1;1;0;123;0;0 
626615;1;2;0;134;0;0 
626871;1;0;0;109;0;0 
626882;1;1;0;129;0;0 
627333;1;1;0;134;0;0 
624026;1;2;0;133;0;0 
627280;1;1;0;131;0;0 
623981;1;2;0;134;0;0 
626481;1;1;0;135;0;0 
628838;1;3;0;218;0;0 
625978;1;0;0;113;0;0 
625833;1;1;0;127;0;0 
625850;1;1;0;130;0;0 
622622;1;0;0;114;0;0 
623592;1;1;0;128;0;0 
626414;1;1;0;130;0;0 
624046;1;1;0;132;0;0 
624666;1;1;0;130;0;0 
626484;1;0;0;114;0;0 
624649;1;2;0;129;0;0 
627915;1;2;0;153;0;0 
622956;1;1;0;132;0;3 
626823;1;2;0;150;0;0 
624691;1;1;0;134;0;0 
626174;1;2;0;162;0;0 
623889;1;2;0;182;0;0 
624300;1;1;0;132;0;0 
623592;1;1;0;118;0;0 
626172;1;2;0;132;0;0 
624535;1;1;0;133;0;0 
623052;1;1;0;127;0;0 
623769;1;1;0;132;0;0 
626506;1;2;0;137;0;0 
627441;1;1;0;134;0;0 
626275;1;2;0;147;0;0 
625829;1;1;0;127;0;0 
622861;1;2;0;138;0;0 
625846;1;0;0;114;0;0 
623517;1;2;0;133;0;0 
624759;1;0;0;114;0;0 
628357;1;3;0;228;0;0 
627065;1;0;0;114;0;0 
628877;1;2;0;137;0;0 
624883;1;0;0;104;0;0 
626260;1;1;0;128;0;0 
625825;1;0;0;111;0;0 
625851;1;2;0;141;0;0 
622559;1;0;0;109;0;0 
625881;1;1;0;130;0;0 
626238;1;0;0;117;0;0 
625034;1;2;0;144;0;0 
628100;1;1;0;132;0;0 
623696;1;1;0;135;0;0 
625968;1;2;0;159;0;0 
628070;1;2;0;160;0;0 
627749;1;2;0;149;0;0 
622455;1;0;0;105;0;0 
627235;1;2;0;140;0;0 
623352;1;0;0;108;0;0 
623569;1;2;0;140;0;0 
623051;1;0;0;114;0;0 
627278;1;2;0;134;0;0 
625980;1;0;0;118;0;0 
624029;1;3;0;156;0;0 
627213;1;1;0;156;0;0 
626593;1;2;0;160;0;0 
626245;1;0;0;111;0;0 
625246;1;2;0;163;0;0 
627382;1;0;0;113;0;0 
622592;1;2;0;161;0;0 
625427;1;0;0;110;0;0 
625858;1;2;0;164;0;0 
626750;1;0;0;109;0;0 
626639;1;2;0;168;0;0 
625740;1;0;0;110;0;0 
626603;1;2;0;149;0;0 
626604;1;1;0;134;0;0 
625422;1;2;0;156;0;0 
626392;1;0;0;106;0;0 
624304;1;2;0;150;0;0 
623169;1;1;0;124;0;0 
626177;1;2;0;165;0;0 
623511;1;1;0;137;0;0 
626403;1;2;0;165;0;0 
627533;1;2;0;180;0;0 
625550;1;2;0;149;0;0 
626358;1;0;0;110;0;0 
625139;1;2;0;155;0;0 
625344;1;0;0;113;0;0 
623825;1;2;0;167;0;0 
622907;1;0;0;108;0;0 
626867;1;2;0;153;0;0 
624342;1;0;0;112;0;0 
628286;1;2;0;164;0;0 
627687;1;2;0;132;0;0 
627051;1;2;0;163;0;0 
623400;1;2;0;135;0;0 
625944;1;0;0;109;0;0 
626661;1;2;0;136;0;0 
626904;1;0;0;115;0;0 
626507;1;2;0;144;0;0 
625173;1;0;0;107;0;0 
627609;1;3;0;153;0;0 
624650;1;0;0;113;0;0 
627159;1;2;0;134;0;0 
625262;1;0;0;108;0;0 
623925;1;2;0;127;0;0 
623216;1;0;0;118;0;0 
623920;1;2;0;160;0;0 
627044;1;0;0;109;0;0 
626842;1;2;0;140;0;0 
623581;1;0;0;110;0;0 
624363;1;2;0;142;0;0 
623691;1;0;0;111;0;0 
623978;1;2;0;133;0;0 
627021;1;1;0;167;0;0 
627062;1;2;0;158;0;0 
623430;1;0;0;111;0;0 
625518;1;2;0;134;0;0 
625788;1;0;0;112;0;0 
625539;1;2;0;150;0;0 
626457;1;0;0;110;0;0 
623028;1;2;0;142;0;0 
625906;1;0;0;116;0;0 
627249;1;2;0;162;0;0 
624555;1;0;0;111;0;0 
624054;1;2;0;136;0;0 
626052;1;1;0;132;0;0 
624624;1;2;0;143;0;0 
625982;1;0;0;111;0;0 
625663;1;2;0;134;0;0 
624415;1;0;0;107;0;0 
623374;1;1;0;126;0;0 
626334;1;0;0;117;0;0 
628216;1;3;0;140;0;0 
624105;1;1;0;162;0;0 
623943;1;2;0;132;0;0 
623929;1;1;0;128;0;0 
627749;1;2;0;135;0;0 
625169;1;0;0;110;0;0 
626106;1;2;0;134;0;0 
626452;1;1;0;130;0;0 
627807;1;2;0;147;0;0 
622436;1;0;0;114;0;0 
625113;1;3;0;203;0;0 
623208;1;0;0;113;0;0 
625131;1;2;0;147;0;0 
622575;1;0;0;112;0;0 
623548;1;2;0;127;0;0 
625528;1;0;0;110;0;0 
622748;1;2;0;129;0;0 
626867;1;0;0;113;0;0 
625848;1;2;0;133;0;0 
625611;1;0;0;115;0;0 
627492;1;2;0;140;0;0 
624179;1;1;0;129;0;0 
623856;1;2;0;146;0;0 
623529;1;0;0;113;0;0 
627344;1;2;0;142;0;0 
625767;1;1;0;126;0;0 
625476;1;2;0;158;0;0 
624118;1;0;0;108;0;0 
626765;1;2;0;150;0;0 
623804;1;0;0;108;0;0 
626486;1;2;0;155;0;0 
622686;1;0;0;113;0;0 
623762;1;3;0;145;0;0 
624121;1;0;0;115;0;0 
623814;1;2;0;148;0;0 
622737;1;0;0;113;0;0 
628900;1;2;0;138;0;0 
625308;1;0;0;114;0;0 
626190;1;2;0;137;0;0 
626667;1;0;0;114;0;0 
626690;1;2;0;138;0;0 
627894;1;1;0;162;0;0 
625118;1;2;0;144;0;0 
626229;1;1;0;128;0;0 
624949;1;2;0;136;0;0 
625739;1;0;0;118;0;0 
629739;1;2;0;136;0;0 
623954;1;1;0;130;0;0 
626668;1;2;0;135;0;0 
622984;1;0;0;114;0;0 
629535;1;3;0;210;0;0 
622804;1;1;0;134;0;0 
623779;1;1;0;138;0;0 
624312;1;0;0;115;0;0 
625585;1;1;0;132;0;0 
625942;1;1;0;132;0;0 
626634;1;1;0;133;0;0 
625603;1;1;0;125;0;0 
624025;1;1;0;128;0;0 
624164;1;1;0;140;0;0 
626284;1;1;0;130;0;0 
625092;1;2;0;151;0;0 
622922;1;2;0;132;0;0 
623166;1;1;0;133;0;3 
625689;1;1;0;121;0;0 
627349;1;2;0;153;0;0 
623098;1;2;0;137;0;0 
627297;1;1;0;138;0;3 
626517;1;2;0;141;0;0 
627145;1;2;0;144;0;0 
626728;1;3;0;168;0;0 
624214;1;1;0;129;0;3 
623664;1;1;0;130;0;0 
623739;1;1;0;133;0;0 
626859;1;1;0;139;0;0 
626988;1;0;0;119;0;3 
623481;1;1;0;133;0;0 
627444;1;1;0;131;0;0 
623677;1;1;0;128;0;0 
625547;1;0;0;115;0;0 
625860;1;1;0;132;0;0 
626251;1;2;0;147;0;0 
624221;1;0;0;111;0;0 
624978;1;2;0;167;0;0 
626245;1;1;0;130;0;0 
626317;1;2;0;155;0;3 
625625;1;0;0;111;0;0 
628035;1;2;0;140;0;0 
627850;1;1;0;119;0;0 
628278;1;3;0;150;0;0 
627207;1;2;0;176;0;0 
624221;1;2;0;149;0;0 
625544;1;0;0;108;0;0 
627344;1;2;0;150;0;0 
625210;1;0;0;111;0;0 
627303;1;2;0;148;0;0 
622734;1;0;0;108;0;0 
623570;1;2;0;157;0;0 
622694;1;0;0;107;0;0 
624601;1;2;0;137;0;0 
622552;1;0;0;107;0;0 
626875;1;2;0;134;0;0 
623175;1;0;0;112;0;0 
626537;1;2;0;136;0;0 
622792;1;0;0;111;0;0 
624326;1;2;0;135;0;0 
623059;1;0;0;116;0;3 
625516;1;2;0;134;0;0 
626050;1;0;0;115;0;0 
623558;1;2;0;131;0;0 
626958;1;1;0;133;0;0 
625414;1;2;0;139;0;0 
625180;1;0;0;115;0;0 
623695;1;1;0;137;0;0 
626244;1;2;0;142;0;0 
624824;1;2;0;145;0;0 
624178;1;0;0;113;0;0 
623913;1;2;0;141;0;0 
626307;1;1;0;140;0;0 
626446;1;3;0;215;0;0 
624365;1;0;0;116;0;0 
626790;1;1;0;125;0;0 
627931;1;1;0;132;0;0 
625953;1;1;0;121;0;0 
623851;1;0;0;111;0;0 
624827;1;2;0;141;0;0 
623813;1;1;0;136;0;0 
627143;1;1;0;125;0;0 
622934;1;1;0;132;0;0 
625897;1;2;0;141;0;0 
623387;1;1;0;138;0;0 
626263;1;2;0;139;0;0 
627259;1;2;0;163;0;0 
627227;1;2;0;140;0;0 
625873;1;1;0;131;0;0 
622620;1;1;0;130;0;0 
623269;1;2;0;154;0;0 
623647;1;2;0;136;0;0 
627235;1;1;0;124;0;0 
627561;1;2;0;176;0;0 
624439;1;2;0;162;0;0 
625496;1;0;0;111;0;0 
623296;1;1;0;118;0;0 
623592;1;1;0;131;0;0 
626793;1;0;0;114;0;0 
626170;1;2;0;163;0;0 
624105;1;1;0;135;0;0 
625892;1;2;0;158;0;0 
624032;1;1;0;125;0;0 
626882;1;2;0;156;0;0 
627396;1;1;0;130;0;0 
625879;1;1;0;133;0;0 
