CYCLES;0xD1;0xD2;0xE0;0xE1;0xE2;0xE3
310704;0;0;15772;2210;95;0 
306218;0;0;15973;1890;92;0 
311974;0;0;15737;2812;96;0 
307337;0;0;15489;2280;106;0 
313092;0;0;15679;2439;97;0 
311211;0;0;16702;3631;100;0 
311409;0;0;15763;2307;102;0 
307179;0;0;15736;2228;105;0 
309709;0;0;15607;4436;97;0 
308875;0;0;16589;2368;97;0 
308994;0;0;15635;2258;102;0 
314210;0;0;15739;2678;101;0 
307816;0;0;15672;4662;92;0 
306487;0;0;15742;2157;98;0 
308985;0;0;15825;2273;92;0 
311148;0;0;15761;3241;95;0 
307309;0;0;15653;3948;107;0 
310373;0;0;15665;2085;103;0 
311148;0;0;15768;3178;96;0 
304162;0;0;15801;2365;100;0 
311758;0;0;15610;5025;103;0 
313431;0;0;15729;2149;111;0 
312091;0;0;15891;2974;95;0 
314669;0;0;15715;2179;98;0 
308087;0;0;15679;2135;91;0 
315550;0;0;15686;2712;103;0 
309110;0;0;15863;2675;103;0 
308184;0;0;15865;2484;102;0 
311875;0;0;15716;2121;100;0 
306586;0;0;15686;2514;99;0 
302117;0;0;15607;2300;99;0 
311235;0;0;15718;2366;96;0 
311616;0;0;15649;2510;102;0 
310541;0;0;15787;5343;100;0 
311478;0;0;15660;5470;102;0 
309476;0;0;15897;2143;91;0 
307051;0;0;15712;2158;100;0 
313938;0;0;15910;2171;99;0 
309277;0;0;15712;2751;98;0 
307672;0;0;15851;2541;98;0 
317596;0;0;15851;2324;133;0 
312429;0;0;15684;2562;96;0 
307248;0;0;15671;2551;102;0 
310540;0;0;15699;2414;98;0 
311898;0;0;15792;2627;101;0 
306066;0;0;15681;2328;95;0 
305252;0;0;15654;2708;98;0 
307323;0;0;15684;3748;102;0 
313812;0;0;15958;2365;90;0 
310464;0;0;15602;2569;101;0 
315810;0;0;15659;2860;101;0 
312877;0;0;15897;2587;92;0 
308309;0;0;15650;2666;98;0 
316464;0;0;15631;2931;94;0 
329872;0;0;15810;1686;95;0 
317858;0;0;15667;2625;93;0 
322887;0;0;15673;2252;96;0 
319308;0;0;15688;2515;99;0 
311007;0;0;15715;2775;92;0 
317443;0;0;15704;2561;104;0 
306379;0;0;15565;2712;96;0 
319269;0;0;15860;2567;100;0 
309182;0;0;16043;2745;100;0 
311212;0;0;15758;2725;103;0 
305488;0;0;15636;2284;99;0 
312057;0;0;15899;3717;100;0 
306770;0;0;15597;2201;92;0 
307098;0;0;15695;2396;99;0 
315221;0;0;15618;5571;105;0 
307191;0;0;16507;2346;100;0 
310567;0;0;15540;3728;102;0 
309227;0;0;15623;2111;90;0 
309131;0;0;15969;2514;102;0 
308621;0;0;15796;2405;97;0 
312406;0;0;15671;5374;92;0 
309181;0;0;15634;2851;98;0 
303134;0;0;15590;2036;90;0 
315665;0;0;15778;2376;100;0 
311866;0;0;17171;2030;100;0 
321846;0;0;16022;5336;100;0 
302713;0;0;15687;2258;99;0 
309099;0;0;18180;2185;101;0 
309091;0;0;15854;5002;102;0 
308988;0;0;15983;2123;98;0 
308331;0;0;17775;3085;96;0 
309123;0;0;15684;2069;94;0 
309862;0;0;15615;4098;99;0 
319935;0;0;15682;2490;97;0 
311378;0;0;15651;2030;98;0 
312214;0;0;15838;5367;85;0 
313890;0;0;15734;2674;107;0 
308195;0;0;15731;2966;99;0 
310433;0;0;15640;2201;127;0 
310803;0;0;15730;2148;98;0 
302600;0;0;15520;2700;99;0 
311584;0;0;15648;2035;94;0 
314950;0;0;16062;3837;109;0 
311178;0;0;15812;4585;92;0 
310020;0;0;15931;1854;87;0 
311069;0;0;15778;2297;89;0 
306996;0;0;15809;2399;111;0 
315069;0;0;15700;2475;100;0 
311810;0;0;15741;5262;86;0 
312168;0;0;15723;1973;97;0 
312303;0;0;15709;4789;115;0 
308345;0;0;15808;2410;92;0 
312510;0;0;15730;2071;92;0 
308387;0;0;15636;2488;122;0 
309865;0;0;15501;2373;99;0 
311392;0;0;15612;2230;89;0 
306006;0;0;15753;3412;111;0 
308094;0;0;15630;2402;102;0 
310169;0;0;15650;2479;98;0 
305800;0;0;15655;3015;87;0 
311308;0;0;15421;2508;100;0 
306138;0;0;15658;2410;101;0 
316195;0;0;15485;2685;87;0 
308714;0;0;15689;3431;111;0 
307354;0;0;15755;2569;103;0 
310720;0;0;15515;3561;97;0 
310498;0;0;15711;2439;107;0 
310627;0;0;15636;5380;97;0 
312047;0;0;15743;2374;99;0 
319031;0;0;15615;1995;85;0 
307053;0;0;17523;1944;103;0 
315694;0;0;15649;5179;102;0 
307429;0;0;15605;2377;101;0 
309026;0;0;15841;2486;99;0 
312546;0;0;15744;2295;97;0 
306031;0;0;16760;2225;99;0 
311290;0;0;15863;2443;93;0 
307788;0;0;15720;2785;105;0 
318313;0;0;15783;2750;102;0 
307429;0;0;15772;2010;100;0 
301708;0;0;15701;2498;99;0 
313404;0;0;15672;5391;105;0 
309516;0;0;15777;2653;98;0 
307975;0;0;16270;2650;101;0 
310178;0;0;15686;2220;102;0 
304704;0;0;15754;2386;97;0 
312665;0;0;15699;5162;104;0 
306188;0;0;15665;2140;96;0 
312559;0;0;15812;2195;96;0 
311716;0;0;15687;1965;102;0 
308929;0;0;15590;2324;101;0 
309543;0;0;17562;2536;102;0 
309063;0;0;15888;3462;104;0 
311551;0;0;15706;2471;107;0 
309573;0;0;17751;2142;94;0 
308079;0;0;15750;5727;103;0 
309293;0;0;15665;2107;91;0 
312246;0;0;15446;2087;96;0 
309137;0;0;15684;1979;91;0 
310691;0;0;15990;5685;102;0 
311234;0;0;15604;5813;106;0 
315313;0;0;15591;2366;102;0 
304815;0;0;15615;2270;102;0 
316690;0;0;15764;2497;101;0 
309843;0;0;15888;2250;96;0 
311705;0;0;15857;5423;95;0 
316610;0;0;15888;2356;107;0 
311730;0;0;15998;4539;104;0 
309594;0;0;15712;2681;106;0 
306103;0;0;15692;2224;100;0 
307131;0;0;16047;2516;101;0 
310233;0;0;15671;5286;89;0 
308615;0;0;15814;2260;99;0 
314071;0;0;15837;5037;102;0 
311515;0;0;15634;2526;100;0 
316462;0;0;18223;2163;85;0 
314764;0;0;15914;2741;110;0 
305630;0;0;15635;3455;118;0 
308453;0;0;15605;2679;100;0 
306624;0;0;15995;2228;87;0 
303616;0;0;15793;2339;96;0 
308178;0;0;15935;2417;104;0 
315274;0;0;15591;2387;99;0 
306387;0;0;15626;1918;96;0 
307016;0;0;15678;2993;101;0 
305594;0;0;15600;2092;102;0 
311817;0;0;15748;2420;91;0 
307042;0;0;15678;3091;90;0 
312311;0;0;15687;2629;101;0 
314195;0;0;15750;2283;101;0 
314609;0;0;15731;2024;88;0 
312240;0;0;15924;2346;103;0 
311746;0;0;15613;4866;100;0 
308241;0;0;15701;2448;99;0 
315194;0;0;15723;5167;92;0 
313648;0;0;15838;1917;115;0 
311642;0;0;15605;2342;96;0 
311567;0;0;17003;2532;97;0 
304321;0;0;15605;2025;113;0 
308238;0;0;15566;2574;98;0 
304839;0;0;18052;2683;94;0 
316652;0;0;15614;2363;101;0 
310027;0;0;15615;2599;103;0 
316200;0;0;15621;4354;102;0 
309305;0;0;15547;5042;91;0 
312545;0;0;15714;2134;102;0 
309149;0;0;15590;2501;99;0 
308174;0;0;15813;2227;90;0 
312780;0;0;15664;2101;104;0 
302148;0;0;15696;2504;102;0 
310057;0;0;15454;2496;103;0 
310341;0;0;15632;3143;99;0 
311022;0;0;15573;2483;99;0 
308455;0;0;15667;1949;95;0 
308252;0;0;15778;3181;104;0 
303958;0;0;15568;2637;104;0 
311141;0;0;15715;1988;97;0 
315061;0;0;15665;1881;113;0 
309810;0;0;15746;2119;98;0 
312065;0;0;15711;2173;96;0 
312149;0;0;15478;2079;97;0 
311872;0;0;17511;2104;110;0 
308489;0;0;15660;2187;99;0 
312421;0;0;15741;4963;104;0 
308223;0;0;15788;2306;99;0 
305718;0;0;15566;2046;99;0 
309633;0;0;15753;2128;86;0 
309641;0;0;15893;2826;104;0 
311447;0;0;17646;3390;107;0 
305990;0;0;15683;2918;96;0 
308679;0;0;15786;2135;105;0 
307328;0;0;15938;2979;92;0 
309549;0;0;15995;2535;100;0 
308402;0;0;15686;2698;97;0 
312930;0;0;17591;1844;93;0 
313962;0;0;15760;2424;106;0 
308228;0;0;15812;2065;90;0 
310679;0;0;15679;2463;100;0 
307529;0;0;15763;1819;95;0 
304995;0;0;15889;2320;100;0 
309226;0;0;15962;2090;88;0 
312431;0;0;15646;2165;96;0 
306788;0;0;15810;2071;88;0 
306260;0;0;15654;2619;97;0 
307083;0;0;15580;2252;99;0 
310375;0;0;15674;3007;114;0 
315015;0;0;15950;2271;100;0 
311710;0;0;15706;2518;99;0 
309638;0;0;15556;2863;100;0 
315736;0;0;15903;1969;108;0 
322260;0;0;15724;5296;101;0 
306645;0;0;15737;2394;99;0 
309230;0;0;18182;3135;99;0 
306889;0;0;15614;2238;92;0 
311004;0;0;15775;3673;103;0 
307173;0;0;15570;2518;98;0 
311884;0;0;15687;2196;102;0 
311108;0;0;15666;2562;102;0 
306717;0;0;15869;2167;99;0 
305394;0;0;15592;2416;104;0 
308404;0;0;15631;2233;102;0 
313208;0;0;15715;2715;94;0 
307787;0;0;15472;2431;101;0 
310681;0;0;16500;2658;106;0 
307712;0;0;15658;2328;99;0 
311939;0;0;15618;2177;88;0 
309981;0;0;15602;2718;89;0 
303680;0;0;15595;2355;91;0 
311892;0;0;15668;2312;102;0 
306705;0;0;15503;1988;96;0 
311286;0;0;15525;3331;103;0 
308035;0;0;15542;2442;90;0 
313568;0;0;15680;4690;103;0 
313101;0;0;15753;2123;100;0 
320721;0;0;15697;2517;103;0 
312809;0;0;15575;2382;102;0 
309594;0;0;15632;2361;99;0 
317152;0;0;15829;3046;95;0 
307657;0;0;15812;2171;93;0 
309936;0;0;15533;2458;100;0 
314039;0;0;15639;2624;102;0 
313259;0;0;15628;2580;120;0 
311205;0;0;15620;2274;94;0 
305592;0;0;15734;2535;103;0 
310408;0;0;15701;2371;96;0 
310888;0;0;16054;2212;99;0 
308114;0;0;15594;2294;95;0 
311990;0;0;15613;4742;96;0 
310171;0;0;17355;1849;97;0 
307331;0;0;15726;2047;116;0 
306233;0;0;15814;2160;89;0 
306907;0;0;15833;2501;103;0 
307391;0;0;15625;2500;113;0 
310433;0;0;15595;2522;102;0 
308092;0;0;15601;2408;98;0 
310337;0;0;15679;2847;100;0 
303115;0;0;15654;2498;97;0 
309542;0;0;15676;2593;101;0 
314433;0;0;15898;2241;117;0 
311249;0;0;15739;2375;94;0 
306780;0;0;15668;2164;98;0 
314043;0;0;15765;2563;92;0 
308981;0;0;15678;2820;98;0 
306605;0;0;15880;2239;116;0 
311432;0;0;15777;2261;94;0 
311837;0;0;15684;2100;94;0 
311334;0;0;15830;2538;102;0 
303023;0;0;15852;2191;97;0 
312598;0;0;15879;2052;100;0 
307391;0;0;15665;2834;93;0 
309981;0;0;15711;2547;97;0 
311131;0;0;15632;2357;101;0 
318166;0;0;15695;2559;96;0 
310587;0;0;15716;2465;98;0 
306962;0;0;15695;2364;91;0 
312788;0;0;17204;2402;96;0 
310200;0;0;15569;2600;107;0 
308122;0;0;17807;3188;100;0 
309503;0;0;16046;2193;120;0 
310149;0;0;15686;2583;97;0 
308061;0;0;18258;2336;147;0 
309417;0;0;17480;3742;103;0 
318125;0;0;15620;2906;103;0 
314288;0;0;15663;1879;96;0 
312636;0;0;15564;2415;116;0 
310475;0;0;15650;1830;92;0 
310057;0;0;15856;2338;103;0 
314118;0;0;15615;2082;88;0 
309502;0;0;15689;2128;85;0 
308804;0;0;15885;2324;131;0 
308755;0;0;15662;2605;102;0 
308923;0;0;15736;2241;100;0 
313058;0;0;15641;2456;102;0 
310341;0;0;15641;2146;114;0 
314572;0;0;15775;2342;101;0 
309999;0;0;15694;5412;100;0 
301815;0;0;15593;2602;96;0 
306485;0;0;15537;2074;93;0 
306946;0;0;15881;1911;98;0 
306871;0;0;15737;2452;103;0 
309760;0;0;15659;2329;86;0 
312365;0;0;15706;2322;100;0 
306721;0;0;16059;2597;96;0 
311748;0;0;15642;2726;89;0 
314272;0;0;15785;2550;88;0 
315121;0;0;15742;2961;102;0 
308312;0;0;15631;2294;108;0 
311176;0;0;15731;1229;94;0 
319613;0;0;16082;2613;98;0 
310913;0;0;15707;3729;253;0 
310237;0;0;15487;4087;97;0 
307235;0;0;15649;2270;100;0 
305600;0;0;15662;2417;95;0 
309301;0;0;15705;2478;104;0 
301631;0;0;15499;2613;99;0 
307719;0;0;15770;2482;106;0 
310381;0;0;16645;2523;93;0 
311795;0;0;15932;2725;96;0 
310102;0;0;15650;2023;100;0 
316895;0;0;15755;5164;111;0 
313580;0;0;15680;2210;93;0 
312625;0;0;15590;2631;104;0 
310316;0;0;15630;2411;105;0 
319920;0;0;15654;2389;106;0 
316877;0;0;15745;5131;98;0 
311707;0;0;15797;2408;99;0 
309559;0;0;15719;2606;102;0 
314136;0;0;15644;4006;107;0 
309334;0;0;15769;2692;126;0 
305188;0;0;15596;3288;96;0 
309249;0;0;15617;2739;99;0 
302667;0;0;15621;2125;101;0 
306102;0;0;15595;2226;99;0 
311011;0;0;15558;2333;96;0 
315755;0;0;15590;2586;103;0 
313216;0;0;16603;2101;98;0 
303695;0;0;15556;2725;111;0 
308532;0;0;15633;2421;102;0 
304945;0;0;15669;2030;94;0 
312823;0;0;15732;1955;101;0 
308397;0;0;15695;5039;97;0 
314085;0;0;15609;2016;100;0 
310826;0;0;15585;2754;105;0 
309123;0;0;15784;4065;106;0 
307898;0;0;15507;3241;102;0 
311805;0;0;15686;2191;102;0 
310491;0;0;15811;2645;96;0 
313405;0;0;15521;5688;99;0 
313650;0;0;15556;2427;104;0 
308784;0;0;15777;2559;98;0 
310341;0;0;15934;2287;107;0 
306365;0;0;15571;2732;101;0 
306460;0;0;16814;2594;100;0 
313555;0;0;15669;5759;102;0 
310390;0;0;15546;2515;95;0 
310315;0;0;15594;2285;91;0 
310435;0;0;15757;2233;101;0 
311018;0;0;15663;2775;116;0 
313957;0;0;15725;2184;118;0 
312151;0;0;15889;2753;107;0 
312056;0;0;15972;2299;106;0 
314643;0;0;15714;5021;94;0 
314362;0;0;15812;2025;95;0 
309461;0;0;15658;2263;101;0 
309890;0;0;15613;2240;91;0 
307037;0;0;15854;2596;102;0 
310188;0;0;15652;1907;94;0 
311784;0;0;15778;2231;100;0 
310262;0;0;17505;2408;90;0 
313466;0;0;15882;5354;108;0 
303212;0;0;15650;1801;89;0 
310574;0;0;17856;2158;96;0 
318037;0;0;16244;2756;89;0 
311753;0;0;15856;2286;94;0 
312911;0;0;15834;2015;101;0 
307483;0;0;16635;2081;112;0 
311854;0;0;15833;2603;110;0 
312021;0;0;15611;2437;102;0 
304578;0;0;15682;2291;118;0 
308766;0;0;15661;2221;96;0 
309014;0;0;15649;3080;100;0 
306516;0;0;15867;2335;100;0 
322903;0;0;18763;5525;95;0 
305997;0;0;15578;2646;102;0 
306347;0;0;15549;2622;98;0 
315788;0;0;15758;3472;99;0 
310922;0;0;15807;5548;100;0 
304579;0;0;15724;2531;97;0 
314154;0;0;15686;1946;87;0 
309222;0;0;15683;2274;103;0 
310213;0;0;15731;2084;105;0 
305542;0;0;15612;1765;99;0 
313478;0;0;16056;2609;97;0 
304922;0;0;15723;2048;89;0 
304640;0;0;15683;2002;88;0 
309333;0;0;16751;2342;85;0 
305308;0;0;15605;2703;102;0 
311077;0;0;15563;2395;100;0 
308377;0;0;15771;2574;102;0 
313944;0;0;15654;5401;97;0 
306605;0;0;15650;2431;94;0 
309945;0;0;17642;2289;98;0 
308829;0;0;16020;2505;102;0 
314274;0;0;15605;3475;99;0 
311850;0;0;15635;2478;96;0 
312065;0;0;15700;2459;103;0 
305606;0;0;15612;2241;104;0 
305075;0;0;15738;2292;94;0 
311657;0;0;15657;1998;90;0 
313863;0;0;18943;2586;98;0 
308478;0;0;15670;2639;95;0 
305530;0;0;15783;2483;101;0 
314954;0;0;15830;2110;115;0 
309730;0;0;15616;2398;100;0 
311998;0;0;15822;4579;94;0 
307128;0;0;15776;2948;99;0 
312042;0;0;15565;2838;108;0 
308155;0;0;15684;1991;104;0 
309182;0;0;15642;2624;103;0 
307307;0;0;15611;2263;96;0 
312080;0;0;15858;2658;103;0 
306072;0;0;15653;2210;100;0 
309093;0;0;15634;2217;107;0 
306104;0;0;15776;2572;110;0 
311438;0;0;15710;2400;103;0 
313497;0;0;16027;2547;104;0 
313658;0;0;15820;5212;101;0 
312855;0;0;15785;1719;97;0 
313565;0;0;15731;2491;97;0 
308392;0;0;18277;2253;91;0 
305738;0;0;15676;2067;93;0 
306872;0;0;15787;2695;102;0 
311253;0;0;15892;2357;101;0 
304578;0;0;15605;2136;89;0 
310918;0;0;15639;2914;125;0 
306266;0;0;15702;2618;94;0 
311102;0;0;15693;5495;101;0 
306933;0;0;15655;2140;91;0 
312422;0;0;15647;2302;93;0 
313462;0;0;15591;5125;96;0 
311278;0;0;15747;2307;96;0 
315875;0;0;15716;2389;99;0 
306297;0;0;15374;2502;106;0 
309496;0;0;16022;2309;101;0 
306494;0;0;15707;2127;96;0 
305703;0;0;15498;2999;101;0 
309466;0;0;15364;2389;97;0 
305566;0;0;15736;2382;98;0 
307052;0;0;15659;2046;101;0 
309964;0;0;16137;3554;93;0 
312847;0;0;15763;2664;98;0 
314347;0;0;15697;5360;104;0 
304625;0;0;16893;2522;103;0 
311654;0;0;15673;2162;93;0 
313807;0;0;15763;2531;102;0 
302954;0;0;15519;2160;86;0 
308165;0;0;15603;2122;93;0 
308684;0;0;15643;3337;93;0 
308011;0;0;15741;2041;100;0 
309323;0;0;15933;2294;102;0 
312790;0;0;15709;2172;87;0 
311525;0;0;15702;3261;94;0 
313176;0;0;15697;2563;102;0 
308794;0;0;15729;2637;93;0 
315535;0;0;15792;5373;95;0 
310884;0;0;15665;2276;89;0 
318856;0;0;15793;5241;87;0 
307794;0;0;15733;1944;96;0 
305035;0;0;15668;2303;118;0 
318407;0;0;15905;3903;97;0 
308160;0;0;15677;3571;98;0 
305268;0;0;15646;2478;100;0 
315904;0;0;15766;2572;92;0 
313581;0;0;15691;3932;93;0 
313288;0;0;15920;2079;98;0 
316049;0;0;15751;3540;100;0 
308850;0;0;15699;3073;101;0 
311017;0;0;15672;2518;96;0 
311960;0;0;15808;1989;85;0 
309190;0;0;15771;2526;97;0 
309089;0;0;17489;2026;87;0 
323456;0;0;15692;4728;100;0 
309530;0;0;15689;2612;96;0 
308495;0;0;15616;2399;106;0 
302099;0;0;15786;2142;95;0 
306759;0;0;17747;2184;98;0 
306206;0;0;15630;2353;125;0 
311339;0;0;15669;2250;86;0 
310883;0;0;15613;4902;89;0 
318682;0;0;15615;2318;98;0 
313499;0;0;15670;5284;100;0 
312605;0;0;15648;2755;103;0 
313586;0;0;15624;2413;101;0 
312489;0;0;15755;2402;103;0 
314607;0;0;15685;2120;85;0 
302904;0;0;15746;2349;98;0 
310859;0;0;15745;2017;86;0 
309103;0;0;15745;3319;99;0 
317375;0;0;15802;5118;99;0 
311960;0;0;15707;2062;92;0 
305857;0;0;15665;2122;98;0 
310307;0;0;15682;2267;92;0 
312519;0;0;15607;2337;103;0 
