CYCLES;0x19;0x1A;0x1D;0x1E;0x60;0x61
23403601;449;0;11701788;0;125;324 
23396630;415;0;11698301;0;71;344 
23396282;492;0;11698128;0;52;440 
23431266;616;0;11715620;0;112;504 
23397291;668;0;11698635;0;60;608 
23394752;628;0;11697367;0;88;540 
23399830;661;0;11699904;0;65;596 
23398042;628;0;11699012;0;104;524 
23396215;532;0;11698097;0;92;440 
23397474;704;0;11698728;0;72;632 
23412286;808;0;11706130;0;96;712 
23396405;624;0;11698192;0;76;548 
23408697;782;0;11704338;0;62;720 
23395849;564;0;11697916;0;120;444 
23398817;666;0;11699400;0;74;592 
23394390;740;0;11697187;0;96;644 
23408186;708;0;11704082;0;112;596 
23406369;652;0;11703173;0;64;588 
23398919;740;0;11699450;0;108;632 
23400461;516;0;11700222;0;76;440 
23396284;688;0;11698133;0;100;588 
23396298;668;0;11698138;0;72;596 
23429658;888;0;11714820;0;68;820 
23396362;676;0;11698171;0;120;556 
23397708;600;0;11698844;0;124;476 
23401929;681;0;11700953;0;113;568 
23404578;676;0;11702276;0;60;616 
23404696;676;0;11702336;0;64;612 
23396962;801;0;11698470;0;137;664 
23401145;618;0;11700560;0;74;544 
23399895;732;0;11699937;0;64;668 
23405607;628;0;11702793;0;88;540 
23409920;1090;0;11704950;0;278;812 
23404548;678;0;11702262;0;104;574 
23396243;602;0;11698111;0;52;550 
23410639;808;0;11705307;0;120;688 
23397968;716;0;11698973;0;116;600 
23398249;656;0;11699112;0;88;568 
23396994;504;0;11698485;0;132;372 
23396345;652;0;11698161;0;84;568 
23404732;720;0;11702355;0;112;608 
23414685;728;0;11707331;0;72;656 
23403454;692;0;11701716;0;72;620 
23399346;669;0;11699663;0;97;572 
23407765;676;0;11703871;0;64;612 
23396755;624;0;11698369;0;120;504 
23427674;840;0;11713827;0;64;776 
23397154;520;0;11698567;0;68;452 
23401785;704;0;11700881;0;60;644 
23397575;788;0;11698780;0;124;664 
23397467;629;0;11698722;0;61;568 
23398187;624;0;11699083;0;56;568 
23399310;798;0;11699645;0;71;727 
23395637;647;0;11697807;0;115;532 
23395714;764;0;11697848;0;100;664 
23397466;820;0;11698722;0;124;696 
23433465;635;0;11716722;0;75;560 
23397155;872;0;11698569;0;88;784 
23401883;584;0;11700931;0;108;476 
23395420;536;0;11697700;0;36;500 
23403957;556;0;11701968;0;68;488 
23397943;516;0;11698962;0;76;440 
23396580;676;0;11698278;0;84;592 
23397660;619;0;11698820;0;123;496 
23394718;544;0;11697347;0;40;504 
23398176;740;0;11699079;0;100;640 
23399112;660;0;11699547;0;88;572 
23394747;664;0;11697366;0;58;606 
23406596;521;0;11703286;0;116;405 
23397070;774;0;11698522;0;90;684 
23427484;674;0;11713732;0;98;576 
23400712;568;0;11700343;0;72;496 
23401060;667;0;11700519;0;87;580 
23394488;581;0;11697234;0;69;512 
23400549;660;0;11700265;0;72;588 
23402422;720;0;11701199;0;80;640 
23398850;520;0;11699415;0;48;472 
23400205;616;0;11700094;0;72;544 
23400032;852;0;11700005;0;64;788 
23397891;612;0;11698937;0;76;536 
23402382;702;0;11701184;0;194;508 
23399539;724;0;11699757;0;72;652 
23407268;608;0;11703623;0;128;480 
23407149;719;0;11703565;0;75;644 
23410622;902;0;11705304;0;104;798 
23395981;792;0;11697981;0;124;668 
23407192;776;0;11703585;0;96;680 
23398871;882;0;11699426;0;290;592 
23403477;640;0;11701726;0;56;584 
23405336;632;0;11702656;0;136;496 
23397102;702;0;11698544;0;114;588 
23399875;620;0;11699929;0;64;556 
23394986;641;0;11697485;0;69;572 
23397894;640;0;11698936;0;88;552 
23428081;1044;0;11714030;0;68;976 
23398540;810;0;11699257;0;306;504 
23399066;772;0;11699524;0;64;708 
23404154;640;0;11702066;0;68;572 
23406486;664;0;11703231;0;52;612 
23416764;1032;0;11708369;0;100;932 
23404415;688;0;11702199;0;156;532 
23399974;608;0;11699977;0;112;496 
23395878;628;0;11697930;0;104;524 
23404214;588;0;11702095;0;100;488 
23395703;652;0;11697840;0;80;572 
23394907;712;0;11697443;0;124;588 
23423248;596;0;11711613;0;52;544 
23397121;608;0;11698550;0;44;564 
23397428;524;0;11698704;0;80;444 
23397356;660;0;11698666;0;56;604 
23396712;652;0;11698342;0;108;544 
23399464;523;0;11699718;0;87;436 
23401390;712;0;11700685;0;76;636 
23397472;552;0;11698728;0;76;476 
23394654;542;0;11697318;0;68;474 
23397645;628;0;11698814;0;96;532 
23406815;660;0;11703396;0;84;576 
23398375;874;0;11699176;0;79;795 
23399487;629;0;11699734;0;69;560 
23396030;569;0;11698004;0;80;489 
23402162;772;0;11701069;0;108;664 
23398261;584;0;11699122;0;104;480 
23399513;750;0;11699745;0;198;552 
23404045;664;0;11702012;0;104;560 
23398387;712;0;11699184;0;88;624 
23397360;756;0;11698668;0;72;684 
23425524;725;0;11712755;0;79;646 
23408475;684;0;11704227;0;40;644 
23408122;668;0;11704052;0;68;600 
