CYCLES;0xC9;0xCA;0xCB;0xCC;0xD0;0xD1
23399619;6385172;0;0;51763;0;0 
23413263;6385178;1;1;51835;0;0 
23401751;6385176;1;1;51820;0;0 
23406307;6385173;1;1;51797;0;0 
23395553;6385174;1;1;51777;0;0 
23395108;6385173;1;1;51763;0;0 
23406602;6385177;1;1;51837;0;0 
23394141;6385173;1;1;51772;0;0 
23395492;6385170;1;1;51834;0;0 
23396729;6385169;1;1;51853;0;0 
23398938;6385172;1;1;51827;0;0 
23407157;6385177;1;1;51809;0;0 
23400188;6385174;1;1;51788;0;0 
23400495;6385178;1;1;51772;0;0 
23406472;6385177;1;1;51776;0;0 
23398125;6385175;1;1;51775;0;0 
23396391;6385175;1;1;51838;0;0 
23403505;6385173;1;1;51867;0;0 
23396430;6385173;0;0;51800;0;0 
23402234;6385173;1;1;51830;0;0 
23406945;6385175;1;1;51752;0;0 
23403816;6385171;1;1;51782;0;0 
23398728;6385174;1;1;51833;0;0 
23397361;6385172;1;1;51836;0;0 
23407261;6385172;1;1;51761;0;0 
23398321;6385175;1;1;51807;0;0 
23402290;6385177;1;1;51884;0;0 
23395157;6385175;1;1;51839;0;0 
23398742;6385181;1;1;51752;0;0 
23397090;6385169;1;1;51778;0;0 
23398827;6385173;1;1;51825;0;0 
23405523;6385171;1;1;51777;0;0 
23394662;6385172;1;1;51693;0;0 
23399426;6385172;1;1;51828;0;0 
23399810;6385176;1;1;51830;0;0 
23395515;6385170;1;1;51790;0;0 
23402956;6385171;1;1;51780;0;0 
23408412;6385171;1;1;51836;0;0 
23395702;6385169;1;1;51698;0;0 
23401901;6385173;1;1;51730;0;0 
23396115;6385174;1;1;51842;0;0 
23399314;6385171;1;1;51733;0;0 
23408487;6385175;0;0;51828;0;0 
23394472;6385171;1;1;51797;0;0 
23398665;6385173;1;1;51821;0;0 
23397962;6385171;1;1;51781;0;0 
23407134;6385177;0;0;51854;0;0 
23395531;6385175;1;1;51870;0;0 
23401491;6385173;1;1;51811;0;0 
23408798;6385170;1;1;51891;0;0 
23409162;6385173;1;1;51727;0;0 
23393800;6385172;1;1;51790;0;0 
23396188;6385171;1;1;51882;0;0 
23406079;6385175;1;1;51838;0;0 
23398199;6385174;1;1;51777;0;0 
