CYCLES;0xE5;0xE6;0xE7;0xE8;0xE0;0xE1
2515343;90670;1;3670;6;69298;14257 
2512182;90683;3;3527;2;69284;11182 
2515193;93243;2;3605;11;69377;14036 
2515203;90681;4;4644;10;69363;14079 
2512667;90676;2;3639;7;69260;11630 
2516593;90682;2;5179;6;69464;13803 
2513021;93245;2;3636;6;70283;10941 
2515179;90671;3;4074;2;69224;14268 
2513543;90677;2;5239;5;69302;10797 
2515051;93245;3;3705;5;69201;13927 
2517274;91224;4;3782;11;69470;15833 
2514694;90664;3;3447;0;69269;13877 
2515477;93226;2;3712;4;69326;14372 
2513934;90673;2;3541;3;70295;11972 
2514841;90668;2;3526;2;69248;13952 
2516779;90695;3;3844;7;69512;15236 
2512906;90680;2;3780;9;69214;11791 
2512771;90676;3;3598;4;69239;11791 
2514714;90689;3;4489;7;69280;12561 
2514070;90668;4;5148;2;69243;11549 
2513930;90672;2;3662;8;69378;12750 
2515229;90681;2;5626;7;70246;11192 
2513003;92976;2;3719;8;69201;11989 
2515013;93227;2;4559;2;69189;14205 
2513554;90668;4;3562;7;69208;12643 
2516521;90689;4;3863;10;69540;14913 
2515136;90678;3;3658;5;69284;14143 
2515383;93245;3;3698;3;69369;14213 
2515869;90684;3;3409;7;69408;14837 
2515952;90695;3;3491;11;69364;14817 
2515544;90661;2;3570;6;69323;14604 
2517460;90686;2;3786;9;69228;16341 
2515624;90684;5;3497;6;69313;14519 
2515814;90685;3;3658;15;69296;14573 
2512848;93245;5;3724;2;69328;11450 
2515582;90678;2;4686;10;69357;13497 
2512825;90698;2;3441;2;69330;11704 
2517269;90674;2;3876;14;69356;15852 
2514994;90686;2;3578;2;69245;13971 
2514920;90669;0;3631;5;69250;13785 
2514222;93246;1;3861;13;69596;12494 
2514939;90680;3;3273;5;69300;14169 
2512384;90680;3;3729;6;69320;11224 
2512065;90671;3;3653;4;69237;11112 
2514637;90668;3;6162;2;69330;11052 
2516146;92894;5;3435;12;69454;15036 
2515465;90678;3;3788;5;69332;13990 
2517128;91764;3;3903;12;69473;15450 
2516762;90668;2;3538;3;69210;15928 
2516891;93237;4;3711;8;69271;15722 
2516567;92940;2;3572;5;69349;15489 
2515250;90689;4;3742;9;69291;14144 
2517473;90660;5;6261;17;69528;13443 
2512289;93234;2;3644;4;69348;11108 
2513654;90671;1;3524;3;69363;12576 
2516718;90670;1;3712;9;69412;15400 
2515848;90678;3;3636;5;69351;14662 
2514191;90696;3;3481;8;69375;13078 
2513463;93246;1;4745;3;69349;11266 
2512196;90686;2;3590;3;69302;11070 
2512621;90672;1;3520;8;69229;11696 
2515841;90670;3;3717;3;69265;14861 
2513822;93224;2;3866;9;69349;12618 
2516518;90698;2;3559;10;69329;15368 
2514587;90669;2;3643;8;69280;13529 
2513449;93259;4;3683;9;69402;12065 
2515384;93232;3;3672;6;69298;14266 
2515945;90684;3;4685;11;69517;13501 
2515028;90671;3;3459;4;69287;14145 
2515085;90693;2;3554;13;69329;14005 
2513271;90675;3;3513;7;69269;12355 
2515638;90676;3;3538;7;69224;14720 
2515439;90692;5;4697;13;69449;13067 
2512485;90679;3;3833;11;69249;11221 
2513582;90673;2;3702;2;69285;12443 
2514293;90669;3;3465;8;69228;13488 
2516435;90668;2;3568;8;69278;15385 
2515057;91912;4;3801;14;69423;13543 
2512665;90674;4;3588;6;69307;11552 
2515370;90666;4;3544;9;69255;14276 
2513398;90667;3;3607;10;69251;12269 
2513376;90691;2;3693;5;69256;12347 
2516599;90658;2;3773;16;69300;15368 
2512197;93250;3;3561;5;69291;11138 
2512813;93229;2;3728;3;69257;11781 
2517270;93234;3;5832;7;69381;13666 
2516779;90665;2;4780;8;69316;14430 
2514554;92479;2;3680;3;69513;12984 
2515048;90657;2;3682;2;69328;13883 
2512759;90700;2;3707;4;69292;11514 
2514321;90664;3;3637;0;69251;13408 
2513688;90705;2;3628;8;69448;12337 
2515873;90657;3;4829;3;69501;13439 
2516675;90671;2;3688;12;69677;15284 
2513168;90690;2;3867;8;69321;11802 
2516299;90677;4;3592;8;69195;15432 
2516029;90697;3;4938;11;70168;12901 
2512936;90671;4;3736;10;69307;11785 
