CYCLES;0x61;0x7A;0x86;0x87;0xC0;0xC1
964;16;1;0;0;19;0 
1590;20;1;0;0;23;0 
1975;4;1;0;0;19;0 
2370;32;1;0;0;21;0 
1834;12;1;0;0;20;0 
1851;4;1;0;0;20;0 
2667;4;1;0;0;24;0 
2316;0;1;0;0;24;0 
1843;4;1;0;0;22;0 
1732;12;1;0;0;22;0 
1629;8;1;0;0;21;0 
1697;8;1;0;0;21;0 
2036;12;1;0;0;21;0 
1818;12;1;0;0;19;0 
2133;20;1;0;0;19;0 
1725;4;1;0;0;22;0 
1845;8;1;0;0;19;0 
1967;8;1;0;0;21;0 
2204;8;1;0;0;22;0 
4720;12;1;0;0;22;0 
1920;0;1;0;0;22;0 
2129;12;1;0;0;23;0 
4576;24;1;0;0;21;0 
1736;0;1;0;0;18;0 
1785;8;1;0;0;24;0 
1795;8;1;0;0;20;0 
4900;20;1;0;0;17;0 
1724;20;1;0;0;22;0 
1917;8;1;0;0;20;0 
4015;8;1;0;0;23;0 
2045;16;1;0;0;21;0 
7881;24;1;0;0;17;0 
2046;16;1;0;0;23;0 
2025;12;1;0;0;21;0 
2199;4;1;0;0;22;0 
1745;12;1;0;0;21;0 
3291;12;1;0;0;19;0 
1678;4;1;0;0;19;0 
1956;8;1;0;0;22;0 
1720;16;1;0;0;21;0 
1738;8;1;0;0;22;0 
4559;28;1;0;0;21;0 
1902;4;1;0;0;19;0 
1811;4;1;0;0;21;0 
3754;12;1;0;0;22;0 
1798;4;1;0;0;24;0 
4881;12;1;0;0;24;0 
1862;0;1;0;0;16;0 
3117;0;1;0;0;20;0 
2165;12;1;0;0;24;0 
3658;0;1;0;0;20;0 
4781;8;1;0;0;20;0 
4697;12;1;0;0;20;0 
1497;8;1;0;0;21;0 
1408;0;1;0;0;21;0 
1241;0;1;0;0;23;0 
3408;20;1;0;0;20;0 
1903;8;1;0;0;21;0 
1668;8;1;0;0;20;0 
3319;4;1;0;0;21;0 
1915;12;1;0;0;21;0 
2063;4;1;0;0;20;0 
3491;12;1;0;0;22;0 
3177;8;1;0;0;20;0 
2052;12;1;0;0;20;0 
2623;4;1;0;0;20;0 
2425;4;1;0;0;21;0 
4116;4;1;0;0;22;0 
1835;12;1;0;0;24;0 
4914;8;1;0;0;19;0 
2803;12;1;0;0;22;0 
2359;16;1;0;0;20;0 
1753;16;1;0;0;21;0 
1694;4;1;0;0;22;0 
1884;8;1;0;0;18;0 
1661;8;1;0;0;18;0 
1913;20;1;0;0;20;0 
4498;12;1;0;0;21;0 
3125;36;1;0;0;21;0 
4785;8;1;0;0;21;0 
1765;12;1;0;0;19;0 
2003;20;1;0;0;23;0 
1877;16;1;0;0;23;0 
1966;8;1;0;0;22;0 
4137;8;1;0;0;19;0 
3482;12;1;0;0;18;0 
2299;12;1;0;0;19;0 
3919;8;1;0;0;21;0 
1803;8;1;0;0;23;0 
1699;12;1;0;0;22;0 
2579;12;1;0;0;23;0 
2234;0;1;0;0;20;0 
1968;4;1;0;0;23;0 
1709;8;1;0;0;21;0 
2063;20;1;0;0;21;0 
4610;12;1;0;0;18;0 
2057;4;1;0;0;22;0 
4239;0;1;0;0;19;0 
2096;24;1;0;0;19;0 
4701;12;1;0;0;19;0 
1874;12;1;0;0;21;0 
1924;0;1;0;0;19;0 
4541;8;1;0;0;22;0 
4883;4;1;0;0;19;0 
2132;4;1;0;0;21;0 
3849;0;1;0;0;20;0 
2171;20;1;0;0;21;0 
4389;20;1;0;0;21;0 
1707;0;1;0;0;22;0 
1926;12;1;0;0;23;0 
1621;8;1;0;0;21;0 
2126;12;1;0;0;23;0 
1662;12;1;0;0;22;0 
1742;8;1;0;0;20;0 
1723;0;1;0;0;19;0 
2006;12;1;0;0;21;0 
2015;12;1;0;0;21;0 
1373;4;1;0;0;19;0 
1942;24;1;0;0;20;0 
4619;12;1;0;0;19;0 
2124;8;1;0;0;21;0 
4792;4;1;0;0;23;0 
4202;52;1;0;0;22;0 
9940;4;1;0;0;19;0 
2150;8;1;0;0;21;0 
2089;20;1;0;0;19;0 
2002;8;1;0;0;22;0 
1762;0;1;0;0;20;0 
3811;8;1;0;0;24;0 
1620;4;1;0;0;16;0 
2320;4;1;0;0;22;0 
1803;8;1;0;0;22;0 
1738;4;1;0;0;21;0 
5065;12;1;0;0;19;0 
4190;12;1;0;0;18;0 
2285;4;1;0;0;20;0 
3476;8;1;0;0;19;0 
4602;16;1;0;0;21;0 
2404;12;1;0;0;19;0 
3939;4;1;0;0;22;0 
1703;12;1;0;0;19;0 
1954;20;1;0;0;22;0 
6367;8;1;0;0;21;0 
2183;4;1;0;0;24;0 
1878;8;1;0;0;19;0 
1778;4;1;0;0;22;0 
4122;16;1;0;0;22;0 
4585;16;1;0;0;17;0 
3461;12;1;0;0;22;0 
2007;8;1;0;0;22;0 
1732;8;1;0;0;22;0 
1976;12;1;0;0;21;0 
4787;4;1;0;0;18;0 
2046;8;1;0;0;21;0 
4186;8;1;0;0;22;0 
1853;0;1;0;0;21;0 
2249;8;1;0;0;19;0 
1882;12;1;0;0;23;0 
1733;4;1;0;0;20;0 
1770;20;1;0;0;24;0 
4418;4;1;0;0;21;0 
5066;24;1;0;0;20;0 
1362;0;1;0;0;19;0 
1720;20;1;0;0;22;0 
1729;4;1;0;0;19;0 
2035;12;1;0;0;22;0 
5226;0;1;0;0;24;0 
4716;12;1;0;0;23;0 
1634;8;1;0;0;22;0 
4498;12;1;0;0;17;0 
1871;8;1;0;0;22;0 
1431;8;1;0;0;25;0 
3417;8;1;0;0;21;0 
2153;8;1;0;0;17;0 
1650;12;1;0;0;20;0 
4453;8;1;0;0;21;0 
4411;24;1;0;0;22;0 
1996;8;1;0;0;21;0 
2590;8;1;0;0;22;0 
1699;0;1;0;0;20;0 
1947;4;1;0;0;22;0 
4669;4;1;0;0;23;0 
1875;8;1;0;0;17;0 
2516;4;1;0;0;19;0 
4355;16;1;0;0;22;0 
1449;12;1;0;0;20;0 
2018;12;1;0;0;23;0 
2502;16;1;0;0;21;0 
1757;8;1;0;0;19;0 
1588;8;1;0;0;22;0 
4586;8;1;0;0;20;0 
2087;20;1;0;0;20;0 
2064;8;1;0;0;20;0 
2228;12;1;0;0;24;0 
1243;12;1;0;0;19;0 
3232;12;1;0;0;18;0 
1717;0;1;0;0;21;0 
2005;4;1;0;0;23;0 
2174;8;1;0;0;22;0 
1805;4;1;0;0;19;0 
4269;8;1;0;0;22;0 
1782;12;1;0;0;20;0 
1975;16;1;0;0;21;0 
1788;8;1;0;0;20;0 
5105;12;1;0;0;23;0 
1941;12;1;0;0;21;0 
1787;8;1;0;0;19;0 
1731;12;1;0;0;19;0 
1628;4;1;0;0;19;0 
1773;0;1;0;0;19;0 
2061;16;1;0;0;23;0 
1714;16;1;0;0;22;0 
1679;12;1;0;0;20;0 
1951;8;1;0;0;23;0 
1433;16;1;0;0;22;0 
4043;0;1;0;0;23;0 
5900;28;1;0;0;26;0 
5101;8;1;0;0;23;0 
1774;8;1;0;0;22;0 
2031;20;1;0;0;24;0 
1865;4;1;0;0;22;0 
1994;4;1;0;0;18;0 
1927;4;1;0;0;20;0 
4440;8;1;0;0;21;0 
2205;12;1;0;0;21;0 
2080;4;1;0;0;20;0 
2058;4;1;0;0;22;0 
2566;20;1;0;0;18;0 
1736;8;1;0;0;20;0 
1987;8;1;0;0;22;0 
1839;4;1;0;0;19;0 
2229;16;1;0;0;20;0 
3213;4;1;0;0;23;0 
2048;4;1;0;0;20;0 
1128;8;1;0;0;18;0 
2206;16;1;0;0;23;0 
4387;4;1;0;0;20;0 
2314;16;1;0;0;23;0 
1622;0;1;0;0;22;0 
3899;8;1;0;0;22;0 
3167;0;1;0;0;22;0 
2036;12;1;0;0;21;0 
2011;12;1;0;0;19;0 
4938;8;1;0;0;21;0 
1021;8;1;0;0;20;0 
1986;12;1;0;0;17;0 
2732;0;1;0;0;18;0 
4642;8;1;0;0;19;0 
4730;12;1;0;0;21;0 
1906;8;1;0;0;22;0 
1615;8;1;0;0;19;0 
1942;12;1;0;0;21;0 
1730;0;1;0;0;20;0 
4642;16;1;0;0;20;0 
4059;32;1;0;0;22;0 
2050;12;1;0;0;20;0 
