CYCLES;0xD1;0xD2;0xE0;0xE1;0xE2;0xE3
1562;0;0;38;212;8;0 
1612;0;0;38;571;9;0 
1872;0;0;30;195;9;0 
3331;0;0;38;352;9;0 
1755;0;0;42;306;5;0 
1650;0;0;37;228;9;0 
1668;0;0;41;152;4;0 
1782;0;0;36;168;9;0 
1949;0;0;39;155;9;0 
1787;0;0;45;160;9;0 
1674;0;0;33;109;8;0 
1701;0;0;44;143;9;0 
1489;0;0;41;158;8;0 
1902;0;0;40;294;8;0 
1958;0;0;54;58;9;0 
4814;0;0;36;125;4;0 
1839;0;0;41;132;9;0 
4950;0;0;39;1296;9;0 
4772;0;0;34;178;9;0 
1774;0;0;52;227;9;0 
1810;0;0;35;144;8;0 
3515;0;0;47;127;8;0 
1831;0;0;32;202;9;0 
4428;0;0;48;3071;9;0 
4347;0;0;45;113;9;0 
2201;0;0;34;750;8;0 
2389;0;0;34;336;10;0 
6895;0;0;46;422;8;0 
1850;0;0;32;143;9;0 
1665;0;0;29;203;10;0 
2301;0;0;36;312;9;0 
1810;0;0;39;136;10;0 
3974;0;0;48;116;9;0 
4488;0;0;36;84;8;0 
5032;0;0;39;472;9;0 
2379;0;0;47;137;10;0 
1856;0;0;40;128;9;0 
3834;0;0;37;153;9;0 
2605;0;0;37;310;8;0 
4555;0;0;57;796;9;0 
1988;0;0;39;384;8;0 
3895;0;0;31;277;9;0 
1642;0;0;41;119;9;0 
2192;0;0;50;121;5;0 
1850;0;0;36;237;10;0 
2420;0;0;49;360;9;0 
1948;0;0;35;124;9;0 
1928;0;0;41;460;9;0 
7199;0;0;33;548;9;0 
2321;0;0;45;258;9;0 
2074;0;0;48;201;9;0 
4323;0;0;34;218;8;0 
2203;0;0;43;257;8;0 
1816;0;0;34;218;9;0 
3263;0;0;46;599;8;0 
4821;0;0;46;279;8;0 
4764;0;0;38;1031;8;0 
1939;0;0;29;144;5;0 
1864;0;0;37;144;10;0 
1876;0;0;40;151;9;0 
1875;0;0;35;152;9;0 
4530;0;0;32;3154;9;0 
2280;0;0;41;250;8;0 
3103;0;0;53;215;10;0 
1403;0;0;37;150;10;0 
2694;0;0;43;220;9;0 
2314;0;0;46;369;8;0 
1693;0;0;36;145;8;0 
4788;0;0;46;1891;9;0 
1775;0;0;32;170;9;0 
1887;0;0;40;140;8;0 
3455;0;0;38;2088;9;0 
1854;0;0;35;244;9;0 
4023;0;0;29;477;10;0 
1993;0;0;39;154;9;0 
2082;0;0;35;176;9;0 
1849;0;0;33;550;11;0 
1944;0;0;40;228;9;0 
4188;0;0;42;276;9;0 
1925;0;0;33;235;8;0 
1863;0;0;33;159;9;0 
1661;0;0;41;159;9;0 
1722;0;0;36;167;8;0 
4494;0;0;51;159;9;0 
2076;0;0;41;231;9;0 
1875;0;0;30;232;9;0 
1460;0;0;35;186;10;0 
1976;0;0;43;403;9;0 
1665;0;0;37;124;9;0 
2248;0;0;44;153;9;0 
4131;0;0;779;364;9;0 
1611;0;0;36;145;9;0 
4961;0;0;33;1249;9;0 
1960;0;0;28;235;10;0 
1713;0;0;33;148;8;0 
2001;0;0;51;372;9;0 
1994;0;0;40;534;9;0 
3940;0;0;35;300;8;0 
1891;0;0;36;154;5;0 
1648;0;0;59;143;10;0 
4967;0;0;48;172;5;0 
1791;0;0;54;184;8;0 
3905;0;0;33;144;9;0 
5085;0;0;40;331;9;0 
1943;0;0;36;137;9;0 
1815;0;0;49;105;5;0 
1938;0;0;33;233;8;0 
1940;0;0;42;131;10;0 
1910;0;0;43;210;10;0 
1951;0;0;37;282;9;0 
2013;0;0;33;175;9;0 
1644;0;0;45;170;8;0 
2740;0;0;41;243;8;0 
2273;0;0;37;1093;8;0 
1670;0;0;35;206;10;0 
4477;0;0;43;53;8;0 
4283;0;0;44;450;9;0 
