CYCLES;0xC9;0xCA;0xCB;0xCC;0xD0;0xD1
2513804;112754;8;8;3425;0;0 
2514287;112754;7;7;3434;0;0 
2515072;112754;6;6;3419;0;0 
2516113;112754;6;6;3431;0;0 
2514028;112754;7;7;3423;0;0 
2516548;112754;10;10;3443;0;0 
2517940;112754;11;11;3446;0;0 
2515239;112754;6;6;3421;0;0 
2517271;112754;11;11;3453;0;0 
2515460;112755;7;7;3436;0;0 
2516777;112754;7;7;3469;0;0 
2514094;112754;6;6;3409;0;0 
2514969;112755;7;7;3409;0;0 
2515530;112754;11;11;3450;0;0 
2513280;112754;6;6;3411;0;0 
2513747;112754;7;7;3432;0;0 
2512525;112754;7;7;3436;0;0 
2512102;112755;7;7;3433;0;0 
2516694;112754;9;9;3443;0;0 
2515334;112755;7;7;3421;0;0 
2516402;112754;7;7;3427;0;0 
2515755;112754;7;7;3417;0;0 
2515934;112754;7;7;3438;0;0 
2515642;112754;13;13;3427;0;0 
2515402;112754;7;7;3405;0;0 
2512431;112754;7;7;3428;0;0 
2515361;112754;7;7;3424;0;0 
2516230;112754;6;6;3440;0;0 
2521251;112754;10;10;3482;0;0 
2513056;112755;7;7;3413;0;0 
2515520;112754;7;7;3422;0;0 
2513015;112754;7;7;3419;0;0 
2512233;112754;7;7;3431;0;0 
2517007;112754;11;11;3437;0;0 
2513653;112754;7;7;3453;0;0 
2513152;112754;7;7;3413;0;0 
2512147;112755;8;8;3413;0;0 
2515322;112754;7;7;3421;0;0 
2516607;112755;10;10;3421;0;0 
2514832;112754;6;6;3415;0;0 
2515774;112754;6;6;3427;0;0 
2515729;112754;7;7;3419;0;0 
2513849;112754;7;7;3426;0;0 
2513899;112754;9;9;3423;0;0 
2514296;112754;7;7;3412;0;0 
2517941;112754;8;8;3450;0;0 
2514721;112755;6;6;3424;0;0 
2515058;112754;6;6;3431;0;0 
2516103;112754;9;9;3445;0;0 
2512325;112754;6;6;3444;0;0 
2514266;112755;7;7;3441;0;0 
2514862;112755;8;8;3420;0;0 
2514370;112754;6;6;3426;0;0 
2516454;112755;7;7;3428;0;0 
2514170;112755;7;7;3427;0;0 
2517095;112755;10;10;3421;0;0 
2515726;112754;6;6;3444;0;0 
2512429;112754;5;5;3452;0;0 
2513370;112754;7;7;3452;0;0 
2512786;112754;7;7;3448;0;0 
2515354;112754;10;10;3423;0;0 
2513575;112754;7;7;3437;0;0 
2513070;112754;6;6;3411;0;0 
2513444;112756;7;7;3431;0;0 
2514989;112755;7;7;3417;0;0 
2516015;112754;11;11;3430;0;0 
2512863;112754;6;6;3427;0;0 
2517563;112754;5;5;3420;0;0 
2512782;112754;7;7;3434;0;0 
2513007;112754;7;7;3405;0;0 
2514152;112754;10;10;3407;0;0 
2515328;112755;7;7;3436;0;0 
2514787;112754;7;7;3425;0;0 
2512637;112754;6;6;3421;0;0 
2514852;112754;6;6;3451;0;0 
2515763;112754;10;10;3443;0;0 
2515157;112754;7;7;3418;0;0 
2517728;112755;6;6;3440;0;0 
2515147;112755;8;8;3433;0;0 
2515137;112755;7;7;3440;0;0 
2515873;112754;9;9;3416;0;0 
2515085;112754;6;6;3413;0;0 
2516201;112754;10;10;3454;0;0 
2515748;112754;6;6;3405;0;0 
2516424;112754;5;5;3433;0;0 
2516682;112755;10;10;3435;0;0 
2515342;112754;7;7;3429;0;0 
2513558;112754;8;8;3427;0;0 
2515653;112754;7;7;3434;0;0 
2516398;112754;6;6;3402;0;0 
2515473;112755;7;7;3447;0;0 
