CYCLES;0xE5;0xE6;0xE7;0xE8;0xE0;0xE1
3503;30;456;298;0;67;2205 
2502;30;467;186;0;64;1301 
2908;30;462;454;0;63;1544 
2977;30;454;172;0;70;1781 
2587;31;464;357;0;70;1184 
3099;30;469;175;0;73;1876 
2862;31;475;328;0;79;1500 
3386;28;462;447;0;55;2070 
2307;32;457;335;8;65;928 
2836;29;469;180;0;76;1735 
2996;28;458;377;0;122;1559 
3169;31;469;177;0;74;1943 
3570;31;462;588;0;58;2176 
5195;29;461;297;0;60;3875 
2548;31;465;410;11;54;1236 
3166;27;458;317;0;64;1953 
2754;28;456;370;0;66;1507 
3493;29;465;476;0;71;2018 
2511;30;465;313;0;65;1169 
5357;29;460;1345;0;63;2987 
3416;29;462;417;0;73;1956 
4730;31;463;316;0;71;3495 
4229;32;465;184;0;58;3172 
2963;29;467;384;0;61;1696 
4034;28;462;469;0;69;2569 
2958;28;463;388;0;64;1552 
2807;28;468;345;0;67;1567 
3029;30;464;531;0;69;1471 
3333;28;453;453;0;59;1999 
3066;27;458;315;0;59;1858 
2977;29;464;379;0;57;1702 
3856;32;461;426;0;68;2408 
2977;32;463;373;0;60;1699 
2937;31;453;353;0;58;1740 
3010;30;457;501;0;63;1500 
3814;30;463;366;0;71;2416 
2722;28;462;297;0;57;1409 
2838;28;463;213;0;46;1786 
2850;28;456;422;7;55;1412 
2953;31;455;331;0;56;1640 
5499;32;465;373;0;66;4101 
3226;29;465;300;0;65;1940 
2710;28;459;207;0;49;1532 
4171;30;460;567;0;73;2573 
2892;32;466;187;0;65;1704 
2645;31;459;472;0;62;1264 
3035;31;472;586;0;74;1534 
2876;31;463;181;0;73;1793 
4313;29;458;547;0;67;2918 
3142;29;462;342;0;56;1791 
2439;29;466;178;0;55;1365 
3330;31;467;558;0;65;1902 
4060;30;456;519;0;60;2718 
3753;29;455;34;0;55;2709 
3200;29;454;459;0;51;2031 
2651;33;458;335;0;63;1303 
3093;29;465;299;0;63;1769 
3297;27;466;380;0;79;1887 
3716;29;468;435;0;71;2242 
3051;30;457;421;0;50;1634 
3407;29;461;519;0;64;2011 
2817;31;464;209;0;63;1583 
2631;29;468;207;0;71;1402 
2909;31;459;298;0;69;1577 
2643;31;467;508;0;51;1153 
2961;29;465;379;0;72;1715 
3336;30;463;300;0;66;2004 
2806;29;469;206;8;66;1559 
2979;32;466;293;0;62;1678 
3598;29;454;212;0;64;2369 
3175;27;453;303;0;53;1872 
2908;27;472;407;0;69;1507 
3000;32;455;365;0;61;1747 
3168;32;457;379;0;60;1795 
2561;27;464;375;0;52;1190 
3159;30;457;364;0;53;1953 
5764;28;462;469;0;49;4556 
2592;34;457;365;0;58;1237 
4095;32;459;1190;0;51;1901 
3163;29;463;515;0;75;1596 
5942;31;455;490;0;64;4436 
3310;32;464;545;0;75;1711 
3795;30;458;188;0;52;2644 
3173;31;460;365;0;53;1804 
3055;27;462;305;0;66;1747 
4945;31;473;361;0;68;3708 
3392;33;460;571;0;57;1819 
2562;28;460;229;0;63;1301 
3049;26;455;329;0;55;1727 
2792;27;460;177;0;60;1600 
2905;30;465;298;0;73;1591 
2735;29;463;345;0;64;1349 
3223;29;459;458;0;60;1979 
2693;32;456;464;0;58;1213 
3168;29;456;334;0;55;1976 
2564;32;464;162;0;60;1402 
2809;29;461;172;0;54;1637 
4309;30;459;738;0;68;2837 
3579;32;455;376;0;52;2389 
2623;28;460;180;0;64;1436 
3105;28;466;378;0;74;1881 
2599;32;458;366;0;49;1240 
3105;32;457;503;0;64;1853 
2388;31;466;203;0;61;1154 
3616;30;458;472;0;59;2138 
3138;29;468;175;0;55;1984 
16423;27;460;2850;0;65;13734 
3041;28;468;330;0;61;1707 
3294;30;454;312;0;64;2014 
2641;28;462;433;0;58;1240 
4637;32;463;461;0;65;3269 
2711;31;469;310;0;68;1382 
2651;30;460;343;0;51;1346 
3039;30;464;485;0;60;1556 
3276;30;465;429;0;55;1839 
3408;32;460;368;0;50;2166 
3717;33;472;446;2;70;2250 
3072;29;468;317;0;58;1790 
3078;32;459;495;0;51;1772 
3078;32;470;330;0;72;1687 
