CYCLES;0xD2;0xE0;0xE1;0xE2;0xE3;0xE4
2821;0;61;1641;20;0;10 
3033;0;56;1832;25;0;11 
3369;0;60;2310;22;0;10 
3011;0;68;1800;24;0;9 
4231;0;52;2835;16;0;10 
2989;0;53;1917;21;0;9 
2411;0;61;1195;21;0;10 
3359;0;65;2051;20;0;10 
2482;0;52;1261;16;0;9 
5951;0;59;4766;17;0;10 
3601;0;69;2064;20;0;10 
3145;0;62;1787;21;0;10 
3848;0;56;2508;24;0;10 
2810;0;62;1752;13;0;10 
2774;0;66;1421;21;0;9 
2717;0;56;1542;16;0;10 
2574;0;54;1395;20;0;8 
3111;0;71;1725;34;0;9 
2476;0;62;1277;21;0;10 
3687;0;52;2478;16;0;8 
2745;0;140;1427;12;0;11 
3076;0;56;1872;24;0;9 
2675;0;68;1335;12;0;9 
3450;0;60;2098;25;0;11 
2318;0;57;1107;15;0;9 
2976;0;62;1674;22;0;10 
2946;0;66;1749;26;0;9 
3435;0;69;2118;27;0;11 
3417;0;76;2044;26;0;11 
5445;0;66;3199;15;0;8 
2761;0;61;1248;20;0;10 
3559;0;73;2209;18;0;9 
3006;0;57;1662;21;0;12 
3586;0;62;2334;22;0;10 
2605;0;66;1400;22;0;11 
4034;0;60;2785;39;0;10 
2674;0;69;1572;17;0;9 
4026;0;65;2572;20;0;10 
3587;0;60;2040;21;0;10 
3609;0;79;2318;46;0;10 
3977;0;64;2496;15;0;10 
3441;0;58;2131;22;0;10 
2306;0;57;980;16;0;9 
3871;0;73;2466;21;0;10 
3336;0;69;1868;22;0;10 
4230;0;69;2944;24;0;9 
2313;0;63;1101;17;0;9 
3544;0;69;2160;22;0;9 
3251;0;62;2056;20;0;12 
3203;0;55;1998;21;0;10 
3157;0;48;1764;17;0;11 
3410;0;66;2196;18;0;11 
2911;0;86;1684;12;0;9 
3376;0;71;1997;20;0;10 
3835;0;58;2507;14;0;10 
3292;0;62;1940;25;0;11 
2913;0;67;1827;16;0;9 
2531;0;64;1203;14;0;11 
5002;0;61;3601;20;0;8 
3351;0;63;1775;26;0;9 
2740;0;55;1453;21;0;9 
2683;0;62;1461;25;0;10 
2925;0;64;1730;16;0;10 
2740;0;60;1520;20;0;9 
3060;0;64;1856;15;0;9 
2631;0;55;1337;22;0;10 
3334;0;68;1989;16;0;10 
2812;0;56;1484;12;0;10 
2921;0;66;1709;21;0;11 
3823;0;56;2462;21;0;10 
3840;0;64;2610;22;0;10 
2666;0;62;1415;26;0;11 
5326;0;60;4129;24;0;9 
3349;0;45;2121;16;0;9 
2607;0;58;1257;22;0;11 
2811;0;54;1509;13;0;10 
3072;0;60;1876;21;0;8 
3026;0;56;1808;22;0;8 
2756;0;93;1536;12;0;10 
2843;0;74;1495;13;0;9 
5885;0;65;4718;16;0;11 
2890;0;57;1600;21;0;11 
2930;0;59;1675;26;0;9 
3734;0;65;2309;12;0;9 
3007;0;71;1926;30;0;10 
2323;0;48;1164;26;0;9 
3709;0;60;2651;21;0;11 
2685;0;58;1371;13;0;11 
2947;0;57;1585;24;0;10 
2640;0;128;1185;12;0;10 
2412;0;58;1133;20;0;9 
3183;0;57;1941;12;0;11 
3280;0;70;2054;24;0;10 
2948;0;69;1700;16;0;11 
3038;0;61;1720;22;0;9 
3101;0;54;1694;15;0;10 
2434;0;57;1387;20;0;11 
2796;0;71;1565;26;0;10 
3174;0;49;1738;13;0;10 
2442;0;58;1365;16;0;10 
3071;0;59;1718;22;0;11 
2478;0;58;1051;16;0;9 
2643;0;64;1267;12;0;11 
2579;0;58;1182;22;0;9 
3087;0;55;1863;16;0;11 
2662;0;70;1590;21;0;9 
2767;0;51;1698;22;0;10 
3316;0;63;1862;31;0;9 
2897;0;67;1684;16;0;9 
2817;0;58;1625;30;0;10 
3929;0;70;2462;18;0;8 
2490;0;60;1171;12;0;9 
2936;0;49;1781;21;0;9 
3760;0;59;2195;18;0;9 
3052;0;59;1853;25;0;11 
2842;0;68;1461;21;0;10 
3099;0;55;1925;16;0;10 
3202;0;64;2000;25;0;10 
3997;0;62;2612;20;0;9 
3949;0;67;2617;20;0;9 
3295;0;61;2104;21;0;11 
3818;0;57;2645;22;0;10 
2575;0;70;1234;15;0;11 
3193;0;65;1960;16;0;9 
5957;0;71;4644;26;0;10 
2857;0;77;1521;12;0;10 
4689;0;63;3387;24;0;8 
2612;0;54;1351;20;0;10 
2859;0;57;1339;20;0;9 
2948;0;58;1776;24;0;10 
2941;0;71;1714;26;0;9 
3237;0;68;1961;16;0;10 
3034;0;53;1865;26;0;10 
4211;0;56;2754;21;0;10 
3521;0;67;2321;12;0;11 
2841;0;44;1678;16;0;10 
3536;0;130;2257;18;0;10 
3546;0;63;2210;20;0;11 
2702;0;60;1441;44;0;10 
2857;0;57;1503;16;0;11 
3035;0;48;1814;19;0;11 
3034;0;67;1806;20;0;10 
3326;0;57;1970;21;0;10 
2366;0;65;1046;16;0;8 
2954;0;49;1717;30;0;10 
2990;0;56;1765;20;0;10 
2612;0;59;1288;22;0;9 
5272;0;71;4005;16;0;10 
3409;0;53;2223;19;0;10 
3829;0;60;2436;23;0;9 
5917;0;67;4709;12;0;9 
3004;0;60;1843;21;0;9 
3254;0;59;2101;21;0;8 
4483;0;70;3409;20;0;9 
3278;0;73;2159;22;0;11 
2725;0;63;1355;20;0;9 
2812;0;67;1438;20;0;10 
2724;0;64;1375;21;0;10 
2786;0;66;1590;18;0;10 
2096;0;55;817;25;0;10 
2858;0;64;1782;22;0;10 
3025;0;68;1927;17;0;10 
2818;0;60;1503;17;0;10 
3306;0;54;2255;24;0;10 
2522;0;57;1149;32;0;10 
2412;0;60;1067;19;0;9 
2470;0;63;1144;16;0;10 
3127;0;70;1650;16;0;10 
2915;0;63;1685;27;0;11 
4531;0;80;2971;26;0;11 
2737;0;62;1658;16;0;10 
2826;0;70;1563;16;0;9 
2729;0;54;1416;16;0;11 
3217;0;62;2148;18;0;9 
4110;0;73;2777;16;0;11 
3555;0;47;2399;14;0;9 
3352;0;66;2151;16;0;10 
3596;0;127;2282;20;0;10 
2932;0;58;1639;20;0;9 
4262;0;54;2946;24;0;10 
2776;0;57;1706;20;0;10 
2878;0;53;1570;21;0;10 
3939;0;76;2536;16;0;9 
3219;0;63;2129;18;0;10 
3182;0;66;1816;16;0;9 
3028;0;73;1937;16;0;9 
3857;0;55;2671;12;0;9 
4291;0;63;3008;12;0;10 
3287;0;69;2069;25;0;11 
3044;0;59;1739;21;0;9 
2234;0;52;1193;20;0;9 
4805;0;58;3644;16;0;9 
3097;0;67;1593;24;0;10 
3327;0;78;2114;26;0;9 
4215;0;64;2868;12;0;10 
4032;0;63;2856;21;0;10 
2496;0;49;1183;24;0;10 
3581;0;68;2151;27;0;8 
2980;0;67;1743;21;0;9 
3385;0;78;1975;16;0;9 
3451;0;108;2215;12;0;10 
3279;0;59;1991;21;0;12 
3815;0;62;2353;16;0;9 
2536;0;48;1222;23;0;9 
2928;0;64;1851;16;0;10 
2894;0;72;1560;16;0;9 
3511;0;68;2301;25;0;9 
2687;0;62;1400;21;0;8 
4764;0;57;3424;20;0;11 
3351;0;78;2127;20;0;9 
4242;0;58;2897;16;0;9 
2763;0;56;1413;21;0;10 
2616;0;67;1318;27;0;10 
2368;0;58;980;44;0;10 
6114;0;79;4085;20;0;10 
2812;0;60;1585;21;0;11 
2854;0;56;1699;16;0;9 
3207;0;59;2021;22;0;10 
3858;0;55;2545;16;0;10 
3131;0;71;1786;18;0;10 
2969;0;68;1727;26;0;11 
3021;0;64;1816;20;0;10 
6418;0;61;5225;26;0;10 
4362;0;77;2972;24;0;10 
2816;0;59;1642;21;0;9 
2851;0;58;1666;15;0;9 
3044;0;61;1849;21;0;11 
3144;0;63;1117;16;0;8 
4120;0;54;2778;34;0;8 
2754;0;63;1530;21;0;11 
6382;0;64;4990;13;0;10 
2943;0;70;1755;16;0;9 
3176;0;57;1862;27;0;9 
2885;0;61;1526;15;0;10 
4205;0;56;2735;20;0;8 
3266;0;63;2075;16;0;9 
3606;0;168;2289;18;0;10 
3117;0;62;1793;16;0;10 
3485;0;51;2261;17;0;10 
2588;0;69;1389;16;0;11 
3129;0;56;1820;18;0;11 
2807;0;60;1451;21;0;11 
2909;0;65;1710;17;0;10 
4302;0;54;3031;21;0;10 
2633;0;51;1337;21;0;10 
3572;0;64;2367;16;0;10 
3014;0;59;1807;23;0;9 
3572;0;73;2245;20;0;8 
3840;0;59;2761;21;0;12 
3391;0;65;2148;21;0;10 
2978;0;53;1589;20;0;10 
3113;0;62;1719;30;0;9 
3847;0;83;2352;26;0;11 
3282;0;66;2204;28;0;10 
3192;0;58;1981;20;0;10 
3169;0;74;1690;16;0;11 
2985;0;64;1638;20;0;10 
3174;0;61;1978;20;0;9 
2803;0;62;1491;21;0;10 
3425;0;75;2179;26;0;10 
2707;0;74;1530;12;0;10 
7028;0;59;4383;12;0;9 
4181;0;63;2814;37;0;12 
3014;0;129;1761;20;0;10 
3091;0;63;1866;12;0;8 
2639;0;57;1303;21;0;9 
2978;0;63;1884;26;0;9 
3292;0;55;2059;20;0;10 
3194;0;76;1869;13;0;9 
2870;0;73;1542;25;0;11 
2702;0;66;1499;16;0;11 
4132;0;171;2782;12;0;10 
2298;0;60;950;21;0;10 
3951;0;55;2684;20;0;12 
3347;0;68;2091;24;0;12 
4370;0;67;2986;20;0;9 
3211;0;56;1975;24;0;9 
3240;0;65;1782;13;0;9 
3510;0;64;2323;22;0;8 
3267;0;62;2033;12;0;9 
2542;0;54;1395;23;0;9 
3164;0;57;1982;26;0;9 
3634;0;60;2431;21;0;8 
4064;0;68;2723;24;0;9 
3042;0;59;1758;21;0;12 
2880;0;53;1711;16;0;10 
3356;0;70;2148;20;0;10 
3853;0;58;2459;20;0;9 
3160;0;59;1849;17;0;10 
4413;0;61;3156;20;0;10 
3460;0;56;2067;20;0;11 
2815;0;66;1529;24;0;10 
2737;0;55;1682;20;0;10 
3514;0;48;2309;17;0;10 
3848;0;56;2537;16;0;11 
3290;0;67;2081;24;0;11 
2875;0;53;1706;20;0;10 
2686;0;51;1253;13;0;10 
5494;0;57;4397;47;0;10 
4066;0;60;2981;22;0;9 
2871;0;57;1526;46;0;10 
2852;0;64;1659;22;0;10 
6191;0;75;3874;19;0;11 
4312;0;62;2957;22;0;8 
3183;0;52;2011;16;0;8 
3440;0;65;1721;15;0;11 
5606;0;63;4373;20;0;9 
2374;0;52;1179;21;0;10 
2967;0;72;1649;32;0;10 
6087;0;65;4880;23;0;9 
5242;0;1817;1997;30;0;10 
3329;0;73;2079;27;0;10 
2305;0;69;879;12;0;9 
3238;0;58;1896;20;0;10 
3439;0;55;2270;16;0;8 
3052;0;62;1874;16;0;9 
2307;0;59;961;20;0;10 
3828;0;57;2342;20;0;10 
3212;0;53;1307;17;0;11 
3387;0;60;2190;29;0;9 
2929;0;64;1691;26;0;10 
3436;0;65;2023;13;0;11 
2058;0;54;841;20;0;11 
2988;0;59;1788;24;0;10 
3163;0;59;2087;17;0;10 
2669;0;64;1337;32;0;9 
3464;0;62;1984;17;0;8 
3942;0;60;2614;17;0;10 
3369;0;132;2098;16;0;9 
2657;0;58;1369;13;0;10 
2332;0;52;1018;23;0;9 
4441;0;61;2913;20;0;11 
5122;0;63;3920;25;0;11 
2853;0;67;1512;20;0;9 
2864;0;68;1532;22;0;10 
3143;0;64;1940;20;0;9 
3041;0;45;1716;25;0;10 
6519;0;50;5365;16;0;9 
2928;0;66;1650;21;0;9 
3111;0;55;1876;16;0;9 
3470;0;53;1952;12;0;11 
5961;0;52;4764;15;0;9 
3190;0;59;2036;22;0;11 
4160;0;63;2956;17;0;9 
3434;0;72;2226;25;0;10 
3577;0;57;2256;25;0;11 
3251;0;70;1000;27;0;10 
2994;0;65;1673;15;0;10 
3059;0;72;1694;26;0;12 
3270;0;56;2224;20;0;10 
3053;0;65;1600;21;0;10 
5648;0;59;4590;18;0;11 
2836;0;59;1624;15;0;9 
3744;0;68;2514;21;0;9 
3566;0;60;2129;21;0;10 
2701;0;74;1322;24;0;10 
3381;0;62;2061;26;0;8 
5119;0;72;1667;12;0;9 
2755;0;65;1531;14;0;11 
2536;0;61;1331;20;0;12 
4174;0;57;2931;16;0;8 
6155;0;65;4988;15;0;10 
2938;0;61;1717;17;0;10 
3370;0;62;2171;20;0;10 
3185;0;64;1961;16;0;9 
2822;0;47;1516;22;0;10 
3192;0;60;1978;20;0;9 
2896;0;61;1397;20;0;10 
2932;0;54;1693;16;0;10 
3805;0;128;2524;25;0;11 
4383;0;60;2766;16;0;12 
5763;0;55;4604;23;0;10 
2928;0;73;1581;18;0;10 
2808;0;62;1398;16;0;10 
3250;0;67;1987;19;0;10 
3749;0;66;2478;24;0;10 
3508;0;60;2012;17;0;10 
3288;0;58;2107;24;0;9 
3479;0;66;2271;16;0;9 
2898;0;53;1618;21;0;9 
3719;0;55;2220;22;0;9 
2597;0;63;1504;26;0;10 
5934;0;60;3359;17;0;11 
3331;0;68;1810;25;0;9 
3543;0;52;2106;13;0;11 
2949;0;60;1727;21;0;9 
2862;0;43;1685;16;0;9 
3482;0;56;2432;21;0;10 
2384;0;71;1076;12;0;11 
3369;0;47;2054;17;0;9 
4339;0;76;2035;21;0;10 
3018;0;53;1866;21;0;10 
2862;0;52;1676;22;0;10 
3522;0;70;2230;36;0;11 
3256;0;71;2015;27;0;9 
3490;0;64;2159;20;0;9 
2682;0;60;1341;15;0;11 
2655;0;59;1604;17;0;9 
2906;0;60;1578;21;0;10 
2386;0;58;1061;21;0;10 
3339;0;159;1963;12;0;10 
5194;0;67;3252;12;0;10 
