CYCLES;0x19;0x1A;0x1D;0x1E;0x60;0x61
638;4;0;319;0;4;0 
1497;12;0;748;0;8;4 
642;4;0;321;0;4;0 
2050;12;0;1025;0;12;0 
658;8;0;329;0;4;4 
674;8;0;337;0;4;4 
920;12;0;460;0;8;4 
4517;4;0;2259;0;4;0 
755;16;0;378;0;12;4 
1180;8;0;590;0;4;4 
1434;20;0;717;0;12;8 
1732;12;0;866;0;12;0 
1365;4;0;682;0;4;0 
590;4;0;295;0;4;0 
860;24;0;430;0;20;4 
862;4;0;431;0;4;0 
1554;20;0;777;0;20;0 
785;43;0;392;0;28;15 
698;20;0;349;0;12;8 
1136;4;0;568;0;4;0 
591;16;0;295;0;12;4 
678;8;0;339;0;4;4 
624;4;0;312;0;4;0 
950;16;0;475;0;8;8 
2285;4;0;1143;0;4;0 
639;8;0;319;0;4;4 
2322;4;0;1161;0;4;0 
755;8;0;378;0;8;0 
2527;12;0;1264;0;8;4 
612;20;0;306;0;16;4 
681;16;0;341;0;8;8 
652;4;0;326;0;4;0 
622;4;0;311;0;4;0 
1593;12;0;796;0;12;0 
1575;4;0;788;0;4;0 
651;12;0;326;0;8;4 
641;8;0;320;0;4;4 
781;8;0;391;0;8;0 
2374;16;0;1187;0;12;4 
636;8;0;318;0;4;4 
631;4;0;315;0;4;0 
686;12;0;343;0;12;0 
587;12;0;294;0;12;0 
636;4;0;318;0;4;0 
1638;16;0;819;0;16;0 
3166;16;0;1583;0;16;0 
2255;8;0;1127;0;4;4 
780;4;0;390;0;4;0 
804;12;0;402;0;8;4 
807;8;0;404;0;8;0 
669;4;0;334;0;4;0 
2578;4;0;1289;0;4;0 
621;4;0;311;0;4;0 
3631;4;0;1815;0;4;0 
641;16;0;320;0;12;4 
856;14;0;428;0;10;4 
1194;8;0;597;0;4;4 
783;4;0;392;0;4;0 
636;12;0;318;0;12;0 
631;8;0;316;0;8;0 
1843;12;0;921;0;4;8 
1833;8;0;917;0;4;4 
633;16;0;317;0;8;8 
627;8;0;313;0;8;0 
764;4;0;382;0;4;0 
920;24;0;461;0;14;10 
1888;4;0;944;0;4;0 
642;8;0;321;0;4;4 
635;4;0;317;0;4;0 
920;8;0;460;0;8;0 
618;20;0;309;0;12;8 
806;4;0;403;0;4;0 
768;12;0;384;0;8;4 
3008;12;0;1504;0;12;0 
696;12;0;348;0;12;0 
637;8;0;318;0;8;0 
1763;4;0;882;0;4;0 
790;8;0;395;0;8;0 
682;16;0;341;0;8;8 
2805;16;0;1402;0;16;0 
687;4;0;344;0;4;0 
638;8;0;319;0;4;4 
689;4;0;345;0;4;0 
616;8;0;308;0;8;0 
3016;4;0;1508;0;4;0 
644;4;0;322;0;4;0 
2927;8;0;1463;0;4;4 
753;4;0;376;0;4;0 
2168;8;0;1084;0;4;4 
640;20;0;320;0;12;8 
703;16;0;351;0;16;0 
632;8;0;316;0;4;4 
659;8;0;330;0;4;4 
648;4;0;324;0;4;0 
959;18;0;480;0;10;8 
990;4;0;495;0;4;0 
672;8;0;336;0;4;4 
636;4;0;318;0;4;0 
675;4;0;337;0;4;0 
2618;4;0;1309;0;4;0 
633;4;0;316;0;4;0 
647;4;0;324;0;4;0 
824;20;0;412;0;16;4 
844;4;0;422;0;4;0 
646;4;0;323;0;4;0 
628;4;0;314;0;4;0 
684;4;0;342;0;4;0 
645;12;0;323;0;8;4 
618;4;0;309;0;4;0 
618;16;0;309;0;12;4 
648;15;0;324;0;11;4 
3829;8;0;1914;0;4;4 
660;4;0;330;0;4;0 
2657;16;0;1328;0;12;4 
912;12;0;456;0;8;4 
803;16;0;402;0;16;0 
1588;8;0;794;0;8;0 
3066;20;0;1533;0;12;8 
743;12;0;372;0;8;4 
782;4;0;391;0;4;0 
1073;4;0;537;0;4;0 
617;12;0;308;0;12;0 
641;16;0;320;0;12;4 
596;16;0;298;0;12;4 
650;8;0;325;0;4;4 
756;12;0;378;0;12;0 
653;4;0;326;0;4;0 
663;4;0;331;0;4;0 
647;12;0;324;0;8;4 
688;20;0;344;0;12;8 
615;4;0;308;0;4;0 
2603;16;0;1302;0;12;4 
706;4;0;353;0;4;0 
647;4;0;323;0;4;0 
648;4;0;324;0;4;0 
805;8;0;403;0;8;0 
2431;16;0;1215;0;12;4 
674;8;0;337;0;4;4 
677;12;0;338;0;12;0 
808;12;0;404;0;8;4 
2803;8;0;1402;0;8;0 
2009;4;0;1004;0;4;0 
647;12;0;324;0;8;4 
834;12;0;417;0;12;0 
653;12;0;327;0;12;0 
666;8;0;333;0;4;4 
659;4;0;329;0;4;0 
624;12;0;312;0;12;0 
651;4;0;325;0;4;0 
1741;12;0;870;0;12;0 
623;12;0;311;0;12;0 
3448;16;0;1724;0;8;8 
618;4;0;309;0;4;0 
738;12;0;369;0;8;4 
626;8;0;313;0;4;4 
2490;4;0;1245;0;4;0 
1551;4;0;775;0;4;0 
630;8;0;315;0;8;0 
633;4;0;316;0;4;0 
1013;8;0;507;0;8;0 
646;4;0;323;0;4;0 
869;4;0;434;0;4;0 
1627;4;0;814;0;4;0 
675;8;0;338;0;4;4 
639;8;0;319;0;8;0 
651;4;0;326;0;4;0 
666;4;0;333;0;4;0 
663;4;0;331;0;4;0 
611;8;0;306;0;4;4 
665;4;0;332;0;4;0 
808;4;0;404;0;4;0 
779;8;0;390;0;8;0 
646;4;0;323;0;4;0 
686;12;0;343;0;8;4 
3480;12;0;1740;0;4;8 
999;8;0;500;0;4;4 
1365;12;0;682;0;12;0 
623;4;0;312;0;4;0 
1634;16;0;817;0;12;4 
652;4;0;326;0;4;0 
635;12;0;318;0;4;8 
855;4;0;428;0;4;0 
624;4;0;312;0;4;0 
634;4;0;317;0;4;0 
674;8;0;337;0;4;4 
608;4;0;304;0;4;0 
575;12;0;287;0;12;0 
1918;6;0;959;0;6;0 
653;8;0;326;0;4;4 
641;4;0;320;0;4;0 
997;12;0;498;0;12;0 
2688;20;0;1344;0;12;8 
705;12;0;353;0;8;4 
686;4;0;343;0;4;0 
2311;16;0;1155;0;16;0 
673;4;0;337;0;4;0 
746;4;0;373;0;4;0 
970;24;0;485;0;20;4 
639;4;0;319;0;4;0 
726;4;0;363;0;4;0 
608;8;0;304;0;8;0 
764;8;0;382;0;4;4 
682;8;0;341;0;4;4 
668;8;0;334;0;4;4 
652;4;0;326;0;4;0 
735;20;0;368;0;12;8 
668;4;0;334;0;4;0 
1661;8;0;830;0;4;4 
674;4;0;337;0;4;0 
627;12;0;314;0;12;0 
629;20;0;315;0;8;12 
650;4;0;325;0;4;0 
777;24;0;388;0;8;16 
671;4;0;335;0;4;0 
751;16;0;376;0;16;0 
621;4;0;310;0;4;0 
625;4;0;313;0;4;0 
671;8;0;335;0;4;4 
643;4;0;322;0;4;0 
667;8;0;333;0;8;0 
697;4;0;348;0;4;0 
669;8;0;335;0;4;4 
793;8;0;397;0;4;4 
638;8;0;319;0;4;4 
792;4;0;396;0;4;0 
1897;4;0;949;0;4;0 
660;8;0;330;0;4;4 
632;16;0;316;0;12;4 
683;8;0;342;0;4;4 
710;4;0;355;0;4;0 
727;12;0;364;0;12;0 
631;20;0;316;0;12;8 
2783;8;0;1392;0;8;0 
638;4;0;319;0;4;0 
616;4;0;308;0;4;0 
707;6;0;354;0;6;0 
825;4;0;413;0;4;0 
649;4;0;325;0;4;0 
662;4;0;331;0;4;0 
1965;20;0;982;0;12;8 
807;20;0;404;0;16;4 
673;8;0;336;0;8;0 
617;8;0;309;0;4;4 
624;4;0;312;0;4;0 
1128;38;0;564;0;30;8 
2421;4;0;1211;0;4;0 
784;10;0;392;0;6;4 
647;4;0;324;0;4;0 
657;4;0;328;0;4;0 
713;4;0;357;0;4;0 
700;12;0;350;0;4;8 
643;8;0;322;0;4;4 
1659;4;0;830;0;4;0 
657;12;0;328;0;4;8 
670;4;0;335;0;4;0 
643;4;0;322;0;4;0 
658;8;0;329;0;4;4 
2440;4;0;1220;0;4;0 
2594;4;0;1297;0;4;0 
658;16;0;329;0;8;8 
875;8;0;437;0;4;4 
628;4;0;314;0;4;0 
650;12;0;325;0;12;0 
1731;8;0;866;0;4;4 
1241;4;0;620;0;4;0 
663;8;0;331;0;4;4 
639;8;0;319;0;4;4 
692;8;0;346;0;4;4 
684;12;0;342;0;8;4 
926;8;0;463;0;4;4 
3353;24;0;1676;0;12;12 
658;4;0;329;0;4;0 
621;16;0;310;0;12;4 
1462;8;0;731;0;4;4 
609;16;0;305;0;12;4 
644;4;0;322;0;4;0 
774;4;0;387;0;4;0 
611;8;0;306;0;8;0 
768;24;0;384;0;8;16 
674;4;0;337;0;4;0 
639;4;0;319;0;4;0 
615;16;0;307;0;12;4 
631;8;0;316;0;4;4 
1595;12;0;797;0;4;8 
764;4;0;382;0;4;0 
764;8;0;382;0;8;0 
803;8;0;401;0;8;0 
683;4;0;342;0;4;0 
2270;8;0;1135;0;8;0 
686;4;0;343;0;4;0 
600;12;0;300;0;12;0 
