CYCLES;0x7A;0x86;0x87;0xC0;0xC1;0xC2
627141;1;2;0;139;0;0 
627306;1;1;0;129;0;0 
623566;1;2;0;162;0;0 
623347;1;0;0;109;0;0 
623700;1;3;0;163;0;0 
623270;1;0;0;116;0;0 
623631;1;2;0;138;0;0 
623148;1;0;0;113;0;0 
626759;1;2;0;132;0;0 
624194;1;0;0;107;0;0 
626776;1;2;0;134;0;0 
626516;1;0;0;117;0;0 
626973;1;2;0;134;0;0 
623184;1;1;0;131;0;0 
625954;1;2;0;136;0;0 
625892;1;0;0;111;0;0 
626412;1;2;0;139;0;0 
627616;1;1;0;134;0;0 
623312;1;2;0;131;0;0 
625258;1;0;0;113;0;0 
624332;1;3;0;182;0;0 
625612;1;1;0;129;0;0 
627475;1;1;0;131;0;0 
624651;1;0;0;111;0;0 
626710;1;2;0;132;0;0 
623728;1;0;0;113;0;0 
625464;1;2;0;137;0;0 
624804;1;0;0;114;0;0 
625877;1;2;0;137;0;0 
624939;1;0;0;116;0;0 
623612;1;2;0;152;0;0 
625627;1;1;0;131;0;0 
626669;1;2;0;135;0;0 
624456;1;0;0;119;0;0 
627514;1;2;0;129;0;0 
628771;1;1;0;123;0;0 
625274;1;3;0;145;0;0 
626162;1;0;0;111;0;0 
623701;1;2;0;145;0;0 
622246;1;0;0;114;0;0 
625418;1;2;0;168;0;0 
626655;1;0;0;111;0;0 
627080;1;2;0;138;0;0 
626038;1;0;0;116;0;0 
626128;1;2;0;139;0;0 
623074;1;1;0;126;0;0 
627321;1;2;0;140;0;0 
626394;1;0;0;104;0;0 
625570;1;2;0;125;0;0 
626084;1;1;0;136;0;0 
625684;1;3;0;143;0;0 
626481;1;2;0;153;0;0 
622833;1;0;0;110;0;0 
626532;1;1;0;147;0;0 
626501;1;1;0;128;0;0 
624490;1;2;0;150;0;0 
625515;1;2;0;131;0;0 
623817;1;3;0;171;0;0 
623522;1;0;0;113;0;0 
625381;1;2;0;153;0;0 
624150;1;1;0;132;0;0 
629224;1;2;0;159;0;0 
627280;1;2;0;133;0;0 
625979;1;1;0;121;0;0 
623912;1;2;0;179;0;0 
626939;1;1;0;124;0;0 
627527;1;1;0;125;0;0 
624843;1;1;0;130;0;0 
625843;1;1;0;120;0;0 
622832;1;0;0;113;0;0 
623703;1;1;0;137;0;0 
625877;1;0;0;113;0;0 
623837;1;1;0;127;0;0 
626529;1;0;0;116;0;0 
626227;1;2;0;144;0;0 
627336;1;1;0;133;0;0 
624437;1;2;0;149;0;0 
622941;1;1;0;125;0;0 
626165;1;2;0;139;0;0 
623527;1;1;0;128;0;0 
626689;1;2;0;139;0;0 
623569;1;0;0;116;0;0 
624903;1;2;0;145;0;0 
624814;1;0;0;114;0;0 
627753;1;3;0;188;0;0 
625470;1;0;0;112;0;0 
623769;1;2;0;141;0;0 
623614;1;0;0;112;0;0 
623873;1;2;0;139;0;0 
626311;1;1;0;129;0;0 
623877;1;1;0;143;0;0 
623335;1;0;0;112;0;0 
625855;1;2;0;143;0;0 
622927;1;0;0;110;0;0 
626067;1;2;0;135;0;0 
624990;1;1;0;129;0;0 
627269;1;3;0;144;0;0 
626238;1;0;0;119;0;0 
626318;1;2;0;140;0;0 
625886;1;1;0;128;0;0 
624740;1;2;0;135;0;0 
622996;1;0;0;116;0;0 
627412;1;2;0;130;0;0 
626899;1;0;0;111;0;0 
625779;1;2;0;169;0;0 
625938;1;0;0;106;0;0 
625986;1;2;0;142;0;0 
623627;1;0;0;109;0;0 
624998;1;2;0;140;0;0 
625728;1;0;0;114;0;0 
625928;1;2;0;144;0;0 
625144;1;0;0;118;0;3 
623096;1;2;0;136;0;0 
623901;1;0;0;116;0;0 
625490;1;2;0;134;0;0 
625505;1;0;0;116;0;3 
627412;1;2;0;135;0;0 
622573;1;0;0;112;0;0 
623694;1;2;0;152;0;0 
623663;1;0;0;111;0;0 
625549;1;2;0;157;0;0 
626249;1;0;0;117;0;0 
623885;1;2;0;154;0;0 
625980;1;0;0;111;0;0 
627553;1;3;0;213;0;0 
623010;1;0;0;106;0;0 
625911;1;2;0;142;0;0 
625843;1;0;0;113;0;0 
627193;1;3;0;149;0;0 
623637;1;0;0;113;0;0 
625874;1;2;0;137;0;0 
624992;1;0;0;112;0;0 
627181;1;2;0;148;0;0 
626245;1;0;0;116;0;0 
623601;1;2;0;161;0;0 
623622;1;0;0;111;0;0 
625746;1;2;0;162;0;0 
625815;1;0;0;109;0;0 
623645;1;2;0;152;0;0 
622463;1;0;0;109;0;0 
623233;1;1;0;132;0;0 
626830;1;1;0;139;0;3 
624032;1;2;0;148;0;0 
623174;1;0;0;106;0;0 
625963;1;1;0;141;0;0 
624559;1;2;0;130;0;0 
624209;1;2;0;171;0;0 
626803;1;1;0;128;0;0 
624043;1;2;0;149;0;0 
623032;1;1;0;135;0;0 
624214;1;2;0;135;0;0 
626086;1;1;0;136;0;0 
625902;1;2;0;160;0;0 
627411;1;1;0;138;0;0 
625948;1;2;0;144;0;0 
626196;1;2;0;176;0;0 
624673;1;1;0;136;0;0 
624311;1;0;0;116;0;0 
626714;1;1;0;131;0;0 
625619;1;1;0;120;0;0 
623302;1;2;0;143;0;0 
625223;1;0;0;110;0;0 
627453;1;0;0;118;0;0 
626691;1;1;0;129;0;0 
626329;1;1;0;130;0;0 
625706;1;1;0;129;0;0 
623938;1;2;0;149;0;0 
625954;1;1;0;135;0;0 
625564;1;2;0;156;0;0 
625975;1;0;0;110;0;0 
624120;1;2;0;155;0;0 
625816;1;1;0;131;0;0 
624064;1;2;0;149;0;0 
626279;1;1;0;127;0;0 
623891;1;2;0;159;0;0 
626163;1;1;0;163;0;0 
622648;1;0;0;110;0;0 
624520;1;2;0;136;0;0 
627745;1;1;0;129;0;0 
625821;1;1;0;127;0;0 
624933;1;0;0;116;0;0 
626989;1;2;0;135;0;0 
623799;1;0;0;111;0;0 
626551;1;1;0;125;0;0 
