CYCLES;0x7A;0x86;0x87;0xC0;0xC1;0xC2
23416159;1;42;0;6943;0;2145 
23414205;1;42;0;7271;0;2327 
23399576;1;42;0;3770;0;1048 
23398721;1;42;0;3179;0;940 
23397284;1;42;0;3726;0;1402 
23404272;1;42;0;5796;0;2172 
23395746;1;42;0;2659;0;841 
23424496;1;42;0;10507;0;3528 
23396364;1;42;0;2603;0;706 
23405426;1;41;0;5145;0;1248 
23409141;1;42;0;4072;0;999 
23402100;1;42;0;4172;0;984 
23398908;1;42;0;3218;0;778 
23404904;1;41;0;6091;0;2037 
23401015;1;42;0;3384;0;926 
23415251;1;42;0;7837;0;2522 
23396416;1;42;0;3064;0;711 
23402651;1;42;0;4359;0;874 
23400850;1;42;0;3944;0;1066 
23397488;1;42;0;3301;0;848 
23407160;1;42;0;6340;0;2198 
23394370;1;42;0;2786;0;999 
23396838;1;53;0;3150;0;896 
23433072;1;42;0;12318;0;4241 
23398054;1;42;0;3177;0;780 
23398858;1;42;0;3258;0;874 
23429900;1;42;0;11971;0;4540 
23400157;1;42;0;3980;0;1141 
23398368;1;42;0;3200;0;888 
23405431;1;42;0;6209;0;2247 
23405304;1;42;0;4305;0;1012 
23430491;1;42;0;12101;0;3948 
23397873;1;42;0;2597;0;669 
23394739;1;42;0;2628;0;777 
23400595;1;42;0;4000;0;1452 
23402059;1;42;0;4165;0;1114 
23399291;1;42;0;3775;0;1112 
23399494;1;42;0;3658;0;878 
23403266;1;42;0;4264;0;1071 
23395941;1;42;0;2600;0;807 
23397312;1;41;0;3267;0;807 
23396137;1;42;0;2617;0;743 
23417218;1;42;0;7448;0;2276 
23410310;1;42;0;6364;0;2199 
23412979;1;42;0;7201;0;1953 
23395363;1;41;0;3060;0;895 
23396444;1;41;0;2940;0;754 
23397829;1;42;0;3168;0;887 
23405038;1;42;0;4087;0;1144 
23403534;1;41;0;4333;0;890 
23396082;1;42;0;2935;0;856 
23396346;1;42;0;2728;0;791 
23395981;1;42;0;2539;0;743 
23405101;1;42;0;5971;0;2170 
23393753;1;41;0;2329;0;621 
23403223;1;42;0;4410;0;1370 
23398540;1;42;0;3258;0;829 
23398315;1;41;0;2859;0;872 
23400808;1;42;0;3376;0;924 
23408477;1;42;0;4639;0;1044 
23394146;1;41;0;2552;0;709 
23397801;1;42;0;3252;0;902 
23399069;1;42;0;2392;0;594 
23395871;1;42;0;2674;0;724 
23398171;1;42;0;3002;0;1026 
23402223;1;42;0;4127;0;1190 
23411898;1;42;0;7133;0;2210 
23397003;1;42;0;2631;0;758 
23406880;1;42;0;6425;0;2516 
23397485;1;42;0;2480;0;641 
23394662;1;42;0;2639;0;821 
23405539;1;42;0;6021;0;2390 
23431766;1;42;0;12167;0;4308 
23425133;1;42;0;10217;0;3215 
23400559;1;44;0;3269;0;965 
23397968;1;42;0;2743;0;754 
23397992;1;42;0;2576;0;624 
23405775;1;42;0;5930;0;2320 
