CYCLES;0x7A;0x86;0x87;0xC0;0xC1;0xC2
3029;1;0;0;47;0;2 
2529;1;0;0;48;0;3 
4296;1;0;0;46;0;2 
2292;1;0;0;48;0;2 
2846;1;0;0;47;0;2 
2334;1;0;0;39;0;0 
5874;1;0;0;52;0;3 
1879;1;0;0;41;0;0 
2232;1;0;0;51;0;2 
2598;1;0;0;48;0;2 
2025;1;0;0;44;0;2 
2740;1;0;0;43;0;0 
3260;1;0;0;50;0;3 
1951;1;0;0;51;0;3 
1986;1;0;0;47;0;2 
2455;1;0;0;48;0;3 
3006;1;0;0;45;0;2 
4045;1;0;0;46;0;3 
2320;1;0;0;50;0;2 
4197;1;0;0;49;0;3 
3403;1;0;0;48;0;2 
2931;1;0;0;47;0;3 
2404;1;0;0;42;0;0 
3285;1;0;0;48;0;3 
3827;1;0;0;48;0;3 
2509;1;0;0;48;0;2 
2468;1;0;0;50;0;3 
2986;1;0;0;47;0;3 
2355;1;0;0;46;0;3 
2566;1;0;0;48;0;3 
2409;1;0;0;46;0;2 
3943;1;0;0;49;0;2 
2421;1;0;0;46;0;2 
3426;1;0;0;48;0;2 
2460;1;0;0;43;0;0 
2621;1;0;0;46;0;2 
2770;1;0;0;47;0;3 
3349;1;0;0;43;0;0 
2212;1;0;0;46;0;3 
3236;1;0;0;48;0;2 
3050;1;0;0;48;0;2 
2349;1;0;0;47;0;2 
1927;1;0;0;48;0;2 
2612;1;0;0;45;0;3 
2147;1;0;0;45;0;2 
2328;1;0;0;45;0;3 
2413;1;0;0;42;0;0 
3045;1;0;0;48;0;3 
2575;1;0;0;45;0;0 
3747;1;0;0;51;0;7 
2534;1;0;0;44;0;2 
2755;1;0;0;49;0;3 
2458;1;0;0;44;0;2 
2035;1;0;0;48;0;3 
2105;1;0;0;47;0;2 
2327;1;0;0;47;0;3 
3304;1;0;0;48;0;3 
3301;1;0;0;48;0;3 
4238;1;0;0;45;0;0 
2591;1;0;0;44;0;3 
3838;1;1;0;52;0;0 
3349;1;0;0;46;0;2 
2803;1;0;0;51;0;10 
1863;1;0;0;51;0;2 
2111;1;0;0;51;0;7 
2252;1;0;0;50;0;2 
4243;1;0;0;57;0;10 
2235;1;0;0;55;0;3 
2018;1;0;0;45;0;2 
2558;1;0;0;45;0;3 
2601;1;0;0;54;0;10 
3121;1;0;0;42;0;0 
2058;1;0;0;45;0;2 
2833;1;0;0;50;0;3 
2480;1;0;0;46;0;3 
3134;1;0;0;48;0;2 
2914;1;0;0;47;0;2 
2248;1;0;0;46;0;2 
2525;1;0;0;48;0;3 
2274;1;0;0;43;0;2 
2666;1;0;0;48;0;2 
2706;1;0;0;45;0;2 
2638;1;0;0;43;0;3 
2494;1;0;0;45;0;2 
2552;1;0;0;47;0;2 
3228;1;0;0;47;0;3 
2653;1;0;0;49;0;2 
2728;1;0;0;50;0;3 
4391;1;0;0;48;0;3 
2916;1;0;0;44;0;3 
2557;1;0;0;53;0;4 
3174;1;0;0;53;0;3 
3480;1;0;0;45;0;3 
2752;1;0;0;47;0;3 
3922;1;0;0;43;0;0 
2050;1;0;0;45;0;2 
5075;1;0;0;47;0;0 
2127;1;0;0;42;0;2 
3095;1;0;0;49;0;2 
2549;1;0;0;46;0;3 
2160;1;0;0;46;0;2 
3261;1;0;0;53;0;7 
2766;1;0;0;49;0;3 
2224;1;0;0;44;0;0 
3152;1;0;0;53;0;4 
2339;1;0;0;46;0;0 
3464;1;0;0;46;0;2 
2007;1;0;0;45;0;0 
3259;1;0;0;46;0;2 
1961;1;0;0;45;0;0 
3260;1;0;0;46;0;2 
3413;1;0;0;42;0;2 
3313;1;0;0;46;0;0 
2913;1;0;0;51;0;3 
5487;1;0;0;55;0;7 
2710;1;0;0;46;0;2 
2805;1;0;0;47;0;2 
2430;1;0;0;55;0;10 
3124;1;0;0;39;0;0 
2029;1;0;0;45;0;2 
4283;1;0;0;46;0;0 
2200;1;0;0;47;0;3 
3248;1;0;0;50;0;3 
2640;1;0;0;48;0;2 
2536;1;0;0;47;0;2 
3384;1;0;0;47;0;2 
2536;1;0;0;46;0;2 
2822;1;0;0;46;0;3 
3571;1;0;0;43;0;0 
1992;1;0;0;48;0;3 
2437;1;0;0;44;0;3 
3510;1;0;0;46;0;2 
2579;1;0;0;46;0;2 
2127;1;0;0;42;0;0 
2727;1;0;0;51;0;2 
2420;1;0;0;45;0;2 
2748;1;0;0;50;0;3 
