CYCLES;0xC9;0xCA;0xCB;0xCC;0xD0;0xD1
2708;39;0;0;24;0;0 
3670;39;1;1;24;0;0 
3439;39;1;1;24;0;0 
4366;39;1;1;19;0;0 
3273;39;1;1;17;0;0 
3438;39;1;1;24;0;0 
3280;39;1;1;23;0;0 
3545;39;1;1;23;0;0 
4442;39;1;1;23;0;0 
3354;39;1;1;24;0;0 
3984;39;1;1;19;0;0 
3858;39;1;1;21;0;0 
4561;39;1;1;20;0;0 
3111;39;1;1;23;0;0 
6146;39;1;1;18;0;0 
3639;39;1;1;21;0;0 
3632;39;1;1;20;0;0 
3046;39;1;1;19;0;0 
3411;39;1;1;19;0;0 
3469;39;1;1;23;0;0 
3376;39;1;1;22;0;0 
5097;39;1;1;21;0;0 
4015;39;1;1;21;0;0 
3432;39;1;1;21;0;0 
3157;39;1;1;24;0;0 
3637;39;1;1;20;0;0 
3642;39;1;1;22;0;0 
6803;39;1;1;26;0;0 
4422;39;1;1;25;0;0 
3428;39;1;1;20;0;0 
3465;39;1;1;22;0;0 
4227;39;1;1;20;0;0 
3502;39;1;1;15;0;0 
3668;39;1;1;20;0;0 
2749;39;1;1;23;0;0 
3753;39;1;1;23;0;0 
3432;39;1;1;22;0;0 
3450;39;1;1;20;0;0 
3124;39;1;1;21;0;0 
3652;39;1;1;19;0;0 
3465;39;1;1;22;0;0 
3285;39;1;1;18;0;0 
3407;39;1;1;21;0;0 
6542;39;1;1;23;0;0 
3056;39;1;1;21;0;0 
3738;39;1;1;21;0;0 
3544;39;1;1;23;0;0 
3325;39;1;1;16;0;0 
3997;39;1;1;24;0;0 
5370;39;1;1;21;0;0 
4436;39;1;1;20;0;0 
3879;39;1;1;20;0;0 
3522;39;1;1;21;0;0 
4072;39;1;1;23;0;0 
3688;39;1;1;24;0;0 
4332;39;1;1;21;0;0 
3030;39;1;1;21;0;0 
5621;39;1;1;27;0;0 
3296;39;1;1;21;0;0 
3057;39;1;1;21;0;0 
3758;39;1;1;23;0;0 
6478;39;1;1;25;0;0 
3837;39;1;1;22;0;0 
3581;39;1;1;19;0;0 
4281;39;1;1;17;0;0 
3584;39;1;1;20;0;0 
4476;39;1;1;18;0;0 
3455;39;1;1;24;0;0 
4381;39;1;1;18;0;0 
3443;39;1;1;21;0;0 
3633;39;1;1;17;0;0 
3407;39;1;1;22;0;0 
3212;39;1;1;25;0;0 
4810;39;1;1;20;0;0 
4207;39;1;1;24;0;0 
4950;39;1;1;21;0;0 
5760;39;1;1;20;0;0 
3230;39;1;1;23;0;0 
5222;39;1;1;24;0;0 
3385;39;1;1;25;0;0 
3177;39;1;1;23;0;0 
3676;39;1;1;24;0;0 
6578;39;1;1;20;0;0 
3676;39;1;1;18;0;0 
4043;39;1;1;23;0;0 
3481;39;1;1;19;0;0 
4555;39;1;1;21;0;0 
3101;39;1;1;26;0;0 
3597;39;1;1;18;0;0 
3735;39;1;1;23;0;0 
3625;39;1;1;25;0;0 
2986;39;1;1;21;0;0 
3398;39;1;1;19;0;0 
3495;39;1;1;25;0;0 
3583;39;1;1;20;0;0 
3998;39;1;1;22;0;0 
3493;39;1;1;18;0;0 
3638;39;1;1;22;0;0 
4603;39;1;1;19;0;0 
3980;39;1;1;19;0;0 
3418;39;1;1;22;0;0 
3301;39;1;1;23;0;0 
3206;39;1;1;21;0;0 
3357;39;1;1;19;0;0 
3376;39;1;1;23;0;0 
4561;39;1;1;17;0;0 
2851;39;1;1;26;0;0 
3824;39;1;1;23;0;0 
4170;39;1;1;19;0;0 
4060;39;1;1;21;0;0 
4016;39;1;1;18;0;0 
5063;39;1;1;21;0;0 
3365;39;1;1;23;0;0 
3748;39;1;1;22;0;0 
3490;39;1;1;22;0;0 
3390;39;1;1;19;0;0 
4726;39;1;1;21;0;0 
3497;39;1;1;24;0;0 
4190;39;1;1;20;0;0 
3532;39;1;1;20;0;0 
4915;39;1;1;20;0;0 
3448;39;1;1;21;0;0 
4048;39;1;1;27;0;0 
3162;39;1;1;24;0;0 
3650;39;1;1;18;0;0 
4047;39;1;1;24;0;0 
3193;39;1;1;25;0;0 
6536;39;1;1;21;0;0 
4698;39;1;1;23;0;0 
3703;39;1;1;24;0;0 
3746;39;1;1;19;0;0 
4306;39;1;1;20;0;0 
4611;39;1;1;22;0;0 
3151;39;1;1;22;0;0 
3392;39;1;1;19;0;0 
3519;39;1;1;20;0;0 
