Evento;Ficheiro;MI Global;Alt A (Impacto Bilateral);Alt B (Bimodal);Alt C (MI P95);Curtose;Entropia;Norm_MI;Norm_Impacto;Índice Global (Base 2)
0x1D;bs_perf_n5_eventos_1...;6,5706;3,1283;0,4077787853597181;4,701068668085762;9,179034342275509;10,10526998282468;1,0;0,0673;2,0673
0xE0;bs_perf_n9_eventos_1...;0,0064;46,4791;0,8529807217382791;0,0017483092081405083;587,4187483408698;4,996653024776697;0,001;1,0;1,0019
0xC3;bs_perf_n7_eventos_1...;0,0173;26,7334;0,5190014036173006;0,025725185149211516;240,43758417124278;6,432967253763725;0,0026;0,5752;0,5804
0xE7;bs_perf_n10_eventos_...;1,5364;4,8318;0,5947374550115919;1,0102098182045647;6,324536187344728;10,70422821621254;0,2338;0,104;0,5716
0xE1;bs_perf_n9_eventos_1...;0,2061;15,444;0,7910065930919279;0,12711293155548153;30,129361858622897;8,723106452585697;0,0314;0,3323;0,395
0x61;bs_perf_n6_eventos_1...;0,0549;8,0;0,5020024864432207;0,09712761283467364;2,903070594647606;2,8293126773849497;0,0084;0,1721;0,1888
0x18;bs_perf_n5_eventos_1...;0,0698;5,5;0,5104743583011268;0,24062512864117291;4,088388750536117;2,7940162883160493;0,0106;0,1183;0,1396
0x19;bs_perf_n5_eventos_1...;0,1772;1,7;0,3070436903791481;0,1872389900321072;1,9305738860928074;3,474077689987463;0,027;0,0366;0,0905
0x17;bs_perf_n4_eventos_1...;0,169;1,2;0,2637302261251277;0,057541105189330644;1,2976372919651094;2,587119655931837;0,0257;0,0258;0,0772
0x60;bs_perf_n5_eventos_1...;0,1683;1,2;0,32098340078896176;0,07628535466875519;1,3509431889873444;2,6582215123535744;0,0256;0,0258;0,077
0xE2;bs_perf_n9_eventos_1...;0,0047;2,0;0,8315955022119347;0,028383597235800195;3156,997995984156;1,7873018357824624;0,0007;0,043;0,0444
0x05;bs_perf_n1_eventos_1...;0,0079;1,0;0,9436749066040662;0,0;16,221024269841582;0,30624492074695725;0,0012;0,0215;0,0239
0xCC;bs_perf_n8_eventos_1...;0,0064;1,0;0,43723666456330895;0,032804297709279506;-0,3539952878344499;2,922367024768104;0,001;0,0215;0,0235
0x01;bs_perf_n1_eventos_1...;0,001;1,0;0,37285485277315844;0,0;0,03899731620376867;2,7132676001242673;0,0002;0,0215;0,0218
0x86;bs_perf_n6_eventos_1...;0,0;1,0;1,0;0,0;764,6149248061554;0,014337738407066446;0,0;0,0215;0,0215
0x10.1;bs_perf_n3_eventos_1...;0,0022;0,8333;0,368294275114519;0,0;-0,0744688528888342;2,989266328266613;0,0003;0,0179;0,0186
0x10;bs_perf_n3_eventos_1...;0,002;0,8333;0,368294275114519;0,0;-0,0744688528888342;2,989266328266613;0,0003;0,0179;0,0185
0x15;bs_perf_n4_eventos_1...;0,003;0,4444;0,5514447612913894;0,0;3,7678918768194003;1,191623378347583;0,0005;0,0096;0,0105
0x03;bs_perf_n1_eventos_1...;0,0;0,4444;0,5697792374273419;0,024021583335049;5,375810365129144;1,0864657099411825;0,0;0,0096;0,0096
0xC0;bs_perf_n6_eventos_1...;0,0;0,4;0,25742116850298313;0,01585010192270575;0,8868632305566155;2,882495189676992;0,0;0,0086;0,0086
0x16;bs_perf_n4_eventos_1...;0,0091;0,2667;0,28909395066721116;0,06447094272464904;0,6723492900527406;3,0914792481402595;0,0014;0,0057;0,0085
