Evento;Ficheiro;MI Global;Alt A (Impacto Bilateral);Alt B (Bimodal);Alt C (MI P95);Curtose;Entropia;Norm_MI;Norm_Impacto;Índice Global (Base 2)
0x14;bs_perf_n4_eventos_1...;0,0029;0,2544;0,39643712529452896;0,0;-0,06266659221608029;6,4930010437596435;0,0004;0,0055;0,0064
0x04;bs_perf_n1_eventos_1...;0,0162;0,0117;0,3456478481398133;0,0509388571277547;0,016849287161061266;1,3963760403224625;0,0025;0,0003;0,0052
0x0C;bs_perf_n3_eventos_1...;0,0094;0,0278;1,0000000000000058;0,017831022584624434;828,7494514324762;0,01337349474748559;0,0014;0,0006;0,0034
0x08;bs_perf_n2_eventos_1...;0,0093;0,0069;0,32822825579624326;0,008545445798269435;0,17680428412249372;1,4138808944109247;0,0014;0,0001;0,003
0xE4;bs_perf_n10_eventos_...;0,0045;0,0758;0,42969232590609474;0,044444406570763206;-0,3329203037331676;3,0305584552184435;0,0007;0,0016;0,003
0xE5;bs_perf_n10_eventos_...;0,0056;0,0408;0,44508140438545224;0,015101915884351058;-0,7291885529806099;1,4714170174932109;0,0009;0,0009;0,0026
0xC4;bs_perf_n7_eventos_1...;0,0075;0,0;0,0;0,0;0,0;0,0;0,0011;0,0;0,0023
0x06;bs_perf_n2_eventos_1...;0,0066;0,0;0,9999999999999729;0,0035483833399777565;2496,2489498499153;0,005092047537180205;0,001;0,0;0,002
0x87;bs_perf_n6_eventos_1...;0,0064;0,0;0,0;0,0;0,0;0,0;0,001;0,0;0,0019
0x13;bs_perf_n4_eventos_1...;0,005;0,0117;0,349690623171264;0,035093206258736354;-0,0381514809302379;1,3762589577159727;0,0008;0,0003;0,0018
0x07;bs_perf_n2_eventos_1...;0,0057;0,0;1,0000000000000004;0,0;10000,000000000004;0,0014730335283281598;0,0009;0,0;0,0017
0x0F;bs_perf_n3_eventos_1...;0,0057;0,0;0,0;0,0;0,0;0,0;0,0009;0,0;0,0017
0x1E;bs_perf_n5_eventos_1...;0,0052;0,0;0,0;0,0;0,0;0,0;0,0008;0,0;0,0016
0x0E;bs_perf_n3_eventos_1...;0,0051;0,0;0,0;0,0;0,0;0,0;0,0008;0,0;0,0015
0x12;bs_perf_n4_eventos_1...;0,0031;0,0;0,9999999999999969;0,0;1106,6658673344298;0,010403849710238578;0,0005;0,0;0,0009
0x7A;bs_perf_n6_eventos_1...;0,0022;0,0;0,0;0,0;0,0;0,0;0,0003;0,0;0,0007
0xC2;bs_perf_n7_eventos_1...;0,0019;0,0;0,0;0,0;0,0;0,0;0,0003;0,0;0,0006
0xC9;bs_perf_n8_eventos_1...;0,0021;0,0;0,0;0,0;0,0;0,0;0,0003;0,0;0,0006
0xCA;bs_perf_n8_eventos_1...;0,0008;0,0;0,9999999999999989;0,0;2496,248949850048;0,005092047537180205;0,0001;0,0;0,0003
0x00;bs_perf_n1_eventos_1...;0,0006;0,0;0,0;0,0;0,0;0,0;0,0001;0,0;0,0002
0xC8;bs_perf_n8_eventos_1...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0x0D;bs_perf_n3_eventos_1...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0xD0;bs_perf_n8_eventos_1...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0xD1;bs_perf_n9_eventos_1...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0xD2;bs_perf_n9_eventos_1...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0x1A;bs_perf_n5_eventos_1...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0xC6;bs_perf_n7_eventos_1...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0xC7;bs_perf_n7_eventos_1...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0xC5;bs_perf_n7_eventos_1...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0xCB;bs_perf_n8_eventos_1...;0,0;0,0;0,9999999999999989;0,0;2496,248949850048;0,005092047537180205;0,0;0,0;0,0
0xE3;bs_perf_n9_eventos_1...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0xE8;bs_perf_n10_eventos_...;0,0;0,0;0,9881965863478623;0,0;9718,342137422498;0,004419057298361534;0,0;0,0;0,0
0xE3;bs_perf_n10_eventos_...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0xE6;bs_perf_n10_eventos_...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0x02;bs_perf_n1_eventos_1...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0xC1;bs_perf_n6_eventos_1...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0x09;bs_perf_n2_eventos_1...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0x0A;bs_perf_n2_eventos_1...;0,0;0,0;1,0000000000000007;0,004846776478924175;1106,6658673344373;0,010403849710238578;0,0;0,0;0,0
0x0B;bs_perf_n2_eventos_1...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
