Evento;Ficheiro;MI Global;Alt A (Impacto Bilateral);Alt B (Bimodal);Alt C (MI P95);Curtose;Entropia;Norm_MI;Norm_Impacto;Índice Global (Base 2)
0x11;fibcall_perf_ite_n3_...;7,0344;0,1075;0,6183730517825271;4,89398776798121;4,181928829664793;10,423511566517604;1,0;0,0067;2,0067
0x1D;fibcall_perf_ite_n5_...;6,195;0,1045;0,5883239607350571;4,73724569656848;3,4991643218481374;9,507593078701905;0,8807;0,0065;1,7679
0x61;fibcall_perf_ite_n6_...;0,0249;16,0;0,3760879333014656;0,04999146408119248;0,04656320988799045;3,0206665455174755;0,0035;1,0;1,0071
0xE1;fibcall_perf_ite_n9_...;1,2984;5,0885;0,7728105912979912;1,2642355447763292;8,672785711197912;9,623456400466772;0,1846;0,318;0,6872
0xC3;fibcall_perf_ite_n7_...;0,5576;1,8764;0,9209970174615635;0,20729719550903258;-0,3282088837524326;9,424441119305659;0,0793;0,1173;0,2758
0xE2;fibcall_perf_ite_n9_...;0,0295;3,7778;0,6441936540893534;0,020613163770727194;35,86473542244809;1,9958608144562004;0,0042;0,2361;0,2445
0xE7;fibcall_perf_ite_n10...;0,6358;0,9555;0,8106195852457726;0,1725231798689002;1,9743036147855073;7,679190470628596;0,0904;0,0597;0,2405
0xE0;fibcall_perf_ite_n9_...;0,021;3,5669;0,8627136136759985;0,01680673989189696;755,4516548765374;5,100796621901692;0,003;0,2229;0,2289
0xC2;fibcall_perf_ite_n7_...;0,0091;3,0;0,936552483560365;0,011333110790594736;109,28180680842154;0,1434223380052611;0,0013;0,1875;0,1901
0x18;fibcall_perf_ite_n5_...;0,0041;3,0;0,3837170586681333;0,021498951332167948;0,23489951321636804;2,85556102831448;0,0006;0,1875;0,1887
0x60;fibcall_perf_ite_n5_...;0,1412;2,1667;0,5028619591601223;0,0;3,419248224322937;3,080444029568289;0,0201;0,1354;0,1756
0x17;fibcall_perf_ite_n4_...;0,1282;2,1667;0,5595636165636215;0,0033469787248439076;1,820082037563021;3,2971938156267053;0,0182;0,1354;0,1719
0x19;fibcall_perf_ite_n5_...;0,0755;1,5;0,41168018067613377;0,0539796507273258;1,6466645036633163;3,602801889586998;0,0107;0,0938;0,1152
0x03;fibcall_perf_ite_n1_...;0,0162;1,5002;0,42677208570523817;0,0;10,261644376962405;2,02611318463282;0,0023;0,0938;0,0984
