CYCLES;0x18;0x19;0x1A;0x1D;0x1E;0x60
544942;54;510;0;272471;0;294 
544934;40;496;0;272467;0;336 
544146;16;490;0;272071;0;426 
542779;29;480;0;271389;0;364 
543185;66;624;0;271592;0;360 
546319;24;496;0;273159;0;400 
541836;25;436;0;270918;0;336 
542089;18;388;0;271044;0;316 
560664;92;804;0;280332;0;528 
541857;27;468;0;270928;0;360 
544738;31;456;0;272369;0;332 
544964;23;452;0;272482;0;360 
546508;80;704;0;273254;0;384 
543180;27;481;0;271589;0;372 
544864;24;471;0;272432;0;375 
542805;16;411;0;271402;0;347 
546743;19;432;0;273371;0;356 
545522;38;508;0;272761;0;356 
541654;27;439;0;270827;0;331 
543199;17;460;0;271599;0;392 
541895;21;464;0;270947;0;380 
545263;16;396;0;272631;0;332 
543225;32;508;0;271612;0;380 
543935;49;552;0;271967;0;356 
545565;27;472;0;272782;0;364 
544013;26;450;0;272006;0;346 
557038;104;716;0;278519;0;408 
543750;34;496;0;271874;0;360 
542047;32;456;0;271023;0;328 
543428;23;452;0;271714;0;360 
546507;40;548;0;273253;0;388 
542370;38;552;0;271185;0;400 
542979;32;510;0;271489;0;382 
544483;20;428;0;272241;0;348 
546179;27;492;0;273087;0;384 
563261;99;831;0;281631;0;527 
545074;38;508;0;272536;0;356 
541846;19;420;0;270923;0;344 
542136;28;454;0;271068;0;342 
547421;97;740;0;273710;0;376 
545319;33;508;0;272659;0;376 
543707;16;404;0;271853;0;340 
545424;33;488;0;272712;0;356 
542152;29;436;0;271076;0;320 
543619;39;528;0;271809;0;372 
544085;26;356;0;272042;0;252 
542994;42;540;0;271497;0;372 
544911;55;580;0;272454;0;364 
544987;29;479;0;272493;0;363 
543801;17;388;0;271900;0;320 
542097;31;532;0;271048;0;408 
545364;22;428;0;272682;0;340 
543423;35;520;0;271711;0;380 
548351;41;538;0;274175;0;374 
545894;33;520;0;272947;0;388 
542393;29;484;0;271196;0;368 
553824;149;900;0;276912;0;448 
541717;19;436;0;270858;0;360 
544349;21;424;0;272174;0;340 
542479;30;464;0;271239;0;344 
543835;62;572;0;271917;0;324 
545703;30;528;0;272851;0;408 
553148;13;412;0;276574;0;372 
543467;50;577;0;271732;0;380 
545849;25;412;0;272924;0;312 
542870;39;572;0;271435;0;416 
541353;23;412;0;270676;0;320 
544068;44;536;0;272034;0;360 
543066;29;475;0;271533;0;359 
543962;31;484;0;271981;0;360 
545703;28;499;0;272851;0;387 
544763;80;696;0;272381;0;392 
542742;33;512;0;271370;0;380 
