CYCLES;0x61;0x7A;0x86;0x87;0xC0;0xC1
543683;160;4;2;0;336;0 
543396;132;4;0;0;288;0 
545701;108;4;1;0;345;0 
545434;188;4;0;0;281;0 
543887;176;4;0;0;312;0 
542627;100;4;0;0;301;0 
541214;68;4;0;0;284;0 
546089;132;4;0;0;322;0 
542101;64;4;0;0;302;0 
554778;44;4;0;0;314;0 
544808;104;4;2;0;337;0 
543107;120;4;0;0;291;0 
544845;128;4;2;0;325;0 
545154;92;4;3;0;325;0 
543488;184;4;0;0;283;0 
544177;124;4;2;0;332;0 
542344;96;4;0;0;294;0 
542615;112;4;2;0;321;0 
543572;92;4;0;0;285;0 
541111;68;4;0;0;312;0 
542795;120;4;0;0;304;0 
545575;96;4;0;0;314;0 
542440;128;4;3;0;304;0 
546295;144;4;0;0;291;0 
546095;72;4;2;0;287;0 
543104;112;4;0;0;302;0 
546046;104;4;0;0;309;0 
544720;80;4;0;0;300;0 
541434;60;4;0;0;277;0 
545900;84;4;0;0;299;0 
548585;44;4;2;0;314;0 
545446;96;4;0;0;294;0 
542611;108;4;0;0;279;0 
543545;108;4;1;0;341;0 
547776;152;4;0;0;287;0 
544788;104;4;0;0;313;0 
544851;132;4;0;0;283;0 
546498;140;4;0;0;319;0 
542292;112;4;0;0;285;0 
545732;176;4;0;0;307;0 
545736;120;4;0;0;308;0 
544876;244;4;0;0;320;0 
542893;88;4;2;0;316;0 
542309;124;4;0;0;318;0 
544727;124;4;1;0;325;0 
542668;100;4;0;0;309;0 
543383;132;4;1;0;328;0 
542467;112;4;0;0;303;0 
541271;84;4;0;0;304;0 
544357;173;4;0;0;298;0 
543044;144;4;2;0;325;0 
545788;284;4;0;0;277;0 
541955;124;4;0;0;285;0 
545599;120;4;3;0;340;0 
543589;160;4;0;0;297;0 
544725;100;4;3;0;364;0 
542418;104;4;0;0;298;0 
550572;144;4;3;0;349;0 
544030;104;4;0;0;289;0 
546234;164;4;1;0;337;0 
544041;108;4;0;0;290;0 
559701;452;4;2;0;319;0 
542471;132;4;0;0;286;0 
542838;88;4;0;0;305;0 
544039;88;4;0;0;301;0 
543267;200;4;0;0;317;0 
546283;124;4;0;0;313;0 
553630;236;4;0;0;301;0 
542518;72;4;0;0;276;0 
548928;200;4;2;0;313;0 
545707;132;4;0;0;296;0 
550985;424;4;2;0;318;0 
546370;100;4;1;0;310;0 
541581;100;4;0;0;302;0 
547192;192;4;3;0;362;0 
543110;156;4;0;0;278;0 
543010;84;4;3;0;365;0 
545616;128;4;0;0;306;0 
543186;128;4;2;0;329;0 
544067;140;4;0;0;288;0 
542254;100;4;0;0;287;0 
556200;440;4;0;0;316;0 
543181;104;4;0;0;311;0 
544208;96;4;0;0;295;0 
543034;80;4;0;0;284;0 
542925;152;4;0;0;303;0 
542943;88;4;0;0;265;0 
566970;316;4;2;0;306;0 
543096;156;4;2;0;329;0 
544251;128;4;0;0;310;0 
542520;108;4;2;0;310;0 
552026;604;4;2;0;353;0 
541917;72;4;0;0;316;0 
548162;148;4;2;0;369;0 
543451;84;4;0;0;306;0 
544868;136;4;2;0;332;0 
541837;140;4;0;0;302;0 
555071;228;4;1;0;301;0 
541784;104;4;0;0;280;0 
544928;52;4;2;0;325;0 
543692;92;4;0;0;308;0 
544588;324;4;0;0;317;0 
543116;104;4;2;0;307;0 
541865;100;4;0;0;290;0 
543138;140;4;3;0;321;0 
543119;60;4;0;0;309;0 
543786;168;4;2;0;356;0 
549694;64;4;0;0;294;0 
543053;144;4;1;0;350;0 
542788;112;4;0;0;310;0 
546931;112;4;3;0;351;0 
544678;112;4;2;0;353;0 
542531;168;4;0;0;307;0 
542377;104;4;2;0;319;0 
542149;84;4;0;0;303;0 
542765;104;4;2;0;339;0 
542870;116;4;0;0;332;0 
548239;60;4;0;0;278;0 
542475;132;4;0;0;280;0 
542801;124;4;0;0;288;0 
544545;104;4;0;0;313;0 
544474;108;4;0;0;312;0 
543883;212;4;0;0;281;0 
543530;96;4;0;0;292;0 
545946;68;4;0;0;295;0 
543411;124;4;0;0;327;0 
543128;76;4;0;0;285;0 
542117;56;4;0;0;277;0 
547040;196;4;0;0;296;0 
544382;196;4;0;0;295;0 
543495;76;4;0;0;307;0 
546221;136;4;0;0;321;0 
542836;104;4;0;0;294;0 
544098;144;4;0;0;290;0 
546199;68;4;0;0;287;0 
545375;56;4;0;0;297;0 
544563;116;4;0;0;303;0 
542119;88;4;0;0;287;0 
544490;176;4;0;0;288;0 
543054;128;4;0;0;297;0 
554226;352;4;0;0;282;0 
542846;116;4;0;0;317;0 
545407;84;4;0;0;286;0 
543954;132;4;0;0;299;0 
544806;100;4;0;0;304;0 
542254;108;4;0;0;308;0 
549631;114;4;1;0;310;0 
544583;72;4;0;0;301;0 
542837;184;4;0;0;308;0 
543927;172;4;2;0;330;0 
549100;296;4;0;0;280;0 
543040;80;4;0;0;302;0 
548145;104;4;2;0;304;0 
543107;172;4;0;0;287;0 
543172;124;4;1;0;317;0 
542843;92;4;0;0;291;0 
542295;108;4;0;0;310;0 
542113;100;4;0;0;294;0 
544355;196;4;2;0;308;0 
542650;156;4;0;0;286;0 
554790;412;4;2;0;320;0 
546323;104;4;2;0;370;0 
541847;120;4;0;0;280;0 
546104;128;4;1;0;317;0 
544402;128;4;0;0;326;0 
546114;204;4;2;0;337;0 
544200;136;4;0;0;293;0 
560537;264;4;1;0;312;0 
543256;112;4;0;0;304;0 
541888;108;4;0;0;309;0 
542914;84;4;0;0;304;0 
551701;555;4;2;0;339;0 
542219;68;4;0;0;300;0 
544488;100;4;0;0;298;0 
544541;76;4;0;0;301;0 
545503;128;4;0;0;299;0 
543312;176;4;0;0;301;0 
551157;368;4;2;0;319;0 
544981;116;4;1;0;304;0 
541616;76;4;0;0;280;0 
541855;104;4;0;0;305;0 
545198;300;4;0;0;277;0 
546096;88;4;0;0;309;0 
544845;84;4;0;0;303;0 
545608;76;4;0;0;301;0 
545602;80;4;0;0;306;0 
547524;132;4;0;0;317;0 
551383;172;4;0;0;310;0 
544027;100;4;0;0;287;0 
541611;92;4;0;0;314;0 
545037;104;4;0;0;285;0 
543258;128;4;2;0;307;0 
545221;144;4;0;0;287;0 
543118;148;4;0;0;321;0 
