CYCLES;0x18;0x19;0x1A;0x1D;0x1E;0x60
2005;2;48;0;1003;0;40 
1818;0;44;0;909;0;44 
1796;2;52;0;898;0;44 
6196;5;68;0;3098;0;52 
1539;2;32;0;769;0;24 
3357;0;40;0;1679;0;40 
2223;0;52;0;1112;0;52 
2357;8;80;0;1179;0;52 
1729;1;52;0;864;0;48 
1926;6;68;0;963;0;44 
1880;4;60;0;940;0;44 
1738;1;48;0;869;0;44 
4189;3;60;0;2095;0;48 
3524;7;60;0;1762;0;40 
3899;1;44;0;1950;0;40 
2191;1;48;0;1096;0;44 
1535;1;44;0;767;0;40 
2391;11;87;0;1196;0;48 
4799;3;60;0;2400;0;48 
4324;2;48;0;2162;0;40 
1966;2;60;0;983;0;52 
1958;3;56;0;979;0;44 
1880;2;64;0;940;0;56 
4391;7;60;0;2196;0;44 
2202;0;40;0;1101;0;40 
2109;1;44;0;1055;0;40 
2216;0;48;0;1108;0;48 
6375;11;72;0;3188;0;48 
2238;1;52;0;1119;0;48 
1929;4;68;0;965;0;52 
1938;4;56;0;969;0;40 
5214;2;60;0;2607;0;52 
2014;2;52;0;1007;0;44 
2825;10;84;0;1413;0;44 
1651;6;64;0;826;0;40 
3635;2;56;0;1818;0;48 
2111;3;60;0;1056;0;48 
4123;12;88;0;2062;0;56 
1732;0;36;0;866;0;36 
1954;2;60;0;977;0;52 
2673;5;56;0;1337;0;36 
1835;1;52;0;917;0;48 
1963;0;44;0;982;0;44 
4003;3;60;0;2002;0;52 
1685;1;44;0;843;0;40 
1684;1;48;0;842;0;44 
4722;3;52;0;2361;0;40 
1742;1;48;0;871;0;44 
3943;2;44;0;1972;0;36 
1917;2;52;0;959;0;44 
1900;1;48;0;950;0;44 
1919;0;52;0;959;0;52 
1963;3;52;0;982;0;40 
2084;5;64;0;1042;0;44 
4066;2;36;0;2033;0;28 
1856;7;68;0;928;0;40 
1892;3;52;0;946;0;40 
5071;2;60;0;2535;0;52 
1616;0;48;0;808;0;48 
4033;1;44;0;2017;0;40 
1922;1;48;0;961;0;44 
1909;1;48;0;955;0;44 
1940;0;52;0;970;0;52 
2799;3;64;0;1400;0;52 
1886;0;44;0;943;0;44 
3555;2;48;0;1777;0;40 
5311;4;52;0;2656;0;40 
4837;2;52;0;2418;0;44 
1933;4;56;0;966;0;40 
2079;1;60;0;1040;0;56 
3778;4;64;0;1889;0;48 
2286;3;64;0;1143;0;52 
3024;3;64;0;1512;0;52 
1682;0;48;0;841;0;48 
1735;1;48;0;868;0;44 
3285;4;60;0;1643;0;44 
1411;1;32;0;706;0;28 
1449;1;44;0;725;0;40 
1972;6;68;0;986;0;44 
1867;2;52;0;933;0;44 
1994;0;44;0;997;0;44 
1272;0;40;0;636;0;40 
1951;0;48;0;976;0;48 
1961;3;52;0;981;0;40 
4473;2;56;0;2237;0;48 
1699;0;48;0;849;0;48 
4166;1;44;0;2083;0;40 
1596;3;44;0;798;0;32 
2120;3;68;0;1060;0;56 
3391;12;89;0;1696;0;56 
2022;2;48;0;1011;0;40 
3515;3;52;0;1757;0;40 
1934;1;52;0;967;0;48 
1687;2;48;0;844;0;40 
1829;2;48;0;915;0;40 
3827;4;56;0;1914;0;44 
2023;3;48;0;1011;0;36 
2253;1;52;0;1127;0;48 
4497;0;48;0;2249;0;48 
3300;6;68;0;1650;0;44 
2049;1;52;0;1024;0;48 
1688;0;44;0;844;0;44 
2059;1;44;0;1029;0;40 
2271;2;56;0;1136;0;48 
1919;2;52;0;960;0;44 
5037;4;56;0;2519;0;40 
1690;1;40;0;845;0;36 
2004;3;64;0;1002;0;52 
1546;0;40;0;773;0;40 
5597;10;72;0;2799;0;48 
2351;0;52;0;1176;0;52 
