CYCLES;0xC8;0xC9;0xCA;0xCB;0xCC;0xD0
815818;0;44844;1;1;7376;0 
814908;0;44844;1;1;7388;0 
814854;0;44844;1;1;7401;0 
816930;0;44844;1;1;7340;0 
816467;0;44844;1;1;7410;0 
815421;0;44844;1;1;7402;0 
815038;0;44844;1;1;7429;0 
815851;0;44844;1;1;7369;0 
814805;0;44844;1;1;7396;0 
818050;0;44844;1;1;7349;0 
816031;0;44844;1;1;7434;0 
817797;0;44844;1;1;7409;0 
815774;0;44844;1;1;7383;0 
815197;0;44844;1;1;7367;0 
816322;0;44844;1;1;7336;0 
815146;0;44844;1;1;7437;0 
815721;0;44844;1;1;7366;0 
815511;0;44844;1;1;7444;0 
815034;0;44844;1;1;7393;0 
815590;0;44844;1;1;7335;0 
815964;0;44844;1;1;7425;0 
815016;0;44845;1;1;7436;0 
815068;0;44844;1;1;7376;0 
815535;0;44844;1;1;7436;0 
816196;0;44844;1;1;7473;0 
816896;0;44844;1;1;7423;0 
815429;0;44844;1;1;7360;0 
817617;0;44844;1;1;7371;0 
814758;0;44844;1;1;7373;0 
816388;0;44844;1;1;7401;0 
815167;0;44844;1;1;7389;0 
815134;0;44845;1;1;7387;0 
815363;0;44844;1;1;7421;0 
815869;0;44844;1;1;7309;0 
817075;0;44844;1;1;7434;0 
814680;0;44844;1;1;7378;0 
815256;0;44844;1;1;7364;0 
816525;0;44844;1;1;7374;0 
818010;0;44844;1;1;7403;0 
814627;0;44844;1;1;7369;0 
814894;0;44844;1;1;7392;0 
815993;0;44844;1;1;7342;0 
814713;0;44844;1;1;7390;0 
815374;0;44844;1;1;7440;0 
814375;0;44845;1;1;7299;0 
815175;0;44844;1;1;7397;0 
814278;0;44844;1;1;7326;0 
816079;0;44845;1;1;7341;0 
815281;0;44844;1;1;7409;0 
815030;0;44844;1;1;7379;0 
815472;0;44844;1;1;7342;0 
818419;0;44844;1;1;7414;0 
815969;0;44844;1;1;7382;0 
814581;0;44844;1;1;7335;0 
815011;0;44844;1;1;7318;0 
818735;0;44844;1;1;7437;0 
815637;0;44844;1;1;7332;0 
815139;0;44844;1;1;7437;0 
815622;0;44844;1;1;7391;0 
814622;0;44844;1;1;7350;0 
816676;0;44844;1;1;7444;0 
815833;0;44844;1;1;7349;0 
817650;0;44844;1;1;7410;0 
815391;0;44844;1;1;7399;0 
814879;0;44844;1;1;7372;0 
819381;0;44844;1;1;7409;0 
813964;0;44844;1;1;7310;0 
814217;0;44844;1;1;7351;0 
815229;0;44844;1;1;7345;0 
815211;0;44844;1;1;7408;0 
814582;0;44844;1;1;7314;0 
815947;0;44844;1;1;7431;0 
815709;0;44844;1;1;7319;0 
815045;0;44844;1;1;7348;0 
813989;0;44844;1;1;7291;0 
816345;0;44844;1;1;7401;0 
814424;0;44844;1;1;7343;0 
815927;0;44844;1;1;7354;0 
815633;0;44845;1;1;7381;0 
816060;0;44844;1;1;7389;0 
814436;0;44844;1;1;7341;0 
814585;0;44844;1;1;7308;0 
814642;0;44844;1;1;7298;0 
815577;0;44844;1;1;7352;0 
815507;0;44844;1;1;7406;0 
815855;0;44844;1;1;7339;0 
814293;0;44844;1;1;7315;0 
815354;0;44844;1;1;7384;0 
815273;0;44844;1;1;7387;0 
814670;0;44844;1;1;7362;0 
815598;0;44844;1;1;7376;0 
820582;0;44844;1;1;7398;0 
815456;0;44844;1;1;7440;0 
814688;0;44844;1;1;7352;0 
818026;0;44844;1;1;7445;0 
817934;0;44844;1;1;7360;0 
814537;0;44844;1;1;7361;0 
815054;0;44844;1;1;7357;0 
814745;0;44844;1;1;7349;0 
815076;0;44844;1;1;7397;0 
815718;0;44844;1;1;7367;0 
816384;0;44844;1;1;7358;0 
814943;0;44844;1;1;7427;0 
815599;0;44844;1;1;7453;0 
814956;0;44844;1;1;7377;0 
816028;0;44844;1;1;7342;0 
815512;0;44844;1;1;7376;0 
815832;0;44844;1;1;7416;0 
817415;0;44844;1;1;7344;0 
814422;0;44844;1;1;7324;0 
815800;0;44844;1;1;7460;0 
815297;0;44844;1;1;7378;0 
815256;0;44844;1;1;7303;0 
814678;0;44844;1;1;7347;0 
816170;0;44844;1;1;7346;0 
814728;0;44844;1;1;7280;0 
816430;0;44844;1;1;7404;0 
818681;0;44844;1;1;7388;0 
818317;0;44844;1;1;7393;0 
816833;0;44844;1;1;7372;0 
814446;0;44844;1;1;7351;0 
817607;0;44844;1;1;7352;0 
815463;0;44844;1;1;7294;0 
815970;0;44844;1;1;7284;0 
814349;0;44844;1;1;7347;0 
815162;0;44844;1;1;7370;0 
815212;0;44844;1;1;7342;0 
815410;0;44844;1;1;7454;0 
816279;0;44844;1;1;7349;0 
815144;0;44844;1;1;7325;0 
817297;0;44844;1;1;7410;0 
815239;0;44844;1;1;7372;0 
816866;0;44846;1;1;7486;0 
814924;0;44844;1;1;7432;0 
815325;0;44844;1;1;7391;0 
815347;0;44844;1;1;7366;0 
815954;0;44844;1;1;7350;0 
816051;0;44844;1;1;7417;0 
814492;0;44844;1;1;7339;0 
815506;0;44844;1;1;7307;0 
815064;0;44844;1;1;7418;0 
815010;0;44844;1;1;7290;0 
815585;0;44844;1;1;7399;0 
816352;0;44844;1;1;7469;0 
814880;0;44844;1;1;7360;0 
815451;0;44844;1;1;7394;0 
815651;0;44844;1;1;7357;0 
815587;0;44844;1;1;7362;0 
815652;0;44844;1;1;7411;0 
816390;0;44844;1;1;7370;0 
820386;0;44844;1;1;7392;0 
816416;0;44844;1;1;7326;0 
817333;0;44844;1;1;7358;0 
815019;0;44845;1;1;7324;0 
815800;0;44844;1;1;7361;0 
815094;0;44844;1;1;7287;0 
816236;0;44844;1;1;7426;0 
816218;0;44844;1;1;7342;0 
815336;0;44844;1;1;7359;0 
817551;0;44844;1;1;7415;0 
815578;0;44844;1;1;7385;0 
814338;0;44844;1;1;7339;0 
814913;0;44844;1;1;7320;0 
815442;0;44844;1;1;7377;0 
816370;0;44844;1;1;7395;0 
815471;0;44844;1;1;7382;0 
814833;0;44844;1;1;7340;0 
814908;0;44844;1;1;7358;0 
814899;0;44844;1;1;7352;0 
819537;0;44844;1;1;7536;0 
814640;0;44844;1;1;7320;0 
814887;0;44844;1;1;7405;0 
817936;0;44844;1;1;7329;0 
816588;0;44844;1;1;7419;0 
814765;0;44844;1;1;7380;0 
815681;0;44844;1;1;7440;0 
815962;0;44844;1;1;7406;0 
814844;0;44844;1;1;7362;0 
816667;0;44844;1;1;7277;0 
817542;0;44844;1;1;7385;0 
816398;0;44844;1;1;7448;0 
814680;0;44844;1;1;7342;0 
814817;0;44844;1;1;7394;0 
815563;0;44844;1;1;7371;0 
815035;0;44844;1;1;7366;0 
817260;0;44844;1;1;7372;0 
814835;0;44844;1;1;7351;0 
814748;0;44844;1;1;7409;0 
814636;0;44844;1;1;7340;0 
815141;0;44844;1;1;7373;0 
815619;0;44844;1;1;7409;0 
814720;0;44844;1;1;7322;0 
817268;0;44844;1;1;7311;0 
819857;0;44844;1;1;7351;0 
815665;0;44844;1;1;7365;0 
815571;0;44844;1;1;7304;0 
815143;0;44845;1;1;7377;0 
817755;0;44844;1;1;7447;0 
814111;0;44844;1;1;7308;0 
815490;0;44844;1;1;7335;0 
815817;0;44844;1;1;7354;0 
815138;0;44844;1;1;7405;0 
816939;0;44844;1;1;7409;0 
815373;0;44844;1;1;7422;0 
815201;0;44844;1;1;7345;0 
815106;0;44844;1;1;7368;0 
815796;0;44844;1;1;7435;0 
815944;0;44844;1;1;7343;0 
816560;0;44844;1;1;7364;0 
816119;0;44844;1;1;7369;0 
815671;0;44844;1;1;7341;0 
814669;0;44844;1;1;7387;0 
814539;0;44844;1;1;7354;0 
816367;0;44844;1;1;7342;0 
817107;0;44844;1;1;7367;0 
815758;0;44844;1;1;7402;0 
814730;0;44844;1;1;7376;0 
815903;0;44844;1;1;7415;0 
815886;0;44844;1;1;7340;0 
814270;0;44844;1;1;7247;0 
817578;0;44844;1;1;7345;0 
816237;0;44844;1;1;7385;0 
815676;0;44844;1;1;7369;0 
814980;0;44844;1;1;7391;0 
814657;0;44844;1;1;7299;0 
814871;0;44844;1;1;7359;0 
814979;0;44844;1;1;7383;0 
816445;0;44845;1;1;7371;0 
818662;0;44844;1;1;7348;0 
814746;0;44844;1;1;7345;0 
816694;0;44845;1;1;7367;0 
816218;0;44844;1;1;7366;0 
814510;0;44844;1;1;7349;0 
815468;0;44844;1;1;7382;0 
814931;0;44844;1;1;7368;0 
814662;0;44844;1;1;7340;0 
815349;0;44844;1;1;7408;0 
815674;0;44844;1;1;7335;0 
814657;0;44844;1;1;7362;0 
815224;0;44844;1;1;7328;0 
815442;0;44844;1;1;7396;0 
816754;0;44844;1;1;7437;0 
815190;0;44844;1;1;7415;0 
815061;0;44844;1;1;7412;0 
815561;0;44844;1;1;7323;0 
815837;0;44844;1;1;7389;0 
815608;0;44844;1;1;7389;0 
817139;0;44844;1;1;7397;0 
814640;0;44844;1;1;7359;0 
814219;0;44844;1;1;7300;0 
814705;0;44844;1;1;7358;0 
816917;0;44844;1;1;7370;0 
816126;0;44844;1;1;7370;0 
815043;0;44844;1;1;7399;0 
816168;0;44844;1;1;7421;0 
818108;0;44844;1;1;7405;0 
814436;0;44844;1;1;7296;0 
815366;0;44844;1;1;7388;0 
816246;0;44844;1;1;7366;0 
814686;0;44844;1;1;7392;0 
816416;0;44844;1;1;7376;0 
816643;0;44844;1;1;7406;0 
815547;0;44844;1;1;7350;0 
815752;0;44844;1;1;7369;0 
816807;0;44844;1;1;7295;0 
818043;0;44844;1;1;7304;0 
814635;0;44844;1;1;7327;0 
816573;0;44844;1;1;7395;0 
815112;0;44844;1;1;7306;0 
814687;0;44844;1;1;7306;0 
814782;0;44844;1;1;7389;0 
817410;0;44844;1;1;7308;0 
815823;0;44844;1;1;7377;0 
814625;0;44844;1;1;7375;0 
815368;0;44844;1;1;7378;0 
815195;0;44844;1;1;7383;0 
814552;0;44844;1;1;7354;0 
815128;0;44844;1;1;7402;0 
816406;0;44844;1;1;7421;0 
817195;0;44844;1;1;7470;0 
814624;0;44844;1;1;7403;0 
814641;0;44844;1;1;7316;0 
817276;0;44844;1;1;7397;0 
814964;0;44844;1;1;7371;0 
816226;0;44844;1;1;7452;0 
816202;0;44844;1;1;7344;0 
815433;0;44844;1;1;7273;0 
814579;0;44844;1;1;7327;0 
816100;0;44844;1;1;7368;0 
814810;0;44844;1;1;7320;0 
815481;0;44844;1;1;7336;0 
814690;0;44844;1;1;7370;0 
817499;0;44844;1;1;7342;0 
817984;0;44844;1;1;7371;0 
815314;0;44844;1;1;7363;0 
814643;0;44844;1;1;7331;0 
814783;0;44844;1;1;7373;0 
815757;0;44844;1;1;7322;0 
813843;0;44844;1;1;7249;0 
815458;0;44844;1;1;7345;0 
815490;0;44844;1;1;7409;0 
815220;0;44844;1;1;7393;0 
816127;0;44844;1;1;7398;0 
814545;0;44844;1;1;7361;0 
814679;0;44844;1;1;7385;0 
816140;0;44844;1;1;7384;0 
814687;0;44845;1;1;7400;0 
814486;0;44844;1;1;7380;0 
814565;0;44844;1;1;7288;0 
815366;0;44844;1;1;7380;0 
814497;0;44844;1;1;7340;0 
814560;0;44844;1;1;7334;0 
816689;0;44844;1;1;7403;0 
817704;0;44844;1;1;7412;0 
816017;0;44844;1;1;7393;0 
814972;0;44844;1;1;7359;0 
815786;0;44844;1;1;7406;0 
815619;0;44844;1;1;7361;0 
814737;0;44844;1;1;7383;0 
815572;0;44844;1;1;7350;0 
814535;0;44844;1;1;7316;0 
814928;0;44844;1;1;7410;0 
815058;0;44844;1;1;7272;0 
818140;0;44844;1;1;7413;0 
814872;0;44844;1;1;7379;0 
815121;0;44844;1;1;7326;0 
815029;0;44844;1;1;7345;0 
814297;0;44844;1;1;7329;0 
815013;0;44844;1;1;7406;0 
815190;0;44844;1;1;7356;0 
817110;0;44844;1;1;7406;0 
815645;0;44844;1;1;7415;0 
814936;0;44844;1;1;7411;0 
814663;0;44844;1;1;7332;0 
817558;0;44844;1;1;7395;0 
815146;0;44844;1;1;7364;0 
814449;0;44844;1;1;7336;0 
815493;0;44844;1;1;7284;0 
814767;0;44844;1;1;7397;0 
815894;0;44844;1;1;7358;0 
818521;0;44844;1;1;7339;0 
814544;0;44844;1;1;7325;0 
814845;0;44844;1;1;7364;0 
816901;0;44844;1;1;7470;0 
814698;0;44844;1;1;7365;0 
815294;0;44844;1;1;7444;0 
816053;0;44844;1;1;7445;0 
815264;0;44844;1;1;7397;0 
815427;0;44844;1;1;7393;0 
815577;0;44844;1;1;7404;0 
816270;0;44844;1;1;7439;0 
817931;0;44844;1;1;7426;0 
815379;0;44844;1;1;7388;0 
818245;0;44844;1;1;7413;0 
816984;0;44844;1;1;7376;0 
815187;0;44844;1;1;7424;0 
815619;0;44844;1;1;7448;0 
816953;0;44844;1;1;7329;0 
816860;0;44844;1;1;7357;0 
815224;0;44844;1;1;7383;0 
817499;0;44844;1;1;7324;0 
814917;0;44844;1;1;7358;0 
815093;0;44844;1;1;7339;0 
814431;0;44844;1;1;7301;0 
815231;0;44844;1;1;7333;0 
815647;0;44844;1;1;7463;0 
814503;0;44844;1;1;7358;0 
818084;0;44844;1;1;7371;0 
817293;0;44844;1;1;7336;0 
815081;0;44844;1;1;7417;0 
815794;0;44844;1;1;7421;0 
815949;0;44844;1;1;7434;0 
815721;0;44844;1;1;7312;0 
814600;0;44844;1;1;7311;0 
815755;0;44844;1;1;7386;0 
814514;0;44844;1;1;7362;0 
814880;0;44844;1;1;7326;0 
815825;0;44844;1;1;7440;0 
814772;0;44844;1;1;7339;0 
814435;0;44844;1;1;7322;0 
815296;0;44844;1;1;7449;0 
815054;0;44844;1;1;7404;0 
814720;0;44844;1;1;7354;0 
816102;0;44844;1;1;7327;0 
815823;0;44844;1;1;7379;0 
814119;0;44844;1;1;7305;0 
817031;0;44844;1;1;7443;0 
815973;0;44844;1;1;7336;0 
817242;0;44844;1;1;7393;0 
817625;0;44844;1;1;7407;0 
814353;0;44844;1;1;7340;0 
815027;0;44844;1;1;7333;0 
815258;0;44844;1;1;7412;0 
816368;0;44844;1;1;7347;0 
816249;0;44844;1;1;7375;0 
817041;0;44844;1;1;7439;0 
815226;0;44844;1;1;7422;0 
814591;0;44844;1;1;7388;0 
815026;0;44845;1;1;7256;0 
814843;0;44844;1;1;7336;0 
815522;0;44844;1;1;7388;0 
815928;0;44845;1;1;7328;0 
814968;0;44844;1;1;7379;0 
814276;0;44844;1;1;7343;0 
815073;0;44844;1;1;7386;0 
815418;0;44844;1;1;7357;0 
815733;0;44844;1;1;7401;0 
815483;0;44844;1;1;7370;0 
817806;0;44844;1;1;7476;0 
816077;0;44844;1;1;7349;0 
814981;0;44844;1;1;7410;0 
816327;0;44844;1;1;7386;0 
814237;0;44844;1;1;7297;0 
815143;0;44844;1;1;7337;0 
815083;0;44844;1;1;7302;0 
816452;0;44844;1;1;7352;0 
815382;0;44844;1;1;7379;0 
814444;0;44844;1;1;7322;0 
819206;0;44844;1;1;7359;0 
815326;0;44844;1;1;7388;0 
814381;0;44844;1;1;7302;0 
816422;0;44844;1;1;7442;0 
816664;0;44844;1;1;7374;0 
815659;0;44844;1;1;7437;0 
817782;0;44844;1;1;7451;0 
818012;0;44844;1;1;7405;0 
815117;0;44844;1;1;7368;0 
815534;0;44844;1;1;7393;0 
818297;0;44844;1;1;7355;0 
814528;0;44844;1;1;7339;0 
814533;0;44844;1;1;7350;0 
814610;0;44845;1;1;7334;0 
815456;0;44844;1;1;7422;0 
817785;0;44844;1;1;7401;0 
814878;0;44844;1;1;7361;0 
818582;0;44844;1;1;7379;0 
817503;0;44844;1;1;7363;0 
814502;0;44844;1;1;7335;0 
814193;0;44844;1;1;7306;0 
815001;0;44844;1;1;7362;0 
814822;0;44844;1;1;7380;0 
814199;0;44844;1;1;7352;0 
816776;0;44844;1;1;7421;0 
814368;0;44844;1;1;7282;0 
817912;0;44845;1;1;7469;0 
814623;0;44844;1;1;7352;0 
815170;0;44844;1;1;7416;0 
815459;0;44844;1;1;7418;0 
814635;0;44844;1;1;7375;0 
816186;0;44844;1;1;7445;0 
814377;0;44844;1;1;7366;0 
818578;0;44844;1;1;7380;0 
815407;0;44844;1;1;7383;0 
814696;0;44844;1;1;7394;0 
818102;0;44844;1;1;7359;0 
816139;0;44844;1;1;7354;0 
818715;0;44844;1;1;7351;0 
816034;0;44844;1;1;7341;0 
817778;0;44844;1;1;7383;0 
815163;0;44844;1;1;7412;0 
814533;0;44844;1;1;7345;0 
814476;0;44844;1;1;7310;0 
815103;0;44844;1;1;7377;0 
816105;0;44844;1;1;7438;0 
814264;0;44844;1;1;7285;0 
816277;0;44844;1;1;7400;0 
817523;0;44844;1;1;7387;0 
815152;0;44844;1;1;7445;0 
818283;0;44844;1;1;7394;0 
814708;0;44844;1;1;7336;0 
814841;0;44844;1;1;7321;0 
817207;0;44844;1;1;7369;0 
816478;0;44844;1;1;7347;0 
815326;0;44844;1;1;7449;0 
814790;0;44844;1;1;7365;0 
816251;0;44844;1;1;7410;0 
815341;0;44844;1;1;7379;0 
814791;0;44844;1;1;7318;0 
815217;0;44844;1;1;7348;0 
815923;0;44844;1;1;7352;0 
814905;0;44844;1;1;7328;0 
815959;0;44844;1;1;7329;0 
815406;0;44844;1;1;7390;0 
815164;0;44844;1;1;7291;0 
815909;0;44844;1;1;7442;0 
816556;0;44844;1;1;7431;0 
815888;0;44845;1;1;7488;0 
818284;0;44844;1;1;7372;0 
814928;0;44844;1;1;7427;0 
815118;0;44844;1;1;7366;0 
818411;0;44844;1;1;7440;0 
814637;0;44844;1;1;7316;0 
816828;0;44844;1;1;7445;0 
814651;0;44844;1;1;7341;0 
815027;0;44844;1;1;7398;0 
816116;0;44844;1;1;7386;0 
817090;0;44844;1;1;7339;0 
814843;0;44844;1;1;7376;0 
815664;0;44844;1;1;7349;0 
815221;0;44844;1;1;7379;0 
814483;0;44844;1;1;7336;0 
815899;0;44844;1;1;7350;0 
815762;0;44844;1;1;7363;0 
817325;0;44844;1;1;7417;0 
816062;0;44844;1;1;7468;0 
815239;0;44844;1;1;7388;0 
815091;0;44844;1;1;7398;0 
818059;0;44844;1;1;7384;0 
814931;0;44844;1;1;7406;0 
815084;0;44844;1;1;7348;0 
818466;0;44844;1;1;7351;0 
815108;0;44844;1;1;7307;0 
814831;0;44844;1;1;7366;0 
816914;0;44844;1;1;7352;0 
817486;0;44844;1;1;7346;0 
815081;0;44844;1;1;7411;0 
818382;0;44844;1;1;7373;0 
817399;0;44844;1;1;7383;0 
817214;0;44844;1;1;7431;0 
815175;0;44844;1;1;7364;0 
816608;0;44845;1;1;7491;0 
814688;0;44844;1;1;7357;0 
814704;0;44844;1;1;7364;0 
815199;0;44846;1;1;7376;0 
815067;0;44844;1;1;7349;0 
815618;0;44844;1;1;7345;0 
815353;0;44844;1;1;7438;0 
815248;0;44844;1;1;7380;0 
814793;0;44844;1;1;7371;0 
816685;0;44844;1;1;7451;0 
815759;0;44844;1;1;7455;0 
815752;0;44844;1;1;7397;0 
815204;0;44844;1;1;7416;0 
816354;0;44844;1;1;7335;0 
814517;0;44844;1;1;7307;0 
815974;0;44844;1;1;7407;0 
816583;0;44844;1;1;7377;0 
816817;0;44844;1;1;7380;0 
814820;0;44844;1;1;7364;0 
815546;0;44844;1;1;7397;0 
817132;0;44844;1;1;7417;0 
814715;0;44844;1;1;7299;0 
814134;0;44844;1;1;7283;0 
816642;0;44844;1;1;7399;0 
818857;0;44844;1;1;7421;0 
814709;0;44844;1;1;7385;0 
814778;0;44844;1;1;7337;0 
816584;0;44844;1;1;7427;0 
815873;0;44844;1;1;7366;0 
816040;0;44844;1;1;7414;0 
815701;0;44844;1;1;7386;0 
815515;0;44844;1;1;7419;0 
815394;0;44844;1;1;7350;0 
816636;0;44844;1;1;7411;0 
815881;0;44844;1;1;7394;0 
814188;0;44844;1;1;7301;0 
814043;0;44844;1;1;7325;0 
816262;0;44844;1;1;7439;0 
815309;0;44844;1;1;7422;0 
815379;0;44844;1;1;7407;0 
816375;0;44845;1;1;7379;0 
815268;0;44844;1;1;7359;0 
816666;0;44844;1;1;7439;0 
815664;0;44844;1;1;7400;0 
817576;0;44844;1;1;7414;0 
815818;0;44844;1;1;7394;0 
815600;0;44844;1;1;7382;0 
815124;0;44844;1;1;7345;0 
818523;0;44844;1;1;7360;0 
815180;0;44844;1;1;7332;0 
814718;0;44844;1;1;7334;0 
814500;0;44844;1;1;7308;0 
815813;0;44844;1;1;7387;0 
814963;0;44844;1;1;7298;0 
815532;0;44844;1;1;7290;0 
817782;0;44844;1;1;7389;0 
815281;0;44844;1;1;7439;0 
815086;0;44844;1;1;7354;0 
817028;0;44844;1;1;7309;0 
816769;0;44844;1;1;7352;0 
