CYCLES;0x61;0x7A;0x86;0x87;0xC0;0xC1
816695;96;1;3;0;191;0 
815464;96;1;0;0;171;0 
815338;76;1;1;0;241;0 
814914;96;1;2;0;217;0 
816819;116;1;0;0;194;0 
814677;88;1;0;0;186;0 
816032;60;1;0;0;191;0 
815229;124;1;3;0;207;0 
815737;156;1;0;0;180;0 
814865;76;1;0;0;181;0 
815966;76;1;2;0;208;0 
814540;88;1;0;0;224;0 
815292;88;1;0;0;185;0 
816042;188;1;3;0;281;0 
814583;96;1;1;0;185;0 
816094;116;1;0;0;188;0 
814780;112;1;1;0;215;0 
815019;72;1;2;0;212;0 
815120;128;1;0;0;181;0 
815683;80;1;0;0;175;0 
814671;72;1;2;0;208;0 
815334;80;1;0;0;177;0 
815397;104;1;0;0;198;0 
815970;112;1;2;0;206;0 
814309;88;1;0;0;171;0 
815878;84;1;0;0;172;0 
818377;184;1;3;0;300;0 
815359;104;1;0;0;178;0 
815160;112;1;0;0;173;0 
818616;96;1;0;0;205;0 
815896;116;1;2;0;202;0 
814973;124;1;0;0;188;0 
814883;76;1;0;0;185;0 
814749;84;1;2;0;195;0 
814332;84;1;0;0;180;0 
815392;132;1;0;0;197;0 
815344;112;1;2;0;206;0 
814405;88;1;0;0;180;0 
814527;68;1;0;0;170;0 
816632;188;1;3;0;315;0 
815594;80;1;2;0;180;0 
816185;80;1;0;0;198;0 
814900;136;1;0;0;175;0 
815563;68;1;2;0;200;0 
816368;128;1;2;0;196;0 
815238;112;1;0;0;178;0 
816571;100;1;2;0;197;0 
816713;124;1;0;0;185;0 
814772;84;1;0;0;175;0 
815106;132;1;2;0;210;0 
815791;92;1;2;0;201;0 
814710;168;1;0;0;181;0 
817307;156;1;2;0;316;0 
815067;96;1;2;0;190;0 
814286;80;1;0;0;177;0 
814517;112;1;0;0;183;0 
816307;120;1;2;0;219;0 
814169;140;1;0;0;234;0 
814185;156;1;0;0;178;0 
817659;56;1;2;0;220;0 
817407;116;1;1;0;189;0 
816400;180;1;0;0;216;0 
814731;72;1;0;0;180;0 
818136;128;1;2;0;214;0 
815959;100;1;0;0;189;0 
818001;104;1;0;0;191;0 
818495;80;1;3;0;222;0 
815662;76;1;0;0;176;0 
815672;136;1;0;0;177;0 
815745;112;1;1;0;237;0 
814891;80;1;0;0;188;0 
815352;123;1;0;0;202;0 
815256;100;1;1;0;186;0 
817571;84;1;3;0;217;0 
814985;96;1;0;0;161;0 
814015;124;1;0;0;191;0 
816368;136;1;3;0;241;0 
815695;80;1;0;0;194;0 
815584;112;1;0;0;173;0 
815261;80;1;2;0;200;0 
815321;76;1;1;0;188;0 
814491;144;1;0;0;191;0 
815243;96;1;1;0;171;0 
814853;52;1;1;0;215;0 
814419;116;1;0;0;177;0 
815530;84;1;0;0;177;0 
815932;108;1;2;0;217;0 
814747;124;1;0;0;207;0 
814510;116;1;0;0;179;0 
815710;128;1;3;0;250;0 
814039;124;1;0;0;170;0 
814664;92;1;0;0;163;0 
815773;112;1;2;0;221;0 
815692;84;1;1;0;210;0 
815555;92;1;0;0;214;0 
814441;96;1;1;0;223;0 
814822;68;1;1;0;194;0 
814884;96;1;0;0;181;0 
814185;96;1;0;0;168;0 
815428;80;1;2;0;232;0 
816095;136;1;0;0;187;0 
817453;108;1;0;0;189;0 
817942;148;1;3;0;238;0 
815733;88;1;0;0;171;0 
815162;132;1;0;0;180;0 
815020;120;1;2;0;202;0 
815267;116;1;1;0;187;0 
814996;108;1;0;0;176;0 
814710;106;1;0;0;171;0 
816569;116;1;2;0;236;0 
815456;64;1;0;0;184;0 
814839;84;1;0;0;170;0 
816546;120;1;2;0;264;0 
816229;132;1;0;0;185;0 
814730;92;1;0;0;174;0 
816651;140;1;3;0;261;0 
816134;144;1;1;0;215;0 
814841;108;1;0;0;199;0 
815485;112;1;2;0;220;0 
817233;104;1;1;0;199;0 
814483;100;1;0;0;176;0 
815011;92;1;0;0;217;0 
818011;88;1;2;0;233;0 
817887;88;1;0;0;204;0 
814861;80;1;0;0;197;0 
818305;104;1;3;0;228;0 
815017;104;1;0;0;190;0 
816390;84;1;0;0;176;0 
815268;124;1;3;0;243;0 
815744;88;1;1;0;194;0 
815432;128;1;0;0;179;0 
814903;112;1;1;0;193;0 
814738;98;1;3;0;195;0 
815877;104;1;0;0;194;0 
815194;88;1;0;0;179;0 
815065;80;1;2;0;200;0 
814706;100;1;0;0;185;0 
815187;99;1;0;0;193;0 
814458;120;1;2;0;195;0 
815117;100;1;1;0;185;0 
814794;68;1;0;0;186;0 
816699;112;1;2;0;248;0 
815591;132;1;2;0;228;0 
816820;56;1;0;0;184;0 
815243;116;1;0;0;174;0 
816277;100;1;2;0;210;0 
814236;60;1;0;0;186;0 
823566;84;1;0;0;211;0 
815259;104;1;2;0;203;0 
814748;64;1;1;0;191;0 
815685;96;1;0;0;178;0 
814329;64;1;0;0;174;0 
818946;72;1;3;0;242;0 
815522;96;1;0;0;184;0 
818904;152;1;1;0;236;0 
816536;68;1;2;0;207;0 
815110;105;1;0;0;188;0 
814720;140;1;0;0;179;0 
814915;96;1;2;0;213;0 
816358;88;1;0;0;181;0 
815976;68;1;0;0;176;0 
815076;80;1;2;0;222;0 
815930;96;1;2;0;188;0 
815751;108;1;0;0;172;0 
814099;100;1;0;0;172;0 
821647;116;1;2;0;212;0 
814531;104;1;0;0;174;0 
816324;108;1;1;0;288;0 
816636;132;1;2;0;193;0 
817978;84;1;0;0;172;0 
814944;100;1;0;0;190;0 
816444;104;1;2;0;198;0 
816126;120;1;0;0;203;0 
814666;116;1;0;0;183;0 
815963;56;1;2;0;186;0 
816209;100;1;2;0;202;0 
814710;100;1;0;0;201;0 
814856;68;1;0;0;181;0 
818573;132;1;2;0;212;0 
814786;84;1;0;0;195;0 
814839;140;1;1;0;239;0 
816412;92;1;2;0;209;0 
817573;76;1;0;0;187;0 
814245;132;1;0;0;178;0 
814628;132;1;2;0;231;0 
815594;116;1;0;0;195;0 
814656;116;1;0;0;189;0 
814817;80;1;1;0;199;0 
818060;96;1;2;0;196;0 
814838;76;1;0;0;173;0 
817885;84;1;0;0;177;0 
816217;76;1;4;0;290;0 
816008;104;1;0;0;169;0 
814948;116;1;0;0;174;0 
820990;124;1;2;0;203;0 
815603;88;1;1;0;182;0 
815382;104;1;0;0;186;0 
814895;84;1;2;0;211;0 
817329;100;1;2;0;193;0 
814857;128;1;0;0;176;0 
814947;112;1;1;0;195;0 
814166;104;1;2;0;203;0 
815702;88;1;0;0;211;0 
817523;100;1;0;0;175;0 
818123;136;1;3;0;251;0 
817038;80;1;0;0;204;0 
817252;104;1;0;0;189;0 
815066;121;1;2;0;240;0 
816648;80;1;2;0;196;0 
814810;104;1;0;0;193;0 
815316;136;1;0;0;174;0 
815859;40;1;2;0;229;0 
815516;84;1;0;0;178;0 
816316;104;1;0;0;201;0 
818138;124;1;2;0;229;0 
815461;92;1;0;0;208;0 
814628;80;1;0;0;201;0 
817012;92;1;2;0;201;0 
814533;96;1;0;0;180;0 
817270;176;1;1;0;268;0 
815458;136;1;2;0;211;0 
814173;88;1;0;0;184;0 
816172;128;1;0;0;171;0 
814366;92;1;2;0;210;0 
814599;136;1;1;0;193;0 
814308;100;1;0;0;182;0 
818932;68;1;2;0;218;0 
815059;108;1;2;0;199;0 
815369;104;1;0;0;174;0 
815627;88;1;0;0;175;0 
817686;112;1;3;0;236;0 
815848;104;1;0;0;207;0 
815183;76;1;0;0;199;0 
814995;84;1;2;0;222;0 
815072;104;1;0;0;174;0 
814543;108;1;0;0;174;0 
817091;108;1;2;0;230;0 
814910;88;1;1;0;220;0 
814839;92;1;0;0;182;0 
814549;96;1;0;0;183;0 
814941;122;1;2;0;191;0 
815423;76;1;0;0;178;0 
814455;100;1;0;0;180;0 
817536;132;1;4;0;265;0 
814707;100;1;0;0;195;0 
814947;108;1;0;0;192;0 
815855;144;1;2;0;220;0 
817706;100;1;0;0;178;0 
814479;112;1;0;0;171;0 
815011;88;1;1;0;208;0 
818180;100;1;3;0;197;0 
814865;80;1;0;0;204;0 
815192;100;1;0;0;178;0 
818137;84;1;2;0;188;0 
815106;76;1;0;0;180;0 
815573;92;1;0;0;184;0 
817616;172;1;3;0;287;0 
814153;96;1;1;0;181;0 
813785;124;1;0;0;174;0 
814836;84;1;2;0;219;0 
818076;72;1;2;0;202;0 
816470;96;1;0;0;173;0 
814685;100;1;0;0;181;0 
815905;108;1;2;0;223;0 
813725;112;1;0;0;184;0 
815279;100;1;2;0;218;0 
815701;172;1;3;0;275;0 
817164;104;1;0;0;211;0 
815554;92;1;2;0;184;0 
816006;116;1;0;0;166;0 
815746;84;1;0;0;172;0 
818093;116;1;3;0;255;0 
814959;84;1;0;0;192;0 
816301;120;1;0;0;206;0 
818362;108;1;1;0;226;0 
815214;80;1;2;0;211;0 
814789;104;1;0;0;186;0 
815621;104;1;0;0;175;0 
815980;92;1;2;0;198;0 
815386;108;1;0;0;184;0 
813913;92;1;0;0;178;0 
815109;79;1;3;0;204;0 
815156;64;1;0;0;179;0 
815346;120;1;0;0;178;0 
815810;112;1;3;0;244;0 
819131;124;1;1;0;192;0 
815009;108;1;0;0;185;0 
815266;128;1;1;0;223;0 
814664;143;1;3;0;209;0 
814441;72;1;0;0;177;0 
814752;108;1;0;0;208;0 
815511;88;1;2;0;178;0 
814469;104;1;0;0;217;0 
815379;80;1;0;0;191;0 
817145;128;1;1;0;196;0 
823297;104;1;1;0;202;0 
815047;100;1;0;0;211;0 
817786;124;1;2;0;256;0 
815808;96;1;2;0;195;0 
815914;112;1;0;0;178;0 
814095;136;1;0;0;172;0 
816230;144;1;2;0;204;0 
815939;76;1;0;0;186;0 
817255;72;1;0;0;199;0 
816384;136;1;2;0;222;0 
817474;92;1;1;0;200;0 
815101;84;1;0;0;195;0 
814769;80;1;0;0;174;0 
817536;104;1;2;0;199;0 
814937;88;1;0;0;203;0 
814625;124;1;1;0;223;0 
815670;88;1;2;0;211;0 
817171;136;1;0;0;178;0 
815622;148;1;0;0;173;0 
815086;124;1;2;0;194;0 
817636;68;1;0;0;186;0 
814593;86;1;0;0;187;0 
815032;96;1;1;0;218;0 
815457;96;1;2;0;203;0 
813804;84;1;0;0;173;0 
814811;76;1;0;0;193;0 
817798;124;1;3;0;249;0 
816060;60;1;0;0;202;0 
815333;96;1;0;0;175;0 
814422;112;1;2;0;192;0 
815007;76;1;0;0;176;0 
817386;92;1;0;0;197;0 
815087;136;1;2;0;230;0 
814895;80;1;2;0;197;0 
816439;92;1;0;0;191;0 
815883;120;1;1;0;199;0 
821256;108;1;2;0;232;0 
815136;100;1;0;0;191;0 
814990;96;1;0;0;181;0 
817650;156;1;3;0;223;0 
814930;104;1;0;0;194;0 
815789;60;1;0;0;186;0 
815408;124;1;2;0;200;0 
814890;64;1;0;0;173;0 
814359;112;1;0;0;176;0 
815657;86;1;1;0;189;0 
814356;76;1;1;0;197;0 
815016;72;1;0;0;182;0 
814761;76;1;1;0;180;0 
816808;120;1;2;0;196;0 
814924;104;1;0;0;178;0 
814651;80;1;0;0;177;0 
815635;172;1;4;0;249;0 
816214;120;1;0;0;179;0 
814759;140;1;0;0;168;0 
815944;112;1;2;0;225;0 
815405;96;1;1;0;184;0 
814930;136;1;0;0;174;0 
815407;128;1;0;0;179;0 
816405;120;1;3;0;195;0 
815874;116;1;0;0;174;0 
815534;132;1;0;0;201;0 
815512;104;1;2;0;225;0 
815234;80;1;0;0;178;0 
815168;88;1;0;0;186;0 
816619;124;1;3;0;255;0 
815429;144;1;0;0;198;0 
815039;96;1;0;0;186;0 
816351;168;1;2;0;254;0 
815015;88;1;2;0;202;0 
814267;152;1;0;0;201;0 
814746;92;1;1;0;192;0 
819702;96;1;2;0;186;0 
815554;132;1;0;0;172;0 
815002;100;1;0;0;205;0 
818082;88;1;2;0;226;0 
815090;104;1;0;0;200;0 
815487;128;1;0;0;173;0 
819009;128;1;3;0;284;0 
814954;132;1;0;0;171;0 
815706;116;1;0;0;203;0 
815624;100;1;2;0;208;0 
816220;80;1;1;0;206;0 
814539;132;1;0;0;179;0 
815935;124;1;1;0;204;0 
815628;104;1;2;0;199;0 
813782;100;1;0;0;191;0 
814780;128;1;0;0;204;0 
