CYCLES;0xE4;0xE5;0xE6;0xE7;0xE8;0xE3
540275;187820;48584;1;10034;31;0 
541096;187819;48585;5;10515;110;0 
541671;187826;48580;4;10924;393;0 
542658;187821;48588;4;10993;262;0 
542239;187815;48578;6;11592;203;0 
542127;187822;48586;6;11329;220;0 
541571;187825;48584;1;11190;245;0 
542677;187818;48579;4;11808;469;0 
542691;187824;48583;4;11527;627;0 
547256;187821;48581;2;14893;617;0 
555085;187821;48587;4;18883;3615;0 
543188;187814;48585;3;11619;205;0 
542470;187825;48583;6;11356;205;0 
544920;187823;48584;5;10903;550;0 
546745;187823;48585;5;11043;722;0 
544262;187829;48586;5;12045;613;0 
545510;187821;48585;4;11202;564;0 
542538;187827;48586;4;12072;101;0 
541655;187826;48582;5;10859;215;0 
543040;187811;48582;1;12227;291;0 
543727;187820;48585;2;10831;601;0 
543143;187821;48585;4;11139;635;0 
540831;187825;48587;1;9957;58;0 
545623;187816;48587;2;11518;292;0 
542140;187823;48585;2;11013;481;0 
543926;187824;48587;1;12774;229;0 
545532;187816;48586;2;13922;650;0 
544817;187820;48584;3;13685;172;0 
544298;187824;48592;2;13006;86;0 
545100;187821;48580;2;14384;321;0 
545005;187820;48583;5;11790;278;0 
548501;187825;48584;4;15130;780;0 
562524;187828;48580;5;13993;6810;0 
543458;187824;48579;6;11478;610;0 
542954;187821;48586;1;12049;170;0 
545166;187822;48586;2;13597;551;0 
554481;187826;48585;1;11612;3838;0 
542459;187824;48585;1;11674;182;0 
543215;187821;48580;6;11756;82;0 
545144;187827;48583;3;14787;181;0 
545196;187826;48586;3;11523;392;0 
543511;187830;48586;6;10995;153;0 
543097;187823;48580;1;11545;489;0 
543025;187827;48584;5;11721;176;0 
545527;187822;48584;5;14048;372;0 
543481;187823;48578;5;11649;226;0 
545823;187825;48587;2;14045;460;0 
545937;187825;48585;2;14088;603;0 
544717;187825;48584;5;14108;253;0 
542541;187820;48579;4;11516;413;0 
546305;187825;48585;5;13521;8;0 
544238;187827;48586;2;12963;420;0 
545511;187822;48584;5;14314;560;0 
543589;187821;48581;7;11880;327;0 
542452;187824;48585;4;10661;960;0 
561601;187827;48583;6;20938;5682;0 
542949;187829;48579;5;11145;341;0 
541426;187820;48586;3;10743;62;0 
541870;187823;48587;5;11152;425;0 
543610;187827;48581;5;11663;714;0 
542633;187821;48586;5;11675;628;0 
542256;187822;48583;3;11173;129;0 
