CYCLES;0xC8;0xC9;0xCA;0xCB;0xCC;0xD0
544085;0;9025;4;4;565;0 
545877;0;9025;3;3;555;0 
542840;0;9025;3;3;564;0 
543591;0;9025;3;3;556;0 
543118;0;9025;3;3;559;0 
545375;0;9025;3;3;557;0 
546527;0;9025;3;3;563;0 
541493;0;9025;3;3;561;0 
543084;0;9025;3;3;563;0 
545609;0;9025;3;3;553;0 
543276;1;9025;3;3;556;0 
542608;0;9025;3;3;559;0 
542757;0;9025;3;3;552;0 
556798;0;9025;3;3;559;0 
542181;0;9025;3;3;560;0 
541781;0;9025;3;3;562;0 
541578;0;9025;3;3;559;0 
546849;0;9025;3;3;559;0 
544000;0;9025;3;3;559;0 
542410;0;9025;3;3;557;0 
548330;0;9025;3;3;557;0 
542139;0;9025;3;3;553;0 
545640;0;9025;3;3;566;0 
545991;0;9025;3;3;559;0 
542347;0;9025;3;3;555;0 
541648;0;9025;3;3;554;0 
542575;0;9025;3;3;557;0 
542149;0;9025;3;3;551;0 
542531;0;9025;3;3;554;0 
545583;0;9025;3;3;556;0 
543033;0;9025;3;3;567;0 
544777;0;9025;3;3;556;0 
545677;0;9025;3;3;560;0 
543654;0;9025;3;3;556;0 
548096;0;9025;3;3;557;0 
543941;0;9025;3;3;555;0 
544686;0;9025;3;3;558;0 
545107;0;9025;3;3;558;0 
542354;0;9025;2;2;558;0 
541316;0;9025;3;3;557;0 
569328;0;9025;3;3;558;0 
542675;0;9025;3;3;557;0 
543113;0;9025;3;3;554;0 
544442;0;9025;3;3;562;0 
547858;0;9025;3;3;560;0 
543290;0;9025;3;3;566;0 
542520;0;9025;3;3;556;0 
546453;0;9025;3;3;553;0 
545907;0;9025;3;3;560;0 
547786;1;9025;3;3;555;0 
544400;0;9025;3;3;552;0 
541640;1;9025;3;3;570;0 
545850;0;9025;3;3;560;0 
543499;0;9025;3;3;561;0 
546158;0;9025;3;3;558;0 
541824;0;9025;3;3;554;0 
544358;0;9025;3;3;558;0 
546859;1;9025;3;3;548;0 
546798;0;9025;3;3;562;0 
544949;0;9025;3;3;557;0 
545990;0;9025;3;3;557;0 
558717;0;9025;3;3;562;0 
542242;0;9025;3;3;555;0 
544256;0;9025;3;3;567;0 
545094;0;9025;3;3;561;0 
542519;0;9025;3;3;555;0 
542689;0;9025;3;3;560;0 
542703;0;9025;3;3;551;0 
544368;0;9025;3;3;561;0 
544644;0;9025;3;3;554;0 
543182;0;9025;3;3;555;0 
541761;0;9025;3;3;556;0 
542772;1;9025;3;3;562;0 
543376;0;9025;3;3;564;0 
545837;0;9025;3;3;559;0 
546066;0;9025;3;3;562;0 
542518;0;9025;3;3;552;0 
541775;0;9025;3;3;550;0 
547310;1;9025;3;3;565;0 
545983;0;9025;3;3;563;0 
549918;0;9025;3;3;564;0 
542098;0;9025;3;3;554;0 
566163;0;9025;3;3;556;0 
542623;0;9025;3;3;562;0 
541110;0;9025;3;3;553;0 
544033;0;9025;3;3;555;0 
544314;0;9025;3;3;559;0 
543462;0;9025;3;3;549;0 
543542;0;9025;3;3;557;0 
543412;0;9025;3;3;558;0 
543502;0;9025;3;3;559;0 
543606;0;9025;3;3;559;0 
543535;0;9025;3;3;561;0 
541748;1;9025;3;3;565;0 
544734;0;9025;3;3;560;0 
544105;0;9025;3;3;555;0 
546505;0;9025;3;3;556;0 
541407;0;9025;3;3;561;0 
544367;0;9025;3;3;557;0 
543761;0;9025;3;3;552;0 
546215;0;9025;3;3;551;0 
542366;0;9025;3;3;556;0 
544580;0;9025;3;3;559;0 
558072;0;9025;3;3;557;0 
542654;0;9025;3;3;554;0 
544418;0;9025;3;3;557;0 
541608;0;9025;3;3;562;0 
546707;1;9025;3;3;555;0 
545457;0;9025;3;3;553;0 
542189;0;9025;3;3;559;0 
541223;0;9025;3;3;557;0 
544519;0;9025;3;3;556;0 
545172;0;9025;3;3;556;0 
