CYCLES;0xD2;0xE0;0xE1;0xE2;0xE3;0xE4
651;0;31;46;9;0;0 
1597;0;27;42;15;0;0 
645;0;34;36;8;0;0 
614;0;29;22;8;0;0 
650;0;42;50;8;0;0 
730;0;33;43;8;0;0 
625;0;48;18;9;0;0 
635;0;44;36;9;0;0 
633;0;37;32;8;0;0 
666;0;33;42;9;0;0 
669;0;36;32;9;0;0 
2157;0;38;33;8;0;0 
644;0;34;36;8;0;0 
1506;0;39;61;9;0;0 
1605;0;47;33;8;0;0 
722;0;33;42;8;0;0 
640;0;47;38;8;0;0 
654;0;37;32;9;0;0 
614;0;36;18;9;0;0 
921;0;38;156;9;0;0 
662;0;43;42;9;0;0 
704;0;44;42;9;0;0 
686;0;44;42;8;0;0 
656;0;34;22;9;0;0 
743;0;29;65;14;0;0 
639;0;39;36;9;0;0 
725;0;73;61;13;0;0 
638;0;27;42;8;0;0 
2919;0;37;38;9;0;0 
629;0;35;23;9;0;0 
1617;0;38;38;8;0;0 
756;0;36;36;8;0;0 
2122;0;33;42;9;0;0 
615;0;35;42;8;0;0 
639;0;41;47;9;0;0 
1717;0;43;42;9;0;0 
1131;0;36;32;9;0;0 
623;0;46;22;9;0;0 
706;0;34;36;9;0;0 
636;0;32;42;9;0;0 
675;0;28;42;15;0;0 
628;0;31;40;9;0;0 
3853;0;30;66;13;0;0 
627;0;33;37;8;0;0 
2622;0;38;32;10;0;0 
817;0;44;42;10;0;0 
692;0;36;38;10;0;0 
663;0;35;36;10;0;0 
2218;0;44;36;9;0;0 
648;0;46;38;9;0;0 
776;0;37;38;10;0;0 
1402;0;94;19;10;0;0 
652;0;36;36;8;0;0 
681;0;42;61;10;0;0 
754;0;47;33;8;0;0 
818;0;32;41;9;0;0 
760;0;35;38;9;0;0 
834;0;42;46;9;0;0 
708;0;35;45;8;0;0 
796;0;35;22;9;0;0 
712;0;35;64;9;0;0 
639;0;37;32;9;0;0 
650;0;36;32;9;0;0 
900;0;48;32;8;0;0 
1701;0;42;61;8;0;0 
636;0;33;22;10;0;0 
838;0;33;36;10;0;0 
803;0;32;55;9;0;0 
627;0;38;21;9;0;0 
3001;0;37;18;9;0;0 
1963;0;47;36;8;0;0 
700;0;29;45;10;0;0 
2259;0;39;32;8;0;0 
659;0;33;36;10;0;0 
2054;0;45;37;10;0;0 
2109;0;25;61;15;0;0 
1495;0;45;39;9;0;0 
626;0;32;37;9;0;0 
647;0;37;33;9;0;0 
666;0;36;18;10;0;0 
691;0;36;63;14;0;0 
644;0;31;40;8;0;0 
680;0;47;36;9;0;0 
626;0;28;41;10;0;0 
1385;0;35;53;10;0;0 
657;0;40;22;9;0;0 
709;0;35;38;9;0;0 
623;0;33;42;8;0;0 
2832;0;44;22;10;0;0 
777;0;38;24;9;0;0 
656;0;33;36;9;0;0 
777;0;110;45;14;0;0 
688;0;38;32;10;0;0 
622;0;36;36;8;0;0 
1090;0;27;59;14;0;0 
610;0;32;26;9;0;0 
888;0;34;37;9;0;0 
1158;0;47;36;9;0;0 
628;0;33;36;9;0;0 
755;0;33;36;9;0;0 
635;0;49;36;9;0;0 
640;0;48;38;9;0;0 
659;0;33;37;8;0;0 
1883;0;35;33;9;0;0 
1124;0;53;201;12;0;0 
644;0;35;41;9;0;0 
1617;0;34;32;8;0;0 
816;0;47;38;8;0;0 
745;0;37;36;9;0;0 
634;0;30;40;9;0;0 
1393;0;47;22;9;0;0 
2340;0;35;22;9;0;0 
684;0;32;37;10;0;0 
1701;0;32;42;10;0;0 
2093;0;45;34;10;0;0 
743;0;46;59;9;0;0 
625;0;30;46;8;0;0 
598;0;33;22;9;0;0 
706;0;46;39;8;0;0 
627;0;32;37;9;0;0 
692;0;32;42;9;0;0 
712;0;35;63;13;0;0 
756;0;48;38;10;0;0 
618;0;47;36;8;0;0 
685;0;33;43;8;0;0 
663;0;34;42;9;0;0 
1391;0;42;26;8;0;0 
786;0;29;37;8;0;0 
2256;0;1605;41;9;0;0 
3576;0;28;38;15;0;0 
3500;0;47;32;9;0;0 
632;0;33;22;9;0;0 
631;0;36;18;10;0;0 
650;0;33;36;10;0;0 
663;0;44;24;10;0;0 
640;0;46;38;9;0;0 
2283;0;30;40;10;0;0 
1634;0;34;37;9;0;0 
2681;0;33;36;10;0;0 
626;0;39;31;9;0;0 
1467;0;38;38;8;0;0 
654;0;36;38;9;0;0 
745;0;47;38;8;0;0 
1215;0;27;65;9;0;0 
642;0;46;36;9;0;0 
678;0;42;47;9;0;0 
707;0;46;38;9;0;0 
682;0;48;38;9;0;0 
668;0;32;38;14;0;0 
872;0;45;56;11;0;0 
3010;0;35;38;9;0;0 
649;0;33;36;9;0;0 
656;0;38;33;8;0;0 
1138;0;44;24;10;0;0 
640;0;36;38;8;0;0 
2333;0;36;19;9;0;0 
825;0;46;36;9;0;0 
667;0;35;34;9;0;0 
1892;0;33;42;8;0;0 
866;0;43;63;8;0;0 
663;0;43;44;9;0;0 
657;0;34;22;9;0;0 
646;0;37;18;8;0;0 
672;0;30;22;8;0;0 
3584;0;28;40;8;0;0 
628;0;28;41;15;0;0 
734;0;36;38;8;0;0 
617;0;35;38;9;0;0 
747;0;34;39;8;0;0 
3229;0;33;37;8;0;0 
1418;0;43;37;9;0;0 
636;0;27;35;9;0;0 
682;0;43;57;10;0;0 
637;0;36;32;9;0;0 
623;0;33;39;8;0;0 
879;0;30;40;9;0;0 
637;0;35;38;9;0;0 
621;0;27;40;9;0;0 
1143;0;34;42;9;0;0 
1171;0;297;55;8;0;0 
2597;0;37;32;8;0;0 
626;0;35;40;10;0;0 
628;0;38;38;8;0;0 
645;0;46;33;9;0;0 
770;0;32;43;9;0;0 
1845;0;32;42;9;0;0 
1907;0;36;32;9;0;0 
2035;0;35;34;10;0;0 
629;0;32;42;9;0;0 
649;0;34;38;9;0;0 
633;0;48;32;9;0;0 
713;0;35;60;9;0;0 
2211;0;35;37;8;0;0 
684;0;85;42;9;0;0 
2053;0;47;23;10;0;0 
1842;0;36;18;9;0;0 
1175;0;33;42;8;0;0 
941;0;46;38;9;0;0 
732;0;27;69;10;0;0 
659;0;48;32;9;0;0 
655;0;37;39;10;0;0 
1127;0;28;42;14;0;0 
720;0;28;68;13;0;0 
2171;0;38;32;9;0;0 
822;0;44;22;9;0;0 
