CYCLES;0x61;0x7A;0x86;0x87;0xC0;0xC1
35574;8;1;0;0;26;0 
36412;12;1;0;0;28;0 
35811;4;1;0;0;27;0 
35847;4;1;0;0;27;0 
38238;12;1;0;0;29;0 
35507;12;1;0;0;28;0 
35187;4;1;0;0;29;0 
36231;12;1;0;0;28;0 
36385;12;1;0;0;28;0 
36489;4;1;0;0;28;0 
35229;4;1;0;0;27;0 
35424;8;1;0;0;29;0 
35387;16;1;0;0;27;0 
35421;16;1;0;0;28;0 
36198;12;1;0;0;30;0 
36415;16;1;0;0;30;0 
36490;20;1;0;0;30;0 
35482;8;1;0;0;27;0 
37312;12;1;0;0;31;0 
36220;20;1;0;0;27;0 
35542;28;1;0;0;25;0 
35232;44;1;0;0;27;0 
35240;16;1;0;0;27;0 
36401;20;1;0;0;27;0 
35396;20;1;0;0;28;0 
35165;12;1;0;0;34;0 
36673;12;1;0;0;26;0 
35445;20;1;0;0;28;0 
35417;28;1;0;0;32;0 
35307;24;1;0;0;28;0 
36316;36;1;0;0;26;0 
35246;16;1;0;0;29;0 
35303;20;1;0;0;30;0 
35238;12;1;0;0;28;0 
35331;24;1;0;0;29;0 
36008;16;1;0;0;28;0 
35321;16;1;0;0;29;0 
36400;8;1;0;0;28;0 
35596;12;1;0;0;29;0 
36218;24;1;0;0;28;0 
35326;16;1;0;0;28;0 
35203;24;1;0;0;26;0 
35600;12;1;0;0;30;0 
35182;8;1;0;0;26;0 
35234;12;1;0;0;27;0 
35271;12;1;0;0;28;0 
35381;28;1;0;0;27;0 
36344;20;1;0;0;25;0 
35063;28;1;0;0;27;0 
35156;12;1;0;0;27;0 
35309;12;1;0;0;30;0 
38079;12;1;0;0;29;0 
35278;8;1;0;0;26;0 
36147;16;1;0;0;26;0 
35745;28;1;0;0;26;0 
35428;24;1;0;0;30;0 
35471;8;1;0;0;30;0 
35597;16;1;0;0;29;0 
37953;11;1;1;0;34;0 
35266;20;1;0;0;27;0 
35231;16;1;0;0;29;0 
36158;12;1;0;0;28;0 
35389;16;1;0;0;28;0 
35444;16;1;0;0;29;0 
35202;12;1;0;0;26;0 
35295;16;1;0;0;28;0 
36323;4;1;0;0;29;0 
35336;20;1;0;0;28;0 
35584;12;1;0;0;27;0 
36141;28;1;0;0;28;0 
36274;0;1;0;0;27;0 
35400;20;1;0;0;26;0 
36322;16;1;0;0;25;0 
35924;12;1;0;0;24;0 
35498;24;1;0;0;29;0 
35787;28;1;0;0;26;0 
35201;4;1;0;0;28;0 
35542;24;1;0;0;29;0 
35365;12;1;0;0;28;0 
35411;12;1;0;0;28;0 
35232;12;1;0;0;28;0 
37377;16;1;0;0;29;0 
35415;20;1;0;0;26;0 
35174;8;1;0;0;27;0 
35339;16;1;0;0;28;0 
35410;12;1;0;0;27;0 
35466;16;1;0;0;28;0 
37058;28;1;0;0;28;0 
35262;24;1;0;0;30;0 
35387;24;1;1;0;34;0 
36627;20;1;0;0;28;0 
35956;0;1;0;0;26;0 
35226;4;1;0;0;26;0 
37043;12;1;0;0;28;0 
37368;16;1;0;0;28;0 
36302;24;1;0;0;29;0 
36273;12;1;0;0;27;0 
36317;20;1;0;0;26;0 
35860;20;1;0;0;27;0 
35232;4;1;0;0;30;0 
35871;4;1;0;0;29;0 
35479;12;1;0;0;27;0 
35195;20;1;0;0;27;0 
36372;24;1;0;0;30;0 
35371;4;1;0;0;29;0 
35370;12;1;0;0;29;0 
35693;32;1;0;0;27;0 
35444;0;1;0;0;29;0 
35558;24;1;0;0;29;0 
36304;24;1;0;0;23;0 
35107;8;1;0;0;28;0 
35491;36;1;0;0;25;0 
35172;8;1;0;0;23;0 
37007;0;1;0;0;26;0 
35221;12;1;0;0;27;0 
35370;32;1;0;0;28;0 
36377;20;1;0;0;27;0 
35339;24;1;0;0;27;0 
36159;16;1;0;0;29;0 
35426;20;1;1;0;37;0 
39194;24;1;0;0;27;0 
35268;24;1;0;0;29;0 
35363;32;1;1;0;29;0 
35048;4;1;0;0;25;0 
35968;16;1;0;0;29;0 
35867;24;1;0;0;26;0 
36328;24;1;0;0;27;0 
36243;24;1;0;0;31;0 
36891;8;1;0;0;26;0 
35222;8;1;0;0;25;0 
36537;8;1;0;0;27;0 
35457;28;1;0;0;28;0 
35021;16;1;0;0;24;0 
35502;28;1;0;0;29;0 
35208;20;1;0;0;27;0 
35406;24;1;0;0;29;0 
35108;16;1;0;0;26;0 
35371;12;1;0;0;28;0 
36580;16;1;0;0;27;0 
35661;20;1;0;0;30;0 
35337;12;1;0;0;29;0 
36049;16;1;0;0;29;0 
35793;8;1;0;0;26;0 
35530;16;1;0;0;29;0 
36442;16;1;0;0;28;0 
35142;24;1;0;0;25;0 
35379;20;1;0;0;27;0 
36751;24;1;0;0;24;0 
36328;32;1;0;0;30;0 
35370;8;1;0;0;29;0 
36319;16;1;0;0;29;0 
35535;16;1;0;0;34;0 
35994;12;1;0;0;29;0 
36361;16;1;0;0;29;0 
35542;12;1;0;0;30;0 
35431;20;1;1;0;43;0 
35081;24;1;0;0;26;0 
35869;12;1;0;0;28;0 
35208;20;1;0;0;27;0 
35668;12;1;0;0;27;0 
36173;12;1;0;0;29;0 
35347;28;1;0;0;26;0 
35542;16;1;0;0;29;0 
35490;16;1;0;0;30;0 
35423;20;1;0;0;30;0 
35419;24;1;0;0;31;0 
35360;16;1;0;0;28;0 
35933;24;1;0;0;28;0 
37545;20;1;0;0;28;0 
36199;8;1;0;0;27;0 
35570;8;1;0;0;29;0 
35325;32;1;0;0;28;0 
35385;16;1;0;0;26;0 
35357;32;1;0;0;25;0 
35016;12;1;0;0;28;0 
35762;24;1;0;0;30;0 
35184;16;1;0;0;26;0 
36364;16;1;0;0;31;0 
35350;16;1;0;0;28;0 
35107;8;1;0;0;27;0 
36958;12;1;0;0;23;0 
35228;8;1;0;0;27;0 
35379;20;1;0;0;28;0 
35217;20;1;0;0;23;0 
35326;12;1;0;0;28;0 
35906;24;1;0;0;27;0 
36347;8;1;0;0;28;0 
35659;8;1;0;0;29;0 
35259;8;1;0;0;31;0 
37683;20;1;0;0;29;0 
35176;12;1;0;0;29;0 
35396;16;1;0;0;28;0 
36142;16;1;0;0;24;0 
35381;20;1;0;0;29;0 
35331;20;1;0;0;27;0 
35261;8;1;0;0;30;0 
37763;0;1;0;0;29;0 
35494;32;1;0;0;28;0 
36854;12;1;0;0;24;0 
35346;20;1;0;0;29;0 
35469;28;1;0;0;32;0 
35037;12;1;0;0;25;0 
35228;4;1;0;0;28;0 
35505;8;1;0;0;29;0 
35717;16;1;0;0;30;0 
35374;12;1;0;0;26;0 
36685;12;1;0;0;26;0 
35517;28;1;0;0;27;0 
35472;4;1;0;0;29;0 
35283;24;1;0;0;26;0 
37379;16;1;0;0;27;0 
35355;20;1;0;0;26;0 
35739;12;1;0;0;24;0 
35122;8;1;0;0;25;0 
35801;24;1;0;0;24;0 
35187;24;1;0;0;25;0 
35758;16;1;0;0;25;0 
36206;4;1;0;0;24;0 
35780;24;1;0;0;32;0 
35313;28;1;0;0;27;0 
36129;36;1;1;0;37;0 
35838;35;1;1;0;37;0 
35035;8;1;0;0;26;0 
35503;4;1;0;0;28;0 
35402;12;1;0;0;28;0 
35364;12;1;0;0;29;0 
35394;16;1;0;0;28;0 
35408;28;1;0;0;29;0 
35388;32;1;0;0;29;0 
35158;16;1;0;0;25;0 
35395;8;1;0;0;25;0 
35303;16;1;0;0;28;0 
35242;4;1;0;0;28;0 
36578;24;1;0;0;28;0 
35124;16;1;0;0;28;0 
35396;16;1;0;0;28;0 
37412;20;1;0;0;27;0 
36369;12;1;0;0;27;0 
35295;28;1;0;0;27;0 
36302;16;1;0;0;29;0 
35718;24;1;0;0;29;0 
36248;24;1;0;0;29;0 
35299;8;1;0;0;26;0 
35340;16;1;0;0;30;0 
36298;24;1;0;0;29;0 
35194;8;1;0;0;26;0 
35238;24;1;0;0;28;0 
35420;32;1;0;0;28;0 
35294;16;1;0;0;25;0 
35465;24;1;0;0;28;0 
35418;8;1;0;0;30;0 
35455;12;1;0;0;29;0 
35307;16;1;0;0;30;0 
35645;12;1;1;0;34;0 
35388;12;1;1;0;33;0 
35421;16;1;1;0;33;0 
35350;24;1;0;0;29;0 
38257;20;1;0;0;29;0 
35246;8;1;0;0;26;0 
35350;12;1;0;0;28;0 
35316;16;1;0;0;29;0 
35067;16;1;0;0;27;0 
35414;12;1;0;0;29;0 
35428;16;1;0;0;28;0 
37399;24;1;0;0;27;0 
36379;16;1;0;0;29;0 
35521;28;1;0;0;28;0 
36041;32;1;0;0;26;0 
36068;28;1;0;0;28;0 
35405;20;1;0;0;29;0 
35018;24;1;0;0;28;0 
35214;16;1;0;0;28;0 
35453;20;1;0;0;28;0 
35432;16;1;0;0;28;0 
36200;16;1;0;0;23;0 
35092;32;1;0;0;27;0 
35362;16;1;1;0;36;0 
37365;12;1;0;0;28;0 
35614;36;1;0;0;28;0 
35213;8;1;0;0;26;0 
36562;12;1;1;0;31;0 
35674;16;1;0;0;28;0 
35092;12;1;0;0;28;0 
35521;24;1;0;0;28;0 
36243;12;1;0;0;29;0 
35776;20;1;0;0;27;0 
36224;28;1;0;0;28;0 
36140;40;1;0;0;31;0 
35648;16;1;0;0;26;0 
35383;20;1;0;0;26;0 
37119;16;1;0;0;27;0 
36879;12;1;0;0;27;0 
35159;8;1;0;0;29;0 
35338;8;1;0;0;27;0 
35211;16;1;0;0;27;0 
35299;24;1;0;0;28;0 
35760;12;1;0;0;27;0 
35155;24;1;0;0;31;0 
35509;12;1;0;0;29;0 
37352;20;1;0;0;29;0 
35231;8;1;0;0;29;0 
35375;16;1;0;0;30;0 
35417;12;1;0;0;30;0 
35506;24;1;0;0;30;0 
36225;16;1;0;0;25;0 
36584;28;1;0;0;26;0 
35809;4;1;0;0;32;0 
35329;16;1;0;0;32;0 
35224;4;1;0;0;29;0 
35486;8;1;1;0;25;0 
36341;20;1;0;0;28;0 
35351;20;1;0;0;28;0 
