CYCLES;0xC8;0xC9;0xCA;0xCB;0xCC;0xD0
35173;0;3402;1;1;129;0 
35529;0;3402;1;1;129;0 
35398;0;3402;1;1;130;0 
36469;0;3402;1;1;128;0 
35735;0;3402;1;1;127;0 
35415;0;3402;1;1;126;0 
35563;0;3402;1;1;128;0 
35201;0;3402;1;1;128;0 
35394;0;3402;1;1;129;0 
35233;0;3402;1;1;127;0 
35504;0;3402;1;1;128;0 
35329;0;3402;1;1;128;0 
36216;0;3402;1;1;130;0 
35216;0;3402;1;1;129;0 
35202;0;3402;1;1;130;0 
35289;0;3402;1;1;128;0 
36312;0;3402;1;1;129;0 
35825;0;3402;1;1;132;0 
36199;0;3402;1;1;129;0 
36148;0;3402;1;1;129;0 
35363;0;3402;1;1;130;0 
35307;0;3402;1;1;129;0 
37082;0;3402;1;1;129;0 
35267;0;3402;1;1;130;0 
35174;0;3402;1;1;128;0 
35263;0;3402;1;1;127;0 
36407;0;3402;1;1;129;0 
36210;0;3402;1;1;130;0 
36440;0;3402;1;1;128;0 
35563;0;3402;1;1;131;0 
35427;0;3402;1;1;127;0 
35396;0;3402;1;1;131;0 
35413;0;3402;1;1;128;0 
35382;0;3402;1;1;131;0 
35232;0;3402;1;1;133;0 
35563;0;3402;1;1;129;0 
36312;0;3402;1;1;128;0 
36484;0;3402;1;1;128;0 
36342;0;3402;1;1;128;0 
35550;0;3402;1;1;131;0 
36284;0;3402;1;1;129;0 
35354;0;3402;1;1;128;0 
37303;0;3402;1;1;127;0 
35449;0;3402;1;1;129;0 
35315;0;3402;1;1;134;0 
35379;0;3402;1;1;128;0 
35815;0;3402;1;1;126;0 
35178;0;3402;1;1;131;0 
36272;0;3402;1;1;127;0 
35671;0;3402;1;1;128;0 
35210;0;3402;1;1;129;0 
35550;0;3402;1;1;130;0 
35460;0;3402;1;1;129;0 
36333;0;3402;1;1;126;0 
35402;0;3402;1;1;130;0 
35480;0;3402;1;1;130;0 
35492;0;3402;1;1;128;0 
35198;0;3402;1;1;129;0 
35475;0;3402;1;1;129;0 
35441;0;3402;1;1;130;0 
35371;0;3402;1;1;132;0 
35365;0;3402;1;1;128;0 
36910;0;3402;1;1;133;0 
36605;0;3402;1;1;128;0 
35672;0;3402;1;1;129;0 
35201;0;3402;1;1;127;0 
37957;0;3402;1;1;128;0 
34995;0;3402;1;1;128;0 
35253;0;3402;1;1;130;0 
36898;0;3402;1;1;129;0 
35039;0;3402;1;1;128;0 
35123;0;3402;1;1;131;0 
35096;0;3402;1;1;130;0 
36254;0;3402;1;1;129;0 
35774;0;3402;0;0;133;0 
35298;0;3402;1;1;128;0 
35270;0;3402;1;1;129;0 
35283;0;3402;1;1;134;0 
35431;0;3402;1;1;132;0 
36159;0;3402;1;1;129;0 
37080;0;3402;1;1;130;0 
35840;0;3402;1;1;130;0 
35509;0;3402;1;1;127;0 
39148;0;3402;1;1;130;0 
35829;0;3402;1;1;129;0 
35058;0;3402;1;1;131;0 
35503;0;3402;1;1;127;0 
35064;0;3402;1;1;131;0 
36425;0;3402;1;1;133;0 
36573;0;3402;1;1;130;0 
37830;0;3402;1;1;127;0 
36205;0;3402;1;1;127;0 
35187;0;3402;1;1;127;0 
35089;0;3402;1;1;128;0 
35135;0;3402;1;1;133;0 
35371;0;3402;1;1;127;0 
35477;0;3402;1;1;128;0 
35423;0;3402;1;1;129;0 
36131;0;3402;1;1;129;0 
35466;0;3402;1;1;128;0 
37167;0;3402;1;1;128;0 
35234;0;3402;1;1;127;0 
35337;0;3402;1;1;127;0 
36928;0;3402;1;1;132;0 
36396;0;3402;1;1;129;0 
35230;0;3402;1;1;130;0 
35967;0;3402;1;1;132;0 
36632;0;3402;1;1;128;0 
36353;0;3402;1;1;128;0 
35231;0;3402;1;1;130;0 
35050;0;3402;1;1;128;0 
35164;0;3402;1;1;128;0 
36522;0;3402;1;1;128;0 
35333;0;3402;1;1;130;0 
36133;0;3402;1;1;128;0 
35409;0;3402;1;1;128;0 
35367;0;3402;1;1;129;0 
36157;0;3402;1;1;132;0 
35294;0;3402;1;1;128;0 
35196;0;3402;1;1;129;0 
35402;0;3402;1;1;129;0 
38597;0;3402;1;1;128;0 
35204;0;3402;1;1;131;0 
38537;0;3402;1;1;130;0 
35144;0;3402;1;1;127;0 
37564;0;3402;1;1;131;0 
35365;0;3402;1;1;129;0 
36289;0;3402;1;1;130;0 
35360;0;3402;1;1;131;0 
35301;0;3402;1;1;128;0 
35328;0;3402;1;1;129;0 
35384;0;3402;1;1;130;0 
36100;0;3402;1;1;128;0 
36320;0;3402;1;1;128;0 
35867;0;3402;1;1;130;0 
35339;0;3402;1;1;128;0 
35940;0;3402;1;1;129;0 
35984;0;3402;1;1;131;0 
35548;0;3402;1;1;129;0 
36389;0;3402;1;1;129;0 
37644;0;3402;1;1;128;0 
36156;0;3402;1;1;128;0 
36393;0;3402;1;1;128;0 
35362;0;3402;1;1;130;0 
35967;0;3402;1;1;127;0 
35465;0;3402;1;1;130;0 
36150;0;3402;1;1;130;0 
