CYCLES;0x18;0x19;0x1A;0x1D;0x1E;0x60
35758;2;96;0;17879;0;88 
35600;3;40;0;17800;0;28 
35147;4;48;0;17573;0;32 
35432;4;36;0;17716;0;20 
35510;2;40;0;17755;0;32 
35521;5;40;0;17760;0;20 
36033;1;28;0;18016;0;24 
35245;2;28;0;17622;0;20 
36181;2;32;0;18090;0;24 
36133;3;48;0;18066;0;36 
36547;3;48;0;18273;0;36 
35297;2;56;0;17648;0;48 
35178;3;40;0;17589;0;28 
37095;3;40;0;18548;0;28 
36295;2;28;0;18147;0;20 
35203;2;40;0;17601;0;32 
37305;4;32;0;18653;0;16 
35525;5;44;0;17762;0;24 
35191;1;24;0;17596;0;20 
37089;3;32;0;18544;0;20 
36670;6;48;0;18335;0;24 
36118;5;36;0;18059;0;16 
36859;3;28;0;18429;0;16 
35278;6;56;0;17639;0;32 
35169;4;32;0;17584;0;16 
35322;2;52;0;17661;0;44 
35576;4;40;0;17788;0;24 
36118;3;32;0;18059;0;20 
35370;8;64;0;17685;0;32 
38340;2;32;0;19170;0;24 
35184;5;40;0;17592;0;20 
36396;3;36;0;18198;0;24 
36052;2;20;0;18026;0;12 
35104;2;20;0;17552;0;12 
36309;2;36;0;18154;0;28 
36480;4;44;0;18240;0;28 
35193;4;40;0;17597;0;24 
35438;3;36;0;17719;0;24 
35313;2;40;0;17656;0;32 
35504;4;44;0;17752;0;28 
35424;2;32;0;17712;0;24 
35405;2;32;0;17703;0;24 
35401;2;44;0;17700;0;36 
35352;1;40;0;17676;0;36 
36206;1;44;0;18103;0;40 
35117;3;32;0;17558;0;20 
35810;3;32;0;17905;0;20 
35640;5;48;0;17820;0;28 
35227;4;56;0;17614;0;40 
35414;6;52;0;17707;0;28 
35173;1;32;0;17587;0;28 
35336;0;28;0;17668;0;28 
35469;1;24;0;17735;0;20 
35215;3;36;0;17607;0;24 
36203;5;36;0;18101;0;16 
35238;3;28;0;17619;0;16 
36098;2;28;0;18049;0;20 
35255;6;40;0;17628;0;16 
35342;4;48;0;17671;0;32 
35129;5;32;0;17564;0;12 
35323;1;56;0;17661;0;52 
35301;2;28;0;17650;0;20 
35746;4;56;0;17873;0;40 
36361;2;48;0;18181;0;40 
36342;4;68;0;18171;0;52 
36142;5;44;0;18071;0;24 
36257;4;32;0;18128;0;16 
35253;2;44;0;17627;0;36 
35189;1;44;0;17594;0;40 
35163;3;36;0;17581;0;24 
36155;4;32;0;18078;0;16 
35184;5;40;0;17592;0;20 
36382;6;60;0;18190;0;36 
36507;1;32;0;18253;0;28 
35572;2;44;0;17786;0;36 
35075;2;20;0;17537;0;12 
35313;2;36;0;17657;0;28 
35312;3;48;0;17656;0;36 
35267;3;28;0;17634;0;16 
35349;7;60;0;17675;0;32 
35443;4;36;0;17721;0;20 
35671;3;64;0;17835;0;52 
35226;3;24;0;17613;0;12 
36185;3;28;0;18093;0;16 
35435;1;28;0;17717;0;24 
35077;1;16;0;17538;0;12 
36003;5;56;0;18001;0;36 
35337;4;72;0;17668;0;56 
36310;4;48;0;18155;0;32 
36307;2;28;0;18154;0;20 
35189;3;32;0;17594;0;20 
35281;2;32;0;17641;0;24 
35042;0;20;0;17521;0;20 
35329;3;52;0;17665;0;40 
35163;2;32;0;17581;0;24 
35090;2;20;0;17545;0;12 
35784;4;36;0;17892;0;20 
35452;5;48;0;17726;0;28 
35369;1;28;0;17684;0;24 
35225;4;32;0;17612;0;16 
35602;2;44;0;17801;0;36 
35201;1;20;0;17600;0;16 
36342;3;36;0;18171;0;24 
35342;3;36;0;17671;0;24 
36074;4;40;0;18037;0;24 
35521;3;36;0;17760;0;24 
35249;6;48;0;17625;0;24 
36710;1;52;0;18355;0;48 
35392;7;52;0;17696;0;24 
35208;6;52;0;17604;0;28 
35590;4;72;0;17795;0;56 
35485;3;52;0;17743;0;40 
36630;3;32;0;18315;0;20 
35395;4;32;0;17697;0;16 
35246;1;36;0;17623;0;32 
35331;5;44;0;17666;0;24 
35233;3;32;0;17616;0;20 
36179;6;40;0;18089;0;16 
35279;3;36;0;17640;0;24 
36290;4;56;0;18145;0;40 
35664;3;60;0;17832;0;48 
36408;2;36;0;18204;0;28 
35418;4;56;0;17709;0;40 
36205;2;24;0;18102;0;16 
35980;2;28;0;17990;0;20 
35472;3;36;0;17736;0;24 
35181;5;40;0;17590;0;20 
35293;4;48;0;17646;0;32 
35339;3;36;0;17669;0;24 
35797;3;44;0;17899;0;32 
35212;2;52;0;17606;0;44 
35455;6;52;0;17728;0;28 
35957;1;28;0;17979;0;24 
39139;0;20;0;19570;0;20 
35228;3;36;0;17614;0;24 
35367;2;44;0;17683;0;36 
35338;6;48;0;17669;0;24 
35210;3;32;0;17605;0;20 
36554;8;72;0;18277;0;40 
35444;5;36;0;17722;0;16 
36238;5;48;0;18119;0;28 
35493;4;40;0;17747;0;24 
36060;3;44;0;18030;0;32 
35334;5;48;0;17667;0;28 
36535;4;36;0;18267;0;20 
35339;2;44;0;17669;0;36 
35202;1;28;0;17601;0;24 
35461;7;48;0;17731;0;20 
35543;4;56;0;17771;0;40 
35424;5;56;0;17712;0;36 
35387;3;28;0;17693;0;16 
35464;4;40;0;17732;0;24 
35304;3;32;0;17652;0;20 
35213;5;60;0;17606;0;40 
35388;5;44;0;17694;0;24 
35344;2;32;0;17672;0;24 
35289;3;44;0;17644;0;32 
35473;0;28;0;17736;0;28 
36405;5;52;0;18203;0;32 
36348;4;44;0;18174;0;28 
35305;2;52;0;17653;0;44 
37568;5;64;0;18784;0;44 
35089;5;32;0;17544;0;12 
35225;1;24;0;17612;0;20 
35480;1;40;0;17740;0;36 
36367;7;72;0;18184;0;44 
35215;3;40;0;17607;0;28 
35298;4;36;0;17649;0;20 
35054;2;24;0;17527;0;16 
35312;3;40;0;17656;0;28 
35482;2;32;0;17741;0;24 
36046;3;40;0;18023;0;28 
38299;5;56;0;19149;0;36 
35176;2;28;0;17588;0;20 
35469;4;28;0;17734;0;12 
35609;5;44;0;17804;0;24 
35062;3;24;0;17531;0;12 
35221;2;36;0;17610;0;28 
35459;3;36;0;17730;0;24 
35480;3;52;0;17740;0;40 
35381;4;36;0;17691;0;20 
35200;4;32;0;17600;0;16 
35659;2;24;0;17829;0;16 
35284;6;52;0;17642;0;28 
35907;5;68;0;17953;0;48 
35374;3;40;0;17687;0;28 
35356;3;36;0;17678;0;24 
35310;6;56;0;17655;0;32 
35369;7;52;0;17684;0;24 
35414;4;40;0;17707;0;24 
35873;6;40;0;17937;0;16 
35424;4;52;0;17712;0;36 
