CYCLES;0x61;0x7A;0x86;0x87;0xC0;0xC1
315433;748;3;0;0;1968;0 
314309;684;3;0;0;1957;0 
311668;748;3;0;0;1942;0 
305879;780;3;0;0;1964;0 
306696;693;3;0;0;1968;0 
307036;696;3;0;0;1975;0 
316103;744;3;0;0;1986;0 
312885;696;3;0;0;1974;0 
315242;846;3;0;0;1971;0 
311582;724;3;0;0;1960;0 
315671;628;3;0;0;1968;0 
316097;632;3;1;0;2007;0 
311658;678;3;0;0;1969;0 
307215;604;3;1;0;1960;0 
307378;620;3;0;0;1958;0 
302897;678;3;0;0;1957;0 
318356;868;3;0;0;1964;0 
313625;720;3;0;0;1954;0 
308038;734;3;0;0;1966;0 
310651;700;3;0;0;1936;0 
313886;954;3;1;0;1987;0 
307450;806;3;0;0;1966;0 
309124;768;3;0;0;1948;0 
306584;829;3;0;0;1934;0 
305512;644;3;0;0;1955;0 
306853;744;3;0;0;1938;0 
304007;624;3;0;0;1973;0 
304171;628;3;1;0;1945;0 
307321;680;3;0;0;1944;0 
311321;612;3;1;0;1976;0 
306524;780;3;0;0;1944;0 
312383;702;3;0;0;1936;0 
306502;656;3;0;0;1930;0 
320914;956;3;0;0;2012;0 
314191;784;3;0;0;1950;0 
308641;592;3;0;0;1939;0 
318869;704;3;0;0;1942;0 
300865;594;3;0;0;1932;0 
309237;636;3;0;0;1957;0 
314577;792;3;0;0;1955;0 
305243;724;3;0;0;1937;0 
309177;592;3;0;0;1937;0 
309623;867;3;0;0;1956;0 
310235;900;3;0;0;1968;0 
312280;860;3;0;0;1970;0 
311769;828;3;0;0;1925;0 
315085;689;3;0;0;1979;0 
308728;690;3;0;0;1955;0 
303703;636;3;0;0;1964;0 
309968;816;3;0;0;1980;0 
310268;648;3;0;0;1955;0 
306499;692;3;0;0;1953;0 
308260;830;3;0;0;1933;0 
308172;676;3;0;0;1963;0 
307330;680;3;0;0;1971;0 
319385;752;3;0;0;1941;0 
313350;736;3;0;0;1922;0 
313665;712;3;0;0;1942;0 
311982;846;3;0;0;1986;0 
302077;597;3;0;0;1928;0 
309920;764;3;0;0;1953;0 
312357;630;3;0;0;1973;0 
309169;704;3;0;0;1924;0 
313173;714;3;0;0;1959;0 
311464;784;3;0;0;1950;0 
305056;632;3;0;0;1968;0 
308792;696;3;0;0;1933;0 
307819;764;3;1;0;1966;0 
315931;744;3;0;0;1973;0 
318668;734;3;0;0;1970;0 
305412;720;3;0;0;1962;0 
311647;756;3;0;0;1962;0 
306913;704;3;0;0;1967;0 
311171;692;3;0;0;1966;0 
305720;800;3;1;0;1967;0 
303016;708;3;0;0;1966;0 
307874;708;3;0;0;1971;0 
311893;907;3;0;0;1957;0 
316058;744;3;0;0;1987;0 
308224;660;3;0;0;1950;0 
311009;766;3;0;0;1965;0 
305839;674;3;0;0;1950;0 
311996;712;3;0;0;1970;0 
310166;685;3;0;0;1968;0 
306462;660;3;0;0;1961;0 
310420;760;3;2;0;1933;0 
311222;652;3;0;0;1951;0 
307025;768;3;0;0;1933;0 
312034;860;3;0;0;1935;0 
307896;828;3;0;0;1948;0 
313284;854;3;0;0;1943;0 
318426;857;3;0;0;1971;0 
313567;772;3;0;0;1990;0 
308658;720;3;0;0;1971;0 
309809;680;3;0;0;1972;0 
308283;664;3;0;0;1956;0 
307152;728;3;0;0;1962;0 
309561;678;3;0;0;1924;0 
309791;594;3;0;0;1973;0 
315104;908;3;2;0;1984;0 
311119;704;3;0;0;1961;0 
313573;883;3;1;0;1959;0 
323781;636;3;0;0;1952;0 
307559;508;3;0;0;1962;0 
309233;656;3;0;0;1951;0 
304718;628;3;0;0;1949;0 
311884;848;3;2;0;1971;0 
309017;784;3;0;0;1928;0 
310808;635;3;0;0;1960;0 
310730;644;3;0;0;1965;0 
307016;652;3;0;0;1947;0 
316262;614;3;0;0;1945;0 
308232;972;3;0;0;1989;0 
313050;828;3;1;0;1977;0 
307945;712;3;0;0;1974;0 
308618;674;3;0;0;1961;0 
310307;596;3;0;0;1960;0 
319668;600;3;0;0;1942;0 
309897;711;3;0;0;1939;0 
311507;716;3;0;0;1924;0 
307565;732;3;2;0;1967;0 
304075;536;3;0;0;1928;0 
309455;738;3;0;0;1939;0 
314316;786;3;0;0;1934;0 
309776;724;3;0;0;1959;0 
318269;680;3;0;0;1983;0 
304596;710;3;0;0;1957;0 
307891;712;3;1;0;1947;0 
312946;760;3;0;0;1944;0 
307617;624;3;0;0;1952;0 
311448;790;3;0;0;1974;0 
312104;584;3;0;0;1967;0 
301872;660;3;0;0;1966;0 
310537;712;3;0;0;1939;0 
317395;1092;3;1;0;1975;0 
316699;684;3;0;0;1955;0 
307466;872;3;0;0;1916;0 
306239;588;3;0;0;1939;0 
313795;908;3;0;0;1951;0 
310341;632;3;0;0;1939;0 
308765;840;3;0;0;1961;0 
310640;692;3;0;0;1929;0 
312244;956;3;0;0;1968;0 
303215;856;3;0;0;1969;0 
310609;746;3;0;0;1975;0 
309814;820;3;0;0;1966;0 
306134;824;3;0;0;1935;0 
306032;612;3;0;0;1958;0 
309714;712;3;0;0;1953;0 
311292;828;3;0;0;1956;0 
310404;616;3;0;0;1961;0 
307152;736;3;0;0;1979;0 
325308;936;3;0;0;1939;0 
317282;724;3;0;0;1950;0 
307000;644;3;0;0;1951;0 
311601;890;3;0;0;1947;0 
308095;852;3;0;0;1932;0 
308030;872;3;0;0;1926;0 
310337;724;3;1;0;1979;0 
303961;516;3;0;0;1960;0 
310854;792;3;0;0;1957;0 
308936;818;3;0;0;1918;0 
311238;696;3;0;0;1971;0 
307943;640;3;0;0;1924;0 
310863;736;3;2;0;1952;0 
304630;616;3;0;0;1945;0 
315060;696;3;0;0;1949;0 
310657;828;3;0;0;1964;0 
309114;656;3;0;0;1962;0 
313094;824;3;1;0;1964;0 
