CYCLES;0x18;0x19;0x1A;0x1D;0x1E;0x60
309391;208;3138;0;154696;0;2306 
309209;174;2888;0;154606;0;2192 
314009;178;2996;0;157004;0;2284 
309032;218;3036;0;154516;0;2164 
307817;213;3132;0;153908;0;2280 
307882;148;2824;0;153942;0;2240 
306863;162;2872;0;153432;0;2228 
315047;228;3188;0;157523;0;2276 
311994;188;2992;0;155997;0;2240 
304639;186;3016;0;152319;0;2276 
311741;207;3032;0;155871;0;2204 
311599;227;3210;0;155799;0;2306 
308082;158;2800;0;154043;0;2164 
308251;181;2963;0;154126;0;2239 
312097;193;2966;0;156049;0;2200 
314222;173;2988;0;157111;0;2296 
313843;185;2968;0;156920;0;2232 
310795;141;2788;0;155398;0;2228 
310072;188;3012;0;155037;0;2260 
308210;191;2989;0;154103;0;2225 
303810;162;2843;0;151905;0;2204 
310544;169;2958;0;155272;0;2284 
310954;189;2952;0;155478;0;2196 
309594;159;2884;0;154796;0;2248 
307715;227;3265;0;153856;0;2357 
315609;198;3017;0;157806;0;2227 
307048;164;2922;0;153524;0;2272 
317403;158;3058;0;158701;0;2426 
311654;150;2829;0;155825;0;2229 
308537;213;2981;0;154269;0;2132 
307808;133;2796;0;153905;0;2264 
306094;160;2840;0;153047;0;2200 
307189;194;2998;0;153594;0;2224 
316980;191;3015;0;158490;0;2250 
315245;176;2912;0;157621;0;2212 
309778;168;2860;0;154889;0;2188 
312214;147;2852;0;156106;0;2264 
314007;243;3202;0;157003;0;2232 
302305;133;2744;0;151151;0;2216 
309042;214;3113;0;154519;0;2260 
309948;173;2892;0;154972;0;2200 
314089;155;2871;0;157043;0;2252 
313790;177;2980;0;156896;0;2276 
314600;194;3072;0;157299;0;2296 
304214;143;2776;0;152107;0;2204 
306701;157;2850;0;153351;0;2220 
305076;140;2824;0;152538;0;2268 
306318;165;2866;0;153159;0;2204 
308875;171;2978;0;154437;0;2292 
315887;181;2912;0;157943;0;2188 
309616;142;2848;0;154808;0;2284 
311532;165;2872;0;155766;0;2216 
307632;144;2848;0;153816;0;2272 
311582;179;2976;0;155793;0;2260 
310812;164;2894;0;155406;0;2240 
310225;178;2944;0;155114;0;2240 
313960;180;2937;0;156979;0;2220 
303897;143;2860;0;151950;0;2288 
317268;213;3094;0;158634;0;2242 
309612;136;2828;0;154804;0;2284 
309383;184;2954;0;154693;0;2216 
309660;218;3239;0;154829;0;2371 
312355;159;2812;0;156176;0;2176 
303625;151;2810;0;151812;0;2204 
307638;174;2917;0;153817;0;2220 
307416;177;2980;0;153708;0;2272 
308759;153;2804;0;154378;0;2192 
301197;151;2875;0;150598;0;2272 
311889;221;3062;0;155945;0;2180 
307758;187;2976;0;153879;0;2236 
311835;185;3020;0;155919;0;2280 
307740;177;2885;0;153871;0;2176 
308254;221;3149;0;154127;0;2269 
311195;173;2964;0;155596;0;2272 
308130;167;2966;0;154065;0;2302 
305640;165;2844;0;152820;0;2184 
313420;186;2944;0;156710;0;2200 
310607;175;2892;0;155304;0;2192 
305509;184;2960;0;152754;0;2224 
312863;181;2952;0;156432;0;2228 
307272;159;2800;0;153635;0;2164 
309376;172;2882;0;154689;0;2196 
315396;172;2968;0;157698;0;2280 
306087;169;2904;0;153043;0;2228 
306413;138;2760;0;153206;0;2212 
306808;178;3003;0;153404;0;2292 
311413;184;2988;0;155706;0;2252 
317268;176;3016;0;158634;0;2312 
304395;179;2919;0;152198;0;2208 
311623;157;2863;0;155812;0;2240 
305249;180;2939;0;152624;0;2220 
315402;166;2931;0;157701;0;2272 
308737;194;3028;0;154367;0;2256 
309061;174;2992;0;154533;0;2300 
307574;153;2839;0;153787;0;2232 
302242;165;2874;0;151120;0;2216 
311150;164;2946;0;155574;0;2296 
313601;151;2816;0;156799;0;2218 
315778;192;3064;0;157889;0;2302 
306805;160;2860;0;153402;0;2220 
308726;223;3165;0;154363;0;2273 
315423;201;3044;0;157712;0;2244 
303527;148;2800;0;151761;0;2212 
305486;209;3101;0;152743;0;2269 
310528;153;2804;0;155264;0;2200 
306565;172;2884;0;153282;0;2192 
307874;166;2864;0;153936;0;2200 
300970;170;2896;0;150484;0;2216 
312703;163;2856;0;156350;0;2208 
312042;167;2934;0;156020;0;2268 
308015;173;2964;0;154006;0;2272 
310126;169;2900;0;155063;0;2228 
308938;185;3016;0;154466;0;2276 
308916;185;2916;0;154458;0;2176 
313184;166;2924;0;156591;0;2260 
301523;131;2730;0;150761;0;2208 
307731;170;2883;0;153865;0;2204 
309708;209;3138;0;154855;0;2304 
312976;169;2970;0;156488;0;2292 
310581;161;2870;0;155290;0;2228 
311898;192;2995;0;155949;0;2229 
311986;175;2960;0;155995;0;2260 
304076;144;2836;0;152038;0;2262 
312947;170;2924;0;156473;0;2244 
306254;171;2932;0;153127;0;2252 
310133;182;2996;0;155068;0;2272 
315664;185;2947;0;157830;0;2208 
306302;176;2934;0;153150;0;2232 
312768;195;3026;0;156384;0;2248 
311792;154;2800;0;155896;0;2184 
310427;194;2954;0;155213;0;2180 
311371;182;2966;0;155686;0;2240 
310372;175;2944;0;155186;0;2244 
312068;278;3388;0;156034;0;2280 
311908;176;3020;0;155954;0;2316 
309386;192;3054;0;154693;0;2286 
306390;187;3000;0;153194;0;2252 
307350;179;2916;0;153674;0;2204 
310420;185;3048;0;155211;0;2308 
305786;147;2756;0;152893;0;2172 
305511;179;2992;0;152755;0;2280 
310250;160;2924;0;155125;0;2284 
311129;167;2918;0;155564;0;2256 
