CYCLES;0xD1;0xD2;0xE0;0xE1;0xE2;0xE3
317044;0;0;16172;1911;101;0 
309954;0;0;15627;2591;101;0 
309318;0;0;16112;2484;88;0 
313220;0;0;15741;2259;94;0 
307538;0;0;15757;2888;88;0 
311259;0;0;15670;4839;89;0 
309114;0;0;15591;2112;88;0 
309557;0;0;15810;2087;91;0 
307100;0;0;15522;2595;97;0 
307639;0;0;15687;2470;111;0 
310562;0;0;15898;2118;96;0 
309217;0;0;15764;2587;100;0 
323848;0;0;15651;5457;92;0 
324755;0;0;15744;1261;95;0 
322590;0;0;15825;2344;94;0 
318914;0;0;15652;2667;103;0 
318951;0;0;15585;2603;103;0 
302778;0;0;15704;1971;93;0 
312030;0;0;15728;5489;120;0 
314988;0;0;15640;2454;101;0 
314070;0;0;15671;4058;103;0 
308520;0;0;15681;2005;93;0 
323351;0;0;15675;1978;103;0 
308634;0;0;17959;2959;95;0 
311496;0;0;15809;2199;94;0 
313263;0;0;15876;3970;102;0 
309728;0;0;15824;3257;100;0 
308357;0;0;15612;2320;98;0 
308462;0;0;15619;2243;92;0 
307218;0;0;15688;2488;100;0 
313950;0;0;15837;2503;101;0 
314632;0;0;15767;5484;92;0 
309118;0;0;15687;2266;97;0 
307487;0;0;15559;2973;100;0 
313049;0;0;15681;2248;104;0 
308667;0;0;15718;2376;101;0 
309488;0;0;15467;2582;141;0 
313362;0;0;15754;2312;96;0 
308091;0;0;15488;2729;101;0 
310556;0;0;15605;3773;93;0 
310392;0;0;15702;2595;99;0 
308353;0;0;15931;2739;98;0 
310184;0;0;15816;2545;97;0 
306649;0;0;15600;2550;98;0 
314509;0;0;15746;2274;101;0 
314149;0;0;15598;2348;108;0 
307256;0;0;15712;2440;98;0 
308364;0;0;15639;2411;102;0 
307632;0;0;15698;2003;92;0 
307960;0;0;15620;2363;89;0 
310145;0;0;15748;2132;93;0 
312533;0;0;15752;2461;105;0 
312747;0;0;15657;2554;90;0 
308727;0;0;15666;1914;91;0 
309553;0;0;15888;3075;86;0 
308970;0;0;15737;2394;101;0 
316093;0;0;15837;2759;116;0 
307380;0;0;15691;2714;105;0 
310048;0;0;15861;1847;119;0 
312788;0;0;15859;2481;95;0 
309264;0;0;15673;3329;100;0 
307394;0;0;15740;2754;104;0 
310005;0;0;15562;2426;102;0 
307778;0;0;15532;2463;99;0 
309298;0;0;15510;2560;99;0 
309441;0;0;15598;2430;100;0 
313876;0;0;15683;2399;105;0 
310456;0;0;15434;2596;104;0 
304299;0;0;15777;2656;100;0 
309799;0;0;15821;2295;84;0 
310897;0;0;15624;2110;89;0 
309451;0;0;15552;2512;105;0 
311853;0;0;15681;2571;104;0 
308101;0;0;15781;2591;103;0 
319503;0;0;15644;2759;102;0 
308381;0;0;15769;2564;101;0 
310316;0;0;15772;2660;101;0 
309920;0;0;15657;2375;96;0 
309540;0;0;15743;2019;88;0 
301906;0;0;15796;2234;94;0 
313374;0;0;15565;4481;95;0 
311645;0;0;15619;2432;94;0 
310823;0;0;15709;2234;96;0 
313941;0;0;15797;5222;89;0 
312129;0;0;15797;3800;97;0 
315130;0;0;15917;2414;102;0 
308259;0;0;15582;2487;101;0 
307787;0;0;15695;2210;105;0 
308469;0;0;15505;2303;126;0 
313759;0;0;15956;5413;103;0 
310833;0;0;15623;3094;103;0 
308287;0;0;15680;2194;93;0 
309416;0;0;15648;4228;102;0 
312849;0;0;15843;2746;101;0 
304995;0;0;15573;2513;100;0 
308617;0;0;15648;2263;97;0 
309632;0;0;15735;2270;102;0 
311294;0;0;15686;4711;91;0 
311347;0;0;16057;2464;98;0 
307714;0;0;15690;2272;98;0 
316902;0;0;15449;3654;103;0 
309744;0;0;15574;4996;92;0 
306226;0;0;15877;1876;92;0 
309559;0;0;15683;3581;113;0 
310145;0;0;15672;2717;98;0 
311241;0;0;15565;2528;103;0 
307380;0;0;15645;3584;93;0 
307498;0;0;15692;2639;102;0 
314731;0;0;16016;5012;91;0 
310329;0;0;15569;2559;102;0 
307265;0;0;15724;2709;101;0 
312057;0;0;15642;3277;100;0 
311033;0;0;15632;2960;100;0 
305406;0;0;15629;2554;103;0 
305996;0;0;15662;2592;102;0 
307127;0;0;15751;2389;102;0 
309673;0;0;15855;4164;127;0 
309134;0;0;15731;2002;86;0 
312769;0;0;15681;2467;100;0 
312067;0;0;15825;3922;124;0 
306590;0;0;15779;2334;94;0 
309018;0;0;15638;2105;95;0 
307402;0;0;15768;3190;86;0 
310491;0;0;15696;2116;97;0 
316048;0;0;15498;3019;107;0 
311841;0;0;15580;2200;95;0 
308285;0;0;15654;2249;86;0 
309964;0;0;15657;3132;94;0 
308575;0;0;15592;2424;98;0 
313221;0;0;15533;5768;98;0 
307267;0;0;16559;2492;90;0 
310556;0;0;15784;2238;99;0 
321515;0;0;16063;2259;96;0 
308458;0;0;15790;2243;121;0 
311118;0;0;15595;2312;104;0 
309898;0;0;15749;2561;94;0 
307938;0;0;15559;2582;90;0 
309534;0;0;15647;2465;99;0 
310530;0;0;15774;2336;88;0 
310112;0;0;15784;2046;97;0 
311682;0;0;15453;2385;102;0 
306288;0;0;15762;2650;101;0 
310900;0;0;15955;2761;102;0 
310034;0;0;15687;3516;100;0 
307981;0;0;15718;2486;98;0 
313454;0;0;16094;1967;92;0 
307444;0;0;15977;2925;98;0 
309696;0;0;15750;5372;100;0 
306240;0;0;17813;2502;93;0 
307556;0;0;16318;2734;100;0 
311647;0;0;15676;5170;106;0 
309875;0;0;15870;2147;101;0 
301945;0;0;15775;2054;96;0 
311655;0;0;15955;2342;104;0 
308904;0;0;15728;2090;92;0 
310245;0;0;15655;3469;97;0 
309699;0;0;15589;2675;99;0 
313139;0;0;15634;4967;99;0 
310827;0;0;15600;5808;99;0 
311930;0;0;15897;2837;100;0 
311058;0;0;15756;2528;110;0 
309697;0;0;15622;2097;109;0 
310258;0;0;15527;2309;96;0 
306382;0;0;16101;2489;101;0 
311766;0;0;15520;2185;101;0 
309338;0;0;15611;2693;100;0 
309694;0;0;15809;2372;88;0 
318460;0;0;15664;2607;101;0 
310570;0;0;15617;2892;108;0 
315568;0;0;15766;4898;92;0 
314792;0;0;15697;2738;143;0 
318587;0;0;15722;5168;100;0 
311606;0;0;15597;2368;98;0 
309416;0;0;15562;2708;142;0 
308465;0;0;15637;2830;111;0 
311141;0;0;15615;2299;100;0 
307735;0;0;15687;2940;102;0 
309596;0;0;15986;2581;100;0 
313752;0;0;15866;2147;89;0 
307224;0;0;15560;2217;84;0 
311559;0;0;15659;3428;89;0 
311156;0;0;15682;2626;97;0 
310180;0;0;15662;1850;91;0 
308122;0;0;15813;2271;104;0 
308810;0;0;17882;2649;106;0 
308931;0;0;15737;2325;99;0 
312943;0;0;15682;2487;104;0 
312195;0;0;15900;2469;94;0 
308734;0;0;15703;2220;97;0 
310622;0;0;15622;2787;99;0 
308129;0;0;15688;3377;103;0 
311986;0;0;15747;5340;105;0 
302840;0;0;15572;2209;95;0 
310024;0;0;15623;3350;94;0 
313520;0;0;18598;4203;106;0 
311129;0;0;15741;2875;99;0 
309582;0;0;15700;2216;96;0 
307224;0;0;15582;2343;93;0 
313456;0;0;15658;2575;103;0 
307862;0;0;15600;2244;101;0 
306989;0;0;15695;2302;104;0 
312663;0;0;15705;2069;91;0 
306142;0;0;15617;2199;130;0 
302987;0;0;15802;1955;98;0 
310195;0;0;15754;5197;93;0 
312113;0;0;15681;2513;97;0 
306323;0;0;15764;2235;103;0 
318604;0;0;15718;2297;96;0 
309270;0;0;15756;2859;101;0 
315898;0;0;15718;2469;89;0 
306725;0;0;15629;2133;97;0 
316112;0;0;15674;1927;94;0 
309039;0;0;15676;2145;87;0 
312549;0;0;15562;2548;102;0 
307862;0;0;15705;2338;98;0 
306844;0;0;15515;2243;94;0 
312550;0;0;15726;2604;101;0 
309393;0;0;15756;2862;104;0 
308720;0;0;15629;2666;122;0 
310874;0;0;15886;3496;91;0 
311708;0;0;18006;2800;93;0 
308871;0;0;15767;2600;100;0 
309538;0;0;15648;2466;99;0 
314003;0;0;15751;5257;99;0 
311536;0;0;15727;2398;99;0 
304229;0;0;15732;1920;98;0 
313131;0;0;15610;4792;91;0 
310759;0;0;15497;2585;92;0 
314970;0;0;15612;2498;98;0 
315515;0;0;15733;4865;89;0 
313402;0;0;15542;2374;98;0 
307208;0;0;15679;2014;109;0 
308841;0;0;15720;2361;97;0 
314580;0;0;15659;2023;94;0 
309911;0;0;15921;2286;101;0 
309072;0;0;15749;2798;115;0 
311496;0;0;15735;4789;99;0 
311031;0;0;15903;2112;103;0 
314390;0;0;18203;5024;91;0 
310510;0;0;15603;2278;102;0 
314644;0;0;15835;2413;101;0 
311949;0;0;15623;3428;98;0 
315197;0;0;15779;2554;110;0 
308760;0;0;15705;2080;91;0 
309890;0;0;15619;2486;100;0 
309337;0;0;15744;2124;92;0 
313823;0;0;15640;2530;96;0 
308037;0;0;15687;2100;96;0 
306532;0;0;15534;2129;102;0 
306415;0;0;15788;2528;109;0 
313205;0;0;17559;2642;106;0 
310502;0;0;15666;2483;98;0 
311689;0;0;15455;5209;91;0 
309207;0;0;15581;3320;100;0 
306078;0;0;15459;2072;91;0 
311128;0;0;15611;2059;97;0 
309571;0;0;15677;2413;98;0 
306041;0;0;15689;2196;101;0 
311539;0;0;15677;1918;89;0 
309490;0;0;15681;2638;102;0 
308325;0;0;15428;2489;102;0 
311125;0;0;15842;2474;101;0 
307731;0;0;16019;2492;121;0 
320517;0;0;15645;11380;95;0 
308079;0;0;15706;2910;90;0 
316607;0;0;15491;1804;91;0 
305215;0;0;15642;1886;97;0 
313151;0;0;15625;5361;96;0 
304144;0;0;15502;3036;93;0 
311862;0;0;15550;2525;102;0 
314187;0;0;15810;5234;96;0 
309110;0;0;15799;2245;94;0 
