CYCLES;0x19;0x1A;0x1D;0x1E;0x60;0x61
3707;60;0;1854;0;28;32 
3642;4;0;1821;0;4;0 
3681;8;0;1841;0;4;4 
5024;20;0;2512;0;8;12 
3961;8;0;1980;0;8;0 
3638;8;0;1819;0;4;4 
3661;12;0;1830;0;8;4 
3641;8;0;1820;0;4;4 
3696;8;0;1848;0;4;4 
3632;12;0;1816;0;4;8 
3687;8;0;1843;0;4;4 
3630;8;0;1815;0;4;4 
3607;8;0;1803;0;8;0 
3750;4;0;1875;0;4;0 
3732;4;0;1866;0;4;0 
3660;4;0;1830;0;4;0 
3685;32;0;1843;0;12;20 
3972;12;0;1986;0;4;8 
3948;8;0;1974;0;4;4 
3604;12;0;1802;0;8;4 
3720;16;0;1860;0;8;8 
3616;20;0;1808;0;12;8 
3616;16;0;1808;0;8;8 
3676;8;0;1838;0;4;4 
4234;8;0;2117;0;4;4 
4404;4;0;2202;0;4;0 
3697;0;0;1849;0;0;0 
3647;12;0;1824;0;8;4 
3688;12;0;1844;0;4;8 
4360;12;0;2180;0;4;8 
3636;8;0;1818;0;4;4 
3661;4;0;1830;0;4;0 
3690;4;0;1845;0;0;4 
3730;36;0;1865;0;24;12 
3670;8;0;1835;0;4;4 
3650;8;0;1825;0;8;0 
4415;8;0;2207;0;8;0 
3642;12;0;1821;0;8;4 
3627;8;0;1813;0;4;4 
3672;4;0;1836;0;0;4 
4148;16;0;2074;0;8;8 
3685;0;0;1842;0;0;0 
3686;8;0;1843;0;4;4 
3614;4;0;1807;0;4;0 
3620;8;0;1810;0;4;4 
3896;8;0;1948;0;4;4 
4053;8;0;2026;0;8;0 
3713;20;0;1857;0;8;12 
3660;12;0;1830;0;8;4 
3715;12;0;1858;0;12;0 
3689;8;0;1844;0;4;4 
3750;12;0;1875;0;4;8 
3653;12;0;1826;0;4;8 
3754;4;0;1877;0;4;0 
3630;20;0;1815;0;8;12 
3706;8;0;1853;0;4;4 
3669;8;0;1835;0;4;4 
4336;8;0;2168;0;4;4 
3937;4;0;1969;0;0;4 
3635;16;0;1817;0;8;8 
3609;16;0;1804;0;8;8 
3665;12;0;1833;0;8;4 
3965;0;0;1982;0;0;0 
4604;8;0;2302;0;4;4 
3694;16;0;1847;0;8;8 
3671;12;0;1836;0;8;4 
3761;11;0;1881;0;11;0 
3903;4;0;1952;0;4;0 
3657;12;0;1829;0;8;4 
3633;4;0;1816;0;4;0 
3704;4;0;1852;0;4;0 
4462;4;0;2231;0;4;0 
3668;4;0;1834;0;4;0 
3642;16;0;1821;0;8;8 
4059;20;0;2029;0;8;12 
3721;4;0;1861;0;4;0 
6501;12;0;3251;0;8;4 
3629;12;0;1815;0;8;4 
3641;16;0;1821;0;8;8 
3627;16;0;1814;0;8;8 
3749;8;0;1874;0;4;4 
4360;12;0;2180;0;4;8 
3667;4;0;1834;0;4;0 
3994;8;0;1997;0;4;4 
3649;4;0;1824;0;4;0 
4758;8;0;2379;0;4;4 
4141;8;0;2071;0;4;4 
3634;4;0;1817;0;0;4 
3647;8;0;1824;0;8;0 
3679;28;0;1840;0;16;12 
3765;4;0;1883;0;4;0 
3934;8;0;1967;0;4;4 
3634;4;0;1817;0;4;0 
3907;4;0;1954;0;4;0 
4617;12;0;2308;0;8;4 
3651;12;0;1825;0;4;8 
3672;4;0;1836;0;4;0 
3944;4;0;1972;0;0;4 
3656;8;0;1828;0;8;0 
3932;4;0;1966;0;4;0 
3633;8;0;1817;0;4;4 
3617;4;0;1809;0;4;0 
3961;8;0;1980;0;4;4 
3962;12;0;1981;0;4;8 
3635;12;0;1817;0;12;0 
4290;16;0;2145;0;8;8 
3645;8;0;1823;0;4;4 
3636;8;0;1818;0;8;0 
3631;12;0;1815;0;8;4 
3700;8;0;1850;0;4;4 
3681;4;0;1840;0;4;0 
