Evento;Ficheiro;MI Global;Alt A (Impacto Bilateral);Alt B (Bimodal);Alt C (MI P95);Curtose;Entropia;Norm_MI;Norm_Impacto;Índice Global (Base 2)
0x11;fibcall_perf_ite_n3_...;7,0376;0,1009;0,6112173564475876;4,8814567633238575;3,4668229191954327;10,44034208319028;1,0;0,0063;2,0063
0x1D;fibcall_perf_ite_n5_...;6,2206;0,1063;0,5462211383604307;4,770466287133381;4,49735931167687;9,5799842025094;0,8839;0,0066;1,7745
0x61;fibcall_perf_ite_n6_...;0,0183;16,0;0,3805558956410585;0,0016724006219890342;0,1856497427083883;2,9033221697124527;0,0026;1,0;1,0052
0xE1;fibcall_perf_ite_n9_...;1,3326;5,0409;0,768175815497753;1,366112993456838;8,281394172095432;9,611550559055528;0,1894;0,3151;0,6938
0xE0;fibcall_perf_ite_n9_...;0,0316;4,666;0,8564149408859535;0,03154492570721734;439,1270529453941;5,1133732119626085;0,0045;0,2916;0,3006
0xC3;fibcall_perf_ite_n7_...;0,5812;1,8869;0,9199194901194093;0,1780907413288495;-0,11578283160526759;9,435857849069976;0,0826;0,1179;0,2831
0xE7;fibcall_perf_ite_n10...;0,6799;0,9506;0,7973171750154118;0,17637818031813168;1,1131850582247824;7,767646696430582;0,0966;0,0594;0,2526
0x18;fibcall_perf_ite_n5_...;0,0106;3,0;0,38849117569417563;0,0;0,13171566015506286;2,897114562579225;0,0015;0,1875;0,1905
0xC2;fibcall_perf_ite_n7_...;0,001;3,0;0,9115242272158193;0,0;97,25435894478036;0,17404135904169146;0,0001;0,1875;0,1878
0x60;fibcall_perf_ite_n5_...;0,1255;2,3333;0,5486226062213542;0,0;3,3946001086672406;3,1582810146658953;0,0178;0,1458;0,1815
0xE2;fibcall_perf_ite_n9_...;0,0239;2,7781;0,6182685796552746;0,016449022251519008;28,935826942633717;2,018095028886221;0,0034;0,1736;0,1804
0x17;fibcall_perf_ite_n4_...;0,1332;2,1667;0,5440078151508894;0,012861636567223389;2,4123448936163094;3,178315960273072;0,0189;0,1354;0,1733
0x19;fibcall_perf_ite_n5_...;0,0656;2,3333;0,43170890022157504;0,01268385006280548;1,431869841659155;3,684448081460155;0,0093;0,1458;0,1645
0xE8;fibcall_perf_ite_n10...;0,0038;1,5;0,9722159136182887;0,0;9433,647619174146;0,11344700397731422;0,0005;0,0938;0,0948
0x03;fibcall_perf_ite_n1_...;0,0163;1,3335;0,4240297705204378;0,0;9,888648929526429;2,0813232780506894;0,0023;0,0833;0,088
0x01;fibcall_perf_ite_n1_...;0,0302;1,0;0,30292348599962365;0,0;5,878211669184784;2,5051457891574773;0,0043;0,0625;0,0711
0x0A;fibcall_perf_ite_n2_...;0,0102;1,0;0,7495935181520371;0,001603042347468664;41,2238065304304;0,21986691085842566;0,0015;0,0625;0,0654
0x86;fibcall_perf_ite_n6_...;0,0098;1,0;0,987684241143981;0,00562644042531546;23,941242654090235;0,22225619620428994;0,0014;0,0625;0,0653
0xCA;fibcall_perf_ite_n8_...;0,0036;1,0;0,9999999999999998;0,003304970268119267;203,44046241585738;0,043881489112012236;0,0005;0,0625;0,0635
0xCB;fibcall_perf_ite_n8_...;0,0;1,0;0,9999999999999998;0,003304970268119267;203,44046241585738;0,043881489112012236;0,0;0,0625;0,0625
0x05;fibcall_perf_ite_n1_...;0,0;1,0;1,0;0,0013213012370105748;495,2501943801745;0,020814071335501033;0,0;0,0625;0,0625
0xC0;fibcall_perf_ite_n6_...;0,043;0,6071;0,3506493961943844;0,05388238227510289;13,5826527200623;2,9358268571263615;0,0061;0,0379;0,0502
0x15;fibcall_perf_ite_n4_...;0,0154;0,6364;0,10919530949618121;0,0;7,168866964723938;2,1672103071923203;0,0022;0,0398;0,0442
0x16;fibcall_perf_ite_n4_...;0,0366;0,4783;0,3173067893708231;0,029170817691341444;10,885047032406472;3,3764797418080743;0,0052;0,0299;0,0403
0x14;fibcall_perf_ite_n4_...;0,0282;0,0079;0,613968220769114;0,0;-0,06872644096901137;7,162006518290565;0,004;0,0005;0,0085
0x10;fibcall_perf_ite_n3_...;0,0145;0,0611;0,3605364283901273;0,015036348069385586;1,5738196152685586;2,9801408757786563;0,0021;0,0038;0,0079
0xCC;fibcall_perf_ite_n8_...;0,0125;0,0698;0,4128271671966315;0,0;0,7207463749584835;2,958687864201084;0,0018;0,0044;0,0079
0x08;fibcall_perf_ite_n2_...;0,0159;0,0001;0,25000327258297383;0,04458605310826069;8,278891308318883;1,0524464246262726;0,0023;0,0;0,0045
0x12;fibcall_perf_ite_n4_...;0,0129;0,0005;0,8774144314995788;0,0076747127741609855;37,62014516467726;0,2344797809120531;0,0018;0,0;0,0037
0x06;fibcall_perf_ite_n2_...;0,0109;0,0001;0,9748497847103212;0,0006634358511246052;66,08302353384153;0,11262221301741727;0,0016;0,0;0,0031
0x04;fibcall_perf_ite_n1_...;0,0106;0,0;0,9821815949044536;0,007977011324868943;41,03519166328228;0,1567258880973669;0,0015;0,0;0,003
0x0C;fibcall_perf_ite_n3_...;0,0089;0,001;0,8711819437127336;0,02332681882885357;29,881860656050147;0,24641975590802592;0,0013;0,0001;0,0026
0x13;fibcall_perf_ite_n4_...;0,0086;0,0;0,9999999999999292;0,013312190899206877;41,33964002291915;0,15033222864752332;0,0012;0,0;0,0025
0xE5;fibcall_perf_ite_n10...;0,0057;0,0038;0,11612742807337362;0,0;7,127799879714516;0,7790231080504486;0,0008;0,0002;0,0018
0x07;fibcall_perf_ite_n2_...;0,0049;0,0002;1,0000000000007911;0,0;137,93374936279815;0,06017244203200857;0,0007;0,0;0,0014
0xC9;fibcall_perf_ite_n8_...;0,0034;0,0003;0,999999999999787;0,002448381164034452;307,65761748699504;0,03112990925512431;0,0005;0,0;0,001
0xE4;fibcall_perf_ite_n10...;0,0011;0,0002;0,9525511603450425;0,01507756154700779;47,22785306856268;0,15150730682753796;0,0002;0,0;0,0003
0x87;fibcall_perf_ite_n6_...;0,0007;0,0;0,0;0,0;0,0;0,0;0,0001;0,0;0,0002
0xC8;fibcall_perf_ite_n8_...;0,0005;0,0;0,0;0,0;0,0;0,0;0,0001;0,0;0,0002
0xC5;fibcall_perf_ite_n7_...;0,0002;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0001
0x00;fibcall_perf_ite_n1_...;0,0002;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0001
0xE3;fibcall_perf_ite_n9_...;0,0002;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0001
0x0F;fibcall_perf_ite_n3_...;0,0002;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0001
0xD1;fibcall_perf_ite_n9_...;0,0003;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0001
0x1E;fibcall_perf_ite_n5_...;0,0003;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0001
0x7A;fibcall_perf_ite_n6_...;0,0005;0,0;0,0;0,0;0,0;0,0;0,0001;0,0;0,0001
0xC1;fibcall_perf_ite_n6_...;0,0003;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0001
0xC4;fibcall_perf_ite_n7_...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0x02;fibcall_perf_ite_n1_...;0,0001;0,0;1,0;0,0;9999,999999999993;0,0014730335283281598;0,0;0,0;0,0
0x0E;fibcall_perf_ite_n3_...;0,0002;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0xD2;fibcall_perf_ite_n9_...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0x0D;fibcall_perf_ite_n3_...;0,0;0,0003;0,9999999999998904;0,0;395,2006788829527;0,0252118658929347;0,0;0,0;0,0
0xD0;fibcall_perf_ite_n8_...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0xC7;fibcall_perf_ite_n7_...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0xC6;fibcall_perf_ite_n7_...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0x09;fibcall_perf_ite_n2_...;0,0002;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0x1A;fibcall_perf_ite_n5_...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0x0B;fibcall_perf_ite_n2_...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0xE6;fibcall_perf_ite_n10...;0,0001;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0xE3;fibcall_perf_ite_n10...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
