CYCLES;0xD1;0xD2;0xE0;0xE1;0xE2;0xE3
311492;0;0;16092;2257;107;0 
311550;0;0;15534;5357;109;0 
309444;0;0;17279;2669;98;0 
305647;0;0;15578;2920;100;0 
314448;0;0;15652;5003;124;0 
313406;0;0;15966;2602;104;0 
310062;0;0;15760;2973;102;0 
314151;0;0;16014;1919;96;0 
310372;0;0;17268;2154;99;0 
308795;0;0;18679;3173;85;0 
309155;0;0;15723;2969;103;0 
307737;0;0;15714;2158;90;0 
317621;0;0;15604;2362;99;0 
309240;0;0;15536;2413;124;0 
303635;0;0;15671;2216;105;0 
316829;0;0;15455;2498;88;0 
315887;0;0;15668;2530;94;0 
311064;0;0;15645;3044;108;0 
308103;0;0;15811;2188;88;0 
315838;0;0;15747;2312;103;0 
309475;0;0;15705;2235;103;0 
311761;0;0;15564;1969;115;0 
311003;0;0;15750;2542;101;0 
314549;0;0;15647;2380;95;0 
308979;0;0;15719;2827;93;0 
311420;0;0;15724;2025;97;0 
315376;0;0;16403;5334;101;0 
305714;0;0;15842;2016;91;0 
309740;0;0;15761;3759;98;0 
318306;0;0;15806;4881;105;0 
309541;0;0;15757;2218;101;0 
308881;0;0;15898;2534;88;0 
312416;0;0;15693;5351;88;0 
311051;0;0;15918;2773;98;0 
308861;0;0;15761;2349;100;0 
310995;0;0;15769;2159;92;0 
311266;0;0;15566;2238;104;0 
316560;0;0;15490;2506;96;0 
306417;0;0;15579;2421;94;0 
307023;0;0;15579;2169;100;0 
309906;0;0;15675;2428;99;0 
310116;0;0;15602;3957;136;0 
309165;0;0;15609;2077;91;0 
309310;0;0;15515;1756;129;0 
314561;0;0;17944;5055;103;0 
308866;0;0;15562;2436;99;0 
308874;0;0;15535;2289;97;0 
313076;0;0;15777;3785;100;0 
317252;0;0;15678;5443;103;0 
306725;0;0;15625;2511;101;0 
308076;0;0;15582;2180;101;0 
311885;0;0;15581;2505;98;0 
314647;0;0;15760;2263;84;0 
317995;0;0;15598;2287;93;0 
312692;0;0;15707;3521;103;0 
307456;0;0;15731;2066;95;0 
310136;0;0;15620;2918;99;0 
310239;0;0;15698;3191;88;0 
310348;0;0;15690;2534;89;0 
313667;0;0;15597;2283;103;0 
316818;0;0;15850;2419;103;0 
310119;0;0;15604;2466;99;0 
313182;0;0;15783;3262;94;0 
305083;0;0;15865;2229;95;0 
308709;0;0;15721;1838;92;0 
314284;0;0;16362;2764;104;0 
312789;0;0;15788;2381;94;0 
312285;0;0;15507;2267;101;0 
312126;0;0;15861;2249;88;0 
311409;0;0;15596;2475;97;0 
311932;0;0;15612;5113;100;0 
313698;0;0;15721;2400;105;0 
305319;0;0;15798;2630;95;0 
315499;0;0;15751;2183;93;0 
