CYCLES;0x19;0x1A;0x1D;0x1E;0x60;0x61
3127;132;0;1564;0;100;32 
5873;144;0;2937;0;92;52 
3136;124;0;1568;0;76;48 
2266;76;0;1133;0;56;20 
3320;176;0;1660;0;116;60 
3623;84;0;1812;0;56;28 
6027;132;0;3014;0;96;36 
3800;104;0;1900;0;64;40 
4102;152;0;2051;0;108;44 
2887;92;0;1444;0;64;28 
3918;134;0;1959;0;94;40 
2722;124;0;1361;0;80;44 
3689;124;0;1845;0;88;36 
3233;72;0;1617;0;52;20 
2991;100;0;1496;0;64;36 
2920;132;0;1460;0;84;48 
3683;100;0;1842;0;68;32 
3641;120;0;1821;0;88;32 
3338;114;0;1669;0;80;34 
5519;148;0;2760;0;112;36 
2920;116;0;1460;0;88;28 
5508;92;0;2754;0;64;28 
4256;100;0;2128;0;80;20 
3089;132;0;1545;0;88;44 
4018;152;0;2009;0;104;48 
2753;84;0;1376;0;56;28 
2829;92;0;1415;0;64;28 
5406;96;0;2703;0;64;32 
3006;92;0;1503;0;72;20 
3106;116;0;1553;0;80;36 
3399;122;0;1699;0;80;42 
2663;96;0;1331;0;60;36 
2172;72;0;1086;0;56;16 
3546;128;0;1773;0;84;44 
3150;88;0;1575;0;68;20 
3616;148;0;1808;0;124;24 
2511;72;0;1256;0;68;4 
3713;80;0;1856;0;68;12 
3238;108;0;1619;0;76;32 
3335;156;0;1668;0;112;44 
3174;104;0;1587;0;72;32 
4201;136;0;2101;0;88;48 
5943;112;0;2972;0;80;32 
5229;137;0;2614;0;100;37 
2851;132;0;1425;0;80;52 
2614;96;0;1307;0;64;32 
2954;140;0;1477;0;104;36 
2504;76;0;1252;0;60;16 
3024;128;0;1512;0;84;44 
2686;88;0;1343;0;60;28 
2581;80;0;1291;0;56;24 
4065;124;0;2033;0;80;44 
2679;82;0;1339;0;60;22 
3617;92;0;1809;0;60;32 
3248;132;0;1624;0;88;44 
3232;112;0;1616;0;84;28 
3218;124;0;1609;0;88;36 
3702;160;0;1851;0;88;72 
3711;148;0;1856;0;96;52 
2843;92;0;1422;0;76;16 
2474;84;0;1237;0;64;20 
3312;117;0;1656;0;80;37 
2555;96;0;1278;0;68;28 
3684;164;0;1842;0;92;72 
2585;80;0;1293;0;52;28 
5015;88;0;2507;0;56;32 
5364;80;0;2682;0;52;28 
3159;161;0;1579;0;104;57 
3810;108;0;1905;0;80;28 
2768;98;0;1384;0;78;20 
5589;96;0;2794;0;80;16 
2671;112;0;1336;0;72;40 
5686;92;0;2843;0;72;20 
3163;140;0;1582;0;84;56 
5043;78;0;2522;0;60;18 
3297;120;0;1649;0;96;24 
3115;112;0;1557;0;88;24 
5350;100;0;2675;0;64;36 
3878;118;0;1939;0;76;42 
2510;96;0;1255;0;56;40 
3047;100;0;1523;0;76;24 
2483;104;0;1242;0;64;40 
2933;112;0;1466;0;72;40 
6007;116;0;3004;0;84;32 
2516;96;0;1258;0;64;32 
5613;108;0;2806;0;72;36 
3569;132;0;1785;0;92;40 
2990;108;0;1495;0;68;40 
3034;108;0;1517;0;80;28 
2988;116;0;1494;0;92;24 
3800;152;0;1900;0;112;40 
3935;114;0;1968;0;80;34 
4042;133;0;2021;0;100;33 
3563;100;0;1782;0;72;28 
3558;160;0;1779;0;100;60 
3002;107;0;1501;0;64;43 
2665;104;0;1333;0;68;36 
2844;112;0;1422;0;68;44 
3458;140;0;1729;0;96;44 
5732;108;0;2866;0;68;40 
2927;104;0;1464;0;80;24 
2944;96;0;1472;0;64;32 
2927;128;0;1463;0;88;40 
3455;76;0;1728;0;52;24 
2924;104;0;1462;0;88;16 
3454;88;0;1727;0;56;32 
2644;99;0;1322;0;68;31 
2547;88;0;1274;0;60;28 
2962;116;0;1481;0;76;40 
3119;116;0;1560;0;72;44 
3521;80;0;1761;0;64;16 
3662;132;0;1831;0;68;64 
3173;120;0;1586;0;80;40 
3612;108;0;1806;0;76;32 
3067;136;0;1533;0;92;44 
2509;88;0;1254;0;68;20 
2871;120;0;1436;0;80;40 
2759;92;0;1380;0;72;20 
2726;84;0;1363;0;64;20 
3074;112;0;1537;0;80;32 
2476;100;0;1238;0;56;44 
3699;99;0;1850;0;68;31 
2541;64;0;1270;0;52;12 
3767;104;0;1884;0;76;28 
5020;152;0;2510;0;104;48 
3033;104;0;1517;0;84;20 
5504;124;0;2752;0;92;32 
4133;80;0;2067;0;56;24 
3259;116;0;1630;0;80;36 
2568;60;0;1284;0;48;12 
3197;123;0;1599;0;92;31 
2215;80;0;1107;0;48;32 
3783;120;0;1891;0;80;40 
2573;104;0;1287;0;72;32 
3342;136;0;1671;0;96;40 
2858;92;0;1429;0;68;24 
6113;128;0;3057;0;84;44 
3461;100;0;1731;0;72;28 
3305;120;0;1653;0;88;32 
2833;124;0;1417;0;92;32 
2465;108;0;1232;0;72;36 
2987;128;0;1494;0;88;40 
6465;164;0;3233;0;116;48 
2436;76;0;1218;0;60;16 
4037;168;0;2019;0;84;84 
2017;68;0;1009;0;52;16 
3093;108;0;1547;0;92;16 
3138;108;0;1569;0;80;28 
5950;128;0;2975;0;96;32 
2964;112;0;1482;0;68;44 
3737;176;0;1868;0;108;68 
2366;84;0;1183;0;60;24 
3953;120;0;1977;0;84;36 
1965;48;0;983;0;32;16 
3847;126;0;1923;0;86;40 
5664;124;0;2832;0;84;40 
2495;100;0;1248;0;68;32 
4386;84;0;2193;0;60;24 
3235;112;0;1617;0;68;44 
3255;130;0;1627;0;104;26 
2834;80;0;1417;0;56;24 
2584;92;0;1292;0;64;28 
3528;132;0;1764;0;96;36 
2423;84;0;1212;0;56;28 
4638;135;0;2319;0;100;35 
3132;108;0;1566;0;76;32 
4191;176;0;2096;0;108;68 
2695;80;0;1348;0;64;16 
3253;124;0;1626;0;88;36 
2904;96;0;1452;0;72;24 
2852;112;0;1426;0;84;28 
2265;75;0;1133;0;60;15 
3163;100;0;1582;0;68;32 
2298;76;0;1149;0;52;24 
3022;116;0;1511;0;80;36 
2061;76;0;1030;0;52;24 
5735;112;0;2868;0;84;28 
2235;68;0;1118;0;56;12 
3191;128;0;1595;0;76;52 
2511;84;0;1255;0;56;28 
5739;112;0;2869;0;76;36 
2318;100;0;1159;0;56;44 
3212;144;0;1606;0;92;52 
4076;168;0;2038;0;112;56 
3127;84;0;1563;0;52;32 
3163;104;0;1582;0;80;24 
3418;100;0;1709;0;72;28 
3050;120;0;1525;0;84;36 
3717;64;0;1858;0;48;16 
3956;156;0;1978;0;96;60 
3920;96;0;1960;0;76;20 
6100;124;0;3050;0;92;32 
2678;84;0;1339;0;52;32 
3443;148;0;1721;0;100;48 
3093;99;0;1547;0;76;23 
2980;100;0;1490;0;64;36 
2458;72;0;1229;0;56;16 
4630;96;0;2315;0;72;24 
6246;152;0;3123;0;100;52 
