CYCLES;0xC9;0xCA;0xCB;0xCC;0xD0;0xD1
3361;39;1;1;26;0;0 
3207;39;1;1;17;0;0 
3241;39;1;1;20;0;0 
3090;39;1;1;22;0;0 
4506;39;1;1;23;0;0 
3601;39;1;1;18;0;0 
4122;39;1;1;24;0;0 
3952;39;1;1;21;0;0 
5006;39;1;1;21;0;0 
3522;39;1;1;23;0;0 
3192;39;1;1;21;0;0 
3334;39;1;1;22;0;0 
3438;39;1;1;23;0;0 
6139;39;1;1;25;0;0 
3406;39;1;1;21;0;0 
3218;39;1;1;26;0;0 
3474;39;1;1;23;0;0 
3361;39;1;1;19;0;0 
6685;39;1;1;20;0;0 
3469;39;1;1;20;0;0 
3885;39;1;1;23;0;0 
3929;39;1;1;23;0;0 
3642;39;1;1;23;0;0 
5754;39;1;1;24;0;0 
3369;39;1;1;22;0;0 
4154;39;1;1;21;0;0 
3462;39;1;1;21;0;0 
3543;39;1;1;24;0;0 
3389;39;1;1;20;0;0 
3227;39;1;1;20;0;0 
3441;39;1;1;20;0;0 
3438;39;1;1;21;0;0 
3475;39;1;1;18;0;0 
3313;39;1;1;25;0;0 
3099;39;1;1;19;0;0 
6631;39;1;1;23;0;0 
4071;39;1;1;22;0;0 
3580;39;1;1;20;0;0 
3319;39;1;1;20;0;0 
3416;39;1;1;19;0;0 
3653;39;1;1;25;0;0 
4429;39;1;1;20;0;0 
5208;39;1;1;21;0;0 
3339;39;0;0;21;0;0 
3660;39;1;1;22;0;0 
4139;39;1;1;22;0;0 
3376;39;1;1;24;0;0 
4359;39;1;1;22;0;0 
3662;39;1;1;22;0;0 
3511;39;1;1;23;0;0 
3369;39;1;1;23;0;0 
3545;39;0;0;20;0;0 
5895;39;1;1;22;0;0 
3376;39;1;1;22;0;0 
3393;39;1;1;23;0;0 
2973;39;1;1;21;0;0 
3781;39;1;1;22;0;0 
5670;39;1;1;21;0;0 
5553;39;1;1;20;0;0 
3382;39;1;1;21;0;0 
4429;39;1;1;21;0;0 
3827;39;1;1;25;0;0 
3308;39;1;1;23;0;0 
3177;39;1;1;22;0;0 
3691;39;1;1;21;0;0 
4384;39;1;1;21;0;0 
4327;39;1;1;18;0;0 
6218;39;1;1;20;0;0 
3740;39;1;1;24;0;0 
3722;39;1;1;23;0;0 
3471;39;1;1;22;0;0 
3950;39;1;1;20;0;0 
3594;39;1;1;24;0;0 
3974;39;1;1;26;0;0 
3929;39;1;1;25;0;0 
3266;39;1;1;22;0;0 
3307;39;1;1;21;0;0 
3459;39;1;1;22;0;0 
3555;39;1;1;22;0;0 
6250;39;1;1;22;0;0 
6292;39;1;1;22;0;0 
4186;39;1;1;20;0;0 
3629;39;1;1;22;0;0 
4235;39;1;1;20;0;0 
6208;39;1;1;25;0;0 
3671;39;1;1;22;0;0 
2983;39;1;1;24;0;0 
3685;39;1;1;17;0;0 
3927;39;1;1;22;0;0 
3477;39;1;1;17;0;0 
3885;39;1;1;22;0;0 
3744;39;1;1;22;0;0 
3383;39;1;1;20;0;0 
3353;39;1;1;25;0;0 
3488;39;1;1;25;0;0 
3621;39;1;1;22;0;0 
