CYCLES;0xE5;0xE6;0xE7;0xE8;0xE0;0xE1
6781;26;459;1576;0;54;4375 
3771;30;467;359;0;64;2383 
3177;31;467;508;0;69;1785 
3231;29;458;357;0;53;1892 
3001;30;463;317;0;64;1779 
4929;29;462;1611;0;62;2312 
2720;28;463;192;0;66;1494 
2855;30;467;176;0;62;1693 
3050;29;459;187;0;56;1842 
2749;29;464;228;0;59;1508 
3222;30;462;364;0;71;1932 
3726;33;467;425;0;64;2260 
3312;31;459;192;0;67;2106 
5063;29;460;313;0;58;3867 
3560;28;457;424;0;59;2140 
2899;30;468;49;0;62;1824 
3429;31;461;326;0;62;2205 
2361;30;464;216;0;63;1115 
4093;33;462;499;0;64;2593 
3941;30;459;376;0;72;2731 
2810;28;464;196;0;55;1610 
2841;32;460;353;0;56;1494 
2857;28;473;328;0;66;1763 
3835;33;463;509;0;51;2542 
3205;30;466;163;0;78;1975 
2694;29;464;353;0;78;1292 
3166;32;461;174;0;56;1980 
3412;34;469;222;0;71;2156 
3127;29;452;340;0;59;1800 
2902;28;464;162;0;64;1730 
3400;30;456;447;0;69;2180 
2623;30;462;41;0;67;1554 
3333;29;453;229;0;47;2281 
3095;29;454;473;0;57;1625 
4063;29;454;483;0;45;2602 
3352;30;458;481;0;71;1843 
2661;27;453;181;0;53;1630 
3353;29;468;348;0;67;2155 
2820;30;464;373;0;56;1565 
5035;26;468;202;0;43;3856 
5398;29;462;176;0;49;4325 
2750;30;469;336;0;71;1540 
3137;27;464;340;0;57;1928 
3235;29;456;531;0;56;1747 
3461;32;467;503;0;71;2194 
2825;27;458;390;0;51;1560 
3622;29;464;462;0;59;2413 
2961;29;456;488;0;52;1478 
3185;29;465;200;0;77;1956 
3306;30;463;348;0;60;2091 
2895;29;461;170;0;70;1687 
3277;32;463;350;0;66;1927 
3150;32;461;301;0;57;1839 
2811;33;463;177;0;64;1731 
2408;30;466;46;0;50;1369 
3521;29;457;333;0;57;2339 
3353;30;465;436;0;64;1894 
3382;30;458;317;0;66;2186 
3114;30;463;462;0;82;1597 
3449;30;463;445;0;62;2114 
2628;30;463;172;0;76;1420 
2782;28;459;350;0;58;1419 
3708;32;453;301;0;59;2428 
2467;29;457;43;0;62;1427 
3343;29;460;301;0;65;2047 
3321;32;465;200;0;71;2238 
3184;29;453;187;0;50;2146 
3039;29;463;286;0;59;1768 
4254;31;461;503;0;64;2925 
2888;30;461;359;0;57;1699 
3629;29;467;486;0;65;2354 
3242;29;461;422;0;53;1815 
3453;29;464;179;0;74;2236 
3232;27;455;47;0;56;2194 
3166;32;471;411;0;70;1922 
6173;29;461;329;0;57;4823 
3348;33;465;431;0;60;1908 
2594;32;467;419;0;57;1149 
3710;29;458;317;0;58;2496 
3487;30;469;246;0;67;2370 
3497;34;459;187;0;74;2294 
2720;28;469;393;0;64;1440 
4031;29;462;518;0;57;2656 
3089;29;457;299;0;46;1827 
3670;27;459;316;0;51;2507 
3014;31;469;303;0;73;1661 
5118;29;452;48;0;51;4097 
3759;30;460;48;0;74;2677 
2762;30;466;175;0;71;1648 
3078;31;457;364;0;61;1833 
2932;30;465;437;0;56;1498 
3298;28;466;359;0;63;2095 
3027;31;464;365;0;63;1642 
4198;29;465;469;0;64;2704 
3555;27;458;309;0;55;2269 
4482;30;466;524;0;63;2934 
3244;34;461;228;0;71;2009 
2637;30;458;346;0;58;1309 
2747;30;460;388;0;54;1356 
