CYCLES;0xC9;0xCA;0xCB;0xCC;0xD0;0xD1
685;17;1;1;4;0;0 
589;17;1;1;4;0;0 
649;17;1;1;4;0;0 
667;17;1;1;4;0;0 
854;17;1;1;4;0;0 
805;17;1;1;4;0;0 
670;17;1;1;4;0;0 
2549;17;1;1;4;0;0 
982;17;1;1;4;0;0 
617;17;1;1;4;0;0 
631;17;1;1;4;0;0 
612;17;1;1;4;0;0 
652;17;1;1;3;0;0 
2563;17;1;1;5;0;0 
719;17;1;1;4;0;0 
1656;17;1;1;4;0;0 
610;17;1;1;4;0;0 
903;17;1;1;5;0;0 
623;17;1;1;4;0;0 
622;17;1;1;5;0;0 
622;17;1;1;4;0;0 
685;17;1;1;4;0;0 
632;17;1;1;4;0;0 
3011;17;1;1;4;0;0 
781;17;1;1;4;0;0 
1019;17;1;1;4;0;0 
1585;17;1;1;4;0;0 
706;17;1;1;4;0;0 
638;17;1;1;4;0;0 
669;17;1;1;3;0;0 
661;17;1;1;4;0;0 
623;17;1;1;4;0;0 
652;17;1;1;3;0;0 
836;17;1;1;4;0;0 
808;17;1;1;4;0;0 
1995;17;1;1;4;0;0 
675;17;1;1;4;0;0 
639;17;1;1;4;0;0 
704;17;1;1;4;0;0 
662;17;1;1;4;0;0 
2325;17;1;1;4;0;0 
619;17;1;1;5;0;0 
632;17;1;1;4;0;0 
1754;17;1;1;4;0;0 
621;17;1;1;4;0;0 
3428;17;1;1;4;0;0 
610;17;1;1;4;0;0 
644;17;1;1;4;0;0 
2209;17;1;1;4;0;0 
3345;17;1;1;4;0;0 
861;17;1;1;4;0;0 
658;17;1;1;3;0;0 
654;17;1;1;4;0;0 
3030;17;1;1;4;0;0 
615;17;1;1;4;0;0 
620;17;1;1;4;0;0 
637;17;1;1;4;0;0 
602;17;1;1;4;0;0 
2517;17;1;1;4;0;0 
772;17;1;1;4;0;0 
664;17;1;1;4;0;0 
633;17;1;1;4;0;0 
724;17;1;1;4;0;0 
616;17;1;1;3;0;0 
629;17;1;1;4;0;0 
639;17;1;1;4;0;0 
628;17;1;1;3;0;0 
639;17;1;1;4;0;0 
909;17;1;1;4;0;0 
647;17;1;1;4;0;0 
617;17;1;1;3;0;0 
953;17;1;1;4;0;0 
831;17;1;1;4;0;0 
648;17;1;1;3;0;0 
689;17;1;1;4;0;0 
654;17;1;1;4;0;0 
1149;17;1;1;3;0;0 
662;17;1;1;4;0;0 
661;17;1;1;4;0;0 
1756;17;1;1;4;0;0 
635;17;1;1;4;0;0 
1534;17;1;1;4;0;0 
631;17;1;1;4;0;0 
610;17;1;1;4;0;0 
2315;17;1;1;4;0;0 
2824;17;1;1;4;0;0 
761;17;1;1;4;0;0 
653;17;1;1;4;0;0 
622;17;1;1;4;0;0 
612;17;1;1;3;0;0 
658;17;1;1;4;0;0 
721;17;1;1;4;0;0 
732;17;1;1;4;0;0 
604;17;1;1;4;0;0 
585;17;1;1;4;0;0 
747;17;1;1;3;0;0 
586;17;1;1;4;0;0 
632;17;1;1;4;0;0 
634;17;1;1;4;0;0 
647;17;1;1;4;0;0 
614;17;1;1;4;0;0 
1868;17;1;1;4;0;0 
651;17;1;1;4;0;0 
891;17;1;1;4;0;0 
1096;17;1;1;4;0;0 
825;17;1;1;4;0;0 
629;17;1;1;4;0;0 
628;17;1;1;4;0;0 
2724;17;1;1;4;0;0 
606;17;1;1;4;0;0 
1571;17;1;1;4;0;0 
771;17;1;1;4;0;0 
639;17;1;1;4;0;0 
622;17;1;1;4;0;0 
2527;17;1;1;4;0;0 
657;17;1;1;3;0;0 
658;17;1;1;4;0;0 
669;17;1;1;4;0;0 
738;17;1;1;4;0;0 
836;17;1;1;4;0;0 
3282;17;1;1;5;0;0 
639;17;1;1;4;0;0 
675;17;1;1;4;0;0 
688;17;1;1;4;0;0 
697;17;1;1;4;0;0 
685;17;1;1;3;0;0 
665;17;1;1;4;0;0 
1018;17;1;1;5;0;0 
633;17;1;1;4;0;0 
845;17;1;1;4;0;0 
628;17;1;1;3;0;0 
1587;17;1;1;4;0;0 
1872;17;1;1;4;0;0 
829;17;1;1;4;0;0 
649;17;1;1;4;0;0 
2015;17;1;1;4;0;0 
673;17;1;1;3;0;0 
848;17;1;1;3;0;0 
858;17;1;1;3;0;0 
664;17;1;1;4;0;0 
679;17;1;1;4;0;0 
830;17;1;1;4;0;0 
708;17;1;1;4;0;0 
628;17;1;1;4;0;0 
642;17;1;1;4;0;0 
675;17;1;1;4;0;0 
628;17;1;1;4;0;0 
1634;17;1;1;4;0;0 
839;17;1;1;4;0;0 
775;17;1;1;4;0;0 
782;17;1;1;4;0;0 
2192;17;1;1;4;0;0 
1482;17;1;1;4;0;0 
1604;17;1;1;4;0;0 
600;17;1;1;4;0;0 
834;17;1;1;4;0;0 
1843;17;1;1;4;0;0 
614;17;1;1;4;0;0 
795;17;1;1;4;0;0 
1566;17;1;1;4;0;0 
666;17;1;1;4;0;0 
