CYCLES;0x18;0x19;0x1A;0x1D;0x1E;0x60
820066;30;364;0;410032;0;244 
815209;17;168;0;407605;0;100 
817549;32;280;0;408774;0;152 
816094;33;288;0;408046;0;156 
814761;22;256;0;407381;0;168 
814803;15;224;0;407402;0;164 
818749;27;184;0;409374;0;76 
819443;25;220;0;409721;0;120 
816154;32;304;0;408076;0;176 
815011;19;164;0;407505;0;88 
818661;24;255;0;409330;0;163 
814214;36;284;0;407107;0;140 
816351;31;254;0;408175;0;129 
817918;26;305;0;408958;0;201 
815601;24;204;0;407801;0;108 
816806;22;164;0;408403;0;76 
814862;30;244;0;407431;0;124 
817338;15;218;0;408670;0;158 
815519;33;232;0;407760;0;100 
815499;23;184;0;407749;0;92 
817544;21;188;0;408772;0;104 
814455;21;177;0;407228;0;93 
814641;19;284;0;407320;0;208 
814688;29;204;0;407344;0;88 
815663;16;292;0;407832;0;228 
815779;27;208;0;407889;0;100 
817464;35;316;0;408731;0;176 
815325;20;176;0;407663;0;96 
815773;42;360;0;407885;0;192 
815089;33;220;0;407543;0;88 
815015;29;240;0;407507;0;124 
817970;28;204;0;408985;0;92 
815360;26;224;0;407680;0;120 
815306;17;164;0;407653;0;96 
815837;27;220;0;407919;0;112 
817786;27;236;0;408892;0;128 
817620;30;260;0;408809;0;140 
816309;15;336;0;408155;0;276 
816006;29;220;0;408002;0;104 
816174;35;340;0;408087;0;200 
814055;24;212;0;407027;0;116 
817547;34;244;0;408771;0;108 
814216;38;228;0;407108;0;76 
815483;26;228;0;407742;0;124 
815351;37;268;0;407675;0;120 
815168;28;188;0;407582;0;76 
815270;22;180;0;407635;0;92 
815332;31;312;0;407666;0;188 
815587;16;164;0;407793;0;100 
815159;19;156;0;407579;0;80 
817577;26;200;0;408789;0;96 
815251;31;240;0;407625;0;116 
818407;25;209;0;409202;0;109 
817015;24;232;0;408508;0;136 
815612;31;212;0;407805;0;88 
816787;31;228;0;408392;0;104 
817996;20;188;0;408997;0;108 
815260;27;192;0;407629;0;84 
815855;27;300;0;407928;0;192 
814893;18;156;0;407447;0;84 
814789;31;284;0;407395;0;160 
815018;28;204;0;407509;0;92 
814972;24;220;0;407486;0;124 
814705;30;244;0;407352;0;124 
815459;26;188;0;407728;0;84 
815347;35;332;0;407673;0;192 
815147;28;232;0;407573;0;120 
816258;36;236;0;408129;0;92 
816336;24;224;0;408168;0;128 
815667;25;220;0;407834;0;120 
816823;24;316;0;408411;0;220 
815322;27;256;0;407660;0;148 
816399;19;232;0;408199;0;156 
814973;27;208;0;407486;0;100 
815822;14;152;0;407911;0;96 
816275;24;196;0;408138;0;100 
814265;27;256;0;407133;0;148 
814069;24;176;0;407034;0;80 
815867;36;308;0;407933;0;168 
814617;17;156;0;407308;0;88 
817258;40;256;0;408629;0;96 
815156;14;172;0;407578;0;116 
815897;27;216;0;407949;0;108 
814846;20;172;0;407423;0;92 
816119;19;164;0;408059;0;88 
815120;27;208;0;407560;0;100 
814424;27;236;0;407213;0;128 
815165;28;216;0;407582;0;104 
814862;16;164;0;407431;0;100 
814568;22;200;0;407284;0;112 
814787;25;168;0;407393;0;68 
818191;27;316;0;409095;0;208 
814260;33;236;0;407129;0;104 
815190;30;216;0;407594;0;96 
816757;23;244;0;408378;0;152 
814983;26;196;0;407492;0;92 
817755;26;352;0;408877;0;248 
815185;24;188;0;407592;0;92 
816553;24;216;0;408277;0;120 
815001;19;239;0;407501;0;163 
815364;18;192;0;407680;0;120 
816817;23;244;0;408408;0;152 
814639;17;148;0;407320;0;80 
815000;24;223;0;407501;0;127 
815175;25;260;0;407586;0;160 
814226;32;252;0;407113;0;124 
817774;21;173;0;408887;0;89 
815203;29;240;0;407600;0;124 
814629;35;256;0;407315;0;116 
815335;22;456;0;407668;0;368 
818092;29;594;0;409045;0;478 
814862;22;191;0;407432;0;103 
814661;24;272;0;407331;0;176 
815875;21;160;0;407936;0;76 
816347;27;244;0;408173;0;136 
814185;23;256;0;407093;0;164 
816116;20;168;0;408056;0;88 
818903;34;413;0;409451;0;277 
815839;24;336;0;407919;0;240 
816042;55;340;0;408021;0;120 
816507;20;160;0;408254;0;80 
814643;18;160;0;407321;0;88 
814992;28;224;0;407496;0;112 
816549;22;176;0;408274;0;88 
814968;29;192;0;407484;0;76 
815158;22;192;0;407579;0;104 
817248;31;285;0;408623;0;161 
814969;20;180;0;407484;0;100 
813985;37;276;0;406993;0;128 
815182;33;216;0;407592;0;84 
815348;37;276;0;407674;0;132 
813736;23;168;0;406868;0;76 
815765;44;296;0;407882;0;120 
814053;18;156;0;407026;0;84 
814666;27;184;0;407333;0;76 
815373;33;264;0;407686;0;132 
814783;24;160;0;407391;0;64 
816304;30;320;0;408153;0;200 
815403;16;160;0;407701;0;96 
814905;27;220;0;407452;0;112 
