CYCLES;0x19;0x1A;0x1D;0x1E;0x60;0x61
2516073;558;0;1258035;0;414;144 
2516046;540;0;1258022;0;412;128 
2513254;588;0;1256626;0;412;176 
2516383;568;0;1258189;0;428;140 
2516145;564;0;1258072;0;420;144 
2516804;568;0;1258401;0;424;144 
2512308;580;0;1256152;0;408;172 
2515449;571;0;1257723;0;419;152 
2515072;500;0;1257535;0;416;84 
2515652;515;0;1257826;0;411;104 
2518241;569;0;1259120;0;425;144 
2513681;497;0;1256840;0;401;96 
2515852;516;0;1257924;0;408;108 
2515302;512;0;1257649;0;412;100 
2513149;544;0;1256573;0;412;132 
2517462;520;0;1258728;0;412;108 
2515588;524;0;1257793;0;408;116 
2515739;524;0;1257867;0;412;112 
2514046;544;0;1257022;0;408;136 
2517286;574;0;1258642;0;430;144 
2515965;560;0;1257982;0;420;140 
2512381;540;0;1256189;0;416;124 
2515246;496;0;1257622;0;404;92 
2512912;552;0;1256454;0;411;141 
2512192;532;0;1256095;0;416;116 
2516202;608;0;1258101;0;428;180 
2512866;580;0;1256432;0;416;164 
2514611;540;0;1257305;0;424;116 
2512796;596;0;1256397;0;420;176 
2515156;484;0;1257576;0;400;84 
2515681;568;0;1257840;0;412;156 
2516187;536;0;1258092;0;404;132 
2515607;494;0;1257802;0;398;96 
2515662;544;0;1257830;0;408;136 
2515510;472;0;1257754;0;404;68 
2517459;576;0;1258728;0;412;164 
2513211;580;0;1256604;0;408;172 
2513861;540;0;1256930;0;400;140 
2512831;558;0;1256416;0;428;130 
2512508;516;0;1256254;0;408;108 
2517295;544;0;1258646;0;416;128 
2515504;544;0;1257751;0;420;124 
2516168;578;0;1258084;0;414;164 
2515413;532;0;1257705;0;412;120 
2516440;520;0;1258219;0;400;120 
2514898;556;0;1257449;0;416;140 
2513589;532;0;1256794;0;404;128 
2516663;522;0;1258330;0;408;114 
2513557;552;0;1256777;0;416;136 
2513452;512;0;1256726;0;400;112 
2513718;556;0;1256859;0;408;148 
2515424;536;0;1257711;0;416;120 
2517563;556;0;1258779;0;420;136 
2516363;532;0;1258181;0;404;128 
2513774;520;0;1256886;0;392;128 
2512758;492;0;1256377;0;404;88 
2513133;576;0;1256566;0;408;168 
2517407;520;0;1258702;0;428;92 
2516286;584;0;1258142;0;424;160 
2512219;520;0;1256108;0;416;104 
2512842;592;0;1256421;0;416;176 
2515299;536;0;1257648;0;412;124 
2516542;588;0;1258270;0;420;168 
2513279;532;0;1256638;0;420;112 
2514587;516;0;1257292;0;420;96 
2515740;532;0;1257869;0;408;124 
2515733;552;0;1257865;0;420;132 
2519033;528;0;1259515;0;420;108 
2512375;532;0;1256187;0;404;128 
2515307;556;0;1257652;0;396;160 
2516174;560;0;1258085;0;408;152 
2513503;476;0;1256751;0;392;84 
2517313;572;0;1258656;0;428;144 
2513293;544;0;1256646;0;404;140 
2516317;516;0;1258157;0;412;104 
2515450;540;0;1257725;0;412;128 
2517230;548;0;1258615;0;424;124 
2519914;556;0;1259956;0;420;136 
2512507;580;0;1256252;0;420;160 
2514023;575;0;1257010;0;403;172 
2514656;540;0;1257327;0;408;132 
2514140;552;0;1257069;0;416;136 
2517699;620;0;1258847;0;416;204 
2514629;556;0;1257314;0;420;136 
2514584;556;0;1257291;0;408;148 
2515364;544;0;1257681;0;424;120 
2513874;536;0;1256937;0;408;128 
2515274;532;0;1257636;0;412;120 
2516628;513;0;1258313;0;409;104 
2515399;552;0;1257697;0;416;136 
2516024;544;0;1258011;0;416;128 
2515956;572;0;1257978;0;420;152 
2512438;512;0;1256218;0;412;100 
2516001;528;0;1258000;0;408;120 
2517311;575;0;1258654;0;416;159 
2516218;540;0;1258109;0;400;140 
2514944;500;0;1257471;0;420;80 
2515946;588;0;1257971;0;396;192 
2516008;512;0;1258002;0;420;92 
2515127;576;0;1257562;0;408;168 
2512633;528;0;1256315;0;412;116 
2514796;556;0;1257397;0;420;136 
2512756;564;0;1256377;0;404;160 
2512503;560;0;1256250;0;412;148 
2513990;584;0;1256993;0;412;172 
2513694;561;0;1256847;0;409;152 
2514356;596;0;1257177;0;428;168 
2513073;548;0;1256535;0;420;128 
2515738;536;0;1257868;0;412;124 
2514487;508;0;1257243;0;396;112 
2512628;548;0;1256314;0;404;144 
2515611;596;0;1257805;0;420;176 
2514398;532;0;1257199;0;416;116 
2514887;536;0;1257442;0;408;128 
2515780;564;0;1257888;0;416;148 
2515223;488;0;1257611;0;408;80 
2515168;550;0;1257583;0;406;144 
2516314;532;0;1258157;0;424;108 
2513270;532;0;1256634;0;420;112 
2525802;600;0;1262900;0;420;180 
2513107;552;0;1256551;0;420;132 
2513781;572;0;1256889;0;396;176 
2515876;544;0;1257936;0;408;136 
2515343;536;0;1257671;0;412;124 
2516919;584;0;1258458;0;424;160 
2513978;552;0;1256987;0;408;144 
2514202;516;0;1257101;0;420;96 
2515625;600;0;1257811;0;404;196 
2514674;500;0;1257336;0;404;96 
2515272;516;0;1257636;0;420;96 
2514997;580;0;1257497;0;412;168 
2516445;568;0;1258222;0;424;144 
2514787;544;0;1257394;0;412;132 
2515776;497;0;1257887;0;397;100 
2512804;472;0;1256402;0;400;72 
2515069;520;0;1257534;0;408;112 
2515023;544;0;1257511;0;412;132 
2514108;576;0;1257053;0;428;148 
2514359;516;0;1257179;0;412;104 
2515894;585;0;1257946;0;417;168 
2515009;528;0;1257504;0;420;108 
2517928;604;0;1258962;0;424;180 
2512558;536;0;1256277;0;420;116 
2514471;544;0;1257234;0;420;124 
2513609;576;0;1256804;0;404;172 
2514079;536;0;1257038;0;420;116 
2514198;540;0;1257097;0;420;120 
2513084;552;0;1256541;0;416;136 
2512955;556;0;1256476;0;404;152 
2513374;560;0;1256687;0;404;156 
