CYCLES;0x7A;0x86;0x87;0xC0;0xC1;0xC2
2516224;5634;4;0;364;0;9 
2514447;5634;4;0;337;0;6 
2516105;5634;4;0;352;0;3 
2514626;5634;5;0;378;0;6 
2516082;5634;4;0;335;0;3 
2516454;5634;5;0;416;0;12 
2513326;5634;5;0;392;0;10 
2515287;5634;4;0;346;0;3 
2514559;5634;5;0;323;0;14 
2515348;5634;6;0;347;0;19 
2518429;5634;7;0;472;0;3 
2516721;5634;5;0;386;0;6 
2515716;5634;4;0;303;0;0 
2515071;5634;4;0;329;0;3 
2515134;5634;4;0;352;0;3 
2516435;5634;5;0;487;0;11 
2516258;5634;4;0;386;0;6 
2516511;5634;5;0;367;0;10 
2514921;5634;4;0;310;0;15 
2519705;5634;4;0;766;0;3 
2516407;5634;5;0;413;0;0 
2517134;5634;4;0;320;0;9 
2515477;5634;5;0;368;0;3 
2512746;5634;4;0;366;0;8 
2515477;5634;4;0;370;0;12 
2518325;5634;7;0;500;0;8 
2516510;5634;5;0;352;0;3 
2515205;5634;5;0;383;0;6 
2517556;5634;5;0;370;0;17 
2513902;5634;4;0;341;0;10 
2519261;5634;5;0;446;0;0 
2514779;5634;4;0;366;0;3 
2514489;5634;4;0;324;0;3 
2513461;5634;5;0;398;0;16 
2515779;5634;4;0;316;0;3 
2519328;5634;5;0;644;0;0 
2515863;5634;4;0;347;0;9 
2513457;5634;4;0;352;0;15 
2513921;5634;4;0;314;0;3 
2515838;5634;5;0;363;0;16 
2515775;5634;7;0;470;0;3 
2516909;5634;6;0;452;0;3 
2516675;5634;5;0;399;0;0 
2515189;5634;4;0;326;0;9 
2513807;5634;4;0;371;0;11 
2514408;5634;5;0;456;0;9 
2516909;5634;4;0;335;0;9 
2516650;5634;5;0;417;0;12 
2513076;5634;4;0;336;0;6 
2513755;5634;5;0;355;0;3 
2516183;5634;4;0;306;0;3 
2512753;5634;4;0;334;0;6 
2514696;5634;6;0;479;0;22 
2514063;5634;4;0;349;0;10 
2517036;5634;4;0;362;0;13 
2516169;5634;5;0;371;0;12 
2513952;5634;5;0;368;0;12 
2517784;5634;7;0;502;0;3 
2516647;5634;5;0;367;0;3 
2515879;5634;5;0;395;0;9 
2516127;5634;5;0;365;0;0 
2513095;5634;4;0;319;0;0 
2516260;5634;5;0;471;0;10 
2513732;5634;4;0;356;0;3 
2515818;5634;4;0;339;0;20 
2514936;5634;4;0;304;0;0 
2514807;5634;4;0;364;0;3 
2517048;5634;5;0;451;0;7 
2516031;5634;5;0;365;0;6 
2514727;5634;4;0;342;0;11 
2514717;5634;5;0;354;0;3 
2516505;5634;5;0;377;0;0 
2517949;5634;6;0;516;0;13 
2513522;5634;4;0;334;0;7 
2515270;5634;5;0;480;0;17 
2513619;5634;4;0;353;0;15 
2513878;5634;5;0;359;0;0 
2515245;5634;4;0;333;0;6 
2515892;5634;4;0;369;0;0 
2513657;5634;5;0;443;0;14 
2516370;5634;4;0;364;0;0 
2515724;5634;4;0;369;0;12 
2516853;5634;4;0;353;0;0 
2515134;5634;4;0;338;0;3 
2518943;5634;8;0;449;0;0 
2515634;5634;5;0;325;0;3 
2514494;5634;5;0;358;0;10 
2514368;5634;5;0;356;0;3 
2513086;5634;4;0;330;0;0 
2515213;5634;5;0;473;0;6 
2514950;5634;4;0;364;0;6 
2516972;5634;4;0;293;0;3 
2515498;5634;4;0;296;0;0 
2518101;5634;4;0;338;0;13 
2516497;5634;5;0;421;0;3 
2513775;5634;5;0;351;0;9 
2513411;5634;4;0;347;0;3 
2514433;5634;5;0;330;0;3 
2516159;5634;5;0;342;0;3 
2518702;5634;7;0;539;0;8 
2514533;5634;5;0;366;0;6 
2515826;5634;6;0;316;0;6 
2514710;5634;4;0;325;0;0 
2514335;5634;5;0;328;0;10 
2514216;5634;5;0;448;0;15 
2516933;5634;4;0;341;0;11 
2514571;5634;5;0;426;0;9 
2515927;5634;4;0;331;0;0 
2515511;5634;4;0;360;0;10 
2514871;5634;4;0;306;0;10 
2512847;5634;4;0;320;0;0 
2514103;5634;7;0;454;0;6 
2514691;5634;4;0;345;0;7 
2513261;5634;5;0;358;0;14 
2516057;5634;6;0;355;0;3 
2517041;5634;5;0;423;0;19 
2517394;5634;5;0;442;0;11 
2515803;5634;4;0;301;0;3 
2515448;5634;4;0;312;0;19 
2515293;5634;4;0;337;0;0 
2517005;5634;4;0;331;0;13 
2516927;5634;5;0;438;0;3 
2513783;5634;5;0;322;0;0 
2512290;5634;4;0;314;0;6 
2515820;5634;4;0;323;0;6 
2516537;5634;4;0;345;0;6 
2519692;5634;6;0;431;0;3 
2516260;5634;5;0;383;0;15 
2516021;5634;5;0;341;0;13 
2516171;5634;5;0;346;0;6 
2516156;5634;5;0;327;0;7 
2517797;5634;6;0;426;0;6 
2517929;5634;4;0;381;0;9 
2514449;5634;5;0;424;0;6 
2513486;5634;4;0;363;0;0 
2515093;5634;4;0;314;0;0 
2513211;5634;4;0;329;0;7 
2513338;5634;4;0;304;0;3 
2517073;5634;6;0;440;0;6 
2515884;5634;4;0;339;0;9 
2514574;5634;4;0;380;0;13 
2516000;5634;5;0;377;0;3 
2517181;5634;4;0;335;0;9 
2517029;5634;6;0;470;0;3 
2514796;5634;5;0;395;0;6 
2515918;5634;5;0;332;0;3 
2515904;5634;5;0;377;0;13 
2515133;5634;4;0;362;0;6 
2514702;5634;5;0;452;0;6 
2515283;5634;5;0;344;0;6 
2515881;5634;4;0;348;0;10 
2515708;5634;4;0;293;0;3 
2515754;5634;4;0;319;0;0 
2514648;5634;5;0;437;0;3 
2515316;5634;4;0;293;0;3 
2512856;5634;4;0;344;0;9 
2519777;5634;4;0;732;0;14 
2512886;5634;5;0;346;0;3 
2515553;5634;6;0;477;0;11 
2516059;5634;5;0;392;0;3 
2515693;5634;5;0;356;0;9 
2517321;5634;4;0;381;0;10 
2515755;5634;5;0;366;0;3 
2517767;5634;6;0;422;0;3 
2515746;5634;4;0;321;0;9 
2517037;5634;6;0;457;0;3 
2514602;5634;4;0;333;0;6 
2512786;5634;4;0;291;0;6 
2514915;5634;4;0;325;0;9 
2512940;5634;4;0;348;0;12 
2516489;5634;5;0;415;0;3 
2514970;5634;4;0;311;0;6 
2512744;5634;4;0;302;0;3 
2515383;5634;5;0;363;0;12 
2515708;5634;4;0;384;0;3 
2516160;5634;7;0;486;0;6 
2516384;5634;6;0;392;0;3 
2513953;5634;5;0;400;0;10 
2514958;5634;4;0;348;0;16 
2513413;5634;4;0;356;0;6 
2514654;5634;5;0;476;0;21 
2513367;5634;4;0;364;0;3 
2515676;5634;4;0;310;0;6 
2512869;5634;4;0;347;0;16 
2516757;5634;5;0;401;0;6 
2517022;5634;5;0;405;0;0 
2515402;5634;4;0;367;0;6 
2524149;5634;4;0;313;0;3 
2512983;5634;4;0;351;0;10 
2513236;5634;4;0;355;0;6 
2517310;5634;5;0;432;0;6 
2518474;5634;4;0;653;0;19 
2515932;5634;5;0;390;0;0 
2516717;5634;5;0;367;0;9 
2515264;5634;5;0;363;0;0 
2515207;5634;7;0;462;0;14 
2515491;5634;5;0;345;0;12 
2513168;5634;4;0;348;0;6 
2513332;5634;4;0;368;0;6 
2518274;5634;4;0;632;0;6 
2516621;5634;6;0;491;0;25 
2514441;5634;4;0;347;0;3 
2516524;5634;5;0;453;0;25 
2514753;5634;4;0;373;0;3 
2516020;5634;4;0;347;0;10 
2514215;5634;4;0;376;0;10 
2513479;5634;4;0;301;0;0 
2519253;5634;5;0;463;0;12 
2515720;5634;5;0;357;0;6 
2514085;5634;4;0;364;0;0 
2515377;5634;5;0;353;0;9 
2514561;5634;6;0;341;0;3 
2517702;5634;7;0;511;0;23 
2519354;5634;6;0;351;0;6 
2515365;5634;5;0;332;0;6 
2514015;5634;4;0;310;0;0 
2515685;5634;4;0;359;0;0 
2518341;5634;5;0;407;0;9 
2515998;5634;4;0;295;0;0 
2513980;5634;5;0;396;0;13 
2514581;5634;4;0;309;0;11 
2513201;5634;4;0;309;0;0 
2514228;5634;5;0;469;0;3 
2517271;5634;4;0;475;0;3 
2512504;5634;4;0;318;0;3 
2515206;5634;4;0;301;0;3 
2514528;5634;4;0;332;0;17 
2517070;5634;6;0;477;0;9 
2515704;5634;4;0;369;0;3 
2513290;5634;4;0;372;0;3 
2515478;5634;5;0;351;0;0 
2515667;5634;5;0;371;0;12 
2517555;5634;6;0;474;0;3 
2515383;5634;4;0;324;0;3 
2516497;5634;5;0;400;0;0 
2516276;5634;5;0;355;0;3 
2516070;5634;4;0;356;0;10 
2514182;5634;4;0;342;0;6 
2514300;5634;4;0;304;0;3 
2514858;5634;5;0;383;0;0 
2514968;5634;4;0;297;0;0 
2513180;5634;4;0;331;0;3 
2515577;5634;4;0;333;0;0 
2517458;5634;5;0;355;0;0 
2514987;5634;5;0;471;0;12 
2515415;5634;6;0;348;0;9 
2516688;5634;6;0;428;0;9 
2515593;5634;5;0;398;0;6 
2515410;5634;4;0;353;0;10 
2513894;5634;5;0;404;0;3 
2515885;5634;4;0;358;0;9 
2512944;5634;4;0;305;0;3 
2515660;5634;4;0;291;0;3 
2515099;5634;4;0;321;0;7 
2519114;5634;6;0;470;0;12 
2515570;5634;4;0;325;0;3 
2513047;5634;4;0;291;0;0 
2515937;5634;4;0;320;0;3 
2515849;5634;4;0;312;0;3 
2515941;5634;5;0;426;0;13 
2517680;5634;4;0;370;0;3 
2515658;5634;4;0;347;0;3 
2517121;5634;6;0;541;0;3 
2514049;5634;5;0;367;0;3 
2515074;5634;6;0;469;0;3 
2515939;5634;4;0;378;0;0 
2514317;5634;4;0;388;0;19 
2516251;5634;4;0;324;0;9 
2513821;5634;4;0;348;0;6 
2517857;5634;5;0;419;0;14 
2513682;5634;5;0;392;0;15 
2517010;5634;5;0;391;0;0 
2515563;5634;4;0;342;0;10 
2515397;5634;4;0;324;0;7 
2515640;5634;4;0;317;0;11 
2515308;5634;4;0;362;0;19 
2516293;5634;7;0;489;0;9 
2515425;5634;4;0;344;0;7 
2515686;5634;5;0;364;0;9 
2515796;5634;5;0;396;0;3 
2516006;5634;5;0;336;0;4 
2516715;5634;7;0;482;0;6 
2515617;5634;4;0;317;0;0 
2517590;5634;5;0;395;0;7 
2512968;5634;4;0;346;0;0 
2516908;5634;4;0;379;0;12 
2517513;5634;5;0;475;0;15 
2515483;5634;4;0;333;0;6 
2513847;5634;4;0;340;0;0 
2517589;5634;5;0;386;0;9 
2513437;5634;4;0;328;0;0 
2517313;5634;5;0;451;0;3 
2516735;5634;4;0;320;0;3 
2517107;5634;5;0;480;0;13 
2516483;5634;5;0;427;0;14 
2515323;5634;5;0;369;0;0 
2516708;5634;6;0;434;0;15 
2513735;5634;5;0;387;0;7 
2513269;5634;4;0;359;0;10 
2514505;5634;5;0;334;0;0 
2516023;5634;5;0;369;0;12 
2516143;5634;5;0;324;0;9 
2514832;5634;4;0;300;0;3 
2514665;5634;5;0;457;0;9 
2515796;5634;4;0;329;0;0 
